# event_ticker=KXATPCHALLENGERMATCH-26MAR06BUDCHO
# final_score=6-4 7-6(5)
# score_resolution=4-6 6-7
# match_winner=Nicolai Budkov Kjaer
# fav_player=Jan Choinski
# dog_player=Nicolai Budkov Kjaer
# kalshi_date=2026-03-06
timestamp,Jan Choinski,Nicolai Budkov Kjaer
2026-03-06T03:57:00Z,,67.00
2026-03-06T04:55:00Z,34.00,67.00
2026-03-06T05:03:00Z,34.89,67.00
2026-03-06T05:12:00Z,34.89,67.00
2026-03-06T05:27:00Z,36.00,67.00
2026-03-06T05:30:00Z,36.00,67.00
2026-03-06T05:38:00Z,36.00,67.00
2026-03-06T05:51:00Z,36.00,67.00
2026-03-06T05:54:00Z,36.00,67.00
2026-03-06T06:10:00Z,36.00,67.00
2026-03-06T06:11:00Z,36.00,67.00
2026-03-06T06:33:00Z,36.00,67.00
2026-03-06T06:52:00Z,36.00,66.32
2026-03-06T06:53:00Z,36.00,67.00
2026-03-06T06:57:00Z,35.74,67.00
2026-03-06T06:59:00Z,35.74,66.00
2026-03-06T07:01:00Z,36.00,66.00
2026-03-06T07:02:00Z,36.40,66.00
2026-03-06T07:03:00Z,36.00,66.00
2026-03-06T07:05:00Z,36.00,66.00
2026-03-06T07:08:00Z,40.28,63.81
2026-03-06T07:09:00Z,37.00,63.81
2026-03-06T07:14:00Z,37.00,63.81
2026-03-06T07:16:00Z,37.00,65.00
2026-03-06T07:20:00Z,37.00,65.00
2026-03-06T07:21:00Z,37.00,65.00
2026-03-06T07:22:00Z,37.00,65.00
2026-03-06T07:24:00Z,37.00,65.00
2026-03-06T07:25:00Z,37.00,65.00
2026-03-06T07:29:00Z,35.00,65.00
2026-03-06T07:33:00Z,37.00,65.00
2026-03-06T07:35:00Z,37.00,65.00
2026-03-06T07:54:00Z,37.00,65.00
2026-03-06T07:55:00Z,37.00,65.00
2026-03-06T08:35:00Z,36.99,65.00
2026-03-06T08:46:00Z,36.99,65.00
2026-03-06T09:17:00Z,36.99,66.00
2026-03-06T09:21:00Z,36.00,66.00
2026-03-06T09:33:00Z,36.00,65.00
2026-03-06T09:48:00Z,36.00,65.00
2026-03-06T09:50:00Z,36.00,65.00
2026-03-06T10:13:00Z,36.00,65.00
2026-03-06T10:23:00Z,36.00,65.00
2026-03-06T10:26:00Z,36.00,65.00
2026-03-06T10:43:00Z,36.00,65.00
2026-03-06T10:44:00Z,35.00,65.00
2026-03-06T10:47:00Z,35.00,65.00
2026-03-06T10:50:00Z,36.00,65.00
2026-03-06T11:01:00Z,36.00,65.00
2026-03-06T11:22:00Z,36.00,65.00
2026-03-06T11:26:00Z,36.00,65.00
2026-03-06T11:28:00Z,36.00,65.00
2026-03-06T11:33:00Z,35.82,65.00
2026-03-06T11:46:00Z,36.00,65.00
2026-03-06T11:54:00Z,36.00,65.00
2026-03-06T11:55:00Z,36.00,65.00
2026-03-06T11:57:00Z,36.00,65.00
2026-03-06T11:59:00Z,36.00,65.00
2026-03-06T12:00:00Z,36.00,65.00
2026-03-06T12:05:00Z,36.00,65.00
2026-03-06T12:06:00Z,36.74,66.58
2026-03-06T12:07:00Z,36.00,64.00
2026-03-06T12:08:00Z,35.11,67.45
2026-03-06T12:09:00Z,34.07,67.00
2026-03-06T12:10:00Z,33.05,67.76
2026-03-06T12:11:00Z,36.45,65.16
2026-03-06T12:12:00Z,38.38,64.17
2026-03-06T12:13:00Z,38.34,61.66
2026-03-06T12:14:00Z,38.61,62.18
2026-03-06T12:15:00Z,38.10,63.78
2026-03-06T12:16:00Z,38.13,64.00
2026-03-06T12:17:00Z,35.97,65.24
2026-03-06T12:18:00Z,39.72,60.12
2026-03-06T12:19:00Z,42.18,59.76
2026-03-06T12:20:00Z,47.26,55.45
2026-03-06T12:21:00Z,49.38,52.86
2026-03-06T12:22:00Z,47.20,54.40
2026-03-06T12:23:00Z,44.74,56.12
2026-03-06T12:24:00Z,39.94,60.24
2026-03-06T12:25:00Z,40.52,60.66
2026-03-06T12:26:00Z,40.06,63.64
2026-03-06T12:27:00Z,33.91,67.03
2026-03-06T12:28:00Z,32.36,70.28
2026-03-06T12:29:00Z,26.65,75.64
2026-03-06T12:30:00Z,23.90,78.54
2026-03-06T12:31:00Z,31.67,74.00
2026-03-06T12:32:00Z,38.98,63.46
2026-03-06T12:33:00Z,40.40,59.59
2026-03-06T12:34:00Z,42.72,58.61
2026-03-06T12:35:00Z,40.17,60.89
2026-03-06T12:36:00Z,40.96,61.92
2026-03-06T12:37:00Z,40.17,62.19
2026-03-06T12:38:00Z,43.60,59.22
2026-03-06T12:39:00Z,39.99,59.99
2026-03-06T12:40:00Z,36.02,64.68
2026-03-06T12:41:00Z,36.42,66.30
2026-03-06T12:42:00Z,32.98,68.55
2026-03-06T12:43:00Z,28.38,70.56
2026-03-06T12:44:00Z,22.83,78.40
2026-03-06T12:45:00Z,17.25,80.60
2026-03-06T12:46:00Z,16.99,84.63
2026-03-06T12:47:00Z,15.14,86.07
2026-03-06T12:48:00Z,15.41,86.42
2026-03-06T12:49:00Z,15.26,84.66
2026-03-06T12:50:00Z,15.12,85.55
2026-03-06T12:51:00Z,16.52,85.29
2026-03-06T12:52:00Z,18.54,83.02
2026-03-06T12:53:00Z,19.62,79.24
2026-03-06T12:54:00Z,25.59,78.74
2026-03-06T12:55:00Z,23.83,78.18
2026-03-06T12:56:00Z,22.28,78.68
2026-03-06T12:57:00Z,23.61,76.82
2026-03-06T12:58:00Z,19.54,78.06
2026-03-06T12:59:00Z,18.00,81.83
2026-03-06T13:00:00Z,18.13,82.95
2026-03-06T13:01:00Z,16.69,84.00
2026-03-06T13:02:00Z,8.93,88.62
2026-03-06T13:03:00Z,12.96,88.49
2026-03-06T13:04:00Z,16.26,82.97
2026-03-06T13:05:00Z,18.74,81.73
2026-03-06T13:06:00Z,20.74,80.84
2026-03-06T13:07:00Z,19.07,81.78
2026-03-06T13:08:00Z,18.09,82.67
2026-03-06T13:09:00Z,18.68,82.13
2026-03-06T13:10:00Z,16.89,84.37
2026-03-06T13:11:00Z,17.00,82.08
2026-03-06T13:12:00Z,14.03,87.72
2026-03-06T13:13:00Z,16.57,85.12
2026-03-06T13:14:00Z,19.68,81.59
2026-03-06T13:15:00Z,23.22,79.47
2026-03-06T13:16:00Z,22.25,79.78
2026-03-06T13:17:00Z,28.56,73.44
2026-03-06T13:18:00Z,32.95,67.10
2026-03-06T13:19:00Z,41.45,59.79
2026-03-06T13:20:00Z,41.72,55.85
2026-03-06T13:21:00Z,47.14,54.73
2026-03-06T13:22:00Z,45.83,56.95
2026-03-06T13:23:00Z,41.64,61.76
2026-03-06T13:24:00Z,41.59,59.03
2026-03-06T13:25:00Z,42.03,61.14
2026-03-06T13:26:00Z,35.31,67.55
2026-03-06T13:27:00Z,39.58,61.52
2026-03-06T13:28:00Z,39.43,62.42
2026-03-06T13:29:00Z,43.67,57.97
2026-03-06T13:30:00Z,40.87,59.74
2026-03-06T13:31:00Z,41.39,60.13
2026-03-06T13:32:00Z,41.39,60.91
2026-03-06T13:33:00Z,42.62,60.79
2026-03-06T13:34:00Z,42.92,59.38
2026-03-06T13:35:00Z,30.19,68.93
2026-03-06T13:36:00Z,23.07,78.79
2026-03-06T13:37:00Z,15.54,85.02
2026-03-06T13:38:00Z,14.30,86.89
2026-03-06T13:39:00Z,14.92,86.03
2026-03-06T13:40:00Z,12.13,88.58
2026-03-06T13:41:00Z,12.24,88.45
2026-03-06T13:42:00Z,9.25,89.43
2026-03-06T13:43:00Z,16.80,86.07
2026-03-06T13:44:00Z,17.17,85.92
2026-03-06T13:45:00Z,18.26,83.91
2026-03-06T13:46:00Z,12.64,87.89
2026-03-06T13:47:00Z,10.01,88.68
2026-03-06T13:48:00Z,18.73,83.09
2026-03-06T13:49:00Z,18.24,82.90
2026-03-06T13:50:00Z,14.48,86.38
2026-03-06T13:51:00Z,8.76,92.76
2026-03-06T13:52:00Z,16.30,87.69
2026-03-06T13:53:00Z,4.35,96.64
2026-03-06T13:54:00Z,1.00,99.00
2026-03-06T13:55:00Z,1.00,99.00
2026-03-06T13:56:00Z,1.00,99.00
2026-03-06T13:57:00Z,1.00,99.00
2026-03-06T13:58:00Z,1.00,99.00
2026-03-06T13:59:00Z,1.00,99.00
2026-03-06T14:00:00Z,1.00,99.00
2026-03-06T14:01:00Z,1.00,99.00
2026-03-06T14:02:00Z,1.00,99.00
2026-03-06T14:03:00Z,1.00,99.00
