# event_ticker=KXATPMATCH-25OCT18MOUMIC
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Corentin Moutet
# fav_player=Alex Michelsen
# dog_player=Corentin Moutet
# kalshi_date=2025-10-18
timestamp,Alex Michelsen,Corentin Moutet
2025-10-18T03:24:00Z,,55.00
2025-10-18T03:25:00Z,,55.00
2025-10-18T03:36:00Z,,55.00
2025-10-18T03:39:00Z,,55.00
2025-10-18T03:41:00Z,,55.00
2025-10-18T04:04:00Z,,55.00
2025-10-18T04:20:00Z,46.00,55.00
2025-10-18T04:22:00Z,46.00,55.00
2025-10-18T04:52:00Z,46.00,55.00
2025-10-18T04:56:00Z,46.00,55.00
2025-10-18T05:23:00Z,46.00,54.00
2025-10-18T05:33:00Z,46.00,54.00
2025-10-18T05:34:00Z,46.00,55.00
2025-10-18T05:57:00Z,46.00,55.00
2025-10-18T06:13:00Z,46.00,55.00
2025-10-18T06:17:00Z,46.00,55.00
2025-10-18T06:22:00Z,46.00,55.00
2025-10-18T06:26:00Z,46.00,55.00
2025-10-18T07:03:00Z,46.00,55.00
2025-10-18T07:13:00Z,47.00,55.00
2025-10-18T07:15:00Z,47.00,55.00
2025-10-18T07:26:00Z,47.00,55.00
2025-10-18T07:34:00Z,47.00,54.00
2025-10-18T07:54:00Z,47.00,54.00
2025-10-18T08:01:00Z,47.00,54.00
2025-10-18T08:15:00Z,47.00,54.68
2025-10-18T08:16:00Z,47.00,54.68
2025-10-18T08:22:00Z,47.00,55.00
2025-10-18T08:37:00Z,47.00,55.00
2025-10-18T08:39:00Z,47.00,55.00
2025-10-18T08:41:00Z,47.00,55.00
2025-10-18T08:46:00Z,47.00,55.00
2025-10-18T08:56:00Z,47.00,55.00
2025-10-18T09:01:00Z,47.00,55.00
2025-10-18T09:05:00Z,47.00,55.00
2025-10-18T10:02:00Z,47.00,55.00
2025-10-18T10:31:00Z,47.00,55.00
2025-10-18T10:32:00Z,47.00,55.00
2025-10-18T10:38:00Z,47.00,55.00
2025-10-18T10:55:00Z,47.00,55.00
2025-10-18T10:57:00Z,47.00,53.00
2025-10-18T11:01:00Z,49.00,53.00
2025-10-18T11:15:00Z,48.00,53.00
2025-10-18T11:18:00Z,48.00,53.00
2025-10-18T11:42:00Z,48.00,53.00
2025-10-18T11:50:00Z,48.00,53.00
2025-10-18T11:52:00Z,48.00,53.00
2025-10-18T11:56:00Z,48.00,53.01
2025-10-18T12:00:00Z,48.00,53.00
2025-10-18T12:02:00Z,48.00,52.00
2025-10-18T12:03:00Z,48.00,53.00
2025-10-18T12:04:00Z,48.00,53.00
2025-10-18T12:06:00Z,48.00,54.00
2025-10-18T12:11:00Z,48.00,53.00
2025-10-18T12:18:00Z,48.00,53.00
2025-10-18T12:23:00Z,48.00,53.00
2025-10-18T12:24:00Z,48.95,51.25
2025-10-18T12:26:00Z,48.95,52.00
2025-10-18T12:27:00Z,48.95,52.00
2025-10-18T12:34:00Z,49.00,52.00
2025-10-18T12:36:00Z,49.00,52.00
2025-10-18T12:37:00Z,49.00,52.00
2025-10-18T12:47:00Z,49.00,52.88
2025-10-18T12:53:00Z,49.00,52.00
2025-10-18T12:57:00Z,49.00,51.00
2025-10-18T12:58:00Z,49.00,51.00
2025-10-18T13:00:00Z,49.00,51.00
2025-10-18T13:01:00Z,49.00,51.00
2025-10-18T13:02:00Z,50.00,51.00
2025-10-18T13:07:00Z,50.00,51.00
2025-10-18T13:08:00Z,50.00,51.00
2025-10-18T13:10:00Z,50.00,52.00
2025-10-18T13:13:00Z,51.00,52.00
2025-10-18T13:15:00Z,51.00,52.00
2025-10-18T13:17:00Z,51.00,51.00
2025-10-18T13:18:00Z,51.00,51.00
2025-10-18T13:20:00Z,51.00,51.00
2025-10-18T13:22:00Z,51.00,51.00
2025-10-18T13:25:00Z,51.00,51.00
2025-10-18T13:27:00Z,51.00,51.00
2025-10-18T13:28:00Z,51.00,50.00
2025-10-18T13:29:00Z,51.00,49.00
2025-10-18T13:30:00Z,51.00,49.00
2025-10-18T13:32:00Z,51.00,51.00
