# event_ticker=KXATPMATCH-26JAN07CILBOR
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Nuno Borges
# fav_player=Marin Cilic
# dog_player=Nuno Borges
# kalshi_date=2026-01-07
timestamp,Marin Cilic,Nuno Borges
2026-01-06T21:38:00Z,,51.00
2026-01-06T21:48:00Z,,51.00
2026-01-06T21:58:00Z,,51.00
2026-01-06T22:48:00Z,,51.00
2026-01-06T23:46:00Z,,51.00
2026-01-06T23:59:00Z,,51.00
2026-01-07T00:23:00Z,51.00,51.00
2026-01-07T01:15:00Z,51.00,51.00
2026-01-07T01:45:00Z,51.00,50.00
2026-01-07T02:33:00Z,51.00,50.00
2026-01-07T02:41:00Z,51.00,51.00
2026-01-07T02:55:00Z,51.00,51.00
2026-01-07T03:10:00Z,51.00,51.00
2026-01-07T03:29:00Z,51.00,51.00
2026-01-07T03:41:00Z,51.00,51.00
2026-01-07T03:42:00Z,51.00,51.00
2026-01-07T03:48:00Z,51.00,51.00
2026-01-07T03:54:00Z,51.00,51.00
2026-01-07T03:56:00Z,51.00,51.56
2026-01-07T03:59:00Z,51.00,52.00
2026-01-07T04:00:00Z,51.00,52.00
2026-01-07T04:02:00Z,51.00,52.00
2026-01-07T04:14:00Z,51.00,52.00
2026-01-07T04:20:00Z,51.00,52.00
2026-01-07T04:24:00Z,51.00,51.00
2026-01-07T04:30:00Z,51.00,51.00
2026-01-07T04:31:00Z,51.00,51.00
2026-01-07T04:37:00Z,50.00,51.00
2026-01-07T04:43:00Z,50.00,52.00
2026-01-07T04:48:00Z,50.00,52.00
2026-01-07T04:49:00Z,50.00,52.00
2026-01-07T04:53:00Z,50.00,52.00
2026-01-07T04:56:00Z,50.00,52.00
2026-01-07T04:58:00Z,50.00,52.00
2026-01-07T05:05:00Z,51.00,52.00
2026-01-07T05:16:00Z,51.00,52.00
2026-01-07T05:22:00Z,51.00,52.00
2026-01-07T05:28:00Z,51.00,52.00
2026-01-07T05:30:00Z,51.00,52.00
2026-01-07T05:31:00Z,51.00,52.00
2026-01-07T05:41:00Z,51.00,52.00
2026-01-07T05:50:00Z,51.00,52.00
2026-01-07T05:54:00Z,50.00,52.00
2026-01-07T05:57:00Z,51.00,52.00
2026-01-07T05:58:00Z,51.00,50.13
2026-01-07T05:59:00Z,51.00,52.00
2026-01-07T06:02:00Z,51.00,52.00
2026-01-07T06:04:00Z,49.29,52.00
2026-01-07T06:10:00Z,49.29,52.00
2026-01-07T06:13:00Z,49.29,52.00
2026-01-07T06:17:00Z,49.29,52.00
2026-01-07T06:18:00Z,50.00,52.00
2026-01-07T06:24:00Z,50.00,52.00
2026-01-07T06:26:00Z,50.00,52.00
2026-01-07T06:28:00Z,50.00,52.00
2026-01-07T06:30:00Z,50.00,52.00
2026-01-07T06:32:00Z,50.00,52.00
2026-01-07T06:33:00Z,50.00,52.00
2026-01-07T06:35:00Z,50.00,52.00
2026-01-07T06:36:00Z,50.00,52.00
2026-01-07T06:37:00Z,50.00,52.00
2026-01-07T06:39:00Z,49.81,52.00
2026-01-07T06:40:00Z,50.77,52.00
2026-01-07T06:41:00Z,51.00,52.00
2026-01-07T06:42:00Z,51.29,51.00
2026-01-07T06:43:00Z,50.85,51.55
2026-01-07T06:44:00Z,50.00,52.00
2026-01-07T06:45:00Z,50.08,52.00
2026-01-07T06:46:00Z,49.05,52.00
2026-01-07T06:47:00Z,50.00,52.00
2026-01-07T06:48:00Z,50.00,52.00
2026-01-07T06:49:00Z,50.00,52.00
2026-01-07T06:50:00Z,50.00,52.00
2026-01-07T06:52:00Z,48.00,51.08
2026-01-07T06:53:00Z,50.20,50.74
2026-01-07T06:54:00Z,50.00,49.80
2026-01-07T06:55:00Z,50.00,51.65
2026-01-07T06:56:00Z,49.00,53.44
2026-01-07T06:57:00Z,48.00,53.00
2026-01-07T06:58:00Z,47.79,53.50
2026-01-07T07:00:00Z,49.00,52.00
2026-01-07T07:01:00Z,46.25,52.95
2026-01-07T07:02:00Z,48.00,57.48
2026-01-07T07:03:00Z,48.00,54.00
2026-01-07T07:04:00Z,50.95,53.90
2026-01-07T07:05:00Z,48.76,53.90
2026-01-07T07:06:00Z,47.56,53.00
2026-01-07T07:07:00Z,47.56,55.85
2026-01-07T07:08:00Z,50.03,53.00
2026-01-07T07:09:00Z,49.10,52.52
2026-01-07T07:11:00Z,50.00,52.00
2026-01-07T07:12:00Z,50.00,52.00
2026-01-07T07:13:00Z,51.35,52.00
2026-01-07T07:15:00Z,51.00,52.15
2026-01-07T07:16:00Z,49.69,54.03
2026-01-07T07:17:00Z,50.00,52.72
2026-01-07T07:18:00Z,48.11,52.55
2026-01-07T07:19:00Z,48.11,52.88
2026-01-07T07:20:00Z,49.00,53.83
2026-01-07T07:21:00Z,47.08,55.37
2026-01-07T07:22:00Z,47.91,54.91
2026-01-07T07:23:00Z,48.00,52.39
2026-01-07T07:24:00Z,46.00,61.32
2026-01-07T07:25:00Z,44.50,56.61
2026-01-07T07:26:00Z,46.20,54.64
2026-01-07T07:27:00Z,47.49,55.86
2026-01-07T07:28:00Z,46.95,55.04
2026-01-07T07:29:00Z,39.86,63.18
2026-01-07T07:30:00Z,28.21,72.27
2026-01-07T07:31:00Z,21.28,74.58
2026-01-07T07:32:00Z,26.05,73.13
2026-01-07T07:33:00Z,24.64,76.10
2026-01-07T07:34:00Z,25.70,76.91
2026-01-07T07:35:00Z,23.47,77.00
2026-01-07T07:36:00Z,23.47,76.65
2026-01-07T07:37:00Z,24.00,77.25
2026-01-07T07:38:00Z,26.35,76.62
2026-01-07T07:39:00Z,29.70,75.48
2026-01-07T07:40:00Z,34.20,67.77
2026-01-07T07:41:00Z,35.30,69.79
2026-01-07T07:42:00Z,45.27,56.49
2026-01-07T07:43:00Z,44.89,58.10
2026-01-07T07:44:00Z,45.43,55.13
2026-01-07T07:45:00Z,48.58,49.69
2026-01-07T07:46:00Z,51.60,50.01
2026-01-07T07:47:00Z,45.28,53.62
2026-01-07T07:48:00Z,48.06,53.75
2026-01-07T07:49:00Z,48.00,54.88
2026-01-07T07:50:00Z,47.61,55.55
2026-01-07T07:51:00Z,40.22,56.70
2026-01-07T07:52:00Z,34.27,67.40
2026-01-07T07:53:00Z,40.52,62.58
2026-01-07T07:54:00Z,48.37,58.58
2026-01-07T07:55:00Z,50.41,52.29
2026-01-07T07:56:00Z,49.02,53.75
2026-01-07T07:57:00Z,47.43,51.10
2026-01-07T07:58:00Z,47.43,51.18
2026-01-07T07:59:00Z,54.49,48.84
2026-01-07T08:00:00Z,54.49,54.54
2026-01-07T08:01:00Z,47.61,53.98
2026-01-07T08:02:00Z,42.82,68.00
2026-01-07T08:03:00Z,37.00,62.72
2026-01-07T08:04:00Z,46.76,56.33
2026-01-07T08:05:00Z,43.10,58.84
2026-01-07T08:06:00Z,35.47,71.40
2026-01-07T08:07:00Z,23.00,79.04
2026-01-07T08:08:00Z,23.14,77.97
2026-01-07T08:09:00Z,20.92,78.28
2026-01-07T08:10:00Z,20.36,81.51
2026-01-07T08:11:00Z,19.49,81.43
2026-01-07T08:12:00Z,16.91,83.45
2026-01-07T08:13:00Z,11.68,89.78
2026-01-07T08:14:00Z,9.26,91.15
2026-01-07T08:15:00Z,6.04,95.01
2026-01-07T08:16:00Z,4.44,95.93
