# event_ticker=KXATPCHALLENGERMATCH-26FEB10LAKKAS
# final_score=7-5 6-2
# match_winner=Maks Kasnikowski
# fav_player=Maks Kasnikowski
# dog_player=Aryan Lakshmanan
# kalshi_date=2026-02-10
timestamp,Maks Kasnikowski,Aryan Lakshmanan
2026-02-11T03:37:00Z,93.00,7.00
2026-02-11T03:38:00Z,93.00,5.87
2026-02-11T03:39:00Z,93.00,7.00
2026-02-11T03:42:00Z,93.00,7.00
2026-02-11T03:43:00Z,93.00,7.00
2026-02-11T03:48:00Z,93.00,5.00
2026-02-11T03:49:00Z,93.00,7.00
2026-02-11T03:50:00Z,93.00,7.04
2026-02-11T03:51:00Z,93.00,7.00
2026-02-11T03:54:00Z,93.00,7.00
2026-02-11T03:55:00Z,94.00,7.00
2026-02-11T03:58:00Z,94.00,7.13
2026-02-11T03:59:00Z,94.00,7.24
2026-02-11T04:00:00Z,94.00,7.51
2026-02-11T04:01:00Z,94.00,7.58
2026-02-11T04:02:00Z,94.00,8.00
2026-02-11T04:03:00Z,94.00,8.00
2026-02-11T04:04:00Z,94.00,7.95
2026-02-11T04:05:00Z,94.00,8.00
2026-02-11T04:06:00Z,94.00,8.00
2026-02-11T04:07:00Z,94.00,7.70
2026-02-11T04:08:00Z,94.00,7.27
2026-02-11T04:09:00Z,94.00,7.00
2026-02-11T04:10:00Z,94.00,7.00
2026-02-11T04:11:00Z,94.00,7.45
2026-02-11T04:12:00Z,94.00,8.00
2026-02-11T04:13:00Z,94.00,8.00
2026-02-11T04:14:00Z,94.00,8.00
2026-02-11T04:15:00Z,94.00,7.15
2026-02-11T04:16:00Z,94.00,8.00
2026-02-11T04:17:00Z,94.00,7.16
2026-02-11T04:18:00Z,94.00,8.00
2026-02-11T04:19:00Z,94.00,7.63
2026-02-11T04:20:00Z,94.00,7.98
2026-02-11T04:21:00Z,94.00,8.00
2026-02-11T04:22:00Z,94.00,8.00
2026-02-11T04:23:00Z,93.01,7.97
2026-02-11T04:24:00Z,93.03,7.99
2026-02-11T04:25:00Z,93.03,8.00
2026-02-11T04:26:00Z,95.59,7.93
2026-02-11T04:27:00Z,95.59,7.36
2026-02-11T04:28:00Z,95.59,7.91
2026-02-11T04:29:00Z,95.59,8.00
2026-02-11T04:30:00Z,94.31,7.92
2026-02-11T04:31:00Z,94.31,7.92
2026-02-11T04:32:00Z,94.73,7.64
2026-02-11T04:33:00Z,94.50,7.46
2026-02-11T04:34:00Z,93.00,7.93
2026-02-11T04:35:00Z,93.00,8.07
2026-02-11T04:36:00Z,93.00,8.85
2026-02-11T04:37:00Z,93.33,6.16
2026-02-11T04:38:00Z,93.92,7.66
2026-02-11T04:39:00Z,92.84,9.77
2026-02-11T04:40:00Z,89.97,10.58
2026-02-11T04:41:00Z,90.22,12.32
2026-02-11T04:42:00Z,90.11,9.30
2026-02-11T04:43:00Z,91.54,9.97
2026-02-11T04:44:00Z,94.70,9.88
2026-02-11T04:45:00Z,92.56,8.70
2026-02-11T04:46:00Z,90.83,9.99
2026-02-11T04:47:00Z,89.41,11.72
2026-02-11T04:48:00Z,87.24,11.91
2026-02-11T04:49:00Z,87.61,11.86
2026-02-11T04:50:00Z,89.12,10.86
2026-02-11T04:51:00Z,90.00,11.74
2026-02-11T04:52:00Z,90.00,11.01
2026-02-11T04:53:00Z,90.00,11.83
2026-02-11T04:54:00Z,89.90,11.60
2026-02-11T04:55:00Z,85.88,17.19
2026-02-11T04:56:00Z,87.60,14.62
2026-02-11T04:57:00Z,89.61,14.24
2026-02-11T04:58:00Z,88.25,14.28
2026-02-11T04:59:00Z,88.39,13.76
2026-02-11T05:00:00Z,88.78,12.33
2026-02-11T05:01:00Z,87.17,13.15
2026-02-11T05:02:00Z,89.00,12.72
2026-02-11T05:03:00Z,89.54,13.06
2026-02-11T05:04:00Z,88.00,13.98
2026-02-11T05:05:00Z,87.97,14.18
2026-02-11T05:06:00Z,86.20,14.99
2026-02-11T05:07:00Z,85.90,14.27
2026-02-11T05:08:00Z,87.40,14.43
2026-02-11T05:09:00Z,86.96,14.84
2026-02-11T05:10:00Z,87.92,14.18
2026-02-11T05:11:00Z,86.03,14.97
2026-02-11T05:12:00Z,79.74,21.74
2026-02-11T05:13:00Z,78.46,24.32
2026-02-11T05:14:00Z,75.81,24.62
2026-02-11T05:15:00Z,76.48,20.80
2026-02-11T05:16:00Z,79.30,20.59
2026-02-11T05:17:00Z,80.22,14.14
2026-02-11T05:18:00Z,85.19,15.98
2026-02-11T05:19:00Z,91.63,9.23
2026-02-11T05:20:00Z,92.43,11.32
2026-02-11T05:21:00Z,95.30,5.67
2026-02-11T05:22:00Z,95.47,5.57
2026-02-11T05:23:00Z,95.90,5.27
2026-02-11T05:24:00Z,96.92,2.96
2026-02-11T05:25:00Z,93.50,6.44
2026-02-11T05:26:00Z,95.33,7.30
2026-02-11T05:27:00Z,91.43,5.15
2026-02-11T05:28:00Z,94.52,6.98
2026-02-11T05:29:00Z,93.29,7.86
2026-02-11T05:30:00Z,91.24,6.37
2026-02-11T05:31:00Z,93.06,6.92
2026-02-11T05:32:00Z,93.79,6.03
2026-02-11T05:33:00Z,94.07,6.81
2026-02-11T05:34:00Z,94.43,7.23
2026-02-11T05:35:00Z,94.04,7.11
2026-02-11T05:36:00Z,95.49,4.37
2026-02-11T05:37:00Z,93.87,5.80
2026-02-11T05:38:00Z,89.34,6.51
2026-02-11T05:39:00Z,93.10,6.53
2026-02-11T05:40:00Z,93.98,7.10
2026-02-11T05:41:00Z,94.54,5.19
2026-02-11T05:42:00Z,95.41,6.11
2026-02-11T05:43:00Z,95.00,6.70
2026-02-11T05:44:00Z,95.96,4.77
2026-02-11T05:45:00Z,96.77,5.18
2026-02-11T05:46:00Z,97.36,3.24
2026-02-11T05:47:00Z,97.41,3.06
2026-02-11T05:48:00Z,98.20,2.29
2026-02-11T05:49:00Z,98.15,1.93
2026-02-11T05:50:00Z,98.91,4.20
2026-02-11T05:51:00Z,98.63,2.29
2026-02-11T05:52:00Z,98.97,2.50
2026-02-11T05:53:00Z,98.98,2.94
2026-02-11T05:54:00Z,98.00,2.60
2026-02-11T05:55:00Z,98.00,2.92
2026-02-11T05:56:00Z,96.98,3.25
2026-02-11T05:57:00Z,97.00,2.94
2026-02-11T05:58:00Z,98.08,2.33
2026-02-11T05:59:00Z,98.02,2.12
2026-02-11T06:00:00Z,98.98,1.62
2026-02-11T06:01:00Z,99.00,1.00
2026-02-11T06:02:00Z,99.00,1.64
2026-02-11T06:03:00Z,99.00,1.00
2026-02-11T06:04:00Z,99.00,1.00
2026-02-11T06:05:00Z,99.00,1.00
2026-02-11T06:06:00Z,99.00,1.00
