# event_ticker=KXATPMATCH-25OCT24RUUDAV
# final_score=7-6(1) RET
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Casper Ruud
# kalshi_date=2025-10-24
timestamp,Alejandro Davidovich Fokina,Casper Ruud
2025-10-24T06:24:00Z,,69.00
2025-10-24T06:39:00Z,,69.00
2025-10-24T06:50:00Z,34.00,69.00
2025-10-24T06:56:00Z,34.00,69.00
2025-10-24T06:57:00Z,34.00,69.00
2025-10-24T07:08:00Z,34.00,69.00
2025-10-24T07:10:00Z,34.00,69.00
2025-10-24T07:14:00Z,34.00,69.00
2025-10-24T07:22:00Z,34.00,68.00
2025-10-24T07:24:00Z,34.00,68.00
2025-10-24T07:25:00Z,34.00,68.00
2025-10-24T07:35:00Z,34.00,68.00
2025-10-24T07:42:00Z,34.00,68.00
2025-10-24T07:47:00Z,34.00,68.00
2025-10-24T07:53:00Z,34.00,68.00
2025-10-24T07:55:00Z,34.00,68.00
2025-10-24T08:17:00Z,34.00,67.00
2025-10-24T08:19:00Z,34.00,67.00
2025-10-24T08:54:00Z,34.00,67.00
2025-10-24T08:58:00Z,34.00,67.00
2025-10-24T09:08:00Z,34.00,67.00
2025-10-24T09:34:00Z,34.00,67.00
2025-10-24T09:53:00Z,34.00,67.00
2025-10-24T09:56:00Z,34.00,67.00
2025-10-24T10:01:00Z,34.00,67.00
2025-10-24T10:08:00Z,34.00,67.00
2025-10-24T10:09:00Z,34.00,67.00
2025-10-24T10:17:00Z,34.00,67.00
2025-10-24T10:27:00Z,34.00,67.00
2025-10-24T10:28:00Z,34.00,67.00
2025-10-24T10:46:00Z,34.00,67.00
2025-10-24T10:56:00Z,34.00,67.00
2025-10-24T11:01:00Z,34.00,67.00
2025-10-24T11:09:00Z,34.00,67.00
2025-10-24T11:12:00Z,34.00,67.00
2025-10-24T11:22:00Z,34.00,67.00
2025-10-24T11:23:00Z,34.00,67.00
2025-10-24T11:26:00Z,34.00,67.00
2025-10-24T11:30:00Z,34.00,67.00
2025-10-24T11:33:00Z,34.00,67.00
2025-10-24T11:37:00Z,34.00,67.00
2025-10-24T11:40:00Z,34.00,67.00
2025-10-24T11:42:00Z,34.00,67.00
2025-10-24T11:43:00Z,34.00,67.00
2025-10-24T11:53:00Z,34.00,67.00
2025-10-24T11:54:00Z,34.00,67.00
2025-10-24T11:57:00Z,34.00,67.00
2025-10-24T11:58:00Z,34.00,67.00
2025-10-24T12:00:00Z,37.00,67.00
2025-10-24T12:03:00Z,37.00,67.00
2025-10-24T12:04:00Z,37.00,67.00
2025-10-24T12:15:00Z,37.00,67.00
2025-10-24T12:22:00Z,37.00,67.00
2025-10-24T12:25:00Z,36.00,67.00
2025-10-24T12:30:00Z,36.00,67.00
2025-10-24T12:31:00Z,36.00,67.00
2025-10-24T12:38:00Z,36.00,67.00
2025-10-24T12:47:00Z,36.00,67.00
2025-10-24T12:49:00Z,36.00,67.00
2025-10-24T12:51:00Z,36.00,67.00
2025-10-24T12:52:00Z,36.00,67.00
2025-10-24T12:53:00Z,36.00,67.00
2025-10-24T12:54:00Z,36.00,67.00
2025-10-24T12:55:00Z,37.00,67.00
2025-10-24T13:00:00Z,37.00,67.00
2025-10-24T13:03:00Z,37.00,67.00
2025-10-24T13:11:00Z,37.00,67.00
2025-10-24T13:12:00Z,37.00,67.00
2025-10-24T13:13:00Z,37.00,67.00
2025-10-24T13:14:00Z,37.00,67.00
2025-10-24T13:19:00Z,37.00,67.00
2025-10-24T13:20:00Z,37.00,67.00
2025-10-24T13:21:00Z,36.00,67.23
2025-10-24T13:22:00Z,36.00,67.00
2025-10-24T13:26:00Z,36.00,67.00
2025-10-24T13:27:00Z,36.00,67.00
2025-10-24T13:28:00Z,36.00,67.00
2025-10-24T13:37:00Z,36.00,67.09
2025-10-24T13:39:00Z,36.00,67.00
2025-10-24T13:40:00Z,36.00,67.00
2025-10-24T13:41:00Z,36.00,67.00
2025-10-24T13:43:00Z,36.00,67.00
2025-10-24T13:44:00Z,36.00,67.00
2025-10-24T13:46:00Z,36.00,67.00
2025-10-24T13:50:00Z,36.00,67.00
2025-10-24T13:52:00Z,36.00,67.00
2025-10-24T13:53:00Z,36.00,66.00
2025-10-24T13:54:00Z,36.00,66.00
2025-10-24T13:55:00Z,36.00,66.00
2025-10-24T13:58:00Z,36.00,66.00
2025-10-24T14:03:00Z,36.00,66.00
2025-10-24T14:07:00Z,36.00,66.00
2025-10-24T14:09:00Z,36.00,66.00
2025-10-24T14:13:00Z,36.00,66.00
2025-10-24T14:14:00Z,36.00,66.00
2025-10-24T14:17:00Z,36.00,66.00
2025-10-24T14:19:00Z,36.00,66.00
2025-10-24T14:21:00Z,36.00,66.00
2025-10-24T14:22:00Z,36.00,66.00
2025-10-24T14:24:00Z,36.00,66.00
2025-10-24T14:25:00Z,36.00,66.00
2025-10-24T14:26:00Z,36.00,66.00
2025-10-24T14:28:00Z,36.00,66.00
2025-10-24T14:30:00Z,36.00,66.00
2025-10-24T14:34:00Z,36.00,66.00
2025-10-24T14:35:00Z,36.00,66.00
