# event_ticker=KXATPMATCH-25AUG13TIARUN
# final_score=6-4 3-1 RET
# match_winner=Holger Rune
# fav_player=Frances Tiafoe
# dog_player=Holger Rune
# kalshi_date=2025-08-13
timestamp,Frances Tiafoe,Holger Rune
2025-08-13T05:16:00Z,47.29,
2025-08-13T05:19:00Z,48.00,
2025-08-13T05:20:00Z,49.64,
2025-08-13T05:21:00Z,48.22,56.00
2025-08-13T05:22:00Z,49.37,56.00
2025-08-13T05:24:00Z,48.00,57.00
2025-08-13T05:27:00Z,48.00,57.00
2025-08-13T05:35:00Z,46.17,57.00
2025-08-13T05:38:00Z,47.00,57.00
2025-08-13T05:40:00Z,47.00,57.00
2025-08-13T05:46:00Z,47.00,55.09
2025-08-13T05:49:00Z,47.00,55.09
2025-08-13T05:50:00Z,47.00,55.09
2025-08-13T05:52:00Z,47.00,55.09
2025-08-13T06:14:00Z,47.00,56.00
2025-08-13T06:15:00Z,47.00,56.00
2025-08-13T06:17:00Z,46.71,56.00
2025-08-13T06:36:00Z,46.00,56.00
2025-08-13T06:37:00Z,46.00,55.00
2025-08-13T06:38:00Z,46.57,55.00
2025-08-13T06:43:00Z,47.00,55.00
2025-08-13T06:56:00Z,46.00,55.00
2025-08-13T07:01:00Z,46.00,55.00
2025-08-13T07:04:00Z,46.00,55.00
2025-08-13T07:09:00Z,46.00,55.00
2025-08-13T07:11:00Z,46.00,55.00
2025-08-13T07:13:00Z,46.00,55.00
2025-08-13T07:42:00Z,47.00,55.00
2025-08-13T07:44:00Z,47.00,55.00
2025-08-13T07:45:00Z,47.00,55.00
2025-08-13T08:01:00Z,47.00,55.00
2025-08-13T08:05:00Z,47.00,55.00
2025-08-13T08:17:00Z,48.00,55.00
2025-08-13T08:27:00Z,45.00,55.00
2025-08-13T08:28:00Z,45.00,55.00
2025-08-13T08:34:00Z,46.00,55.00
2025-08-13T08:46:00Z,46.97,55.00
2025-08-13T08:48:00Z,46.97,55.00
2025-08-13T08:50:00Z,46.97,55.00
2025-08-13T08:54:00Z,46.00,55.00
2025-08-13T09:19:00Z,46.00,55.00
2025-08-13T09:21:00Z,46.00,55.00
2025-08-13T09:41:00Z,46.00,55.00
2025-08-13T09:48:00Z,48.00,55.00
2025-08-13T09:52:00Z,48.00,55.00
2025-08-13T10:07:00Z,48.00,55.00
2025-08-13T10:17:00Z,48.00,55.00
2025-08-13T10:18:00Z,48.00,55.00
2025-08-13T10:31:00Z,47.00,55.00
2025-08-13T10:38:00Z,47.00,55.89
2025-08-13T10:39:00Z,46.00,55.89
2025-08-13T10:40:00Z,47.69,56.00
2025-08-13T10:43:00Z,46.00,57.00
2025-08-13T10:45:00Z,46.00,57.00
2025-08-13T10:50:00Z,47.08,56.00
2025-08-13T11:07:00Z,46.00,56.00
2025-08-13T11:11:00Z,46.00,56.00
2025-08-13T11:21:00Z,45.00,56.00
2025-08-13T11:24:00Z,45.00,56.00
2025-08-13T11:28:00Z,45.00,56.00
2025-08-13T11:39:00Z,45.00,56.00
2025-08-13T11:40:00Z,45.00,56.00
2025-08-13T11:45:00Z,45.00,56.00
2025-08-13T11:49:00Z,46.00,56.00
2025-08-13T11:50:00Z,46.00,56.00
2025-08-13T11:54:00Z,45.00,56.00
2025-08-13T12:02:00Z,45.00,56.49
2025-08-13T12:03:00Z,45.00,56.00
2025-08-13T12:04:00Z,45.00,55.00
2025-08-13T12:05:00Z,45.00,57.00
2025-08-13T12:14:00Z,45.00,57.00
2025-08-13T12:16:00Z,45.00,57.00
2025-08-13T12:27:00Z,45.29,57.00
2025-08-13T12:28:00Z,45.00,57.00
2025-08-13T12:32:00Z,45.00,57.00
2025-08-13T12:35:00Z,45.00,57.00
2025-08-13T12:37:00Z,45.00,57.00
2025-08-13T12:39:00Z,45.00,56.00
2025-08-13T12:43:00Z,45.00,56.00
2025-08-13T12:44:00Z,45.00,56.00
2025-08-13T12:46:00Z,45.00,56.00
2025-08-13T12:47:00Z,45.67,56.00
2025-08-13T12:56:00Z,46.00,56.00
2025-08-13T13:01:00Z,46.00,56.00
2025-08-13T13:05:00Z,46.00,56.00
2025-08-13T13:08:00Z,45.00,56.00
2025-08-13T13:11:00Z,45.00,56.00
2025-08-13T13:14:00Z,45.00,56.00
2025-08-13T13:15:00Z,45.00,56.00
2025-08-13T13:16:00Z,45.51,56.00
2025-08-13T13:18:00Z,46.00,56.00
2025-08-13T13:19:00Z,45.90,56.00
2025-08-13T13:21:00Z,44.00,56.00
2025-08-13T13:22:00Z,43.11,56.00
2025-08-13T13:23:00Z,45.00,56.00
2025-08-13T13:28:00Z,45.00,56.98
2025-08-13T13:29:00Z,45.00,57.00
2025-08-13T13:33:00Z,45.00,57.00
2025-08-13T13:36:00Z,45.00,57.00
2025-08-13T13:39:00Z,45.00,57.00
2025-08-13T13:40:00Z,45.00,55.00
2025-08-13T13:41:00Z,45.00,56.00
2025-08-13T13:42:00Z,45.00,56.00
2025-08-13T13:45:00Z,45.00,56.00
2025-08-13T13:46:00Z,45.00,56.00
2025-08-13T13:47:00Z,46.00,56.00
2025-08-13T13:48:00Z,45.95,56.00
2025-08-13T13:51:00Z,46.00,56.00
2025-08-13T13:53:00Z,45.19,56.00
2025-08-13T13:56:00Z,45.19,56.00
2025-08-13T13:57:00Z,45.40,56.00
2025-08-13T14:00:00Z,46.00,56.00
2025-08-13T14:01:00Z,46.00,56.00
2025-08-13T14:03:00Z,45.54,56.00
2025-08-13T14:04:00Z,46.00,56.00
2025-08-13T14:05:00Z,46.00,56.00
2025-08-13T14:06:00Z,46.00,56.00
2025-08-13T14:08:00Z,46.00,56.00
2025-08-13T14:10:00Z,46.00,56.00
2025-08-13T14:12:00Z,46.00,56.00
2025-08-13T14:13:00Z,46.00,56.00
2025-08-13T14:15:00Z,46.00,56.00
2025-08-13T14:17:00Z,46.00,56.00
2025-08-13T14:18:00Z,46.00,56.00
2025-08-13T14:20:00Z,45.00,56.12
2025-08-13T14:23:00Z,45.00,57.00
2025-08-13T14:24:00Z,45.00,57.00
2025-08-13T14:25:00Z,44.93,57.00
2025-08-13T14:27:00Z,45.00,57.00
2025-08-13T14:29:00Z,45.00,56.00
2025-08-13T14:31:00Z,45.00,56.96
2025-08-13T14:32:00Z,45.00,56.96
2025-08-13T14:33:00Z,45.31,57.00
2025-08-13T14:34:00Z,45.31,55.00
2025-08-13T14:35:00Z,45.57,55.00
2025-08-13T14:36:00Z,45.00,55.00
2025-08-13T14:37:00Z,45.00,56.00
2025-08-13T14:38:00Z,45.00,56.00
2025-08-13T14:40:00Z,45.00,56.00
2025-08-13T14:41:00Z,45.00,56.00
2025-08-13T14:42:00Z,45.00,56.00
2025-08-13T14:43:00Z,45.00,56.00
2025-08-13T14:44:00Z,45.00,56.00
2025-08-13T14:47:00Z,45.00,56.00
2025-08-13T14:48:00Z,45.00,56.00
2025-08-13T14:49:00Z,45.00,56.00
2025-08-13T14:50:00Z,45.00,56.00
2025-08-13T14:51:00Z,45.00,56.00
2025-08-13T14:52:00Z,45.00,56.00
2025-08-13T14:54:00Z,45.00,56.00
2025-08-13T14:55:00Z,45.00,56.00
2025-08-13T14:56:00Z,45.00,56.00
2025-08-13T14:57:00Z,45.00,56.00
2025-08-13T14:58:00Z,45.00,56.00
2025-08-13T14:59:00Z,45.00,56.00
2025-08-13T15:00:00Z,45.00,56.00
2025-08-13T15:01:00Z,45.00,58.27
2025-08-13T15:02:00Z,45.00,58.98
2025-08-13T15:03:00Z,44.96,57.47
2025-08-13T15:05:00Z,44.00,57.47
2025-08-13T15:06:00Z,44.00,58.00
2025-08-13T15:07:00Z,45.66,56.97
2025-08-13T15:08:00Z,46.95,56.00
2025-08-13T15:09:00Z,46.00,56.00
2025-08-13T15:10:00Z,46.00,56.00
2025-08-13T15:11:00Z,46.00,56.00
2025-08-13T15:12:00Z,46.00,56.00
2025-08-13T15:13:00Z,48.02,55.00
2025-08-13T15:14:00Z,49.17,54.00
2025-08-13T15:15:00Z,51.00,53.85
2025-08-13T15:16:00Z,53.80,49.14
2025-08-13T15:17:00Z,60.77,45.00
2025-08-13T15:18:00Z,60.27,43.05
2025-08-13T15:19:00Z,51.74,51.95
2025-08-13T15:20:00Z,53.00,50.84
2025-08-13T15:21:00Z,59.48,40.99
2025-08-13T15:22:00Z,67.31,40.99
2025-08-13T15:23:00Z,69.44,31.87
2025-08-13T15:24:00Z,70.31,29.59
2025-08-13T15:25:00Z,71.02,28.00
2025-08-13T15:26:00Z,74.64,28.00
2025-08-13T15:27:00Z,71.07,31.56
2025-08-13T15:28:00Z,68.99,34.01
2025-08-13T15:29:00Z,63.97,38.40
2025-08-13T15:30:00Z,58.98,44.31
2025-08-13T15:31:00Z,52.98,46.57
2025-08-13T15:32:00Z,46.81,56.00
2025-08-13T15:33:00Z,47.00,55.29
2025-08-13T15:34:00Z,46.25,54.74
2025-08-13T15:35:00Z,46.83,53.80
2025-08-13T15:36:00Z,50.22,54.46
2025-08-13T15:37:00Z,52.01,48.25
2025-08-13T15:38:00Z,52.77,53.11
2025-08-13T15:39:00Z,48.79,52.00
2025-08-13T15:40:00Z,49.26,55.00
2025-08-13T15:41:00Z,50.54,50.00
2025-08-13T15:42:00Z,52.51,50.00
2025-08-13T15:43:00Z,53.00,47.00
2025-08-13T15:44:00Z,52.88,50.78
2025-08-13T15:45:00Z,50.00,51.00
2025-08-13T15:46:00Z,50.75,51.00
2025-08-13T15:47:00Z,47.70,54.16
2025-08-13T15:48:00Z,45.34,53.00
2025-08-13T15:49:00Z,32.38,65.50
2025-08-13T15:50:00Z,47.04,57.86
2025-08-13T15:51:00Z,48.21,57.86
2025-08-13T15:52:00Z,45.66,62.32
2025-08-13T15:53:00Z,48.82,59.66
2025-08-13T15:54:00Z,39.25,59.66
2025-08-13T15:55:00Z,36.29,61.53
2025-08-13T15:56:00Z,27.94,74.40
2025-08-13T15:57:00Z,9.01,76.91
2025-08-13T15:58:00Z,21.53,76.91
2025-08-13T15:59:00Z,20.76,81.35
2025-08-13T16:00:00Z,15.86,83.01
2025-08-13T16:01:00Z,15.86,82.87
2025-08-13T16:02:00Z,19.00,84.84
2025-08-13T16:03:00Z,11.71,88.81
2025-08-13T16:04:00Z,11.10,87.93
2025-08-13T16:05:00Z,12.99,87.50
2025-08-13T16:06:00Z,14.43,85.96
2025-08-13T16:07:00Z,13.44,85.96
2025-08-13T16:08:00Z,9.40,92.95
2025-08-13T16:09:00Z,12.82,85.52
2025-08-13T16:10:00Z,13.00,90.65
2025-08-13T16:11:00Z,18.11,86.42
2025-08-13T16:12:00Z,15.61,86.00
2025-08-13T16:13:00Z,13.60,89.34
2025-08-13T16:14:00Z,10.26,86.22
2025-08-13T16:15:00Z,11.00,88.00
2025-08-13T16:16:00Z,3.66,94.84
2025-08-13T16:17:00Z,1.97,97.00
2025-08-13T16:18:00Z,1.90,98.32
2025-08-13T16:19:00Z,1.71,98.62
2025-08-13T16:20:00Z,1.74,98.77
2025-08-13T16:21:00Z,1.05,98.77
2025-08-13T16:22:00Z,1.09,99.00
2025-08-13T16:23:00Z,2.00,99.00
2025-08-13T16:24:00Z,1.00,99.00
2025-08-13T16:28:00Z,1.00,99.00
2025-08-13T16:29:00Z,1.00,99.00
2025-08-13T16:30:00Z,1.00,99.00
