# event_ticker=KXATPMATCH-26APR16FONSHE
# final_score=6-3 3-6 6-3
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Joao Fonseca
# kalshi_date=2026-04-16
timestamp,Ben Shelton,Joao Fonseca
2026-04-17T01:45:00Z,38.00,
2026-04-17T01:46:00Z,38.00,
2026-04-17T01:47:00Z,38.00,64.00
2026-04-17T01:51:00Z,38.00,65.00
2026-04-17T01:52:00Z,38.00,65.00
2026-04-17T01:53:00Z,38.00,65.00
2026-04-17T01:54:00Z,38.00,65.00
2026-04-17T01:56:00Z,38.00,65.00
2026-04-17T01:59:00Z,38.00,65.00
2026-04-17T02:01:00Z,38.00,65.00
2026-04-17T02:03:00Z,38.00,65.00
2026-04-17T02:05:00Z,38.00,65.00
2026-04-17T02:07:00Z,38.00,65.00
2026-04-17T02:08:00Z,38.00,64.00
2026-04-17T02:10:00Z,38.00,64.00
2026-04-17T02:11:00Z,38.00,64.00
2026-04-17T02:13:00Z,38.00,64.00
2026-04-17T02:14:00Z,38.00,64.36
2026-04-17T02:15:00Z,36.62,65.00
2026-04-17T02:16:00Z,36.61,65.00
2026-04-17T02:18:00Z,38.00,65.00
2026-04-17T02:19:00Z,38.00,65.00
2026-04-17T02:20:00Z,38.00,65.00
2026-04-17T02:21:00Z,38.00,65.00
2026-04-17T02:24:00Z,38.00,65.00
2026-04-17T02:26:00Z,38.00,65.00
2026-04-17T02:28:00Z,38.00,65.00
2026-04-17T02:29:00Z,38.00,65.00
2026-04-17T02:30:00Z,38.00,65.00
2026-04-17T02:33:00Z,38.00,65.00
2026-04-17T02:38:00Z,38.00,65.00
2026-04-17T02:39:00Z,38.00,65.00
2026-04-17T02:41:00Z,38.00,65.00
2026-04-17T02:45:00Z,38.00,65.00
2026-04-17T02:50:00Z,38.00,65.00
2026-04-17T02:51:00Z,38.00,65.00
2026-04-17T02:52:00Z,38.00,65.00
2026-04-17T02:58:00Z,38.00,65.00
2026-04-17T02:59:00Z,38.00,65.00
2026-04-17T03:02:00Z,38.00,65.00
2026-04-17T03:03:00Z,38.00,65.00
2026-04-17T03:05:00Z,38.00,65.00
2026-04-17T03:07:00Z,38.00,65.00
2026-04-17T03:09:00Z,38.00,65.00
2026-04-17T03:14:00Z,38.00,65.00
2026-04-17T03:15:00Z,37.00,65.00
2026-04-17T03:17:00Z,38.00,65.00
2026-04-17T03:18:00Z,38.00,64.00
2026-04-17T03:19:00Z,38.00,64.00
2026-04-17T03:21:00Z,38.00,64.00
2026-04-17T03:24:00Z,38.00,64.00
2026-04-17T03:25:00Z,38.00,65.00
2026-04-17T03:26:00Z,38.00,65.00
2026-04-17T03:27:00Z,38.00,65.00
2026-04-17T03:28:00Z,38.00,63.15
2026-04-17T03:30:00Z,38.00,64.00
2026-04-17T03:31:00Z,38.00,64.00
2026-04-17T03:32:00Z,38.00,64.00
2026-04-17T03:33:00Z,38.00,62.00
2026-04-17T03:35:00Z,38.00,64.00
2026-04-17T03:37:00Z,38.00,64.00
2026-04-17T03:38:00Z,38.00,64.00
2026-04-17T03:39:00Z,38.00,64.00
2026-04-17T03:41:00Z,38.00,64.00
2026-04-17T03:42:00Z,38.00,64.00
2026-04-17T03:43:00Z,38.00,64.00
2026-04-17T03:44:00Z,38.00,64.00
2026-04-17T03:45:00Z,38.00,64.00
2026-04-17T03:47:00Z,38.00,64.00
2026-04-17T03:48:00Z,38.00,64.00
2026-04-17T03:49:00Z,38.00,64.00
2026-04-17T03:50:00Z,38.00,64.00
2026-04-17T03:51:00Z,38.00,64.00
2026-04-17T03:53:00Z,38.00,64.00
