# event_ticker=KXATPCHALLENGERMATCH-26APR07MIDPER
# final_score=6-4 3-6 6-4
# score_resolution=4-6 6-3 4-6
# match_winner=Lautaro Midon
# fav_player=Jose Pereira
# dog_player=Lautaro Midon
# kalshi_date=2026-04-07
timestamp,Jose Pereira,Lautaro Midon
2026-04-07T06:56:00Z,24.29,
2026-04-07T07:56:00Z,24.29,82.17
2026-04-07T09:27:00Z,24.29,79.00
2026-04-07T09:29:00Z,22.00,79.00
2026-04-07T10:21:00Z,20.00,79.00
2026-04-07T10:52:00Z,20.00,79.00
2026-04-07T13:40:00Z,19.00,79.00
2026-04-07T14:28:00Z,18.00,79.00
2026-04-07T14:30:00Z,18.00,79.00
2026-04-07T14:58:00Z,18.00,79.00
2026-04-07T15:02:00Z,18.00,84.00
2026-04-07T15:06:00Z,18.00,84.00
2026-04-07T15:11:00Z,16.00,84.00
2026-04-07T15:12:00Z,16.00,86.00
2026-04-07T15:19:00Z,16.00,86.00
2026-04-07T15:20:00Z,16.00,86.00
2026-04-07T15:21:00Z,16.00,86.00
2026-04-07T15:31:00Z,15.00,86.00
2026-04-07T15:35:00Z,15.00,86.00
2026-04-07T15:43:00Z,15.00,86.00
2026-04-07T15:47:00Z,15.00,87.00
2026-04-07T15:56:00Z,15.00,87.00
2026-04-07T15:57:00Z,15.60,87.00
2026-04-07T16:03:00Z,15.00,87.00
2026-04-07T16:12:00Z,15.33,87.00
2026-04-07T16:13:00Z,15.33,86.00
2026-04-07T16:16:00Z,15.00,86.00
2026-04-07T16:22:00Z,15.67,86.00
2026-04-07T16:23:00Z,15.00,86.00
2026-04-07T16:25:00Z,15.00,86.00
2026-04-07T16:26:00Z,15.82,86.00
2026-04-07T16:27:00Z,12.55,88.39
2026-04-07T16:28:00Z,8.86,90.68
2026-04-07T16:29:00Z,9.00,91.85
2026-04-07T16:30:00Z,9.00,91.31
2026-04-07T16:31:00Z,8.82,91.92
2026-04-07T16:32:00Z,9.20,91.82
2026-04-07T16:33:00Z,10.28,89.00
2026-04-07T16:34:00Z,11.35,89.00
2026-04-07T16:35:00Z,13.00,89.00
2026-04-07T16:36:00Z,14.07,86.01
2026-04-07T16:37:00Z,14.07,87.00
2026-04-07T16:38:00Z,11.54,89.00
2026-04-07T16:39:00Z,10.00,90.27
2026-04-07T16:40:00Z,11.90,89.19
2026-04-07T16:41:00Z,10.30,88.93
2026-04-07T16:42:00Z,10.30,89.99
2026-04-07T16:43:00Z,11.00,88.77
2026-04-07T16:44:00Z,11.00,88.77
2026-04-07T16:45:00Z,10.12,91.00
2026-04-07T16:46:00Z,9.00,91.76
2026-04-07T16:47:00Z,11.00,91.76
2026-04-07T16:48:00Z,11.47,89.01
2026-04-07T16:49:00Z,12.00,88.91
2026-04-07T16:50:00Z,12.39,88.00
2026-04-07T16:51:00Z,12.00,87.00
2026-04-07T16:52:00Z,12.00,89.00
2026-04-07T16:53:00Z,13.77,87.64
2026-04-07T16:54:00Z,11.06,89.00
2026-04-07T16:55:00Z,10.12,89.69
2026-04-07T16:56:00Z,10.00,90.65
2026-04-07T16:57:00Z,8.16,91.92
2026-04-07T16:58:00Z,10.15,90.00
2026-04-07T16:59:00Z,10.00,90.00
2026-04-07T17:00:00Z,10.28,89.12
2026-04-07T17:01:00Z,10.68,89.02
2026-04-07T17:02:00Z,10.13,89.00
2026-04-07T17:03:00Z,12.25,89.00
2026-04-07T17:04:00Z,12.58,87.69
2026-04-07T17:05:00Z,17.81,84.99
2026-04-07T17:06:00Z,14.56,84.01
2026-04-07T17:07:00Z,12.33,89.25
2026-04-07T17:08:00Z,9.97,90.82
2026-04-07T17:09:00Z,9.88,90.97
2026-04-07T17:10:00Z,10.00,91.00
2026-04-07T17:11:00Z,10.00,91.00
2026-04-07T17:12:00Z,9.37,90.54
2026-04-07T17:13:00Z,9.02,91.00
2026-04-07T17:14:00Z,8.40,92.18
2026-04-07T17:15:00Z,8.91,90.58
2026-04-07T17:16:00Z,10.37,89.87
2026-04-07T17:17:00Z,12.00,87.89
2026-04-07T17:18:00Z,13.00,87.86
2026-04-07T17:19:00Z,10.70,89.01
2026-04-07T17:20:00Z,9.61,90.15
2026-04-07T17:21:00Z,8.41,91.40
2026-04-07T17:22:00Z,10.33,90.00
2026-04-07T17:23:00Z,12.02,89.00
2026-04-07T17:24:00Z,12.30,88.43
2026-04-07T17:25:00Z,12.78,89.36
2026-04-07T17:26:00Z,18.06,82.13
2026-04-07T17:27:00Z,16.30,84.10
2026-04-07T17:28:00Z,12.98,85.94
2026-04-07T17:29:00Z,15.41,86.25
2026-04-07T17:30:00Z,16.16,85.02
2026-04-07T17:31:00Z,18.34,83.98
2026-04-07T17:32:00Z,19.67,82.51
2026-04-07T17:33:00Z,14.04,85.02
2026-04-07T17:34:00Z,14.19,85.08
2026-04-07T17:35:00Z,20.68,83.20
2026-04-07T17:36:00Z,25.41,73.26
2026-04-07T17:37:00Z,29.69,69.96
2026-04-07T17:38:00Z,31.11,69.00
2026-04-07T17:39:00Z,29.91,70.02
2026-04-07T17:40:00Z,27.38,72.97
2026-04-07T17:41:00Z,27.04,72.07
2026-04-07T17:42:00Z,26.75,74.54
2026-04-07T17:43:00Z,23.87,75.90
2026-04-07T17:44:00Z,30.17,70.39
2026-04-07T17:45:00Z,32.86,68.86
2026-04-07T17:46:00Z,33.30,67.40
2026-04-07T17:47:00Z,31.25,70.87
2026-04-07T17:48:00Z,33.01,67.18
2026-04-07T17:49:00Z,32.73,67.59
2026-04-07T17:50:00Z,33.43,65.86
2026-04-07T17:51:00Z,33.87,66.34
2026-04-07T17:52:00Z,33.13,67.01
2026-04-07T17:53:00Z,32.71,67.95
2026-04-07T17:54:00Z,31.74,68.00
2026-04-07T17:55:00Z,31.97,67.95
2026-04-07T17:56:00Z,32.46,68.00
2026-04-07T17:57:00Z,33.74,69.03
2026-04-07T17:58:00Z,33.38,67.40
2026-04-07T17:59:00Z,27.03,72.86
2026-04-07T18:00:00Z,28.54,72.25
2026-04-07T18:01:00Z,26.98,71.66
2026-04-07T18:02:00Z,26.31,73.60
2026-04-07T18:03:00Z,34.78,64.62
2026-04-07T18:04:00Z,47.59,49.14
2026-04-07T18:05:00Z,57.25,44.01
2026-04-07T18:06:00Z,59.56,41.55
2026-04-07T18:07:00Z,50.79,49.30
2026-04-07T18:08:00Z,51.67,58.02
2026-04-07T18:09:00Z,48.04,52.25
2026-04-07T18:10:00Z,45.88,49.35
2026-04-07T18:11:00Z,49.36,48.26
2026-04-07T18:12:00Z,60.78,39.95
2026-04-07T18:13:00Z,61.96,32.03
2026-04-07T18:14:00Z,81.13,21.39
2026-04-07T18:15:00Z,77.25,22.82
2026-04-07T18:16:00Z,75.52,27.45
2026-04-07T18:17:00Z,68.77,31.17
2026-04-07T18:18:00Z,76.80,26.68
2026-04-07T18:19:00Z,75.29,24.78
2026-04-07T18:20:00Z,67.56,30.05
2026-04-07T18:21:00Z,68.73,35.42
2026-04-07T18:22:00Z,60.13,39.13
2026-04-07T18:23:00Z,50.70,55.14
2026-04-07T18:24:00Z,35.18,63.84
2026-04-07T18:25:00Z,41.00,60.24
2026-04-07T18:26:00Z,31.36,71.19
2026-04-07T18:27:00Z,36.70,62.94
2026-04-07T18:28:00Z,52.30,49.38
2026-04-07T18:29:00Z,66.83,33.70
2026-04-07T18:30:00Z,67.13,40.25
2026-04-07T18:31:00Z,72.16,30.47
2026-04-07T18:32:00Z,65.63,29.96
2026-04-07T18:33:00Z,63.13,38.32
2026-04-07T18:34:00Z,64.52,40.73
2026-04-07T18:35:00Z,54.86,44.67
2026-04-07T18:36:00Z,50.05,52.68
2026-04-07T18:37:00Z,30.97,71.42
2026-04-07T18:38:00Z,21.48,78.31
2026-04-07T18:39:00Z,20.52,79.91
2026-04-07T18:40:00Z,18.88,83.65
2026-04-07T18:41:00Z,7.51,92.33
2026-04-07T18:42:00Z,1.96,98.29
2026-04-07T18:43:00Z,1.00,99.00
2026-04-07T18:44:00Z,1.00,99.00
2026-04-07T18:45:00Z,1.00,99.00
2026-04-07T18:46:00Z,1.00,99.00
2026-04-07T18:47:00Z,1.00,99.00
2026-04-07T18:48:00Z,1.00,99.00
2026-04-07T18:49:00Z,1.00,99.00
2026-04-07T18:50:00Z,1.00,99.00
2026-04-07T18:51:00Z,1.00,99.00
2026-04-07T18:52:00Z,1.00,99.00
