# event_ticker=KXATPMATCH-26MAY19TSITIE
# final_score=7-6(4) 7-6(2)
# score_resolution=7-6 7-6
# match_winner=Learner Tien
# fav_player=Learner Tien
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-05-19
timestamp,Stefanos Tsitsipas,Learner Tien
2026-05-19T20:57:00Z,63.00,
2026-05-19T21:07:00Z,63.00,
2026-05-19T21:18:00Z,63.98,
2026-05-19T21:24:00Z,64.00,
2026-05-19T21:32:00Z,64.00,37.00
2026-05-19T21:42:00Z,64.00,37.00
2026-05-19T21:44:00Z,64.00,37.00
2026-05-19T21:53:00Z,64.00,37.00
2026-05-19T21:57:00Z,64.00,37.00
2026-05-19T22:18:00Z,64.00,37.00
2026-05-19T22:22:00Z,64.00,37.00
2026-05-19T22:33:00Z,64.00,37.00
2026-05-19T22:41:00Z,64.00,37.00
2026-05-19T22:45:00Z,64.00,37.00
2026-05-19T23:01:00Z,64.00,37.00
2026-05-19T23:02:00Z,64.00,37.00
2026-05-19T23:07:00Z,64.00,37.00
2026-05-19T23:14:00Z,64.00,37.00
2026-05-19T23:16:00Z,64.00,37.00
2026-05-19T23:24:00Z,64.00,37.00
2026-05-19T23:37:00Z,64.00,37.00
2026-05-19T23:41:00Z,64.00,37.00
2026-05-19T23:45:00Z,64.00,37.00
2026-05-19T23:46:00Z,64.00,37.00
2026-05-19T23:52:00Z,64.00,37.00
2026-05-19T23:55:00Z,64.00,37.00
2026-05-20T00:05:00Z,64.00,37.00
2026-05-20T00:17:00Z,64.00,37.00
2026-05-20T00:19:00Z,64.00,37.00
2026-05-20T00:20:00Z,64.00,37.00
2026-05-20T00:22:00Z,64.00,37.00
2026-05-20T00:25:00Z,64.00,37.00
2026-05-20T00:27:00Z,64.00,37.00
2026-05-20T00:35:00Z,64.00,37.00
2026-05-20T00:36:00Z,64.00,37.00
2026-05-20T00:40:00Z,64.00,37.00
2026-05-20T00:47:00Z,64.00,37.00
2026-05-20T01:00:00Z,64.00,37.00
2026-05-20T01:07:00Z,64.00,37.00
2026-05-20T01:16:00Z,64.00,37.00
2026-05-20T01:17:00Z,64.00,37.00
2026-05-20T01:22:00Z,64.00,37.00
2026-05-20T01:28:00Z,64.00,37.00
2026-05-20T01:33:00Z,64.00,37.00
2026-05-20T01:35:00Z,64.00,37.00
2026-05-20T01:38:00Z,64.00,37.00
2026-05-20T01:41:00Z,64.00,37.00
2026-05-20T01:53:00Z,64.00,37.00
2026-05-20T01:59:00Z,64.00,37.00
2026-05-20T02:02:00Z,64.00,37.00
2026-05-20T02:04:00Z,64.00,37.00
2026-05-20T02:07:00Z,64.00,37.00
2026-05-20T02:13:00Z,64.00,37.00
2026-05-20T02:18:00Z,64.00,37.00
2026-05-20T02:19:00Z,64.00,37.00
2026-05-20T02:23:00Z,64.00,37.00
2026-05-20T02:26:00Z,64.00,37.00
2026-05-20T02:35:00Z,64.00,37.00
2026-05-20T02:36:00Z,64.00,37.00
2026-05-20T02:37:00Z,64.00,37.00
2026-05-20T02:40:00Z,64.00,37.00
2026-05-20T02:43:00Z,64.00,36.00
