# event_ticker=KXATPMATCH-25AUG02POPRUN
# final_score=4-6 6-2 6-3
# match_winner=Alexei Popyrin
# fav_player=Alexei Popyrin
# dog_player=Holger Rune
# kalshi_date=2025-08-02
timestamp,Alexei Popyrin,Holger Rune
2025-08-02T13:09:00Z,36.00,
2025-08-02T13:39:00Z,36.00,71.00
2025-08-02T13:41:00Z,35.00,71.00
2025-08-02T13:54:00Z,35.00,71.00
2025-08-02T14:18:00Z,35.00,71.00
2025-08-02T14:20:00Z,35.00,71.00
2025-08-02T14:25:00Z,35.00,71.00
2025-08-02T14:27:00Z,34.79,70.00
2025-08-02T14:28:00Z,34.79,71.00
2025-08-02T14:29:00Z,34.79,70.00
2025-08-02T14:34:00Z,34.79,68.00
2025-08-02T14:39:00Z,34.00,68.00
2025-08-02T14:45:00Z,34.00,68.00
2025-08-02T14:49:00Z,34.00,68.00
2025-08-02T14:55:00Z,34.00,53.00
2025-08-02T14:58:00Z,34.00,53.00
2025-08-02T14:59:00Z,34.37,53.00
2025-08-02T15:16:00Z,34.00,53.00
2025-08-02T15:17:00Z,34.00,66.00
2025-08-02T15:25:00Z,34.00,66.00
2025-08-02T15:26:00Z,34.00,66.00
2025-08-02T15:38:00Z,34.00,66.00
2025-08-02T15:39:00Z,34.00,66.00
2025-08-02T15:41:00Z,34.00,67.00
2025-08-02T15:48:00Z,35.00,67.00
2025-08-02T15:51:00Z,35.00,67.00
2025-08-02T15:58:00Z,35.00,67.00
2025-08-02T16:09:00Z,35.00,67.00
2025-08-02T16:11:00Z,35.00,67.00
2025-08-02T16:15:00Z,35.00,52.00
2025-08-02T16:22:00Z,35.00,66.00
2025-08-02T16:36:00Z,35.00,67.00
2025-08-02T16:57:00Z,35.00,67.00
2025-08-02T17:01:00Z,35.00,67.00
2025-08-02T17:25:00Z,35.00,67.00
2025-08-02T17:33:00Z,35.00,67.00
2025-08-02T17:41:00Z,35.00,67.00
2025-08-02T17:47:00Z,35.00,67.00
2025-08-02T18:18:00Z,35.00,67.00
2025-08-02T19:13:00Z,34.00,67.00
2025-08-02T19:26:00Z,35.00,67.00
2025-08-02T19:35:00Z,35.00,67.97
2025-08-02T19:59:00Z,35.00,67.97
2025-08-02T20:00:00Z,35.00,67.97
2025-08-02T20:05:00Z,35.00,67.00
2025-08-02T20:07:00Z,35.00,67.00
2025-08-02T20:10:00Z,35.00,68.00
2025-08-02T20:14:00Z,35.00,67.00
2025-08-02T20:19:00Z,35.00,67.00
2025-08-02T20:25:00Z,35.00,67.00
2025-08-02T20:26:00Z,35.00,67.00
2025-08-02T20:27:00Z,35.00,67.00
2025-08-02T20:28:00Z,35.00,67.00
2025-08-02T20:35:00Z,35.00,68.00
2025-08-02T20:37:00Z,35.00,67.66
2025-08-02T20:39:00Z,35.00,67.00
2025-08-02T21:00:00Z,35.00,68.00
2025-08-02T21:05:00Z,35.00,68.00
2025-08-02T21:06:00Z,35.00,68.00
2025-08-02T21:07:00Z,35.00,68.00
2025-08-02T21:16:00Z,35.00,68.00
2025-08-02T21:31:00Z,35.00,68.00
2025-08-02T21:35:00Z,35.00,68.00
2025-08-02T21:36:00Z,35.00,68.00
2025-08-02T21:37:00Z,34.00,68.00
2025-08-02T21:42:00Z,34.00,68.00
2025-08-02T21:48:00Z,34.00,67.00
2025-08-02T21:49:00Z,34.00,67.00
2025-08-02T21:52:00Z,34.00,67.00
2025-08-02T22:11:00Z,34.00,67.00
2025-08-02T22:22:00Z,34.00,67.00
2025-08-02T22:27:00Z,34.00,67.64
2025-08-02T22:28:00Z,34.00,67.64
2025-08-02T22:29:00Z,34.00,68.00
2025-08-02T22:30:00Z,34.00,68.00
2025-08-02T22:32:00Z,34.00,68.00
2025-08-02T22:34:00Z,34.00,68.00
2025-08-02T22:35:00Z,34.00,68.00
2025-08-02T22:38:00Z,34.00,68.00
2025-08-02T22:39:00Z,34.00,68.00
2025-08-02T22:40:00Z,34.00,68.00
2025-08-02T22:41:00Z,34.00,67.00
2025-08-02T22:43:00Z,34.00,67.00
2025-08-02T22:44:00Z,34.00,67.00
2025-08-02T22:45:00Z,34.00,67.00
2025-08-02T22:46:00Z,34.00,67.00
2025-08-02T22:48:00Z,34.00,67.23
2025-08-02T22:50:00Z,34.00,67.23
2025-08-02T22:51:00Z,34.00,68.00
2025-08-02T22:52:00Z,34.00,68.00
2025-08-02T22:53:00Z,34.00,68.00
2025-08-02T22:54:00Z,34.00,68.00
2025-08-02T22:55:00Z,34.00,68.00
2025-08-02T22:56:00Z,34.00,68.00
2025-08-02T22:57:00Z,34.00,68.00
2025-08-02T22:59:00Z,34.00,68.11
2025-08-02T23:01:00Z,33.09,68.11
2025-08-02T23:02:00Z,32.00,68.11
2025-08-02T23:05:00Z,32.00,71.00
2025-08-02T23:06:00Z,33.00,71.00
2025-08-02T23:07:00Z,33.00,71.00
2025-08-02T23:08:00Z,33.98,71.00
2025-08-02T23:09:00Z,33.82,68.41
2025-08-02T23:10:00Z,34.00,68.41
2025-08-02T23:11:00Z,36.29,68.00
2025-08-02T23:12:00Z,36.00,67.00
2025-08-02T23:13:00Z,33.41,69.20
2025-08-02T23:14:00Z,35.01,67.00
2025-08-02T23:15:00Z,35.00,68.00
2025-08-02T23:16:00Z,37.35,66.10
2025-08-02T23:17:00Z,36.51,67.00
2025-08-02T23:18:00Z,36.00,65.00
2025-08-02T23:19:00Z,37.28,64.01
2025-08-02T23:20:00Z,47.63,60.74
2025-08-02T23:21:00Z,44.26,56.00
2025-08-02T23:22:00Z,47.00,54.77
2025-08-02T23:23:00Z,49.95,54.55
2025-08-02T23:24:00Z,42.17,61.68
2025-08-02T23:25:00Z,41.00,57.00
2025-08-02T23:26:00Z,44.67,51.69
2025-08-02T23:27:00Z,44.67,59.54
2025-08-02T23:28:00Z,42.00,63.78
2025-08-02T23:29:00Z,40.00,63.00
2025-08-02T23:30:00Z,39.83,66.78
2025-08-02T23:31:00Z,38.00,70.90
2025-08-02T23:32:00Z,42.11,70.90
2025-08-02T23:33:00Z,36.93,66.00
2025-08-02T23:34:00Z,40.35,64.00
2025-08-02T23:35:00Z,43.02,64.00
2025-08-02T23:36:00Z,52.03,54.77
2025-08-02T23:37:00Z,54.67,51.98
2025-08-02T23:38:00Z,50.00,58.49
2025-08-02T23:39:00Z,50.00,53.43
2025-08-02T23:40:00Z,44.33,57.76
2025-08-02T23:41:00Z,41.00,58.81
2025-08-02T23:42:00Z,35.61,66.27
2025-08-02T23:43:00Z,26.14,69.55
2025-08-02T23:44:00Z,24.01,71.99
2025-08-02T23:45:00Z,24.52,77.14
2025-08-02T23:46:00Z,23.89,75.00
2025-08-02T23:47:00Z,29.40,74.22
2025-08-02T23:48:00Z,25.02,74.97
2025-08-02T23:49:00Z,20.30,78.43
2025-08-02T23:50:00Z,24.28,79.00
2025-08-02T23:51:00Z,26.37,77.98
2025-08-02T23:52:00Z,26.37,79.75
2025-08-02T23:53:00Z,26.31,80.21
2025-08-02T23:54:00Z,24.86,80.21
2025-08-02T23:55:00Z,18.44,81.34
2025-08-02T23:56:00Z,20.00,80.42
2025-08-02T23:57:00Z,20.00,80.00
2025-08-02T23:58:00Z,22.00,80.00
2025-08-03T00:00:00Z,27.00,80.00
2025-08-03T00:01:00Z,31.38,69.92
2025-08-03T00:02:00Z,36.07,65.00
2025-08-03T00:03:00Z,32.99,71.00
2025-08-03T00:04:00Z,32.99,77.00
2025-08-03T00:05:00Z,25.29,75.00
2025-08-03T00:06:00Z,25.43,79.97
2025-08-03T00:07:00Z,24.15,72.72
2025-08-03T00:08:00Z,26.08,82.96
2025-08-03T00:09:00Z,23.89,79.97
2025-08-03T00:10:00Z,25.69,75.33
2025-08-03T00:11:00Z,25.50,77.56
2025-08-03T00:12:00Z,22.75,80.35
2025-08-03T00:13:00Z,23.00,79.85
2025-08-03T00:14:00Z,22.30,80.63
2025-08-03T00:15:00Z,23.21,80.79
2025-08-03T00:16:00Z,28.42,74.55
2025-08-03T00:17:00Z,27.03,76.02
2025-08-03T00:18:00Z,25.65,76.00
2025-08-03T00:19:00Z,27.44,75.00
2025-08-03T00:20:00Z,31.60,75.00
2025-08-03T00:21:00Z,35.30,63.13
2025-08-03T00:22:00Z,47.60,57.15
2025-08-03T00:23:00Z,40.58,56.15
2025-08-03T00:24:00Z,52.17,56.05
2025-08-03T00:25:00Z,48.96,56.94
2025-08-03T00:26:00Z,49.61,55.00
2025-08-03T00:27:00Z,44.13,56.97
2025-08-03T00:28:00Z,45.22,56.60
2025-08-03T00:29:00Z,45.85,54.90
2025-08-03T00:30:00Z,46.91,55.11
2025-08-03T00:31:00Z,46.00,57.66
2025-08-03T00:32:00Z,47.00,54.00
2025-08-03T00:33:00Z,51.00,56.35
2025-08-03T00:34:00Z,48.00,56.00
2025-08-03T00:35:00Z,49.00,53.56
2025-08-03T00:36:00Z,51.83,50.03
2025-08-03T00:37:00Z,51.47,51.38
2025-08-03T00:38:00Z,46.98,51.80
2025-08-03T00:39:00Z,53.81,52.24
2025-08-03T00:40:00Z,52.06,50.98
2025-08-03T00:41:00Z,52.10,49.83
2025-08-03T00:42:00Z,56.89,36.96
2025-08-03T00:43:00Z,66.08,39.38
2025-08-03T00:44:00Z,51.17,41.78
2025-08-03T00:45:00Z,50.44,45.29
2025-08-03T00:46:00Z,57.33,48.10
2025-08-03T00:47:00Z,58.80,45.44
2025-08-03T00:48:00Z,64.93,38.98
