# event_ticker=KXATPMATCH-26FEB16SHIGIR
# final_score=6-3 7-5
# match_winner=Marcos Giron
# fav_player=Marcos Giron
# dog_player=Sho Shimabukuro
# kalshi_date=2026-02-16
timestamp,Marcos Giron,Sho Shimabukuro
2026-02-16T11:36:00Z,70.00,
2026-02-16T11:44:00Z,71.00,
2026-02-16T11:45:00Z,71.00,29.00
2026-02-16T12:02:00Z,71.00,29.00
2026-02-16T12:33:00Z,70.00,29.00
2026-02-16T13:07:00Z,70.00,29.00
2026-02-16T14:49:00Z,70.00,29.00
2026-02-16T14:57:00Z,70.00,32.00
2026-02-16T14:59:00Z,70.00,32.68
2026-02-16T15:05:00Z,69.00,32.68
2026-02-16T15:10:00Z,69.00,32.68
2026-02-16T15:22:00Z,69.00,32.68
2026-02-16T15:25:00Z,69.00,32.68
2026-02-16T15:29:00Z,69.00,32.68
2026-02-16T15:47:00Z,69.00,33.00
2026-02-16T15:50:00Z,69.00,33.00
2026-02-16T15:59:00Z,69.00,33.00
2026-02-16T16:16:00Z,69.00,32.00
2026-02-16T16:29:00Z,69.00,32.00
2026-02-16T16:37:00Z,69.00,32.00
2026-02-16T16:42:00Z,69.00,32.00
2026-02-16T16:46:00Z,69.00,32.00
2026-02-16T16:51:00Z,69.00,32.00
2026-02-16T16:55:00Z,69.00,33.00
2026-02-16T16:57:00Z,69.00,33.00
2026-02-16T17:00:00Z,69.00,33.00
2026-02-16T17:06:00Z,69.00,33.00
2026-02-16T17:07:00Z,69.00,33.00
2026-02-16T17:13:00Z,69.00,32.00
2026-02-16T17:20:00Z,69.00,33.00
2026-02-16T17:38:00Z,69.00,33.00
2026-02-16T17:54:00Z,69.00,33.00
2026-02-16T18:03:00Z,69.00,33.00
2026-02-16T18:15:00Z,69.00,33.00
2026-02-16T18:23:00Z,69.00,33.00
2026-02-16T18:29:00Z,69.00,33.00
2026-02-16T18:35:00Z,69.00,33.00
2026-02-16T18:37:00Z,69.00,33.00
2026-02-16T18:39:00Z,69.00,33.00
2026-02-16T18:47:00Z,69.00,33.00
2026-02-16T18:52:00Z,69.00,32.00
2026-02-16T19:26:00Z,69.00,32.00
2026-02-16T19:29:00Z,69.00,32.00
2026-02-16T19:30:00Z,69.00,32.00
2026-02-16T19:33:00Z,70.00,32.00
2026-02-16T19:36:00Z,70.00,32.00
2026-02-16T19:37:00Z,70.00,32.00
2026-02-16T19:45:00Z,70.00,32.00
2026-02-16T19:49:00Z,70.00,32.00
2026-02-16T19:50:00Z,70.00,32.00
2026-02-16T19:53:00Z,70.00,32.00
2026-02-16T19:57:00Z,70.00,32.00
2026-02-16T19:59:00Z,70.00,32.00
2026-02-16T20:06:00Z,70.00,32.00
2026-02-16T20:11:00Z,70.00,32.00
2026-02-16T20:15:00Z,70.00,32.00
2026-02-16T20:17:00Z,70.00,32.00
2026-02-16T20:20:00Z,70.00,32.00
2026-02-16T20:21:00Z,70.00,33.00
2026-02-16T20:22:00Z,70.00,33.00
2026-02-16T20:23:00Z,70.00,33.00
2026-02-16T20:25:00Z,70.00,33.00
2026-02-16T20:27:00Z,70.00,33.00
2026-02-16T20:28:00Z,70.00,33.00
2026-02-16T20:29:00Z,70.00,33.00
2026-02-16T20:30:00Z,70.00,33.00
2026-02-16T20:32:00Z,70.00,33.00
2026-02-16T20:33:00Z,70.00,33.00
2026-02-16T20:34:00Z,70.00,33.00
2026-02-16T20:35:00Z,70.00,32.00
2026-02-16T20:36:00Z,70.00,32.00
2026-02-16T20:37:00Z,70.00,32.00
2026-02-16T20:39:00Z,70.00,32.00
2026-02-16T20:40:00Z,70.00,32.00
2026-02-16T20:41:00Z,70.00,32.00
2026-02-16T20:43:00Z,70.00,32.00
2026-02-16T20:47:00Z,70.00,32.00
2026-02-16T20:53:00Z,70.00,32.00
2026-02-16T20:54:00Z,70.00,32.00
2026-02-16T20:56:00Z,70.00,32.00
2026-02-16T20:57:00Z,70.00,32.00
2026-02-16T21:00:00Z,70.00,32.00
2026-02-16T21:08:00Z,70.00,32.00
2026-02-16T21:15:00Z,70.00,32.00
2026-02-16T21:17:00Z,70.00,31.00
2026-02-16T21:18:00Z,70.00,31.00
2026-02-16T21:19:00Z,70.00,31.00
2026-02-16T21:20:00Z,70.00,31.00
2026-02-16T21:21:00Z,70.00,31.00
2026-02-16T21:22:00Z,70.00,31.00
2026-02-16T21:26:00Z,70.00,31.00
2026-02-16T21:29:00Z,70.00,31.00
2026-02-16T21:30:00Z,70.00,31.00
2026-02-16T21:31:00Z,70.00,31.00
2026-02-16T21:32:00Z,70.00,31.00
2026-02-16T21:33:00Z,70.00,31.00
2026-02-16T21:34:00Z,70.00,32.00
2026-02-16T21:36:00Z,70.00,32.00
2026-02-16T21:37:00Z,70.00,32.00
2026-02-16T21:38:00Z,70.00,32.00
2026-02-16T21:39:00Z,70.00,32.00
2026-02-16T21:40:00Z,70.00,32.00
2026-02-16T21:41:00Z,70.00,32.00
2026-02-16T21:42:00Z,70.00,32.00
2026-02-16T21:43:00Z,70.00,32.00
2026-02-16T21:44:00Z,70.00,32.00
2026-02-16T21:46:00Z,70.00,31.00
2026-02-16T21:47:00Z,70.00,30.00
2026-02-16T21:48:00Z,71.08,30.00
2026-02-16T21:49:00Z,70.00,31.00
2026-02-16T21:50:00Z,70.00,31.00
2026-02-16T21:51:00Z,70.00,32.00
2026-02-16T21:52:00Z,70.00,32.00
2026-02-16T21:53:00Z,70.00,32.00
2026-02-16T21:54:00Z,70.00,31.00
2026-02-16T21:55:00Z,70.00,31.00
2026-02-16T21:56:00Z,70.00,31.00
2026-02-16T21:57:00Z,70.00,31.68
2026-02-16T21:59:00Z,70.00,32.00
2026-02-16T22:00:00Z,70.00,32.00
2026-02-16T22:03:00Z,70.00,32.00
2026-02-16T22:04:00Z,70.00,32.00
2026-02-16T22:05:00Z,70.00,32.00
2026-02-16T22:06:00Z,70.00,32.00
2026-02-16T22:07:00Z,70.00,32.00
2026-02-16T22:08:00Z,70.00,32.00
2026-02-16T22:09:00Z,69.01,32.00
2026-02-16T22:10:00Z,69.01,32.00
2026-02-16T22:11:00Z,69.00,32.30
2026-02-16T22:12:00Z,69.00,32.00
2026-02-16T22:13:00Z,68.53,32.00
2026-02-16T22:15:00Z,69.00,32.00
2026-02-16T22:16:00Z,69.00,32.00
2026-02-16T22:17:00Z,69.00,32.00
2026-02-16T22:18:00Z,69.00,32.00
2026-02-16T22:19:00Z,69.00,32.00
2026-02-16T22:20:00Z,69.00,32.00
2026-02-16T22:21:00Z,69.00,32.00
2026-02-16T22:22:00Z,69.00,32.00
2026-02-16T22:23:00Z,68.87,32.00
2026-02-16T22:26:00Z,69.52,32.00
2026-02-16T22:27:00Z,70.00,32.00
