# event_ticker=KXATPCHALLENGERMATCH-26MAR13MANOLI
# final_score=6-4 7-5
# match_winner=Genaro Alberto Olivieri
# fav_player=Genaro Alberto Olivieri
# dog_player=Nicolas Moreno de Alboran
# kalshi_date=2026-03-13
timestamp,Genaro Alberto Olivieri,Nicolas Moreno de Alboran
2026-03-13T09:17:00Z,,69.00
2026-03-13T10:10:00Z,30.00,69.00
2026-03-13T11:36:00Z,30.00,69.00
2026-03-13T12:14:00Z,30.00,69.00
2026-03-13T12:15:00Z,32.00,69.00
2026-03-13T12:39:00Z,32.00,69.00
2026-03-13T13:22:00Z,32.00,69.00
2026-03-13T13:24:00Z,32.00,69.00
2026-03-13T13:56:00Z,32.00,69.00
2026-03-13T14:02:00Z,33.00,69.00
2026-03-13T14:19:00Z,33.00,69.00
2026-03-13T14:22:00Z,33.00,69.15
2026-03-13T14:23:00Z,33.00,70.00
2026-03-13T14:29:00Z,32.00,70.00
2026-03-13T14:31:00Z,32.00,70.00
2026-03-13T14:36:00Z,32.00,70.00
2026-03-13T14:42:00Z,32.00,70.00
2026-03-13T14:44:00Z,32.00,70.00
2026-03-13T14:45:00Z,32.00,70.00
2026-03-13T14:50:00Z,32.00,70.00
2026-03-13T14:51:00Z,32.00,70.00
2026-03-13T14:58:00Z,32.00,70.00
2026-03-13T15:03:00Z,32.00,70.00
2026-03-13T15:15:00Z,32.00,70.00
2026-03-13T15:23:00Z,32.00,70.00
2026-03-13T15:26:00Z,32.00,70.00
2026-03-13T15:28:00Z,33.00,70.00
2026-03-13T15:35:00Z,33.00,70.00
2026-03-13T15:36:00Z,33.00,70.00
2026-03-13T15:39:00Z,33.00,70.00
2026-03-13T15:43:00Z,33.00,70.00
2026-03-13T15:44:00Z,33.00,70.00
2026-03-13T15:48:00Z,33.00,70.00
2026-03-13T15:55:00Z,33.00,70.00
2026-03-13T15:56:00Z,33.00,70.00
2026-03-13T15:57:00Z,33.00,70.00
2026-03-13T16:06:00Z,33.00,70.00
2026-03-13T16:07:00Z,33.00,70.00
2026-03-13T16:13:00Z,33.00,70.00
2026-03-13T16:16:00Z,33.00,70.00
2026-03-13T16:18:00Z,33.00,70.00
2026-03-13T16:20:00Z,33.00,67.00
2026-03-13T16:23:00Z,33.00,69.00
2026-03-13T16:24:00Z,33.00,69.00
2026-03-13T16:25:00Z,33.00,69.00
2026-03-13T16:28:00Z,33.00,69.00
2026-03-13T16:30:00Z,32.98,69.00
2026-03-13T16:32:00Z,32.98,69.00
2026-03-13T16:37:00Z,32.98,69.00
2026-03-13T16:49:00Z,32.98,69.00
2026-03-13T16:52:00Z,33.00,69.00
2026-03-13T16:56:00Z,33.00,69.00
2026-03-13T17:02:00Z,33.00,69.00
2026-03-13T17:03:00Z,33.00,69.00
2026-03-13T17:06:00Z,33.00,69.49
2026-03-13T17:07:00Z,33.00,69.00
2026-03-13T17:08:00Z,33.00,69.00
2026-03-13T17:12:00Z,33.00,69.00
2026-03-13T17:17:00Z,30.38,69.00
2026-03-13T17:29:00Z,30.38,70.00
2026-03-13T17:34:00Z,32.93,70.00
2026-03-13T17:35:00Z,32.93,70.00
2026-03-13T17:36:00Z,32.98,70.00
2026-03-13T17:39:00Z,32.78,70.00
2026-03-13T17:40:00Z,32.00,70.00
2026-03-13T17:41:00Z,32.41,70.00
2026-03-13T17:43:00Z,32.41,69.00
2026-03-13T17:44:00Z,32.41,69.00
2026-03-13T17:45:00Z,33.00,69.00
2026-03-13T17:47:00Z,33.00,69.00
2026-03-13T17:48:00Z,34.00,69.00
2026-03-13T17:50:00Z,34.00,69.00
2026-03-13T17:51:00Z,34.00,69.00
2026-03-13T17:52:00Z,34.00,69.00
2026-03-13T17:54:00Z,34.00,66.09
2026-03-13T17:55:00Z,33.96,69.00
2026-03-13T17:59:00Z,33.46,69.00
2026-03-13T18:00:00Z,33.00,69.00
2026-03-13T18:04:00Z,33.00,69.00
2026-03-13T18:06:00Z,33.79,69.00
2026-03-13T18:08:00Z,33.00,69.00
2026-03-13T18:09:00Z,33.00,69.00
2026-03-13T18:11:00Z,33.00,69.00
2026-03-13T18:12:00Z,33.00,69.00
2026-03-13T18:13:00Z,33.00,69.00
2026-03-13T18:15:00Z,33.00,69.00
2026-03-13T18:16:00Z,33.00,69.00
2026-03-13T18:17:00Z,33.00,68.00
2026-03-13T18:27:00Z,33.00,68.00
2026-03-13T18:34:00Z,33.00,68.00
2026-03-13T18:35:00Z,33.00,68.00
2026-03-13T18:41:00Z,33.21,68.00
2026-03-13T18:44:00Z,33.21,69.00
2026-03-13T18:46:00Z,33.00,69.00
2026-03-13T18:48:00Z,33.00,69.00
2026-03-13T18:49:00Z,34.00,69.00
2026-03-13T18:54:00Z,34.00,68.00
2026-03-13T18:55:00Z,34.00,68.00
2026-03-13T18:58:00Z,34.00,68.00
2026-03-13T19:02:00Z,34.00,69.00
2026-03-13T19:05:00Z,33.00,69.00
2026-03-13T19:13:00Z,31.00,69.00
2026-03-13T19:14:00Z,33.00,69.00
2026-03-13T19:15:00Z,31.00,69.00
2026-03-13T19:17:00Z,31.00,69.00
2026-03-13T19:20:00Z,31.00,69.00
2026-03-13T19:21:00Z,31.00,69.00
2026-03-13T19:22:00Z,33.00,69.00
2026-03-13T19:23:00Z,33.00,69.00
2026-03-13T19:24:00Z,33.00,69.00
2026-03-13T19:26:00Z,33.00,69.22
2026-03-13T19:27:00Z,33.00,69.22
2026-03-13T19:30:00Z,33.00,69.22
2026-03-13T19:33:00Z,33.43,69.22
2026-03-13T19:35:00Z,33.00,69.22
2026-03-13T19:37:00Z,33.00,69.00
2026-03-13T19:38:00Z,33.00,69.00
2026-03-13T19:42:00Z,31.00,69.00
2026-03-13T19:43:00Z,33.00,69.97
2026-03-13T19:44:00Z,33.00,69.97
2026-03-13T19:45:00Z,33.00,70.00
2026-03-13T19:46:00Z,33.00,70.00
2026-03-13T19:47:00Z,34.00,66.00
2026-03-13T19:48:00Z,41.89,61.82
2026-03-13T19:49:00Z,45.22,57.42
2026-03-13T19:50:00Z,40.99,58.49
2026-03-13T19:51:00Z,45.74,55.18
2026-03-13T19:52:00Z,47.43,53.57
2026-03-13T19:53:00Z,45.58,54.78
2026-03-13T19:54:00Z,44.87,56.64
2026-03-13T19:55:00Z,48.24,53.67
2026-03-13T19:56:00Z,47.37,55.00
2026-03-13T19:57:00Z,45.71,56.24
2026-03-13T19:58:00Z,48.91,52.11
2026-03-13T19:59:00Z,48.00,53.86
2026-03-13T20:00:00Z,45.00,55.87
2026-03-13T20:01:00Z,45.00,56.41
2026-03-13T20:02:00Z,44.15,55.58
2026-03-13T20:03:00Z,45.71,55.87
2026-03-13T20:04:00Z,50.82,50.21
2026-03-13T20:05:00Z,53.52,46.20
2026-03-13T20:06:00Z,50.94,49.68
2026-03-13T20:07:00Z,49.08,51.84
2026-03-13T20:08:00Z,48.51,51.97
2026-03-13T20:09:00Z,42.73,55.49
2026-03-13T20:10:00Z,42.90,58.10
2026-03-13T20:11:00Z,47.87,53.69
2026-03-13T20:12:00Z,43.26,55.26
2026-03-13T20:13:00Z,48.69,47.94
2026-03-13T20:14:00Z,52.95,47.09
2026-03-13T20:15:00Z,51.66,47.10
2026-03-13T20:16:00Z,53.48,44.85
2026-03-13T20:17:00Z,53.39,46.00
2026-03-13T20:18:00Z,54.00,46.97
2026-03-13T20:19:00Z,58.96,44.00
2026-03-13T20:20:00Z,60.47,40.94
2026-03-13T20:21:00Z,59.93,41.98
2026-03-13T20:22:00Z,60.44,41.69
2026-03-13T20:23:00Z,58.94,42.37
2026-03-13T20:24:00Z,57.65,43.00
2026-03-13T20:25:00Z,51.88,54.33
2026-03-13T20:26:00Z,46.15,54.25
2026-03-13T20:27:00Z,50.76,50.77
2026-03-13T20:28:00Z,54.81,47.76
2026-03-13T20:29:00Z,56.33,46.33
2026-03-13T20:30:00Z,63.45,37.19
2026-03-13T20:31:00Z,63.69,37.00
2026-03-13T20:32:00Z,63.84,37.56
2026-03-13T20:33:00Z,62.95,37.03
2026-03-13T20:34:00Z,62.61,38.00
2026-03-13T20:35:00Z,63.21,38.21
2026-03-13T20:36:00Z,63.90,36.89
2026-03-13T20:37:00Z,61.00,40.73
2026-03-13T20:38:00Z,65.34,34.36
2026-03-13T20:39:00Z,68.97,33.87
2026-03-13T20:40:00Z,59.75,40.00
2026-03-13T20:41:00Z,60.77,40.30
2026-03-13T20:42:00Z,60.51,42.77
2026-03-13T20:43:00Z,57.10,44.87
2026-03-13T20:44:00Z,54.33,47.12
2026-03-13T20:45:00Z,61.38,41.81
2026-03-13T20:46:00Z,65.00,36.61
2026-03-13T20:47:00Z,66.66,34.27
2026-03-13T20:48:00Z,61.58,37.21
2026-03-13T20:49:00Z,62.11,38.87
2026-03-13T20:50:00Z,60.91,38.77
2026-03-13T20:51:00Z,60.89,40.00
2026-03-13T20:52:00Z,65.75,37.90
2026-03-13T20:53:00Z,66.97,33.73
2026-03-13T20:54:00Z,64.99,34.89
2026-03-13T20:55:00Z,63.61,37.43
2026-03-13T20:56:00Z,62.98,39.37
2026-03-13T20:57:00Z,61.01,40.33
2026-03-13T20:58:00Z,64.43,38.01
2026-03-13T20:59:00Z,62.00,39.00
2026-03-13T21:00:00Z,62.00,39.89
2026-03-13T21:01:00Z,57.94,43.52
2026-03-13T21:02:00Z,55.90,45.19
2026-03-13T21:03:00Z,53.44,47.34
2026-03-13T21:04:00Z,54.75,46.46
2026-03-13T21:05:00Z,60.54,41.81
2026-03-13T21:06:00Z,60.99,38.18
2026-03-13T21:07:00Z,65.12,35.39
2026-03-13T21:08:00Z,64.00,38.04
2026-03-13T21:09:00Z,66.12,37.44
2026-03-13T21:10:00Z,63.73,38.97
2026-03-13T21:11:00Z,60.00,41.00
2026-03-13T21:12:00Z,60.00,45.00
2026-03-13T21:13:00Z,56.35,42.83
2026-03-13T21:14:00Z,56.77,44.14
2026-03-13T21:15:00Z,63.60,42.22
2026-03-13T21:16:00Z,63.00,40.90
2026-03-13T21:17:00Z,65.78,35.54
2026-03-13T21:18:00Z,65.14,37.36
2026-03-13T21:19:00Z,58.00,40.43
2026-03-13T21:20:00Z,57.97,41.38
2026-03-13T21:21:00Z,63.52,41.67
2026-03-13T21:22:00Z,66.12,37.94
2026-03-13T21:23:00Z,67.48,33.74
2026-03-13T21:24:00Z,63.79,36.00
2026-03-13T21:25:00Z,76.18,24.71
2026-03-13T21:26:00Z,92.02,9.02
2026-03-13T21:27:00Z,92.69,6.86
2026-03-13T21:28:00Z,96.52,4.31
2026-03-13T21:29:00Z,98.96,1.60
2026-03-13T21:30:00Z,99.00,1.00
2026-03-13T21:31:00Z,99.00,1.00
2026-03-13T21:32:00Z,99.00,1.00
2026-03-13T21:33:00Z,99.00,1.00
