# event_ticker=KXATPMATCH-26MAR20DARLAN
# final_score=6-3 6-7(4) 6-4
# score_resolution=3-6 7-6 4-6
# match_winner=Martin Landaluce
# fav_player=Luciano Darderi
# dog_player=Martin Landaluce
# kalshi_date=2026-03-20
timestamp,Luciano Darderi,Martin Landaluce
2026-03-20T13:56:00Z,56.00,
2026-03-20T14:01:00Z,56.00,46.00
2026-03-20T14:05:00Z,56.00,46.00
2026-03-20T14:11:00Z,56.00,46.00
2026-03-20T14:12:00Z,56.00,46.00
2026-03-20T14:15:00Z,56.00,46.00
2026-03-20T14:18:00Z,55.00,46.00
2026-03-20T14:19:00Z,55.00,46.00
2026-03-20T14:23:00Z,55.00,46.00
2026-03-20T14:29:00Z,55.00,46.00
2026-03-20T14:50:00Z,55.00,46.00
2026-03-20T14:53:00Z,55.00,46.00
2026-03-20T15:03:00Z,56.00,46.00
2026-03-20T15:06:00Z,56.00,46.00
2026-03-20T15:14:00Z,56.00,46.00
2026-03-20T15:15:00Z,56.00,46.00
2026-03-20T15:22:00Z,55.00,46.00
2026-03-20T15:24:00Z,55.00,45.00
2026-03-20T15:28:00Z,56.00,45.00
2026-03-20T15:29:00Z,56.00,45.31
2026-03-20T15:33:00Z,56.00,46.00
2026-03-20T15:43:00Z,56.00,44.00
2026-03-20T15:58:00Z,56.00,46.00
2026-03-20T16:01:00Z,56.00,46.00
2026-03-20T16:12:00Z,56.00,46.00
2026-03-20T16:24:00Z,56.00,46.00
2026-03-20T16:31:00Z,56.00,46.00
2026-03-20T16:33:00Z,56.00,46.00
2026-03-20T17:11:00Z,56.00,46.00
2026-03-20T17:24:00Z,56.00,46.00
2026-03-20T17:58:00Z,56.00,46.00
2026-03-20T18:01:00Z,56.00,46.00
2026-03-20T18:07:00Z,56.00,46.00
2026-03-20T18:36:00Z,56.00,46.00
2026-03-20T18:37:00Z,56.00,46.00
2026-03-20T18:53:00Z,56.00,46.00
2026-03-20T19:04:00Z,56.00,46.00
2026-03-20T19:06:00Z,56.00,46.00
2026-03-20T19:08:00Z,56.00,46.00
2026-03-20T20:12:00Z,54.00,46.00
2026-03-20T20:16:00Z,54.00,46.00
2026-03-20T21:02:00Z,54.00,46.00
2026-03-20T21:56:00Z,56.00,46.00
2026-03-20T22:02:00Z,55.00,46.00
2026-03-20T22:10:00Z,56.00,46.00
2026-03-20T22:15:00Z,56.00,46.00
2026-03-20T22:26:00Z,56.00,46.00
2026-03-20T22:32:00Z,56.00,46.00
2026-03-20T23:02:00Z,56.00,46.00
2026-03-20T23:28:00Z,56.00,46.00
2026-03-20T23:31:00Z,56.00,44.00
2026-03-20T23:46:00Z,56.00,44.00
2026-03-20T23:47:00Z,56.00,44.00
2026-03-20T23:53:00Z,56.00,45.00
2026-03-20T23:54:00Z,56.00,45.00
2026-03-20T23:55:00Z,56.00,45.00
2026-03-21T00:06:00Z,56.00,45.00
2026-03-21T00:08:00Z,56.00,45.00
2026-03-21T00:12:00Z,56.00,45.00
2026-03-21T00:13:00Z,56.00,45.00
2026-03-21T00:17:00Z,56.00,45.00
2026-03-21T00:23:00Z,56.00,45.00
2026-03-21T00:24:00Z,56.00,45.00
2026-03-21T00:28:00Z,56.00,45.00
2026-03-21T00:32:00Z,56.00,45.00
2026-03-21T00:41:00Z,56.00,45.00
2026-03-21T00:42:00Z,56.00,45.00
2026-03-21T00:44:00Z,56.98,45.00
2026-03-21T00:54:00Z,56.98,45.00
2026-03-21T00:59:00Z,56.98,45.00
2026-03-21T01:01:00Z,56.98,45.00
2026-03-21T01:03:00Z,57.00,45.00
2026-03-21T01:07:00Z,57.00,45.00
2026-03-21T01:09:00Z,57.00,45.00
2026-03-21T01:10:00Z,57.00,45.00
2026-03-21T01:11:00Z,57.00,45.00
2026-03-21T01:12:00Z,57.00,45.00
2026-03-21T01:14:00Z,57.00,45.00
2026-03-21T01:16:00Z,57.00,45.00
2026-03-21T01:17:00Z,57.00,45.00
2026-03-21T01:18:00Z,57.00,45.00
2026-03-21T01:20:00Z,57.00,45.00
2026-03-21T01:22:00Z,57.00,45.00
2026-03-21T01:23:00Z,57.00,43.56
2026-03-21T01:25:00Z,57.00,44.00
2026-03-21T01:26:00Z,57.00,44.00
2026-03-21T01:27:00Z,56.00,44.00
2026-03-21T01:29:00Z,57.00,44.00
2026-03-21T01:32:00Z,56.00,44.00
2026-03-21T01:35:00Z,57.00,44.00
2026-03-21T01:36:00Z,57.00,43.00
2026-03-21T01:38:00Z,56.99,43.00
2026-03-21T01:39:00Z,57.00,43.00
2026-03-21T01:40:00Z,57.00,44.00
2026-03-21T01:41:00Z,57.00,44.00
2026-03-21T01:42:00Z,57.00,44.00
2026-03-21T01:43:00Z,57.00,44.00
2026-03-21T01:44:00Z,57.00,44.00
2026-03-21T01:45:00Z,57.00,44.00
2026-03-21T01:46:00Z,57.00,44.00
2026-03-21T01:47:00Z,57.00,44.00
2026-03-21T01:48:00Z,57.00,45.00
2026-03-21T01:49:00Z,57.00,45.00
2026-03-21T01:50:00Z,57.00,45.00
2026-03-21T01:51:00Z,57.00,45.00
2026-03-21T01:52:00Z,57.93,45.00
2026-03-21T01:53:00Z,62.07,39.00
2026-03-21T01:54:00Z,60.47,38.87
2026-03-21T01:55:00Z,57.37,43.00
