# event_ticker=KXATPMATCH-26MAY25MULTSI
# final_score=6-2 3-0 RET
# match_winner=Stefanos Tsitsipas
# fav_player=Alexandre Muller
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-05-25
timestamp,Alexandre Muller,Stefanos Tsitsipas
2026-05-26T06:13:00Z,17.00,84.00
2026-05-26T06:14:00Z,17.00,84.00
2026-05-26T06:18:00Z,17.00,84.68
2026-05-26T06:21:00Z,17.00,84.68
2026-05-26T06:23:00Z,17.00,84.68
2026-05-26T06:28:00Z,17.00,85.00
2026-05-26T06:29:00Z,17.00,85.00
2026-05-26T06:35:00Z,17.00,84.00
2026-05-26T06:45:00Z,17.00,84.00
2026-05-26T06:52:00Z,17.00,84.00
2026-05-26T06:58:00Z,17.00,84.00
2026-05-26T07:03:00Z,17.00,84.00
2026-05-26T07:21:00Z,17.00,85.00
2026-05-26T07:36:00Z,17.00,85.00
2026-05-26T07:38:00Z,17.00,85.00
2026-05-26T07:39:00Z,17.00,85.00
2026-05-26T07:46:00Z,17.00,85.00
2026-05-26T07:47:00Z,17.00,85.00
2026-05-26T07:50:00Z,17.00,85.00
2026-05-26T07:52:00Z,17.00,85.00
2026-05-26T07:53:00Z,16.00,85.00
2026-05-26T07:54:00Z,17.00,85.00
2026-05-26T07:59:00Z,17.00,85.00
2026-05-26T08:08:00Z,17.00,85.00
2026-05-26T08:21:00Z,17.00,85.00
2026-05-26T08:28:00Z,16.00,85.00
2026-05-26T08:34:00Z,16.00,85.00
2026-05-26T08:36:00Z,16.00,85.00
2026-05-26T08:43:00Z,17.00,85.00
2026-05-26T08:50:00Z,16.00,85.00
2026-05-26T09:19:00Z,16.00,85.00
2026-05-26T09:21:00Z,17.00,85.00
2026-05-26T09:30:00Z,17.00,85.00
2026-05-26T09:44:00Z,17.00,85.00
2026-05-26T10:01:00Z,17.00,85.00
2026-05-26T10:08:00Z,17.00,85.00
2026-05-26T10:15:00Z,17.00,85.00
2026-05-26T10:26:00Z,17.00,85.00
2026-05-26T10:34:00Z,17.00,84.00
2026-05-26T10:40:00Z,17.00,85.00
2026-05-26T10:41:00Z,17.00,85.00
2026-05-26T10:47:00Z,17.00,85.00
2026-05-26T10:52:00Z,17.00,85.00
2026-05-26T11:05:00Z,17.00,84.00
2026-05-26T11:10:00Z,17.00,84.00
2026-05-26T11:12:00Z,17.00,84.00
2026-05-26T11:19:00Z,17.00,84.00
2026-05-26T11:23:00Z,17.00,84.00
2026-05-26T11:24:00Z,17.00,84.00
2026-05-26T11:27:00Z,17.00,84.00
2026-05-26T11:30:00Z,17.00,84.00
2026-05-26T11:31:00Z,17.00,84.00
2026-05-26T11:33:00Z,17.00,84.00
2026-05-26T11:34:00Z,17.00,84.00
2026-05-26T11:35:00Z,17.00,84.00
2026-05-26T11:36:00Z,17.00,84.00
2026-05-26T11:37:00Z,17.00,84.00
2026-05-26T11:38:00Z,17.00,84.00
2026-05-26T11:40:00Z,17.00,84.00
2026-05-26T11:41:00Z,17.00,84.00
2026-05-26T11:42:00Z,17.00,84.00
2026-05-26T11:44:00Z,17.00,84.00
2026-05-26T11:46:00Z,17.00,84.00
2026-05-26T11:50:00Z,17.00,83.92
2026-05-26T11:51:00Z,17.16,83.00
2026-05-26T11:52:00Z,18.00,83.00
2026-05-26T11:53:00Z,19.70,82.00
2026-05-26T11:54:00Z,25.68,76.62
2026-05-26T11:55:00Z,28.54,73.00
2026-05-26T11:56:00Z,26.87,74.00
2026-05-26T11:57:00Z,28.66,78.00
2026-05-26T11:58:00Z,30.99,72.65
2026-05-26T11:59:00Z,24.22,73.65
2026-05-26T12:00:00Z,22.09,78.14
2026-05-26T12:01:00Z,21.96,80.00
2026-05-26T12:02:00Z,20.11,79.05
2026-05-26T12:03:00Z,22.00,78.01
2026-05-26T12:04:00Z,23.75,78.01
2026-05-26T12:05:00Z,21.46,78.32
2026-05-26T12:06:00Z,20.69,82.77
2026-05-26T12:07:00Z,13.80,87.76
2026-05-26T12:08:00Z,12.16,86.45
2026-05-26T12:09:00Z,13.50,86.45
2026-05-26T12:10:00Z,13.06,86.45
2026-05-26T12:11:00Z,13.30,88.00
2026-05-26T12:12:00Z,12.17,88.01
2026-05-26T12:13:00Z,9.97,90.00
2026-05-26T12:14:00Z,10.23,90.00
2026-05-26T12:15:00Z,12.00,89.00
2026-05-26T12:16:00Z,10.00,89.02
2026-05-26T12:17:00Z,9.00,91.00
2026-05-26T12:18:00Z,9.00,91.00
2026-05-26T12:19:00Z,8.55,91.81
2026-05-26T12:20:00Z,9.00,90.20
2026-05-26T12:21:00Z,10.49,90.96
2026-05-26T12:22:00Z,8.97,92.94
2026-05-26T12:23:00Z,8.00,93.00
2026-05-26T12:24:00Z,8.00,93.00
2026-05-26T12:25:00Z,6.00,93.00
2026-05-26T12:26:00Z,5.94,94.46
2026-05-26T12:27:00Z,4.06,95.00
2026-05-26T12:28:00Z,4.00,96.01
2026-05-26T12:29:00Z,5.35,95.88
2026-05-26T12:30:00Z,4.00,95.05
2026-05-26T12:31:00Z,3.94,96.07
2026-05-26T12:32:00Z,3.04,96.90
2026-05-26T12:33:00Z,2.03,97.99
2026-05-26T12:34:00Z,1.86,98.97
2026-05-26T12:35:00Z,1.13,99.00
2026-05-26T12:36:00Z,2.00,99.00
2026-05-26T12:37:00Z,2.00,99.00
2026-05-26T12:38:00Z,2.00,99.00
2026-05-26T12:39:00Z,2.00,99.00
2026-05-26T12:40:00Z,1.00,99.00
2026-05-26T12:41:00Z,1.00,99.00
2026-05-26T12:42:00Z,1.00,99.00
2026-05-26T12:43:00Z,1.00,99.00
