# event_ticker=KXATPCHALLENGERMATCH-26MAR14DOSSAM
# final_score=6-2 7-5
# score_resolution=2-6 5-7
# match_winner=Toby Samuel
# fav_player=Stefan Dostanic
# dog_player=Toby Samuel
# kalshi_date=2026-03-14
timestamp,Stefan Dostanic,Toby Samuel
2026-03-13T21:55:00Z,,63.81
2026-03-13T22:29:00Z,,63.00
2026-03-13T23:16:00Z,,64.00
2026-03-14T00:21:00Z,,64.00
2026-03-14T01:40:00Z,,63.00
2026-03-14T02:16:00Z,,63.00
2026-03-14T02:23:00Z,,63.00
2026-03-14T02:25:00Z,,63.09
2026-03-14T02:30:00Z,,64.00
2026-03-14T02:37:00Z,,64.00
2026-03-14T02:45:00Z,,65.00
2026-03-14T02:54:00Z,,65.00
2026-03-14T02:57:00Z,,65.00
2026-03-14T03:00:00Z,,66.00
2026-03-14T03:15:00Z,,65.00
2026-03-14T03:17:00Z,,65.00
2026-03-14T03:30:00Z,,65.00
2026-03-14T03:45:00Z,,65.14
2026-03-14T04:10:00Z,,65.00
2026-03-14T04:12:00Z,,66.00
2026-03-14T04:13:00Z,,66.00
2026-03-14T04:19:00Z,,66.00
2026-03-14T04:24:00Z,37.00,66.00
2026-03-14T04:27:00Z,37.00,66.00
2026-03-14T04:29:00Z,36.00,66.00
2026-03-14T04:30:00Z,36.00,67.00
2026-03-14T04:31:00Z,36.00,67.00
2026-03-14T04:33:00Z,36.00,67.00
2026-03-14T04:36:00Z,36.00,67.00
2026-03-14T04:39:00Z,36.00,67.00
2026-03-14T04:40:00Z,35.00,67.00
2026-03-14T04:41:00Z,35.00,67.00
2026-03-14T04:46:00Z,35.00,67.00
2026-03-14T04:49:00Z,35.00,67.00
2026-03-14T04:50:00Z,35.00,67.00
2026-03-14T05:01:00Z,35.00,67.00
2026-03-14T05:02:00Z,35.00,67.00
2026-03-14T05:05:00Z,35.00,67.00
2026-03-14T05:07:00Z,35.00,67.00
2026-03-14T05:11:00Z,35.00,67.00
2026-03-14T05:12:00Z,35.00,67.00
2026-03-14T05:17:00Z,35.00,67.00
2026-03-14T05:18:00Z,35.00,67.00
2026-03-14T05:19:00Z,35.00,67.00
2026-03-14T05:23:00Z,35.00,67.00
2026-03-14T05:24:00Z,35.00,67.00
2026-03-14T05:26:00Z,35.00,67.00
2026-03-14T05:33:00Z,35.00,67.00
2026-03-14T05:43:00Z,35.00,67.00
2026-03-14T05:45:00Z,35.00,67.00
2026-03-14T05:51:00Z,35.00,66.00
2026-03-14T05:54:00Z,35.00,67.00
2026-03-14T05:55:00Z,35.00,67.00
2026-03-14T05:56:00Z,35.00,67.00
2026-03-14T06:00:00Z,35.00,67.00
2026-03-14T06:01:00Z,35.00,67.00
2026-03-14T06:03:00Z,35.00,67.00
2026-03-14T06:05:00Z,35.00,67.00
2026-03-14T06:09:00Z,35.00,67.00
2026-03-14T06:10:00Z,35.00,67.00
2026-03-14T06:11:00Z,35.00,67.00
2026-03-14T06:12:00Z,35.00,67.00
2026-03-14T06:22:00Z,35.00,67.00
2026-03-14T06:25:00Z,35.00,67.00
2026-03-14T06:31:00Z,35.00,67.00
2026-03-14T06:37:00Z,35.00,67.00
2026-03-14T06:42:00Z,35.00,67.00
2026-03-14T06:47:00Z,35.00,67.00
2026-03-14T06:48:00Z,35.00,67.00
2026-03-14T06:49:00Z,35.00,67.00
2026-03-14T06:50:00Z,35.00,67.00
2026-03-14T06:53:00Z,35.00,67.13
2026-03-14T06:57:00Z,35.00,67.00
2026-03-14T07:01:00Z,35.00,67.00
2026-03-14T07:02:00Z,35.00,68.00
2026-03-14T07:07:00Z,35.00,68.00
2026-03-14T07:08:00Z,35.00,68.00
2026-03-14T07:09:00Z,35.00,68.00
2026-03-14T07:10:00Z,35.00,68.00
2026-03-14T07:11:00Z,35.00,68.00
2026-03-14T07:14:00Z,35.00,68.00
2026-03-14T07:17:00Z,35.00,67.00
2026-03-14T07:21:00Z,35.00,67.00
2026-03-14T07:22:00Z,35.00,68.00
2026-03-14T07:23:00Z,35.00,68.00
2026-03-14T07:24:00Z,35.00,67.00
2026-03-14T07:25:00Z,35.00,68.00
2026-03-14T07:26:00Z,35.00,68.00
2026-03-14T07:31:00Z,35.00,67.00
2026-03-14T07:33:00Z,35.00,67.00
2026-03-14T07:36:00Z,35.00,67.00
2026-03-14T07:38:00Z,35.00,67.00
2026-03-14T07:39:00Z,35.00,67.00
2026-03-14T07:40:00Z,35.00,67.00
2026-03-14T07:44:00Z,35.00,67.00
2026-03-14T07:46:00Z,35.00,67.00
2026-03-14T07:49:00Z,35.00,67.00
2026-03-14T07:50:00Z,35.00,67.00
2026-03-14T07:52:00Z,35.00,67.00
2026-03-14T07:53:00Z,35.00,67.00
2026-03-14T07:57:00Z,34.00,67.00
2026-03-14T08:02:00Z,34.00,67.00
2026-03-14T08:03:00Z,34.00,67.00
2026-03-14T08:09:00Z,35.00,67.00
2026-03-14T08:12:00Z,35.00,67.00
2026-03-14T08:14:00Z,35.00,67.00
2026-03-14T08:15:00Z,35.00,67.00
2026-03-14T08:21:00Z,35.00,67.00
2026-03-14T08:24:00Z,35.00,67.00
2026-03-14T08:27:00Z,35.00,65.91
2026-03-14T08:28:00Z,35.00,68.06
2026-03-14T08:29:00Z,35.00,68.00
2026-03-14T08:31:00Z,35.00,68.00
2026-03-14T08:32:00Z,35.00,68.00
2026-03-14T08:35:00Z,35.00,68.00
2026-03-14T08:39:00Z,34.00,65.45
2026-03-14T08:40:00Z,34.00,66.00
2026-03-14T08:41:00Z,34.00,66.00
2026-03-14T08:42:00Z,34.00,66.00
2026-03-14T08:43:00Z,34.00,66.00
2026-03-14T08:44:00Z,40.09,63.47
2026-03-14T08:45:00Z,40.64,62.12
2026-03-14T08:46:00Z,42.00,60.00
2026-03-14T08:47:00Z,41.05,61.04
2026-03-14T08:48:00Z,41.05,60.31
2026-03-14T08:49:00Z,43.00,59.44
2026-03-14T08:50:00Z,41.00,62.50
2026-03-14T08:51:00Z,37.77,60.35
2026-03-14T08:52:00Z,37.81,63.70
2026-03-14T08:53:00Z,33.87,65.08
2026-03-14T08:54:00Z,35.90,65.58
2026-03-14T08:55:00Z,41.98,61.03
2026-03-14T08:56:00Z,43.75,59.47
2026-03-14T08:57:00Z,38.49,61.88
2026-03-14T08:58:00Z,38.00,62.23
2026-03-14T08:59:00Z,35.41,63.53
2026-03-14T09:00:00Z,40.28,62.06
2026-03-14T09:01:00Z,36.33,64.17
2026-03-14T09:02:00Z,26.17,72.88
2026-03-14T09:03:00Z,26.17,77.94
2026-03-14T09:04:00Z,21.00,79.00
2026-03-14T09:05:00Z,23.81,75.79
2026-03-14T09:06:00Z,25.62,78.47
2026-03-14T09:07:00Z,20.19,80.55
2026-03-14T09:08:00Z,18.43,82.68
2026-03-14T09:09:00Z,14.43,84.34
2026-03-14T09:10:00Z,13.27,88.00
2026-03-14T09:11:00Z,13.00,88.52
2026-03-14T09:12:00Z,10.70,89.00
2026-03-14T09:13:00Z,11.12,88.54
2026-03-14T09:14:00Z,11.81,88.00
2026-03-14T09:15:00Z,12.00,89.29
2026-03-14T09:16:00Z,12.00,89.64
2026-03-14T09:17:00Z,11.77,90.00
2026-03-14T09:18:00Z,11.77,90.00
2026-03-14T09:19:00Z,12.00,89.00
2026-03-14T09:20:00Z,11.13,90.03
2026-03-14T09:21:00Z,8.83,93.12
2026-03-14T09:22:00Z,5.15,95.13
2026-03-14T09:23:00Z,5.00,96.00
2026-03-14T09:24:00Z,3.89,95.59
2026-03-14T09:25:00Z,3.29,97.00
2026-03-14T09:26:00Z,4.00,96.00
2026-03-14T09:27:00Z,5.00,95.13
2026-03-14T09:28:00Z,5.00,95.07
2026-03-14T09:29:00Z,3.00,97.00
2026-03-14T09:30:00Z,3.98,95.79
2026-03-14T09:31:00Z,4.00,95.78
2026-03-14T09:32:00Z,5.95,96.00
2026-03-14T09:33:00Z,5.03,95.02
2026-03-14T09:34:00Z,5.89,95.23
2026-03-14T09:35:00Z,5.00,96.00
2026-03-14T09:36:00Z,3.97,97.00
2026-03-14T09:37:00Z,4.97,97.00
2026-03-14T09:38:00Z,5.00,97.00
2026-03-14T09:39:00Z,5.18,94.92
2026-03-14T09:40:00Z,5.95,95.02
2026-03-14T09:41:00Z,5.69,96.00
2026-03-14T09:42:00Z,2.52,96.86
2026-03-14T09:43:00Z,3.00,98.00
2026-03-14T09:44:00Z,3.06,97.43
2026-03-14T09:45:00Z,3.87,95.79
2026-03-14T09:46:00Z,4.92,96.00
2026-03-14T09:47:00Z,4.68,96.02
2026-03-14T09:48:00Z,6.56,94.20
2026-03-14T09:49:00Z,6.05,93.97
2026-03-14T09:50:00Z,9.83,89.89
2026-03-14T09:51:00Z,13.66,86.47
2026-03-14T09:52:00Z,12.62,87.76
2026-03-14T09:53:00Z,12.10,90.61
2026-03-14T09:54:00Z,9.26,93.08
2026-03-14T09:55:00Z,13.85,88.04
2026-03-14T09:56:00Z,11.30,89.81
2026-03-14T09:57:00Z,11.66,89.73
2026-03-14T09:58:00Z,12.82,90.35
2026-03-14T09:59:00Z,9.51,92.32
2026-03-14T10:00:00Z,12.80,86.39
2026-03-14T10:01:00Z,14.32,86.14
2026-03-14T10:02:00Z,16.20,85.88
2026-03-14T10:03:00Z,18.95,81.10
2026-03-14T10:04:00Z,18.18,82.07
2026-03-14T10:05:00Z,12.52,86.00
2026-03-14T10:06:00Z,15.33,85.66
2026-03-14T10:07:00Z,12.47,90.59
2026-03-14T10:08:00Z,6.09,93.04
2026-03-14T10:09:00Z,3.03,96.35
2026-03-14T10:10:00Z,2.55,97.72
2026-03-14T10:11:00Z,1.54,98.62
2026-03-14T10:12:00Z,1.53,99.00
2026-03-14T10:13:00Z,1.00,99.00
2026-03-14T10:14:00Z,1.00,99.00
