# event_ticker=KXATPMATCH-26JAN14DARGIR
# final_score=1-6 7-5 6-4
# score_resolution=6-1 5-7 4-6
# match_winner=Marcos Giron
# fav_player=Luciano Darderi
# dog_player=Marcos Giron
# kalshi_date=2026-01-14
timestamp,Luciano Darderi,Marcos Giron
2026-01-14T15:51:00Z,34.00,68.00
2026-01-14T15:52:00Z,34.00,68.00
2026-01-14T16:01:00Z,34.00,69.00
2026-01-14T16:06:00Z,34.00,69.00
2026-01-14T16:08:00Z,34.00,69.00
2026-01-14T16:16:00Z,34.00,68.00
2026-01-14T16:19:00Z,34.00,68.00
2026-01-14T16:20:00Z,34.00,68.00
2026-01-14T16:27:00Z,34.00,68.00
2026-01-14T16:50:00Z,34.00,68.00
2026-01-14T16:57:00Z,34.00,68.00
2026-01-14T16:59:00Z,34.00,68.00
2026-01-14T17:05:00Z,34.00,68.77
2026-01-14T17:08:00Z,33.00,68.77
2026-01-14T17:11:00Z,33.00,69.00
2026-01-14T17:13:00Z,33.00,69.00
2026-01-14T17:14:00Z,33.00,67.00
2026-01-14T17:16:00Z,33.00,69.00
2026-01-14T17:17:00Z,33.00,67.00
2026-01-14T17:39:00Z,32.00,67.00
2026-01-14T17:46:00Z,32.00,69.00
2026-01-14T17:47:00Z,32.00,69.00
2026-01-14T17:52:00Z,32.00,63.40
2026-01-14T17:56:00Z,32.00,63.40
2026-01-14T18:17:00Z,32.00,67.97
2026-01-14T18:18:00Z,32.00,69.00
2026-01-14T18:21:00Z,32.00,69.00
2026-01-14T18:29:00Z,32.00,69.00
2026-01-14T18:31:00Z,32.00,69.00
2026-01-14T18:35:00Z,32.00,69.00
2026-01-14T18:36:00Z,32.00,68.00
2026-01-14T18:37:00Z,32.00,68.00
2026-01-14T18:40:00Z,32.00,68.00
2026-01-14T18:42:00Z,32.00,68.00
2026-01-14T18:43:00Z,32.00,68.00
2026-01-14T18:54:00Z,32.00,68.00
2026-01-14T18:56:00Z,33.00,68.00
2026-01-14T18:58:00Z,33.00,68.00
2026-01-14T19:00:00Z,33.00,68.50
2026-01-14T19:13:00Z,33.00,69.00
2026-01-14T19:15:00Z,33.00,69.00
2026-01-14T19:23:00Z,33.00,69.00
2026-01-14T19:24:00Z,33.00,69.00
2026-01-14T19:26:00Z,33.00,69.00
2026-01-14T19:27:00Z,33.00,69.00
2026-01-14T19:33:00Z,33.00,69.00
2026-01-14T19:34:00Z,33.00,69.00
2026-01-14T19:39:00Z,33.00,69.00
2026-01-14T19:41:00Z,33.00,69.00
2026-01-14T19:42:00Z,33.00,69.00
2026-01-14T19:43:00Z,33.00,69.00
2026-01-14T19:44:00Z,33.00,69.00
2026-01-14T19:48:00Z,31.59,69.00
2026-01-14T19:49:00Z,31.00,69.00
2026-01-14T19:50:00Z,33.00,69.00
2026-01-14T19:51:00Z,33.00,69.00
2026-01-14T19:53:00Z,33.00,69.00
2026-01-14T19:58:00Z,33.00,69.00
2026-01-14T19:59:00Z,33.00,69.00
2026-01-14T20:01:00Z,33.00,69.00
2026-01-14T20:02:00Z,33.00,69.00
2026-01-14T20:05:00Z,33.00,69.00
2026-01-14T20:06:00Z,33.00,69.00
2026-01-14T20:09:00Z,33.00,69.00
2026-01-14T20:10:00Z,33.00,69.00
2026-01-14T20:12:00Z,33.00,69.00
2026-01-14T20:14:00Z,33.00,69.00
2026-01-14T20:20:00Z,33.00,69.00
2026-01-14T20:22:00Z,33.00,69.00
2026-01-14T20:23:00Z,32.00,69.00
2026-01-14T20:25:00Z,32.00,69.00
2026-01-14T20:30:00Z,32.00,69.00
2026-01-14T20:31:00Z,32.00,69.00
2026-01-14T20:33:00Z,32.00,67.98
2026-01-14T20:34:00Z,33.00,69.00
2026-01-14T20:36:00Z,33.00,69.00
2026-01-14T20:38:00Z,33.00,69.00
2026-01-14T20:39:00Z,33.00,69.00
2026-01-14T20:41:00Z,33.00,69.00
2026-01-14T20:44:00Z,33.00,69.00
2026-01-14T20:45:00Z,33.00,69.00
2026-01-14T20:46:00Z,33.00,69.00
2026-01-14T20:47:00Z,33.00,69.00
2026-01-14T20:48:00Z,33.00,69.00
2026-01-14T20:49:00Z,33.00,69.00
2026-01-14T20:53:00Z,33.00,69.00
2026-01-14T20:55:00Z,33.00,69.00
2026-01-14T20:57:00Z,32.16,69.00
2026-01-14T20:58:00Z,33.00,69.00
2026-01-14T21:00:00Z,33.00,69.00
2026-01-14T21:01:00Z,33.00,69.00
2026-01-14T21:02:00Z,33.00,69.00
2026-01-14T21:04:00Z,33.00,69.00
2026-01-14T21:05:00Z,33.00,69.00
2026-01-14T21:06:00Z,33.00,69.00
2026-01-14T21:08:00Z,33.00,69.00
2026-01-14T21:09:00Z,33.00,69.00
2026-01-14T21:10:00Z,33.00,69.00
2026-01-14T21:13:00Z,33.00,68.00
2026-01-14T21:14:00Z,33.00,69.00
2026-01-14T21:16:00Z,33.00,69.00
2026-01-14T21:18:00Z,33.00,69.00
2026-01-14T21:19:00Z,33.00,69.00
2026-01-14T21:20:00Z,33.00,69.00
2026-01-14T21:21:00Z,33.00,69.00
2026-01-14T21:22:00Z,33.00,69.00
2026-01-14T21:23:00Z,33.00,69.00
2026-01-14T21:24:00Z,33.00,69.00
2026-01-14T21:25:00Z,33.00,69.00
2026-01-14T21:26:00Z,33.00,69.00
