# event_ticker=KXATPMATCH-26FEB03DROCHO
# final_score=6-2 7-6(2)
# score_resolution=2-6 6-7
# match_winner=Titouan Droguet
# fav_player=Jan Choinski
# dog_player=Titouan Droguet
# kalshi_date=2026-02-03
timestamp,Jan Choinski,Titouan Droguet
2026-02-03T02:04:00Z,,77.00
2026-02-03T02:24:00Z,,77.00
2026-02-03T03:01:00Z,,77.00
2026-02-03T03:04:00Z,31.00,76.00
2026-02-03T03:07:00Z,31.00,73.00
2026-02-03T03:16:00Z,31.00,73.00
2026-02-03T03:23:00Z,31.00,73.00
2026-02-03T03:31:00Z,31.00,73.00
2026-02-03T03:37:00Z,31.00,73.00
2026-02-03T03:58:00Z,31.00,71.00
2026-02-03T04:20:00Z,29.00,71.00
2026-02-03T04:21:00Z,29.00,72.00
2026-02-03T04:23:00Z,29.00,73.00
2026-02-03T04:28:00Z,29.00,73.00
2026-02-03T04:30:00Z,29.00,73.00
2026-02-03T04:31:00Z,29.00,73.00
2026-02-03T04:46:00Z,29.00,73.00
2026-02-03T04:49:00Z,29.00,73.00
2026-02-03T04:50:00Z,29.00,72.00
2026-02-03T04:54:00Z,28.55,73.00
2026-02-03T04:57:00Z,28.55,73.00
2026-02-03T04:58:00Z,28.55,73.00
2026-02-03T05:00:00Z,28.00,73.00
2026-02-03T05:06:00Z,29.00,73.00
2026-02-03T05:11:00Z,29.00,72.00
2026-02-03T05:15:00Z,29.00,72.00
2026-02-03T05:17:00Z,30.00,72.00
2026-02-03T05:24:00Z,30.00,72.00
2026-02-03T05:26:00Z,30.00,72.00
2026-02-03T05:27:00Z,30.00,72.00
2026-02-03T05:30:00Z,30.00,72.00
2026-02-03T05:37:00Z,30.00,72.00
2026-02-03T05:48:00Z,30.00,72.00
2026-02-03T05:50:00Z,30.00,72.00
2026-02-03T05:55:00Z,28.00,74.00
2026-02-03T05:57:00Z,28.00,73.86
2026-02-03T05:58:00Z,28.00,73.96
2026-02-03T06:04:00Z,29.00,73.96
2026-02-03T06:05:00Z,29.00,73.00
2026-02-03T06:06:00Z,29.00,73.00
2026-02-03T06:09:00Z,29.00,73.00
2026-02-03T06:10:00Z,29.00,73.00
2026-02-03T06:30:00Z,29.00,73.00
2026-02-03T06:34:00Z,29.00,73.00
2026-02-03T06:42:00Z,27.17,71.00
2026-02-03T06:43:00Z,27.17,73.00
2026-02-03T06:44:00Z,29.00,73.00
2026-02-03T06:48:00Z,29.00,73.00
2026-02-03T07:16:00Z,29.00,73.00
2026-02-03T07:18:00Z,29.00,73.00
2026-02-03T07:20:00Z,29.00,73.00
2026-02-03T07:29:00Z,29.00,73.00
2026-02-03T07:30:00Z,29.00,73.00
2026-02-03T07:31:00Z,29.00,73.00
2026-02-03T07:58:00Z,29.00,73.00
2026-02-03T08:02:00Z,29.00,73.00
2026-02-03T08:03:00Z,29.00,73.00
2026-02-03T08:10:00Z,29.00,73.00
2026-02-03T08:23:00Z,29.00,73.00
2026-02-03T08:45:00Z,29.00,73.00
2026-02-03T09:24:00Z,28.00,73.00
2026-02-03T09:26:00Z,28.00,73.00
2026-02-03T09:37:00Z,28.00,73.00
2026-02-03T09:42:00Z,28.00,73.00
2026-02-03T09:43:00Z,28.00,73.00
2026-02-03T09:50:00Z,28.00,73.00
2026-02-03T09:52:00Z,28.00,73.00
2026-02-03T09:55:00Z,28.00,73.00
2026-02-03T10:04:00Z,28.00,73.00
2026-02-03T10:08:00Z,28.00,73.00
2026-02-03T10:30:00Z,28.00,73.00
2026-02-03T10:46:00Z,28.00,73.00
2026-02-03T11:21:00Z,28.00,73.00
2026-02-03T11:26:00Z,28.00,73.59
2026-02-03T11:27:00Z,28.00,74.00
2026-02-03T11:30:00Z,28.00,74.00
2026-02-03T11:41:00Z,28.00,74.00
2026-02-03T11:46:00Z,28.00,74.00
2026-02-03T11:53:00Z,28.00,74.00
2026-02-03T11:55:00Z,28.00,72.92
2026-02-03T11:58:00Z,28.00,72.92
2026-02-03T12:00:00Z,28.00,72.92
2026-02-03T12:02:00Z,28.00,72.92
2026-02-03T12:09:00Z,28.00,75.00
2026-02-03T12:12:00Z,28.00,75.00
2026-02-03T12:15:00Z,27.00,75.00
2026-02-03T12:18:00Z,27.00,75.00
2026-02-03T12:19:00Z,28.00,75.00
2026-02-03T12:27:00Z,28.00,75.00
2026-02-03T12:31:00Z,28.00,75.00
2026-02-03T12:32:00Z,28.00,75.00
2026-02-03T12:33:00Z,28.00,75.00
2026-02-03T12:37:00Z,28.00,75.00
2026-02-03T12:38:00Z,28.00,75.00
2026-02-03T12:39:00Z,28.00,75.00
2026-02-03T12:42:00Z,27.00,75.00
2026-02-03T12:48:00Z,27.00,75.00
2026-02-03T12:50:00Z,27.00,75.00
2026-02-03T12:51:00Z,27.00,75.00
2026-02-03T12:58:00Z,27.00,76.00
2026-02-03T13:00:00Z,26.97,76.00
2026-02-03T13:01:00Z,27.00,76.00
2026-02-03T13:02:00Z,27.00,76.00
2026-02-03T13:03:00Z,26.97,76.00
2026-02-03T13:04:00Z,26.97,76.00
2026-02-03T13:08:00Z,26.00,76.00
2026-02-03T13:09:00Z,26.00,76.00
2026-02-03T13:10:00Z,26.00,76.00
2026-02-03T13:11:00Z,26.00,76.00
2026-02-03T13:12:00Z,27.40,76.00
2026-02-03T13:13:00Z,26.90,76.00
2026-02-03T13:14:00Z,27.00,76.00
2026-02-03T13:15:00Z,27.00,72.71
2026-02-03T13:16:00Z,27.00,70.78
2026-02-03T13:17:00Z,27.80,70.00
2026-02-03T13:18:00Z,27.80,70.00
2026-02-03T13:19:00Z,28.00,70.00
2026-02-03T13:20:00Z,28.00,73.00
2026-02-03T13:21:00Z,28.00,73.00
2026-02-03T13:23:00Z,28.00,73.87
2026-02-03T13:24:00Z,28.00,74.42
2026-02-03T13:25:00Z,28.00,75.00
2026-02-03T13:26:00Z,28.00,75.00
2026-02-03T13:30:00Z,28.00,75.00
2026-02-03T13:31:00Z,29.00,75.00
2026-02-03T13:39:00Z,29.00,75.00
2026-02-03T13:42:00Z,28.00,75.00
2026-02-03T13:44:00Z,28.00,75.00
2026-02-03T13:46:00Z,29.00,75.00
2026-02-03T13:47:00Z,28.67,75.00
2026-02-03T13:48:00Z,29.00,75.00
2026-02-03T13:49:00Z,28.94,75.00
2026-02-03T13:50:00Z,29.00,75.00
2026-02-03T13:51:00Z,29.00,73.40
2026-02-03T13:52:00Z,29.00,73.40
2026-02-03T13:53:00Z,29.00,73.40
2026-02-03T13:55:00Z,28.00,75.11
2026-02-03T13:56:00Z,28.03,75.00
2026-02-03T13:57:00Z,28.00,74.86
2026-02-03T13:58:00Z,28.00,75.98
2026-02-03T13:59:00Z,23.27,78.00
2026-02-03T14:00:00Z,23.71,81.00
2026-02-03T14:01:00Z,22.09,81.05
2026-02-03T14:02:00Z,20.54,79.93
2026-02-03T14:03:00Z,20.63,81.86
2026-02-03T14:04:00Z,19.85,80.42
2026-02-03T14:05:00Z,23.11,80.25
2026-02-03T14:06:00Z,18.07,83.93
2026-02-03T14:07:00Z,18.15,82.18
2026-02-03T14:08:00Z,19.86,83.00
2026-02-03T14:09:00Z,17.11,81.62
2026-02-03T14:10:00Z,16.06,84.98
2026-02-03T14:11:00Z,19.45,82.05
2026-02-03T14:12:00Z,18.83,87.00
2026-02-03T14:13:00Z,9.86,92.19
2026-02-03T14:14:00Z,9.33,92.19
2026-02-03T14:15:00Z,9.06,93.45
2026-02-03T14:16:00Z,8.90,92.78
2026-02-03T14:17:00Z,9.11,92.98
2026-02-03T14:18:00Z,9.49,91.18
2026-02-03T14:19:00Z,7.47,92.00
2026-02-03T14:20:00Z,10.00,92.00
2026-02-03T14:21:00Z,9.31,92.61
2026-02-03T14:22:00Z,10.72,94.00
2026-02-03T14:23:00Z,9.36,90.00
2026-02-03T14:24:00Z,9.00,92.92
2026-02-03T14:25:00Z,10.57,92.77
2026-02-03T14:26:00Z,8.21,93.00
2026-02-03T14:27:00Z,8.09,93.00
2026-02-03T14:28:00Z,9.00,92.77
2026-02-03T14:29:00Z,8.20,93.00
2026-02-03T14:30:00Z,9.98,93.00
2026-02-03T14:31:00Z,8.00,93.96
2026-02-03T14:32:00Z,6.88,93.30
2026-02-03T14:33:00Z,6.56,94.00
2026-02-03T14:34:00Z,6.00,94.00
2026-02-03T14:35:00Z,4.65,95.00
2026-02-03T14:36:00Z,5.37,95.67
2026-02-03T14:37:00Z,3.84,94.10
2026-02-03T14:38:00Z,6.17,95.88
2026-02-03T14:39:00Z,7.00,94.00
2026-02-03T14:40:00Z,7.00,95.00
2026-02-03T14:41:00Z,6.57,95.00
2026-02-03T14:42:00Z,9.65,91.02
2026-02-03T14:43:00Z,7.86,94.54
2026-02-03T14:44:00Z,5.90,94.95
2026-02-03T14:45:00Z,6.24,93.04
2026-02-03T14:46:00Z,5.49,95.01
2026-02-03T14:47:00Z,5.95,94.08
2026-02-03T14:48:00Z,5.26,95.00
2026-02-03T14:49:00Z,6.31,95.00
2026-02-03T14:50:00Z,7.08,94.95
2026-02-03T14:51:00Z,6.42,94.08
2026-02-03T14:52:00Z,6.39,95.00
2026-02-03T14:53:00Z,5.61,96.00
2026-02-03T14:54:00Z,5.37,95.52
2026-02-03T14:55:00Z,7.70,94.80
2026-02-03T14:56:00Z,6.64,93.20
2026-02-03T14:57:00Z,8.39,94.42
2026-02-03T14:58:00Z,7.98,94.33
2026-02-03T14:59:00Z,7.86,95.50
2026-02-03T15:00:00Z,10.20,88.87
2026-02-03T15:01:00Z,6.89,94.83
2026-02-03T15:02:00Z,7.00,94.93
2026-02-03T15:03:00Z,5.59,93.08
2026-02-03T15:04:00Z,9.34,92.69
2026-02-03T15:05:00Z,8.00,92.00
2026-02-03T15:06:00Z,6.84,94.52
2026-02-03T15:07:00Z,5.46,94.17
2026-02-03T15:08:00Z,7.68,94.76
2026-02-03T15:09:00Z,7.63,94.03
2026-02-03T15:10:00Z,7.96,94.30
2026-02-03T15:11:00Z,7.93,92.07
2026-02-03T15:12:00Z,5.51,93.93
2026-02-03T15:13:00Z,6.34,94.97
2026-02-03T15:14:00Z,6.49,95.00
2026-02-03T15:15:00Z,7.23,94.36
2026-02-03T15:16:00Z,7.51,92.76
2026-02-03T15:17:00Z,10.57,93.35
2026-02-03T15:18:00Z,11.09,92.32
2026-02-03T15:19:00Z,8.43,92.86
2026-02-03T15:20:00Z,4.36,97.83
2026-02-03T15:21:00Z,3.19,98.77
2026-02-03T15:22:00Z,1.34,98.98
2026-02-03T15:23:00Z,1.00,99.00
2026-02-03T15:24:00Z,1.00,99.00
2026-02-03T15:25:00Z,1.00,99.00
2026-02-03T15:26:00Z,1.00,99.00
