# event_ticker=KXATPMATCH-25AUG05RUBFRI
# final_score=6-3 7-6(4)
# score_resolution=3-6 6-7
# match_winner=Taylor Fritz
# fav_player=Andrey Rublev
# dog_player=Taylor Fritz
# kalshi_date=2025-08-05
timestamp,Andrey Rublev,Taylor Fritz
2025-08-05T20:59:00Z,33.00,69.00
2025-08-05T21:02:00Z,33.00,69.00
2025-08-05T21:03:00Z,33.00,69.00
2025-08-05T21:04:00Z,33.00,69.00
2025-08-05T21:12:00Z,33.00,69.00
2025-08-05T21:13:00Z,31.07,69.00
2025-08-05T21:15:00Z,31.07,69.00
2025-08-05T21:18:00Z,32.00,69.00
2025-08-05T21:29:00Z,32.00,69.00
2025-08-05T21:37:00Z,32.00,69.00
2025-08-05T21:38:00Z,32.00,69.00
2025-08-05T21:46:00Z,32.00,69.00
2025-08-05T21:49:00Z,32.00,69.00
2025-08-05T21:56:00Z,32.00,69.00
2025-08-05T21:57:00Z,32.00,69.00
2025-08-05T21:59:00Z,32.00,69.00
2025-08-05T22:00:00Z,32.00,69.00
2025-08-05T22:07:00Z,32.00,69.00
2025-08-05T22:08:00Z,31.50,69.00
2025-08-05T22:10:00Z,31.00,69.00
2025-08-05T22:12:00Z,32.79,69.00
2025-08-05T22:20:00Z,32.79,69.00
2025-08-05T22:22:00Z,33.00,69.00
2025-08-05T22:23:00Z,32.00,69.00
2025-08-05T22:35:00Z,32.00,69.00
2025-08-05T22:40:00Z,32.00,69.00
2025-08-05T22:42:00Z,32.00,69.00
2025-08-05T22:43:00Z,33.00,69.00
2025-08-05T22:45:00Z,33.00,69.00
2025-08-05T22:47:00Z,33.00,69.00
2025-08-05T22:48:00Z,33.00,68.00
2025-08-05T22:53:00Z,33.00,68.00
2025-08-05T22:54:00Z,33.29,68.00
2025-08-05T22:55:00Z,33.82,68.00
2025-08-05T22:57:00Z,33.82,69.00
2025-08-05T22:58:00Z,33.82,69.00
2025-08-05T22:59:00Z,33.24,68.00
2025-08-05T23:00:00Z,34.00,68.00
2025-08-05T23:02:00Z,35.00,69.00
2025-08-05T23:03:00Z,35.00,69.00
2025-08-05T23:05:00Z,35.00,69.00
2025-08-05T23:07:00Z,34.00,70.65
2025-08-05T23:08:00Z,28.86,75.00
2025-08-05T23:09:00Z,29.00,75.00
2025-08-05T23:10:00Z,29.00,73.00
2025-08-05T23:11:00Z,30.97,73.00
2025-08-05T23:12:00Z,29.00,73.00
2025-08-05T23:13:00Z,25.85,73.71
2025-08-05T23:14:00Z,22.37,77.00
2025-08-05T23:15:00Z,21.00,80.51
2025-08-05T23:16:00Z,23.99,79.07
2025-08-05T23:17:00Z,27.51,80.52
2025-08-05T23:18:00Z,17.92,83.10
2025-08-05T23:19:00Z,19.00,83.00
2025-08-05T23:20:00Z,18.81,83.00
2025-08-05T23:21:00Z,18.81,85.00
2025-08-05T23:22:00Z,18.81,85.00
2025-08-05T23:23:00Z,17.00,85.00
2025-08-05T23:24:00Z,17.00,85.00
2025-08-05T23:25:00Z,18.00,85.00
2025-08-05T23:26:00Z,17.63,85.76
2025-08-05T23:27:00Z,17.00,85.76
2025-08-05T23:28:00Z,17.00,85.76
2025-08-05T23:29:00Z,17.00,85.76
2025-08-05T23:30:00Z,17.00,85.76
2025-08-05T23:31:00Z,17.00,84.00
2025-08-05T23:32:00Z,17.84,85.00
2025-08-05T23:33:00Z,17.41,85.00
2025-08-05T23:34:00Z,17.72,83.00
2025-08-05T23:35:00Z,18.00,83.96
2025-08-05T23:36:00Z,14.30,83.96
2025-08-05T23:37:00Z,15.00,83.96
2025-08-05T23:38:00Z,17.00,83.96
2025-08-05T23:39:00Z,18.89,83.96
2025-08-05T23:40:00Z,19.00,83.90
2025-08-05T23:41:00Z,19.00,85.53
2025-08-05T23:42:00Z,17.00,86.57
2025-08-05T23:43:00Z,14.00,87.00
2025-08-05T23:44:00Z,14.33,86.62
2025-08-05T23:45:00Z,14.33,88.00
2025-08-05T23:46:00Z,15.00,86.41
2025-08-05T23:47:00Z,16.00,86.78
2025-08-05T23:48:00Z,15.33,86.78
2025-08-05T23:49:00Z,15.00,86.15
2025-08-05T23:50:00Z,15.00,86.00
2025-08-05T23:51:00Z,14.12,86.00
2025-08-05T23:52:00Z,15.55,86.00
2025-08-05T23:53:00Z,17.00,83.53
2025-08-05T23:54:00Z,16.12,85.00
2025-08-05T23:55:00Z,16.00,84.17
2025-08-05T23:56:00Z,16.00,85.00
2025-08-05T23:57:00Z,17.00,84.00
2025-08-05T23:58:00Z,19.03,83.00
2025-08-05T23:59:00Z,19.03,82.00
2025-08-06T00:00:00Z,19.22,82.00
2025-08-06T00:01:00Z,15.32,83.00
2025-08-06T00:02:00Z,20.00,83.00
2025-08-06T00:03:00Z,21.35,81.00
2025-08-06T00:04:00Z,21.00,81.00
2025-08-06T00:05:00Z,19.30,81.00
2025-08-06T00:06:00Z,19.63,82.00
2025-08-06T00:07:00Z,19.43,82.00
2025-08-06T00:08:00Z,18.89,85.24
2025-08-06T00:09:00Z,19.04,83.58
2025-08-06T00:10:00Z,8.11,91.86
2025-08-06T00:11:00Z,1.72,98.89
2025-08-06T00:12:00Z,1.15,98.61
2025-08-06T00:13:00Z,1.95,98.01
2025-08-06T00:14:00Z,5.05,98.00
2025-08-06T00:15:00Z,7.87,95.63
2025-08-06T00:16:00Z,3.61,95.63
2025-08-06T00:17:00Z,5.12,98.00
2025-08-06T00:18:00Z,15.42,93.18
2025-08-06T00:19:00Z,15.24,93.18
2025-08-06T00:20:00Z,14.50,86.08
2025-08-06T00:21:00Z,17.27,81.10
2025-08-06T00:22:00Z,19.89,81.10
2025-08-06T00:23:00Z,20.00,80.00
2025-08-06T00:24:00Z,18.83,79.20
2025-08-06T00:25:00Z,18.95,82.00
2025-08-06T00:26:00Z,15.06,88.93
2025-08-06T00:27:00Z,8.95,93.49
2025-08-06T00:28:00Z,7.59,94.59
2025-08-06T00:29:00Z,6.69,94.41
2025-08-06T00:30:00Z,2.54,97.00
2025-08-06T00:31:00Z,6.67,97.00
2025-08-06T00:32:00Z,6.00,98.12
2025-08-06T00:33:00Z,1.00,99.00
2025-08-06T00:35:00Z,1.00,99.00
2025-08-06T00:36:00Z,1.00,99.00
