# event_ticker=KXATPMATCH-26MAY06CARTAB
# final_score=6-2 6-1
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Pablo Carreno Busta
# kalshi_date=2026-05-06
timestamp,Pablo Carreno Busta,Alejandro Tabilo
2026-05-06T05:58:00Z,,68.00
2026-05-06T05:59:00Z,32.00,68.00
2026-05-06T06:05:00Z,32.00,68.00
2026-05-06T06:08:00Z,32.00,68.00
2026-05-06T06:11:00Z,32.00,68.00
2026-05-06T06:12:00Z,32.00,68.00
2026-05-06T06:14:00Z,32.00,68.00
2026-05-06T06:15:00Z,32.00,68.00
2026-05-06T06:19:00Z,32.00,68.00
2026-05-06T06:21:00Z,32.00,68.00
2026-05-06T06:25:00Z,32.00,68.00
2026-05-06T06:27:00Z,32.00,68.00
2026-05-06T06:29:00Z,32.00,68.00
2026-05-06T06:34:00Z,32.00,68.00
2026-05-06T06:40:00Z,32.00,68.00
2026-05-06T06:44:00Z,32.00,68.00
2026-05-06T06:48:00Z,32.00,68.00
2026-05-06T06:52:00Z,32.00,68.00
2026-05-06T06:54:00Z,32.00,68.00
2026-05-06T06:56:00Z,32.00,68.00
2026-05-06T06:58:00Z,32.65,68.00
2026-05-06T07:05:00Z,32.65,68.00
2026-05-06T07:07:00Z,34.00,68.00
2026-05-06T07:08:00Z,34.00,68.00
2026-05-06T07:10:00Z,34.00,68.00
2026-05-06T07:17:00Z,34.00,68.00
2026-05-06T07:29:00Z,34.00,68.00
2026-05-06T07:35:00Z,34.00,68.00
2026-05-06T07:36:00Z,34.00,68.00
2026-05-06T07:37:00Z,34.00,68.00
2026-05-06T07:42:00Z,34.00,68.00
2026-05-06T07:44:00Z,34.00,68.00
2026-05-06T07:50:00Z,34.00,67.00
2026-05-06T08:03:00Z,34.00,67.00
2026-05-06T08:13:00Z,34.00,67.00
2026-05-06T08:19:00Z,34.00,67.00
2026-05-06T08:32:00Z,34.00,67.00
2026-05-06T08:43:00Z,34.00,67.00
2026-05-06T08:51:00Z,34.00,67.00
2026-05-06T08:52:00Z,34.00,67.00
2026-05-06T08:59:00Z,34.00,67.00
2026-05-06T09:02:00Z,34.00,67.00
2026-05-06T09:17:00Z,34.00,67.00
2026-05-06T09:22:00Z,34.00,67.00
2026-05-06T09:32:00Z,34.00,67.00
2026-05-06T10:03:00Z,34.00,67.00
2026-05-06T10:11:00Z,34.00,67.00
2026-05-06T10:14:00Z,34.00,67.00
2026-05-06T10:20:00Z,34.00,67.00
2026-05-06T10:32:00Z,34.00,67.00
2026-05-06T10:33:00Z,34.00,67.00
2026-05-06T10:34:00Z,34.00,67.00
2026-05-06T10:46:00Z,34.00,67.00
2026-05-06T10:49:00Z,34.00,67.00
2026-05-06T10:50:00Z,34.00,67.00
2026-05-06T10:53:00Z,34.00,67.00
2026-05-06T10:58:00Z,34.00,67.00
2026-05-06T10:59:00Z,34.00,67.00
2026-05-06T11:01:00Z,33.00,67.00
2026-05-06T11:02:00Z,34.00,67.00
2026-05-06T11:10:00Z,34.00,67.00
2026-05-06T11:15:00Z,33.00,67.00
2026-05-06T11:17:00Z,33.00,67.00
2026-05-06T11:25:00Z,33.00,67.00
2026-05-06T11:27:00Z,33.00,67.00
2026-05-06T11:31:00Z,33.00,67.00
2026-05-06T11:32:00Z,34.00,67.00
2026-05-06T11:35:00Z,34.00,67.00
2026-05-06T11:38:00Z,34.00,67.00
2026-05-06T11:45:00Z,34.00,67.00
2026-05-06T11:54:00Z,34.00,67.00
2026-05-06T11:57:00Z,34.00,67.00
2026-05-06T12:02:00Z,34.00,67.00
2026-05-06T12:03:00Z,34.00,67.00
2026-05-06T12:08:00Z,34.00,67.00
2026-05-06T12:11:00Z,34.00,67.00
2026-05-06T12:13:00Z,34.00,67.00
2026-05-06T12:14:00Z,34.00,67.00
2026-05-06T12:18:00Z,34.00,67.00
2026-05-06T12:20:00Z,33.29,67.00
2026-05-06T12:24:00Z,34.00,67.00
2026-05-06T12:28:00Z,34.00,67.00
2026-05-06T12:32:00Z,34.00,67.00
2026-05-06T12:36:00Z,34.00,67.00
2026-05-06T12:37:00Z,33.00,66.97
2026-05-06T12:40:00Z,34.00,66.97
2026-05-06T12:41:00Z,33.00,66.97
2026-05-06T12:43:00Z,33.00,67.00
2026-05-06T12:44:00Z,33.00,67.00
2026-05-06T12:45:00Z,33.00,67.00
2026-05-06T12:48:00Z,33.00,67.00
2026-05-06T12:50:00Z,33.00,67.00
2026-05-06T12:57:00Z,33.00,67.00
2026-05-06T13:00:00Z,34.00,67.00
2026-05-06T13:02:00Z,34.00,67.00
2026-05-06T13:03:00Z,34.00,67.00
2026-05-06T13:08:00Z,34.00,67.00
2026-05-06T13:13:00Z,34.00,67.00
2026-05-06T13:14:00Z,34.00,67.00
2026-05-06T13:18:00Z,34.00,67.00
2026-05-06T13:21:00Z,34.00,67.00
2026-05-06T13:24:00Z,34.00,67.00
2026-05-06T13:25:00Z,34.00,67.00
2026-05-06T13:27:00Z,34.00,67.00
2026-05-06T13:28:00Z,34.00,66.58
2026-05-06T13:31:00Z,34.00,67.00
2026-05-06T13:33:00Z,34.00,67.00
2026-05-06T13:35:00Z,34.00,67.00
2026-05-06T13:36:00Z,34.00,67.00
2026-05-06T13:37:00Z,34.00,67.00
2026-05-06T13:45:00Z,34.00,67.00
