# event_ticker=KXATPMATCH-26FEB24UGOHAN
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Yannick Hanfmann
# fav_player=Camilo Ugo Carabelli
# dog_player=Yannick Hanfmann
# kalshi_date=2026-02-24
timestamp,Camilo Ugo Carabelli,Yannick Hanfmann
2026-02-25T04:19:00Z,,60.00
2026-02-25T04:23:00Z,,60.00
2026-02-25T04:27:00Z,,59.00
2026-02-25T04:34:00Z,,61.00
2026-02-25T04:35:00Z,41.00,61.00
2026-02-25T04:36:00Z,40.00,61.00
2026-02-25T04:45:00Z,39.00,61.00
2026-02-25T04:52:00Z,39.00,60.91
2026-02-25T04:55:00Z,39.00,60.00
2026-02-25T05:07:00Z,39.00,61.00
2026-02-25T05:17:00Z,40.00,61.00
2026-02-25T05:21:00Z,40.00,62.00
2026-02-25T05:50:00Z,40.00,62.00
2026-02-25T05:55:00Z,40.00,62.00
2026-02-25T06:00:00Z,40.00,62.00
2026-02-25T06:10:00Z,38.00,62.00
2026-02-25T06:19:00Z,38.00,62.00
2026-02-25T06:22:00Z,40.00,62.00
2026-02-25T06:23:00Z,40.00,62.23
2026-02-25T06:25:00Z,40.00,63.00
2026-02-25T06:28:00Z,40.00,63.00
2026-02-25T06:33:00Z,40.00,63.00
2026-02-25T06:34:00Z,40.00,63.00
2026-02-25T06:35:00Z,40.00,63.00
2026-02-25T06:36:00Z,40.00,63.00
2026-02-25T06:37:00Z,40.00,61.00
2026-02-25T06:40:00Z,40.00,63.00
2026-02-25T06:47:00Z,40.00,63.00
2026-02-25T06:51:00Z,40.00,63.00
2026-02-25T06:55:00Z,39.00,63.00
2026-02-25T06:57:00Z,39.00,63.00
2026-02-25T06:59:00Z,39.00,62.00
2026-02-25T07:31:00Z,39.00,62.00
2026-02-25T07:34:00Z,39.00,62.00
2026-02-25T07:47:00Z,39.00,62.00
2026-02-25T07:50:00Z,39.00,62.00
2026-02-25T07:56:00Z,39.00,62.00
2026-02-25T08:04:00Z,39.00,62.00
2026-02-25T08:06:00Z,39.00,62.00
2026-02-25T08:08:00Z,39.00,62.00
2026-02-25T08:11:00Z,39.00,62.00
2026-02-25T08:12:00Z,39.00,62.00
2026-02-25T08:13:00Z,39.00,62.00
2026-02-25T08:19:00Z,39.00,62.00
2026-02-25T08:21:00Z,39.00,62.00
2026-02-25T08:22:00Z,39.00,62.00
2026-02-25T08:41:00Z,39.00,62.00
2026-02-25T08:44:00Z,39.00,62.00
2026-02-25T08:50:00Z,39.00,60.00
2026-02-25T08:51:00Z,39.00,60.00
2026-02-25T08:53:00Z,39.00,60.00
2026-02-25T08:55:00Z,39.00,60.00
2026-02-25T08:56:00Z,39.00,60.00
2026-02-25T08:59:00Z,39.00,60.00
2026-02-25T09:11:00Z,39.00,60.00
2026-02-25T09:13:00Z,39.00,60.00
2026-02-25T09:18:00Z,39.00,60.00
2026-02-25T09:23:00Z,39.00,60.00
2026-02-25T09:38:00Z,39.00,60.00
2026-02-25T09:52:00Z,39.00,60.00
2026-02-25T10:18:00Z,39.00,60.00
2026-02-25T10:34:00Z,39.00,60.00
2026-02-25T10:35:00Z,39.00,60.00
2026-02-25T10:37:00Z,39.00,60.00
2026-02-25T10:41:00Z,39.00,60.00
2026-02-25T10:51:00Z,39.00,60.00
2026-02-25T10:56:00Z,39.00,60.00
2026-02-25T11:01:00Z,39.00,60.00
2026-02-25T11:05:00Z,39.00,60.00
