# event_ticker=KXATPCHALLENGERMATCH-26MAY11BOYDOU
# final_score=7-5 4-6 4-0 RET
# match_winner=Tristan Boyer
# fav_player=Tristan Boyer
# dog_player=Aziz Dougaz
# kalshi_date=2026-05-11
timestamp,Tristan Boyer,Aziz Dougaz
2026-05-11T02:42:00Z,55.00,
2026-05-11T04:05:00Z,55.00,
2026-05-11T04:44:00Z,55.00,
2026-05-11T05:16:00Z,55.00,
2026-05-11T05:32:00Z,55.00,
2026-05-11T06:01:00Z,54.00,
2026-05-11T06:36:00Z,54.00,
2026-05-11T06:53:00Z,54.00,48.94
2026-05-11T07:15:00Z,54.00,49.00
2026-05-11T07:29:00Z,54.00,49.00
2026-05-11T11:17:00Z,53.00,49.00
2026-05-11T12:05:00Z,54.00,49.00
2026-05-11T13:10:00Z,54.00,49.00
2026-05-11T13:11:00Z,55.00,46.00
2026-05-11T13:12:00Z,55.00,49.00
2026-05-11T13:13:00Z,53.04,51.13
2026-05-11T13:14:00Z,45.98,58.82
2026-05-11T13:15:00Z,42.00,62.00
2026-05-11T13:16:00Z,36.00,62.00
2026-05-11T13:17:00Z,36.00,60.52
2026-05-11T13:18:00Z,40.06,61.13
2026-05-11T13:19:00Z,41.00,61.13
2026-05-11T13:22:00Z,41.00,61.00
2026-05-11T13:23:00Z,41.00,61.00
2026-05-11T13:24:00Z,41.00,65.00
2026-05-11T13:25:00Z,39.38,64.85
2026-05-11T13:26:00Z,40.00,63.00
2026-05-11T13:27:00Z,40.00,63.00
2026-05-11T13:28:00Z,49.48,59.00
2026-05-11T13:29:00Z,53.75,42.52
2026-05-11T13:30:00Z,50.00,48.55
2026-05-11T13:31:00Z,54.00,48.55
2026-05-11T13:32:00Z,54.00,45.00
2026-05-11T13:33:00Z,55.00,45.00
2026-05-11T13:34:00Z,56.52,45.00
2026-05-11T13:35:00Z,58.67,42.00
2026-05-11T13:36:00Z,59.00,43.00
2026-05-11T13:37:00Z,59.00,41.00
2026-05-11T13:38:00Z,62.50,39.31
2026-05-11T13:39:00Z,64.95,39.31
2026-05-11T13:40:00Z,74.97,31.00
2026-05-11T13:41:00Z,72.00,27.04
2026-05-11T13:42:00Z,74.89,26.00
2026-05-11T13:43:00Z,76.72,26.00
2026-05-11T13:44:00Z,75.11,26.88
2026-05-11T13:45:00Z,74.58,27.09
2026-05-11T13:46:00Z,70.83,31.85
2026-05-11T13:47:00Z,60.27,40.15
2026-05-11T13:48:00Z,61.93,41.00
2026-05-11T13:49:00Z,59.11,41.86
2026-05-11T13:50:00Z,60.52,40.00
2026-05-11T13:51:00Z,58.53,43.66
2026-05-11T13:52:00Z,56.92,46.74
2026-05-11T13:53:00Z,50.55,50.73
2026-05-11T13:54:00Z,51.74,50.00
2026-05-11T13:55:00Z,56.86,44.00
2026-05-11T13:56:00Z,62.04,38.51
2026-05-11T13:57:00Z,60.28,38.81
2026-05-11T13:58:00Z,58.72,44.05
2026-05-11T13:59:00Z,55.06,46.90
2026-05-11T14:00:00Z,57.15,45.98
2026-05-11T14:01:00Z,54.00,48.99
2026-05-11T14:02:00Z,56.49,45.11
2026-05-11T14:03:00Z,58.56,46.82
2026-05-11T14:04:00Z,60.13,44.00
2026-05-11T14:05:00Z,61.00,44.00
2026-05-11T14:06:00Z,58.74,43.47
2026-05-11T14:07:00Z,60.90,38.00
2026-05-11T14:08:00Z,62.67,36.56
2026-05-11T14:09:00Z,62.64,39.83
2026-05-11T14:10:00Z,66.81,34.16
2026-05-11T14:11:00Z,69.15,33.98
2026-05-11T14:12:00Z,69.82,31.70
2026-05-11T14:13:00Z,72.20,29.41
2026-05-11T14:14:00Z,72.75,31.18
2026-05-11T14:15:00Z,70.29,31.64
2026-05-11T14:16:00Z,69.24,29.36
2026-05-11T14:17:00Z,70.98,30.90
2026-05-11T14:18:00Z,67.25,31.68
2026-05-11T14:19:00Z,63.49,38.71
2026-05-11T14:20:00Z,61.01,41.00
2026-05-11T14:21:00Z,61.05,41.82
2026-05-11T14:22:00Z,58.47,42.74
2026-05-11T14:23:00Z,56.49,44.89
2026-05-11T14:24:00Z,57.79,44.00
2026-05-11T14:25:00Z,60.59,44.00
2026-05-11T14:26:00Z,64.33,37.81
2026-05-11T14:27:00Z,65.77,36.80
2026-05-11T14:28:00Z,64.37,37.24
2026-05-11T14:29:00Z,63.48,37.91
2026-05-11T14:30:00Z,65.07,32.05
2026-05-11T14:31:00Z,63.37,38.52
2026-05-11T14:32:00Z,60.95,39.79
2026-05-11T14:33:00Z,62.24,38.85
2026-05-11T14:34:00Z,64.00,37.50
2026-05-11T14:35:00Z,64.96,35.00
2026-05-11T14:36:00Z,65.74,32.36
2026-05-11T14:37:00Z,64.01,34.01
2026-05-11T14:38:00Z,60.82,38.93
2026-05-11T14:39:00Z,62.14,41.47
2026-05-11T14:40:00Z,61.49,41.98
2026-05-11T14:41:00Z,63.96,38.80
2026-05-11T14:42:00Z,64.56,37.95
2026-05-11T14:43:00Z,65.00,36.99
2026-05-11T14:44:00Z,67.89,35.12
2026-05-11T14:45:00Z,66.55,35.24
2026-05-11T14:46:00Z,66.16,35.27
2026-05-11T14:47:00Z,67.79,35.46
2026-05-11T14:48:00Z,63.11,38.12
2026-05-11T14:49:00Z,71.22,35.01
2026-05-11T14:50:00Z,68.76,35.45
2026-05-11T14:51:00Z,78.10,25.84
2026-05-11T14:52:00Z,82.37,18.61
2026-05-11T14:53:00Z,83.21,18.83
2026-05-11T14:54:00Z,78.89,21.85
2026-05-11T14:55:00Z,64.81,35.35
2026-05-11T14:56:00Z,61.99,39.44
2026-05-11T14:57:00Z,63.49,39.72
2026-05-11T14:58:00Z,64.38,39.31
2026-05-11T14:59:00Z,57.90,43.01
2026-05-11T15:00:00Z,56.83,44.04
2026-05-11T15:01:00Z,60.97,38.17
2026-05-11T15:02:00Z,61.57,40.62
2026-05-11T15:03:00Z,59.00,44.21
2026-05-11T15:04:00Z,60.21,40.59
2026-05-11T15:05:00Z,60.69,41.94
2026-05-11T15:06:00Z,58.54,42.07
2026-05-11T15:07:00Z,59.59,42.00
2026-05-11T15:08:00Z,59.99,42.00
2026-05-11T15:09:00Z,58.34,41.19
2026-05-11T15:10:00Z,59.06,41.55
2026-05-11T15:11:00Z,58.59,42.00
2026-05-11T15:12:00Z,61.44,41.86
2026-05-11T15:13:00Z,62.73,38.36
2026-05-11T15:14:00Z,64.14,37.45
2026-05-11T15:15:00Z,64.86,37.97
2026-05-11T15:16:00Z,68.01,31.64
2026-05-11T15:17:00Z,70.30,24.67
2026-05-11T15:18:00Z,79.06,23.01
2026-05-11T15:19:00Z,84.85,17.09
2026-05-11T15:20:00Z,82.18,22.40
2026-05-11T15:21:00Z,83.52,16.69
2026-05-11T15:22:00Z,88.71,12.95
2026-05-11T15:23:00Z,90.32,10.24
2026-05-11T15:24:00Z,93.38,7.72
2026-05-11T15:25:00Z,93.29,4.07
2026-05-11T15:26:00Z,92.35,8.58
2026-05-11T15:27:00Z,96.19,7.31
2026-05-11T15:28:00Z,96.81,4.69
