# event_ticker=KXATPCHALLENGERMATCH-26FEB10ZHAUCH
# final_score=6-4 7-6(7)
# score_resolution=6-4 7-6
# match_winner=Zhizhen Zhang
# fav_player=Zhizhen Zhang
# dog_player=Yasutaka Uchiyama
# kalshi_date=2026-02-10
timestamp,Zhizhen Zhang,Yasutaka Uchiyama
2026-02-11T01:46:00Z,81.00,20.00
2026-02-11T01:47:00Z,80.00,19.00
2026-02-11T01:48:00Z,82.13,19.00
2026-02-11T01:49:00Z,82.00,18.56
2026-02-11T01:50:00Z,82.00,19.00
2026-02-11T01:51:00Z,80.29,19.17
2026-02-11T01:52:00Z,80.29,19.53
2026-02-11T01:53:00Z,80.00,21.00
2026-02-11T01:54:00Z,80.00,20.06
2026-02-11T01:55:00Z,80.00,20.00
2026-02-11T01:56:00Z,80.98,21.21
2026-02-11T01:57:00Z,81.31,22.61
2026-02-11T01:58:00Z,76.47,21.21
2026-02-11T01:59:00Z,78.99,21.01
2026-02-11T02:00:00Z,78.64,24.06
2026-02-11T02:01:00Z,78.64,21.18
2026-02-11T02:02:00Z,78.00,21.00
2026-02-11T02:03:00Z,81.00,21.00
2026-02-11T02:04:00Z,79.00,21.00
2026-02-11T02:05:00Z,79.00,21.00
2026-02-11T02:06:00Z,79.39,19.77
2026-02-11T02:07:00Z,80.00,20.63
2026-02-11T02:08:00Z,80.30,18.81
2026-02-11T02:09:00Z,80.30,18.06
2026-02-11T02:10:00Z,81.00,18.00
2026-02-11T02:11:00Z,81.00,20.00
2026-02-11T02:12:00Z,81.86,20.00
2026-02-11T02:13:00Z,80.90,20.28
2026-02-11T02:14:00Z,85.69,13.92
2026-02-11T02:15:00Z,86.00,13.38
2026-02-11T02:16:00Z,86.03,15.73
2026-02-11T02:17:00Z,84.00,16.16
2026-02-11T02:18:00Z,80.33,20.00
2026-02-11T02:19:00Z,80.00,19.14
2026-02-11T02:20:00Z,75.95,21.44
2026-02-11T02:21:00Z,71.74,28.82
2026-02-11T02:22:00Z,69.20,32.66
2026-02-11T02:23:00Z,62.53,36.18
2026-02-11T02:24:00Z,65.67,39.00
2026-02-11T02:25:00Z,67.83,37.74
2026-02-11T02:26:00Z,76.63,30.99
2026-02-11T02:27:00Z,79.92,22.08
2026-02-11T02:28:00Z,79.19,21.47
2026-02-11T02:29:00Z,82.00,21.00
2026-02-11T02:30:00Z,81.30,19.11
2026-02-11T02:31:00Z,82.92,19.00
2026-02-11T02:32:00Z,82.92,18.76
2026-02-11T02:33:00Z,84.63,14.34
2026-02-11T02:34:00Z,84.16,16.09
2026-02-11T02:35:00Z,93.48,7.57
2026-02-11T02:36:00Z,95.76,4.99
2026-02-11T02:37:00Z,95.63,5.53
2026-02-11T02:38:00Z,95.94,3.96
2026-02-11T02:39:00Z,96.01,4.00
2026-02-11T02:40:00Z,96.01,4.00
2026-02-11T02:41:00Z,96.00,4.22
2026-02-11T02:42:00Z,96.00,4.00
2026-02-11T02:43:00Z,95.82,4.37
2026-02-11T02:44:00Z,96.00,4.31
2026-02-11T02:45:00Z,96.00,4.03
2026-02-11T02:46:00Z,97.00,3.49
2026-02-11T02:47:00Z,97.36,3.90
2026-02-11T02:48:00Z,96.48,4.34
2026-02-11T02:49:00Z,93.36,9.09
2026-02-11T02:50:00Z,86.23,19.51
2026-02-11T02:51:00Z,76.43,23.46
2026-02-11T02:52:00Z,76.80,22.44
2026-02-11T02:53:00Z,79.72,20.73
2026-02-11T02:54:00Z,77.78,23.74
2026-02-11T02:55:00Z,76.00,24.50
2026-02-11T02:56:00Z,79.02,23.80
2026-02-11T02:57:00Z,75.20,25.16
2026-02-11T02:58:00Z,78.07,22.32
2026-02-11T02:59:00Z,76.50,24.72
2026-02-11T03:00:00Z,78.44,22.30
2026-02-11T03:01:00Z,77.90,22.75
2026-02-11T03:02:00Z,76.73,24.55
2026-02-11T03:03:00Z,75.73,26.61
2026-02-11T03:04:00Z,73.70,26.99
2026-02-11T03:05:00Z,74.92,27.04
2026-02-11T03:06:00Z,76.12,21.70
2026-02-11T03:07:00Z,76.70,24.43
2026-02-11T03:08:00Z,79.23,18.92
2026-02-11T03:09:00Z,90.25,15.71
2026-02-11T03:10:00Z,92.21,5.88
2026-02-11T03:11:00Z,94.53,7.98
2026-02-11T03:12:00Z,90.97,9.56
2026-02-11T03:13:00Z,82.75,16.78
2026-02-11T03:14:00Z,71.26,28.66
2026-02-11T03:15:00Z,78.86,23.19
2026-02-11T03:16:00Z,80.70,13.06
2026-02-11T03:17:00Z,76.13,24.17
2026-02-11T03:18:00Z,73.20,29.78
2026-02-11T03:19:00Z,84.88,15.12
2026-02-11T03:20:00Z,98.73,2.29
2026-02-11T03:21:00Z,99.00,1.00
2026-02-11T03:22:00Z,99.00,1.00
2026-02-11T03:23:00Z,99.00,1.00
