# event_ticker=KXATPCHALLENGERMATCH-26APR21GUEKEN
# final_score=5-7 6-0 6-1
# match_winner=Jack Kennedy
# fav_player=Jack Kennedy
# dog_player=Sascha Gueymard Wayenburg
# kalshi_date=2026-04-21
timestamp,Sascha Gueymard Wayenburg,Jack Kennedy
2026-04-21T06:46:00Z,59.00,43.00
2026-04-21T08:28:00Z,59.00,44.00
2026-04-21T08:47:00Z,60.00,43.19
2026-04-21T10:51:00Z,59.00,44.00
2026-04-21T10:53:00Z,59.00,44.00
2026-04-21T11:01:00Z,60.00,43.00
2026-04-21T11:22:00Z,60.00,42.00
2026-04-21T11:39:00Z,60.00,42.00
2026-04-21T11:43:00Z,60.00,41.00
2026-04-21T11:47:00Z,60.00,41.00
2026-04-21T12:09:00Z,60.00,39.00
2026-04-21T12:29:00Z,60.00,40.00
2026-04-21T12:38:00Z,60.00,42.00
2026-04-21T13:53:00Z,58.00,42.00
2026-04-21T13:55:00Z,58.00,43.00
2026-04-21T13:57:00Z,58.00,43.00
2026-04-21T14:08:00Z,58.00,43.00
2026-04-21T14:32:00Z,58.00,44.00
2026-04-21T14:36:00Z,58.00,44.00
2026-04-21T14:49:00Z,58.00,44.00
2026-04-21T14:51:00Z,58.00,44.00
2026-04-21T15:05:00Z,58.00,44.00
2026-04-21T15:12:00Z,58.00,44.00
2026-04-21T15:24:00Z,58.00,44.00
2026-04-21T15:25:00Z,58.00,42.21
2026-04-21T15:33:00Z,58.00,44.00
2026-04-21T15:36:00Z,58.00,44.00
2026-04-21T15:37:00Z,58.00,44.00
2026-04-21T15:39:00Z,58.00,44.12
2026-04-21T15:50:00Z,58.00,44.00
2026-04-21T15:52:00Z,58.00,44.00
2026-04-21T15:54:00Z,58.00,44.00
2026-04-21T16:04:00Z,58.00,44.00
2026-04-21T16:07:00Z,58.00,42.00
2026-04-21T16:08:00Z,58.00,44.00
2026-04-21T16:11:00Z,58.00,44.00
2026-04-21T16:13:00Z,58.00,44.00
2026-04-21T16:15:00Z,58.00,44.00
2026-04-21T16:18:00Z,58.00,44.00
2026-04-21T16:19:00Z,58.00,44.00
2026-04-21T16:20:00Z,58.00,44.00
2026-04-21T16:22:00Z,58.00,44.00
2026-04-21T16:23:00Z,58.00,44.00
2026-04-21T16:26:00Z,58.00,43.00
2026-04-21T16:27:00Z,58.00,44.00
2026-04-21T16:32:00Z,58.00,43.00
2026-04-21T16:34:00Z,58.00,43.00
2026-04-21T16:39:00Z,58.00,44.00
2026-04-21T16:44:00Z,59.00,44.00
2026-04-21T16:45:00Z,56.61,44.00
2026-04-21T16:47:00Z,56.61,44.00
2026-04-21T16:49:00Z,56.61,44.00
2026-04-21T16:50:00Z,56.00,44.00
2026-04-21T16:54:00Z,57.00,44.00
2026-04-21T16:55:00Z,57.00,42.93
2026-04-21T16:56:00Z,57.00,44.00
2026-04-21T16:57:00Z,57.00,44.00
2026-04-21T16:58:00Z,57.00,44.00
2026-04-21T16:59:00Z,57.00,44.00
2026-04-21T17:00:00Z,57.00,44.00
2026-04-21T17:01:00Z,57.00,44.00
2026-04-21T17:02:00Z,57.00,44.00
2026-04-21T17:03:00Z,57.00,44.00
2026-04-21T17:04:00Z,57.00,44.00
2026-04-21T17:06:00Z,57.20,44.00
2026-04-21T17:08:00Z,57.20,44.32
2026-04-21T17:09:00Z,58.00,44.00
2026-04-21T17:10:00Z,58.00,44.00
2026-04-21T17:11:00Z,58.00,44.16
2026-04-21T17:12:00Z,58.00,44.96
2026-04-21T17:13:00Z,58.00,45.00
2026-04-21T17:14:00Z,58.00,45.00
2026-04-21T17:15:00Z,56.00,45.00
2026-04-21T17:16:00Z,56.84,45.00
2026-04-21T17:17:00Z,58.55,41.90
2026-04-21T17:18:00Z,59.17,42.45
2026-04-21T17:19:00Z,52.58,53.15
2026-04-21T17:20:00Z,45.33,56.94
2026-04-21T17:21:00Z,39.98,58.66
2026-04-21T17:22:00Z,36.29,63.38
2026-04-21T17:23:00Z,34.79,67.49
2026-04-21T17:24:00Z,30.89,69.26
2026-04-21T17:25:00Z,27.99,72.95
2026-04-21T17:26:00Z,28.54,70.74
2026-04-21T17:27:00Z,32.24,67.99
2026-04-21T17:28:00Z,37.78,62.95
2026-04-21T17:29:00Z,38.68,62.90
2026-04-21T17:30:00Z,42.00,57.95
2026-04-21T17:31:00Z,42.25,57.38
2026-04-21T17:32:00Z,46.69,53.63
2026-04-21T17:33:00Z,45.41,55.66
2026-04-21T17:34:00Z,37.27,63.57
2026-04-21T17:35:00Z,35.09,66.50
2026-04-21T17:36:00Z,36.47,64.68
2026-04-21T17:37:00Z,36.58,66.35
2026-04-21T17:38:00Z,37.05,62.42
2026-04-21T17:39:00Z,40.96,60.00
2026-04-21T17:40:00Z,41.36,61.98
2026-04-21T17:41:00Z,47.94,51.40
2026-04-21T17:42:00Z,47.00,57.32
2026-04-21T17:43:00Z,37.43,64.78
2026-04-21T17:44:00Z,31.05,69.50
2026-04-21T17:45:00Z,32.54,66.07
2026-04-21T17:46:00Z,35.12,64.89
2026-04-21T17:47:00Z,38.55,64.00
2026-04-21T17:48:00Z,48.52,53.94
2026-04-21T17:49:00Z,58.00,41.33
2026-04-21T17:50:00Z,61.31,43.41
2026-04-21T17:51:00Z,64.88,36.08
2026-04-21T17:52:00Z,65.58,33.84
2026-04-21T17:53:00Z,67.00,34.59
2026-04-21T17:54:00Z,67.42,33.13
2026-04-21T17:55:00Z,73.35,31.39
2026-04-21T17:56:00Z,73.92,30.17
2026-04-21T17:57:00Z,80.27,21.19
2026-04-21T17:58:00Z,82.76,16.60
2026-04-21T17:59:00Z,82.88,17.00
2026-04-21T18:00:00Z,82.91,17.49
2026-04-21T18:01:00Z,82.59,16.99
2026-04-21T18:02:00Z,84.88,16.81
2026-04-21T18:03:00Z,79.04,19.63
2026-04-21T18:04:00Z,71.10,26.30
2026-04-21T18:05:00Z,73.77,27.49
2026-04-21T18:06:00Z,71.77,27.93
2026-04-21T18:07:00Z,69.99,31.34
2026-04-21T18:08:00Z,65.55,33.84
2026-04-21T18:09:00Z,68.32,33.68
2026-04-21T18:10:00Z,62.54,36.01
2026-04-21T18:11:00Z,56.82,42.82
2026-04-21T18:12:00Z,56.16,43.95
2026-04-21T18:13:00Z,51.90,46.51
2026-04-21T18:14:00Z,50.92,49.14
2026-04-21T18:15:00Z,51.85,49.80
2026-04-21T18:16:00Z,52.11,48.67
2026-04-21T18:17:00Z,51.36,49.91
2026-04-21T18:18:00Z,49.94,50.83
2026-04-21T18:19:00Z,45.46,54.25
2026-04-21T18:20:00Z,46.39,53.35
2026-04-21T18:21:00Z,44.19,54.87
2026-04-21T18:22:00Z,47.00,54.46
2026-04-21T18:23:00Z,45.99,54.54
2026-04-21T18:24:00Z,44.56,55.77
2026-04-21T18:25:00Z,43.65,56.76
2026-04-21T18:26:00Z,44.52,56.13
2026-04-21T18:27:00Z,43.88,56.72
2026-04-21T18:28:00Z,40.30,60.34
2026-04-21T18:29:00Z,34.66,67.08
2026-04-21T18:30:00Z,41.25,59.86
2026-04-21T18:31:00Z,38.35,67.15
2026-04-21T18:32:00Z,24.28,75.89
2026-04-21T18:33:00Z,20.99,79.55
2026-04-21T18:34:00Z,17.90,82.21
2026-04-21T18:35:00Z,12.93,88.46
2026-04-21T18:36:00Z,6.80,94.19
2026-04-21T18:37:00Z,5.07,94.51
2026-04-21T18:38:00Z,6.17,93.81
2026-04-21T18:39:00Z,8.90,92.24
2026-04-21T18:40:00Z,14.36,85.42
2026-04-21T18:41:00Z,9.58,88.36
2026-04-21T18:42:00Z,12.03,89.61
2026-04-21T18:43:00Z,16.85,84.60
2026-04-21T18:44:00Z,14.52,87.94
2026-04-21T18:45:00Z,16.42,84.39
2026-04-21T18:46:00Z,11.42,89.70
2026-04-21T18:47:00Z,14.50,86.85
2026-04-21T18:48:00Z,5.32,94.67
2026-04-21T18:49:00Z,5.00,95.41
2026-04-21T18:50:00Z,5.10,95.69
2026-04-21T18:51:00Z,4.24,96.85
2026-04-21T18:52:00Z,1.08,98.95
2026-04-21T18:53:00Z,1.02,98.87
