# event_ticker=KXATPCHALLENGERMATCH-26MAR11HOLFAU
# final_score=6-1 4-6 6-4
# match_winner=August Holmgren
# fav_player=August Holmgren
# dog_player=Thomas Faurel
# kalshi_date=2026-03-11
timestamp,August Holmgren,Thomas Faurel
2026-03-11T02:43:00Z,63.00,
2026-03-11T03:47:00Z,59.00,
2026-03-11T03:52:00Z,63.00,
2026-03-11T04:13:00Z,62.42,
2026-03-11T04:30:00Z,62.42,37.00
2026-03-11T04:50:00Z,63.00,37.00
2026-03-11T05:22:00Z,63.00,39.00
2026-03-11T05:54:00Z,61.00,39.00
2026-03-11T05:55:00Z,63.00,39.00
2026-03-11T05:57:00Z,63.00,39.00
2026-03-11T06:19:00Z,63.00,39.00
2026-03-11T06:30:00Z,63.00,39.00
2026-03-11T06:32:00Z,63.00,39.00
2026-03-11T06:52:00Z,63.00,39.00
2026-03-11T07:14:00Z,63.00,39.00
2026-03-11T09:04:00Z,63.00,39.00
2026-03-11T09:36:00Z,63.00,39.00
2026-03-11T09:38:00Z,63.00,39.00
2026-03-11T10:12:00Z,60.00,39.00
2026-03-11T10:16:00Z,60.00,39.00
2026-03-11T10:54:00Z,60.00,39.00
2026-03-11T10:55:00Z,60.00,39.00
2026-03-11T10:56:00Z,60.00,40.00
2026-03-11T10:57:00Z,60.00,40.00
2026-03-11T10:59:00Z,60.00,41.42
2026-03-11T11:09:00Z,60.00,41.42
2026-03-11T11:10:00Z,60.00,41.42
2026-03-11T11:11:00Z,60.00,41.42
2026-03-11T11:15:00Z,58.25,41.00
2026-03-11T11:19:00Z,59.00,41.00
2026-03-11T11:20:00Z,59.00,41.00
2026-03-11T11:27:00Z,59.00,41.00
2026-03-11T11:28:00Z,59.00,41.29
2026-03-11T11:37:00Z,59.00,41.29
2026-03-11T11:39:00Z,59.00,43.00
2026-03-11T11:48:00Z,60.00,43.00
2026-03-11T11:56:00Z,59.00,43.00
2026-03-11T11:57:00Z,59.00,43.00
2026-03-11T12:00:00Z,59.82,43.00
2026-03-11T12:02:00Z,59.82,43.00
2026-03-11T12:08:00Z,59.00,43.00
2026-03-11T12:10:00Z,59.00,43.00
2026-03-11T12:11:00Z,59.00,43.00
2026-03-11T12:14:00Z,59.00,43.00
2026-03-11T12:20:00Z,59.00,43.00
2026-03-11T12:21:00Z,59.00,43.00
2026-03-11T12:23:00Z,59.00,43.00
2026-03-11T12:28:00Z,59.00,43.00
2026-03-11T12:30:00Z,59.00,43.00
2026-03-11T12:35:00Z,59.00,43.00
2026-03-11T12:36:00Z,59.00,43.00
2026-03-11T12:45:00Z,60.00,43.00
2026-03-11T12:48:00Z,60.00,43.00
2026-03-11T12:53:00Z,60.00,43.00
2026-03-11T12:56:00Z,60.00,43.00
2026-03-11T13:01:00Z,60.00,43.00
2026-03-11T13:05:00Z,60.00,43.00
2026-03-11T13:06:00Z,60.00,43.00
2026-03-11T13:07:00Z,60.00,43.00
2026-03-11T13:09:00Z,60.00,43.00
2026-03-11T13:10:00Z,60.00,43.00
2026-03-11T13:11:00Z,60.00,43.00
2026-03-11T13:12:00Z,60.00,43.00
2026-03-11T13:17:00Z,60.00,43.00
2026-03-11T13:18:00Z,60.00,43.00
2026-03-11T13:22:00Z,60.63,42.00
2026-03-11T13:23:00Z,59.42,42.00
2026-03-11T13:27:00Z,61.00,41.00
2026-03-11T13:29:00Z,61.00,41.00
2026-03-11T13:30:00Z,61.00,41.00
2026-03-11T13:31:00Z,61.00,41.00
2026-03-11T13:32:00Z,61.00,41.00
2026-03-11T13:33:00Z,60.02,41.22
2026-03-11T13:34:00Z,61.00,42.00
2026-03-11T13:35:00Z,61.00,42.00
2026-03-11T13:36:00Z,61.00,42.00
2026-03-11T13:37:00Z,61.00,42.00
2026-03-11T13:38:00Z,61.00,40.42
2026-03-11T13:39:00Z,61.15,38.15
2026-03-11T13:40:00Z,62.00,38.15
2026-03-11T13:41:00Z,61.00,40.00
2026-03-11T13:42:00Z,61.29,40.00
2026-03-11T13:43:00Z,61.53,40.00
2026-03-11T13:44:00Z,61.00,41.57
2026-03-11T13:45:00Z,61.00,41.67
2026-03-11T13:46:00Z,60.33,42.88
2026-03-11T13:47:00Z,60.00,42.88
2026-03-11T13:48:00Z,60.00,42.46
2026-03-11T13:49:00Z,60.00,42.97
2026-03-11T13:50:00Z,60.00,43.00
2026-03-11T13:51:00Z,60.55,43.00
2026-03-11T13:52:00Z,61.00,42.14
2026-03-11T13:53:00Z,57.82,42.14
2026-03-11T13:54:00Z,57.17,43.52
2026-03-11T13:55:00Z,59.71,43.00
2026-03-11T13:56:00Z,60.00,42.26
2026-03-11T13:57:00Z,60.00,43.29
2026-03-11T13:58:00Z,59.83,43.00
2026-03-11T13:59:00Z,60.00,43.00
2026-03-11T14:00:00Z,60.00,43.00
2026-03-11T14:01:00Z,60.00,42.30
2026-03-11T14:02:00Z,60.34,43.16
2026-03-11T14:03:00Z,61.01,43.00
2026-03-11T14:04:00Z,58.28,42.00
2026-03-11T14:06:00Z,61.00,42.00
2026-03-11T14:07:00Z,61.35,42.00
2026-03-11T14:08:00Z,62.66,41.76
2026-03-11T14:09:00Z,62.00,41.79
2026-03-11T14:10:00Z,62.65,42.28
2026-03-11T14:11:00Z,63.34,40.13
2026-03-11T14:12:00Z,63.53,38.00
2026-03-11T14:13:00Z,62.44,39.40
2026-03-11T14:14:00Z,62.36,39.15
2026-03-11T14:15:00Z,60.87,42.29
2026-03-11T14:16:00Z,63.23,39.73
2026-03-11T14:17:00Z,63.88,38.73
2026-03-11T14:18:00Z,61.03,40.94
2026-03-11T14:19:00Z,64.61,38.04
2026-03-11T14:20:00Z,72.31,33.67
2026-03-11T14:21:00Z,78.97,21.59
2026-03-11T14:22:00Z,81.03,20.79
2026-03-11T14:23:00Z,79.72,23.79
2026-03-11T14:24:00Z,79.21,21.17
2026-03-11T14:25:00Z,80.29,19.58
2026-03-11T14:26:00Z,83.02,19.08
2026-03-11T14:27:00Z,83.10,16.49
2026-03-11T14:28:00Z,85.79,15.73
2026-03-11T14:29:00Z,87.53,15.75
2026-03-11T14:30:00Z,88.94,13.19
2026-03-11T14:31:00Z,89.15,11.02
2026-03-11T14:32:00Z,89.81,11.61
2026-03-11T14:33:00Z,88.88,12.08
2026-03-11T14:34:00Z,89.72,12.00
2026-03-11T14:35:00Z,88.80,12.51
2026-03-11T14:36:00Z,89.04,12.75
2026-03-11T14:37:00Z,89.71,12.00
2026-03-11T14:38:00Z,88.56,12.48
2026-03-11T14:39:00Z,88.22,12.00
2026-03-11T14:40:00Z,88.80,12.21
2026-03-11T14:41:00Z,90.14,10.87
2026-03-11T14:42:00Z,88.95,12.97
2026-03-11T14:43:00Z,88.53,13.16
2026-03-11T14:44:00Z,88.25,14.07
2026-03-11T14:45:00Z,86.03,15.29
2026-03-11T14:46:00Z,89.00,13.14
2026-03-11T14:47:00Z,89.77,12.86
2026-03-11T14:48:00Z,89.82,12.36
2026-03-11T14:49:00Z,94.10,7.49
2026-03-11T14:50:00Z,94.87,5.23
2026-03-11T14:51:00Z,96.49,3.63
2026-03-11T14:52:00Z,96.18,3.89
2026-03-11T14:53:00Z,97.93,3.03
2026-03-11T14:54:00Z,97.94,2.97
2026-03-11T14:55:00Z,97.94,2.19
2026-03-11T14:56:00Z,97.48,3.00
2026-03-11T14:57:00Z,97.66,3.19
2026-03-11T14:58:00Z,95.81,3.96
2026-03-11T14:59:00Z,94.58,6.58
2026-03-11T15:00:00Z,93.54,8.37
2026-03-11T15:01:00Z,87.89,11.59
2026-03-11T15:02:00Z,93.39,8.44
2026-03-11T15:03:00Z,88.08,12.73
2026-03-11T15:04:00Z,88.69,13.77
2026-03-11T15:05:00Z,88.86,12.54
2026-03-11T15:06:00Z,90.01,10.90
2026-03-11T15:07:00Z,92.51,11.67
2026-03-11T15:08:00Z,87.52,14.29
2026-03-11T15:09:00Z,84.49,15.99
2026-03-11T15:10:00Z,85.90,15.81
2026-03-11T15:11:00Z,83.60,18.16
2026-03-11T15:12:00Z,86.83,15.89
2026-03-11T15:13:00Z,87.98,14.89
2026-03-11T15:14:00Z,86.80,13.87
2026-03-11T15:15:00Z,87.59,13.42
2026-03-11T15:16:00Z,89.99,9.45
2026-03-11T15:17:00Z,84.18,13.00
2026-03-11T15:18:00Z,83.61,16.61
2026-03-11T15:19:00Z,82.27,18.73
2026-03-11T15:20:00Z,77.48,21.66
2026-03-11T15:21:00Z,69.35,31.08
2026-03-11T15:22:00Z,63.91,36.76
2026-03-11T15:23:00Z,64.87,34.95
2026-03-11T15:24:00Z,64.75,35.84
2026-03-11T15:25:00Z,61.03,39.01
2026-03-11T15:26:00Z,61.05,38.98
2026-03-11T15:27:00Z,59.44,39.25
2026-03-11T15:28:00Z,62.91,38.82
2026-03-11T15:29:00Z,64.81,34.76
2026-03-11T15:30:00Z,69.44,31.87
2026-03-11T15:31:00Z,62.72,39.98
2026-03-11T15:32:00Z,60.95,39.58
2026-03-11T15:33:00Z,59.96,41.21
2026-03-11T15:34:00Z,50.79,51.27
2026-03-11T15:35:00Z,50.42,49.15
2026-03-11T15:36:00Z,59.00,38.34
2026-03-11T15:37:00Z,58.48,41.69
2026-03-11T15:38:00Z,63.25,37.89
2026-03-11T15:39:00Z,63.42,37.06
2026-03-11T15:40:00Z,72.01,29.83
2026-03-11T15:41:00Z,89.10,11.14
2026-03-11T15:42:00Z,88.65,11.94
2026-03-11T15:43:00Z,90.03,8.46
2026-03-11T15:44:00Z,87.46,12.39
2026-03-11T15:45:00Z,83.98,16.93
2026-03-11T15:46:00Z,89.19,19.17
2026-03-11T15:47:00Z,91.38,8.57
2026-03-11T15:48:00Z,93.28,7.35
2026-03-11T15:49:00Z,92.93,7.04
2026-03-11T15:50:00Z,94.38,5.96
2026-03-11T15:51:00Z,92.72,6.68
2026-03-11T15:52:00Z,94.99,5.59
2026-03-11T15:53:00Z,95.25,5.54
2026-03-11T15:54:00Z,90.09,9.74
2026-03-11T15:55:00Z,90.63,10.59
2026-03-11T15:56:00Z,90.13,8.49
2026-03-11T15:57:00Z,92.82,8.96
2026-03-11T15:58:00Z,92.91,7.25
2026-03-11T15:59:00Z,94.57,5.19
2026-03-11T16:00:00Z,93.39,7.23
2026-03-11T16:01:00Z,93.29,7.22
2026-03-11T16:02:00Z,93.99,7.16
2026-03-11T16:03:00Z,93.68,6.31
2026-03-11T16:04:00Z,98.79,1.50
2026-03-11T16:05:00Z,98.72,1.84
2026-03-11T16:06:00Z,99.00,1.00
2026-03-11T16:07:00Z,99.00,1.00
2026-03-11T16:08:00Z,99.00,1.00
2026-03-11T16:09:00Z,99.00,1.00
2026-03-11T16:10:00Z,99.00,1.00
2026-03-11T16:11:00Z,99.00,1.00
2026-03-11T16:12:00Z,99.00,1.00
