# event_ticker=KXATPMATCH-25OCT24FONSHA
# final_score=5-7 6-4 6-3
# match_winner=Joao Fonseca
# fav_player=Joao Fonseca
# dog_player=Denis Shapovalov
# kalshi_date=2025-10-24
timestamp,Joao Fonseca,Denis Shapovalov
2025-10-24T01:58:00Z,,47.00
2025-10-24T02:06:00Z,,47.00
2025-10-24T02:07:00Z,,47.00
2025-10-24T02:33:00Z,,47.00
2025-10-24T02:56:00Z,55.00,47.00
2025-10-24T03:08:00Z,55.00,47.00
2025-10-24T03:13:00Z,55.00,47.00
2025-10-24T03:19:00Z,55.00,47.00
2025-10-24T03:29:00Z,55.00,47.00
2025-10-24T03:36:00Z,55.00,47.00
2025-10-24T03:38:00Z,55.00,47.00
2025-10-24T03:40:00Z,55.00,47.00
2025-10-24T03:48:00Z,55.00,47.00
2025-10-24T03:53:00Z,55.00,47.00
2025-10-24T04:00:00Z,55.00,47.00
2025-10-24T04:01:00Z,55.00,47.00
2025-10-24T04:06:00Z,55.00,47.00
2025-10-24T04:19:00Z,55.00,47.00
2025-10-24T04:22:00Z,55.00,47.00
2025-10-24T04:30:00Z,54.00,47.00
2025-10-24T04:43:00Z,54.00,47.00
2025-10-24T04:44:00Z,54.00,47.00
2025-10-24T04:45:00Z,53.00,47.00
2025-10-24T04:46:00Z,53.00,47.00
2025-10-24T04:50:00Z,53.00,47.00
2025-10-24T04:51:00Z,53.00,47.00
2025-10-24T04:52:00Z,53.50,47.00
2025-10-24T04:54:00Z,53.50,47.00
2025-10-24T04:56:00Z,54.00,47.00
2025-10-24T04:58:00Z,54.00,47.00
2025-10-24T04:59:00Z,54.00,47.00
2025-10-24T05:03:00Z,54.00,47.00
2025-10-24T05:04:00Z,54.00,47.00
2025-10-24T05:10:00Z,54.00,47.00
2025-10-24T05:12:00Z,54.00,47.00
2025-10-24T05:14:00Z,54.30,47.00
2025-10-24T05:15:00Z,55.00,47.00
2025-10-24T05:16:00Z,55.00,47.00
2025-10-24T05:19:00Z,55.00,47.00
2025-10-24T05:25:00Z,54.00,47.00
2025-10-24T05:30:00Z,54.70,47.00
2025-10-24T05:32:00Z,54.70,47.00
2025-10-24T05:33:00Z,54.00,47.00
2025-10-24T05:34:00Z,54.00,47.00
2025-10-24T05:37:00Z,54.48,47.00
2025-10-24T05:40:00Z,54.48,47.00
2025-10-24T05:41:00Z,54.00,47.00
2025-10-24T05:49:00Z,54.00,47.00
2025-10-24T05:57:00Z,54.00,47.00
2025-10-24T05:59:00Z,54.00,47.00
2025-10-24T06:00:00Z,54.00,47.00
2025-10-24T06:01:00Z,54.00,47.28
2025-10-24T06:08:00Z,54.00,48.00
2025-10-24T06:12:00Z,54.00,47.00
2025-10-24T06:13:00Z,54.00,47.00
2025-10-24T06:16:00Z,54.00,47.00
2025-10-24T06:19:00Z,54.00,47.00
2025-10-24T06:24:00Z,54.00,47.00
2025-10-24T06:27:00Z,54.00,47.00
2025-10-24T06:34:00Z,54.00,47.00
2025-10-24T06:40:00Z,54.00,48.00
2025-10-24T06:53:00Z,53.00,48.00
2025-10-24T06:54:00Z,53.97,48.00
2025-10-24T06:55:00Z,54.00,48.00
2025-10-24T06:57:00Z,55.92,48.00
2025-10-24T06:59:00Z,56.00,48.00
2025-10-24T07:00:00Z,56.00,48.00
2025-10-24T07:04:00Z,56.00,48.00
2025-10-24T07:05:00Z,56.00,48.00
2025-10-24T07:07:00Z,56.00,48.00
2025-10-24T07:08:00Z,56.00,48.00
2025-10-24T07:10:00Z,56.00,48.00
2025-10-24T07:11:00Z,56.00,48.00
2025-10-24T07:13:00Z,56.00,48.00
2025-10-24T07:17:00Z,56.00,48.00
2025-10-24T07:20:00Z,56.00,48.00
2025-10-24T07:22:00Z,56.00,48.00
2025-10-24T07:25:00Z,56.00,48.00
2025-10-24T07:28:00Z,56.00,48.00
2025-10-24T07:34:00Z,56.00,48.00
2025-10-24T07:43:00Z,56.00,47.00
2025-10-24T07:45:00Z,56.00,47.00
2025-10-24T07:47:00Z,56.00,47.00
2025-10-24T08:00:00Z,56.00,47.00
2025-10-24T08:06:00Z,56.00,48.00
2025-10-24T08:15:00Z,56.00,48.00
2025-10-24T08:20:00Z,56.00,48.00
2025-10-24T08:23:00Z,56.00,48.00
2025-10-24T08:26:00Z,56.00,48.00
2025-10-24T08:27:00Z,56.00,48.00
2025-10-24T08:32:00Z,56.00,48.00
2025-10-24T08:37:00Z,56.00,48.00
2025-10-24T08:45:00Z,56.00,48.00
2025-10-24T08:57:00Z,56.00,48.00
2025-10-24T08:59:00Z,56.00,47.00
2025-10-24T09:13:00Z,56.00,48.00
2025-10-24T09:19:00Z,56.00,48.00
2025-10-24T09:20:00Z,56.00,48.00
2025-10-24T09:24:00Z,56.00,48.00
2025-10-24T09:29:00Z,56.00,48.00
2025-10-24T09:31:00Z,56.00,48.00
2025-10-24T09:32:00Z,56.00,48.00
2025-10-24T09:34:00Z,54.10,48.00
2025-10-24T09:35:00Z,54.10,48.00
2025-10-24T09:42:00Z,54.10,48.00
