# event_ticker=KXATPCHALLENGERMATCH-26MAY27HUSBAD
# final_score=7-6(3) 7-6(1)
# score_resolution=6-7 6-7
# match_winner=Giles Hussey
# fav_player=Devin Badenhorst
# dog_player=Giles Hussey
# kalshi_date=2026-05-27
timestamp,Giles Hussey,Devin Badenhorst
2026-05-27T02:19:00Z,,42.00
2026-05-27T03:36:00Z,58.00,42.00
2026-05-27T03:44:00Z,58.00,42.00
2026-05-27T03:50:00Z,59.00,42.00
2026-05-27T04:05:00Z,59.00,43.00
2026-05-27T04:06:00Z,59.00,43.00
2026-05-27T04:50:00Z,58.98,43.00
2026-05-27T05:06:00Z,58.98,43.00
2026-05-27T05:14:00Z,59.00,43.00
2026-05-27T05:16:00Z,59.00,43.00
2026-05-27T05:56:00Z,59.00,44.00
2026-05-27T05:57:00Z,58.00,44.00
2026-05-27T05:58:00Z,59.00,44.00
2026-05-27T06:10:00Z,57.00,44.00
2026-05-27T06:11:00Z,56.00,44.00
2026-05-27T06:25:00Z,56.00,44.00
2026-05-27T07:11:00Z,58.00,44.00
2026-05-27T07:28:00Z,58.00,44.00
2026-05-27T07:50:00Z,57.00,44.00
2026-05-27T09:10:00Z,56.00,44.00
2026-05-27T09:12:00Z,56.00,46.00
2026-05-27T09:46:00Z,56.00,46.00
2026-05-27T10:13:00Z,55.48,46.00
2026-05-27T10:14:00Z,56.00,46.00
2026-05-27T10:42:00Z,56.00,46.00
2026-05-27T11:08:00Z,56.00,46.00
2026-05-27T11:20:00Z,56.00,46.00
2026-05-27T11:25:00Z,56.00,46.00
2026-05-27T11:28:00Z,56.00,46.00
2026-05-27T11:37:00Z,55.00,46.00
2026-05-27T11:38:00Z,55.00,46.00
2026-05-27T11:43:00Z,55.00,46.00
2026-05-27T11:48:00Z,55.00,47.00
2026-05-27T11:49:00Z,55.00,47.00
2026-05-27T11:52:00Z,55.00,47.00
2026-05-27T11:55:00Z,55.00,47.00
2026-05-27T11:59:00Z,55.00,45.00
2026-05-27T12:01:00Z,55.00,45.00
2026-05-27T12:02:00Z,55.00,47.00
2026-05-27T12:05:00Z,55.00,47.00
2026-05-27T12:06:00Z,55.00,47.00
2026-05-27T12:07:00Z,55.00,47.00
2026-05-27T12:10:00Z,55.00,47.95
2026-05-27T12:11:00Z,55.00,47.96
2026-05-27T12:13:00Z,55.00,48.00
2026-05-27T12:16:00Z,55.47,48.00
2026-05-27T12:21:00Z,55.31,48.00
2026-05-27T12:22:00Z,55.97,48.00
2026-05-27T12:23:00Z,55.00,48.00
2026-05-27T12:24:00Z,56.00,44.68
2026-05-27T12:26:00Z,56.00,44.68
2026-05-27T12:29:00Z,53.00,44.68
2026-05-27T12:37:00Z,53.00,48.14
2026-05-27T12:38:00Z,56.00,48.14
2026-05-27T12:41:00Z,51.00,48.14
2026-05-27T12:45:00Z,57.00,48.14
2026-05-27T12:46:00Z,56.90,48.14
2026-05-27T12:47:00Z,53.97,42.89
2026-05-27T12:48:00Z,58.00,41.00
2026-05-27T12:49:00Z,60.39,41.00
2026-05-27T12:50:00Z,62.14,35.37
2026-05-27T12:51:00Z,66.93,35.37
2026-05-27T12:52:00Z,64.78,33.07
2026-05-27T12:53:00Z,56.72,40.44
2026-05-27T12:54:00Z,58.00,40.44
2026-05-27T12:55:00Z,55.98,41.94
2026-05-27T12:56:00Z,53.98,44.85
2026-05-27T12:57:00Z,50.64,45.96
2026-05-27T12:58:00Z,51.36,52.00
2026-05-27T12:59:00Z,46.00,54.32
2026-05-27T13:00:00Z,44.69,55.77
2026-05-27T13:01:00Z,42.08,58.19
2026-05-27T13:02:00Z,42.00,54.15
2026-05-27T13:03:00Z,40.03,59.00
2026-05-27T13:04:00Z,38.92,59.57
2026-05-27T13:05:00Z,37.82,59.44
2026-05-27T13:06:00Z,38.29,53.41
2026-05-27T13:07:00Z,39.37,59.23
2026-05-27T13:08:00Z,40.82,54.20
2026-05-27T13:09:00Z,47.95,50.77
2026-05-27T13:10:00Z,52.75,45.37
2026-05-27T13:11:00Z,51.30,51.44
2026-05-27T13:12:00Z,50.86,47.01
2026-05-27T13:13:00Z,56.52,45.50
2026-05-27T13:14:00Z,60.03,41.00
2026-05-27T13:15:00Z,60.26,41.00
2026-05-27T13:16:00Z,62.00,39.10
2026-05-27T13:17:00Z,63.54,39.00
2026-05-27T13:18:00Z,57.28,40.71
2026-05-27T13:19:00Z,58.64,37.00
2026-05-27T13:20:00Z,56.99,40.79
2026-05-27T13:21:00Z,57.17,42.99
2026-05-27T13:22:00Z,61.17,45.00
2026-05-27T13:23:00Z,62.78,45.00
2026-05-27T13:24:00Z,63.00,37.93
2026-05-27T13:25:00Z,60.48,35.65
2026-05-27T13:26:00Z,66.55,35.65
2026-05-27T13:27:00Z,64.87,31.47
2026-05-27T13:28:00Z,59.35,37.53
2026-05-27T13:29:00Z,60.01,41.00
2026-05-27T13:30:00Z,62.99,37.11
2026-05-27T13:31:00Z,57.98,40.68
2026-05-27T13:32:00Z,58.82,39.53
2026-05-27T13:33:00Z,61.30,39.53
2026-05-27T13:34:00Z,64.00,39.53
2026-05-27T13:35:00Z,59.97,38.00
2026-05-27T13:36:00Z,58.34,40.60
2026-05-27T13:37:00Z,57.50,41.78
2026-05-27T13:38:00Z,60.00,44.00
2026-05-27T13:39:00Z,64.58,34.00
2026-05-27T13:40:00Z,69.00,34.00
2026-05-27T13:41:00Z,72.48,30.00
2026-05-27T13:42:00Z,78.00,21.78
2026-05-27T13:43:00Z,77.39,22.16
2026-05-27T13:44:00Z,77.93,21.89
2026-05-27T13:45:00Z,79.95,20.00
2026-05-27T13:46:00Z,81.00,18.44
2026-05-27T13:47:00Z,80.92,20.04
2026-05-27T13:48:00Z,81.99,20.00
2026-05-27T13:49:00Z,83.77,16.16
2026-05-27T13:50:00Z,84.96,15.05
2026-05-27T13:51:00Z,85.00,16.49
2026-05-27T13:52:00Z,89.52,14.88
2026-05-27T13:53:00Z,90.00,8.83
2026-05-27T13:54:00Z,90.24,10.16
2026-05-27T13:55:00Z,93.70,7.00
2026-05-27T13:56:00Z,92.69,8.48
2026-05-27T13:57:00Z,94.77,5.74
2026-05-27T13:58:00Z,95.93,4.00
2026-05-27T13:59:00Z,98.01,2.37
2026-05-27T14:00:00Z,98.99,1.00
2026-05-27T14:01:00Z,98.64,2.32
2026-05-27T14:02:00Z,97.15,2.00
2026-05-27T14:03:00Z,96.78,2.80
2026-05-27T14:04:00Z,96.17,4.83
2026-05-27T14:05:00Z,94.06,6.49
2026-05-27T14:06:00Z,93.30,6.29
2026-05-27T14:07:00Z,94.00,6.96
2026-05-27T14:08:00Z,94.00,6.97
2026-05-27T14:09:00Z,92.73,8.18
2026-05-27T14:10:00Z,92.78,7.54
2026-05-27T14:11:00Z,94.04,5.98
2026-05-27T14:12:00Z,93.76,6.43
2026-05-27T14:13:00Z,93.86,6.82
2026-05-27T14:14:00Z,92.87,7.15
2026-05-27T14:15:00Z,93.00,7.47
2026-05-27T14:16:00Z,90.28,10.94
2026-05-27T14:17:00Z,88.95,12.85
2026-05-27T14:18:00Z,81.39,17.49
2026-05-27T14:19:00Z,77.69,20.11
2026-05-27T14:20:00Z,78.33,23.20
2026-05-27T14:21:00Z,78.54,23.20
2026-05-27T14:22:00Z,75.25,24.62
2026-05-27T14:23:00Z,73.50,28.19
2026-05-27T14:24:00Z,71.14,27.70
2026-05-27T14:25:00Z,72.00,31.04
2026-05-27T14:26:00Z,76.15,24.58
2026-05-27T14:27:00Z,78.98,20.53
2026-05-27T14:28:00Z,76.39,22.49
2026-05-27T14:29:00Z,74.62,24.86
2026-05-27T14:30:00Z,71.25,29.00
2026-05-27T14:31:00Z,71.00,29.38
2026-05-27T14:32:00Z,69.15,30.20
2026-05-27T14:33:00Z,58.80,42.02
2026-05-27T14:34:00Z,58.12,41.20
2026-05-27T14:35:00Z,70.89,27.77
2026-05-27T14:36:00Z,71.16,30.56
2026-05-27T14:37:00Z,73.65,26.32
2026-05-27T14:38:00Z,82.49,20.12
2026-05-27T14:39:00Z,84.64,17.96
2026-05-27T14:40:00Z,89.43,11.01
2026-05-27T14:41:00Z,94.65,6.71
2026-05-27T14:42:00Z,97.29,2.97
2026-05-27T14:43:00Z,98.83,1.70
2026-05-27T14:44:00Z,99.00,1.70
2026-05-27T14:45:00Z,99.00,1.70
2026-05-27T14:46:00Z,99.00,1.70
