# event_ticker=KXATPCHALLENGERMATCH-26MAR31MATBRO
# final_score=6-7(4) 6-1 6-2
# score_resolution=7-6 1-6 2-6
# match_winner=Liam Broady
# fav_player=Hayato Matsuoka
# dog_player=Liam Broady
# kalshi_date=2026-03-31
timestamp,Hayato Matsuoka,Liam Broady
2026-04-01T16:57:00Z,,61.00
2026-04-01T18:18:00Z,,61.00
2026-04-01T19:24:00Z,,61.00
2026-04-01T19:35:00Z,41.00,61.00
2026-04-01T19:50:00Z,41.00,61.00
2026-04-01T19:55:00Z,41.00,61.00
2026-04-01T22:15:00Z,41.00,61.00
2026-04-01T22:16:00Z,39.00,61.00
2026-04-01T22:39:00Z,40.00,61.00
2026-04-02T00:25:00Z,40.00,61.00
2026-04-02T00:36:00Z,40.00,60.00
2026-04-02T00:41:00Z,40.00,61.00
2026-04-02T01:07:00Z,39.00,61.00
2026-04-02T01:08:00Z,39.00,61.00
2026-04-02T01:19:00Z,39.00,61.00
2026-04-02T01:34:00Z,39.00,61.00
2026-04-02T01:35:00Z,39.00,61.00
2026-04-02T01:37:00Z,39.00,61.00
2026-04-02T01:40:00Z,40.00,61.00
2026-04-02T02:00:00Z,40.00,61.00
2026-04-02T02:08:00Z,40.00,61.00
2026-04-02T02:14:00Z,40.00,61.00
2026-04-02T02:17:00Z,40.00,61.00
2026-04-02T02:19:00Z,40.00,61.00
2026-04-02T02:21:00Z,40.00,61.00
2026-04-02T02:23:00Z,40.00,61.00
2026-04-02T02:26:00Z,40.00,61.00
2026-04-02T02:34:00Z,40.00,61.00
2026-04-02T02:35:00Z,40.00,61.00
2026-04-02T02:37:00Z,40.00,61.00
2026-04-02T02:38:00Z,40.00,61.00
2026-04-02T02:42:00Z,40.00,61.00
2026-04-02T02:50:00Z,40.00,61.00
2026-04-02T02:53:00Z,40.00,61.00
2026-04-02T02:54:00Z,40.00,61.00
2026-04-02T02:56:00Z,40.00,61.00
2026-04-02T03:01:00Z,40.00,61.00
2026-04-02T03:02:00Z,40.00,61.00
2026-04-02T03:03:00Z,40.00,61.00
2026-04-02T03:06:00Z,40.00,61.00
2026-04-02T03:09:00Z,40.00,61.00
2026-04-02T03:10:00Z,40.00,61.00
2026-04-02T03:11:00Z,40.00,62.00
2026-04-02T03:16:00Z,40.00,62.00
2026-04-02T03:19:00Z,40.00,62.09
2026-04-02T03:22:00Z,40.00,60.46
2026-04-02T03:23:00Z,40.00,63.00
2026-04-02T03:27:00Z,40.00,63.00
2026-04-02T03:29:00Z,40.00,63.00
2026-04-02T03:30:00Z,40.00,63.00
2026-04-02T03:31:00Z,39.00,63.00
2026-04-02T03:33:00Z,39.00,63.00
2026-04-02T03:36:00Z,39.00,62.00
2026-04-02T03:37:00Z,39.00,62.95
2026-04-02T03:38:00Z,39.00,63.00
2026-04-02T03:41:00Z,39.00,63.00
2026-04-02T03:43:00Z,39.00,63.00
2026-04-02T03:44:00Z,38.00,63.11
2026-04-02T03:45:00Z,38.00,63.00
2026-04-02T03:46:00Z,38.00,63.00
2026-04-02T03:50:00Z,38.00,60.00
2026-04-02T03:51:00Z,38.57,63.79
