# event_ticker=KXATPCHALLENGERMATCH-26FEB10GHIKEN
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Jack Kennedy
# fav_player=Antoine Ghibaudo
# dog_player=Jack Kennedy
# kalshi_date=2026-02-10
timestamp,Antoine Ghibaudo,Jack Kennedy
2026-02-10T22:23:00Z,67.17,36.64
2026-02-10T22:24:00Z,67.40,35.69
2026-02-10T22:25:00Z,69.00,31.49
2026-02-10T22:26:00Z,69.29,34.73
2026-02-10T22:27:00Z,64.06,38.18
2026-02-10T22:28:00Z,59.38,40.38
2026-02-10T22:29:00Z,47.94,47.55
2026-02-10T22:30:00Z,52.04,49.88
2026-02-10T22:31:00Z,53.53,48.49
2026-02-10T22:32:00Z,42.95,56.19
2026-02-10T22:33:00Z,50.70,52.40
2026-02-10T22:34:00Z,56.62,46.95
2026-02-10T22:35:00Z,54.37,43.62
2026-02-10T22:36:00Z,49.97,53.84
2026-02-10T22:37:00Z,41.36,58.88
2026-02-10T22:38:00Z,40.49,60.36
2026-02-10T22:39:00Z,42.09,60.92
2026-02-10T22:40:00Z,34.70,64.42
2026-02-10T22:41:00Z,38.96,62.89
2026-02-10T22:42:00Z,38.33,60.30
2026-02-10T22:43:00Z,37.90,64.60
2026-02-10T22:44:00Z,38.83,64.01
2026-02-10T22:45:00Z,38.98,63.09
2026-02-10T22:46:00Z,39.64,62.82
2026-02-10T22:47:00Z,39.36,62.15
2026-02-10T22:48:00Z,35.85,66.33
2026-02-10T22:49:00Z,31.65,69.09
2026-02-10T22:50:00Z,30.67,69.01
2026-02-10T22:51:00Z,29.30,71.80
2026-02-10T22:52:00Z,24.53,77.81
2026-02-10T22:53:00Z,17.61,81.66
2026-02-10T22:54:00Z,17.17,84.16
2026-02-10T22:55:00Z,22.45,75.18
2026-02-10T22:56:00Z,28.50,70.72
2026-02-10T22:57:00Z,29.46,74.89
2026-02-10T22:58:00Z,22.46,80.21
2026-02-10T22:59:00Z,21.83,79.52
2026-02-10T23:00:00Z,17.47,84.66
2026-02-10T23:01:00Z,15.90,86.00
2026-02-10T23:02:00Z,15.09,83.07
2026-02-10T23:03:00Z,22.65,78.26
2026-02-10T23:04:00Z,33.13,69.14
2026-02-10T23:05:00Z,35.71,65.67
2026-02-10T23:06:00Z,41.21,62.92
2026-02-10T23:07:00Z,41.75,57.51
2026-02-10T23:08:00Z,40.35,60.00
2026-02-10T23:09:00Z,40.55,63.72
2026-02-10T23:10:00Z,34.31,67.32
2026-02-10T23:11:00Z,36.48,65.02
2026-02-10T23:12:00Z,34.31,68.18
2026-02-10T23:13:00Z,29.52,70.28
2026-02-10T23:14:00Z,37.09,64.11
2026-02-10T23:15:00Z,28.20,72.41
2026-02-10T23:16:00Z,16.90,83.97
2026-02-10T23:17:00Z,14.55,86.96
2026-02-10T23:18:00Z,12.79,89.71
2026-02-10T23:19:00Z,19.51,79.89
2026-02-10T23:20:00Z,26.32,74.83
2026-02-10T23:21:00Z,18.74,82.65
2026-02-10T23:22:00Z,8.22,93.34
2026-02-10T23:23:00Z,6.20,96.25
2026-02-10T23:24:00Z,8.50,93.21
2026-02-10T23:25:00Z,11.12,90.85
2026-02-10T23:26:00Z,10.59,90.11
2026-02-10T23:27:00Z,7.97,92.31
2026-02-10T23:28:00Z,10.55,90.36
2026-02-10T23:29:00Z,4.31,96.42
2026-02-10T23:30:00Z,1.00,99.00
2026-02-10T23:31:00Z,1.00,99.00
2026-02-10T23:32:00Z,1.00,99.00
2026-02-10T23:33:00Z,1.00,99.00
