# event_ticker=KXATPCHALLENGERMATCH-26FEB10GHIKEN
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Jack Kennedy
# fav_player=Antoine Ghibaudo
# dog_player=Jack Kennedy
# kalshi_date=2026-02-10
timestamp,Antoine Ghibaudo,Jack Kennedy
2026-02-10T12:16:00Z,,30.42
2026-02-10T12:35:00Z,66.00,30.42
2026-02-10T13:14:00Z,71.00,30.42
2026-02-10T13:34:00Z,71.00,32.00
2026-02-10T13:37:00Z,71.00,32.00
2026-02-10T13:49:00Z,71.00,32.00
2026-02-10T13:56:00Z,70.00,30.00
2026-02-10T14:06:00Z,70.00,30.00
2026-02-10T14:40:00Z,70.00,30.00
2026-02-10T15:13:00Z,71.00,30.00
2026-02-10T15:16:00Z,71.00,30.00
2026-02-10T15:57:00Z,71.00,30.00
2026-02-10T16:24:00Z,71.00,30.00
2026-02-10T16:37:00Z,71.00,30.00
2026-02-10T16:45:00Z,71.00,30.00
2026-02-10T16:58:00Z,71.00,30.00
2026-02-10T17:02:00Z,71.00,30.00
2026-02-10T17:04:00Z,71.00,30.00
2026-02-10T17:19:00Z,71.00,30.00
2026-02-10T17:27:00Z,70.00,30.00
2026-02-10T17:55:00Z,71.00,30.00
2026-02-10T17:57:00Z,71.00,30.00
2026-02-10T18:04:00Z,71.00,30.00
2026-02-10T18:11:00Z,71.00,30.00
2026-02-10T18:13:00Z,71.00,30.00
2026-02-10T18:27:00Z,71.00,30.00
2026-02-10T18:29:00Z,71.00,30.00
2026-02-10T18:34:00Z,71.00,30.00
2026-02-10T18:38:00Z,71.00,30.00
2026-02-10T19:04:00Z,71.00,30.00
2026-02-10T19:09:00Z,71.00,30.00
2026-02-10T19:17:00Z,71.00,30.00
2026-02-10T19:21:00Z,71.00,30.00
2026-02-10T19:23:00Z,71.00,30.00
2026-02-10T19:25:00Z,71.00,30.00
2026-02-10T19:30:00Z,71.00,30.00
2026-02-10T19:33:00Z,71.00,30.00
2026-02-10T19:39:00Z,71.00,30.00
2026-02-10T19:45:00Z,71.00,30.00
2026-02-10T19:55:00Z,71.00,30.00
2026-02-10T20:04:00Z,71.00,30.00
2026-02-10T20:18:00Z,71.00,30.00
2026-02-10T20:20:00Z,71.00,30.00
2026-02-10T20:25:00Z,71.00,30.00
2026-02-10T20:27:00Z,71.00,30.00
2026-02-10T20:36:00Z,71.00,30.00
2026-02-10T20:38:00Z,71.00,30.00
2026-02-10T20:41:00Z,71.00,30.00
2026-02-10T20:42:00Z,70.00,30.00
2026-02-10T20:50:00Z,71.00,30.00
2026-02-10T20:52:00Z,71.85,30.00
2026-02-10T20:55:00Z,71.00,30.00
2026-02-10T20:58:00Z,71.00,30.00
2026-02-10T21:00:00Z,71.00,30.00
2026-02-10T21:02:00Z,71.00,30.00
2026-02-10T21:05:00Z,71.50,30.00
2026-02-10T21:06:00Z,71.05,30.00
2026-02-10T21:10:00Z,72.00,30.00
2026-02-10T21:12:00Z,72.00,28.00
2026-02-10T21:15:00Z,72.00,28.00
2026-02-10T21:16:00Z,72.00,28.00
2026-02-10T21:17:00Z,72.00,30.00
2026-02-10T21:19:00Z,72.00,30.00
2026-02-10T21:26:00Z,71.00,30.00
2026-02-10T21:27:00Z,71.00,30.00
2026-02-10T21:28:00Z,72.00,30.00
2026-02-10T21:29:00Z,72.00,30.00
2026-02-10T21:30:00Z,72.00,30.00
2026-02-10T21:31:00Z,72.00,30.00
2026-02-10T21:33:00Z,72.00,30.00
2026-02-10T21:34:00Z,72.00,30.00
2026-02-10T21:35:00Z,72.00,30.83
2026-02-10T21:41:00Z,72.00,31.00
2026-02-10T21:44:00Z,72.00,31.00
2026-02-10T21:45:00Z,72.00,31.00
2026-02-10T21:47:00Z,72.00,31.00
2026-02-10T21:48:00Z,72.00,31.00
2026-02-10T21:49:00Z,72.00,31.00
2026-02-10T21:50:00Z,72.00,31.00
2026-02-10T21:52:00Z,72.99,30.00
2026-02-10T21:53:00Z,72.99,30.00
2026-02-10T21:54:00Z,73.44,30.00
2026-02-10T21:55:00Z,73.00,30.00
2026-02-10T21:56:00Z,74.63,29.14
2026-02-10T21:57:00Z,73.94,28.12
2026-02-10T21:58:00Z,69.81,29.45
2026-02-10T21:59:00Z,71.68,32.07
2026-02-10T22:00:00Z,68.53,32.98
2026-02-10T22:01:00Z,72.98,32.29
2026-02-10T22:02:00Z,65.66,29.52
2026-02-10T22:03:00Z,64.62,29.52
2026-02-10T22:04:00Z,71.88,29.35
2026-02-10T22:05:00Z,72.74,27.53
2026-02-10T22:06:00Z,70.73,32.89
2026-02-10T22:07:00Z,70.01,27.56
2026-02-10T22:08:00Z,70.01,30.47
2026-02-10T22:09:00Z,68.99,32.28
2026-02-10T22:10:00Z,63.77,38.90
2026-02-10T22:11:00Z,68.91,33.03
2026-02-10T22:12:00Z,63.85,37.99
2026-02-10T22:13:00Z,67.21,34.34
2026-02-10T22:14:00Z,65.59,35.86
2026-02-10T22:15:00Z,70.99,31.03
2026-02-10T22:16:00Z,70.97,30.00
2026-02-10T22:17:00Z,69.09,32.55
2026-02-10T22:18:00Z,69.09,33.39
2026-02-10T22:19:00Z,68.00,33.09
2026-02-10T22:20:00Z,66.82,36.00
2026-02-10T22:21:00Z,61.70,39.80
2026-02-10T22:22:00Z,61.98,40.55
