# event_ticker=KXATPCHALLENGERMATCH-26MAR03MARSAK
# final_score=6-7(4) 6-4 6-1
# score_resolution=6-7 6-4 6-1
# match_winner=Igor Marcondes
# fav_player=Igor Marcondes
# dog_player=Pedro Sakamoto
# kalshi_date=2026-03-03
timestamp,Igor Marcondes,Pedro Sakamoto
2026-03-03T14:41:00Z,65.32,37.87
2026-03-03T14:42:00Z,54.41,47.02
2026-03-03T14:43:00Z,47.47,52.30
2026-03-03T14:44:00Z,49.00,52.44
2026-03-03T14:45:00Z,48.94,51.20
2026-03-03T14:46:00Z,48.31,52.19
2026-03-03T14:47:00Z,48.43,51.34
2026-03-03T14:48:00Z,50.16,54.80
2026-03-03T14:49:00Z,48.58,53.15
2026-03-03T14:50:00Z,47.13,51.00
2026-03-03T14:51:00Z,43.23,55.37
2026-03-03T14:52:00Z,45.97,54.21
2026-03-03T14:53:00Z,47.90,51.06
2026-03-03T14:54:00Z,51.82,52.85
2026-03-03T14:55:00Z,42.04,59.05
2026-03-03T14:56:00Z,40.35,59.99
2026-03-03T14:57:00Z,41.36,59.04
2026-03-03T14:58:00Z,44.09,56.86
2026-03-03T14:59:00Z,45.69,54.84
2026-03-03T15:00:00Z,48.11,51.10
2026-03-03T15:01:00Z,47.04,56.90
2026-03-03T15:02:00Z,38.68,60.26
2026-03-03T15:03:00Z,40.54,61.76
2026-03-03T15:04:00Z,39.61,62.75
2026-03-03T15:05:00Z,36.70,63.77
2026-03-03T15:06:00Z,41.89,64.04
2026-03-03T15:07:00Z,45.16,57.61
2026-03-03T15:08:00Z,48.12,55.31
2026-03-03T15:09:00Z,50.09,52.64
2026-03-03T15:10:00Z,56.73,43.02
2026-03-03T15:11:00Z,50.74,51.57
2026-03-03T15:12:00Z,54.24,48.21
2026-03-03T15:13:00Z,52.66,49.42
2026-03-03T15:14:00Z,51.12,45.60
2026-03-03T15:15:00Z,48.15,55.55
2026-03-03T15:16:00Z,51.87,50.27
2026-03-03T15:17:00Z,52.05,49.35
2026-03-03T15:18:00Z,45.74,60.11
2026-03-03T15:19:00Z,41.16,59.74
2026-03-03T15:20:00Z,42.79,58.45
2026-03-03T15:21:00Z,40.16,62.29
2026-03-03T15:22:00Z,33.03,67.96
2026-03-03T15:23:00Z,44.74,56.78
2026-03-03T15:24:00Z,48.34,52.13
2026-03-03T15:25:00Z,50.12,46.63
2026-03-03T15:26:00Z,66.48,33.09
2026-03-03T15:27:00Z,71.73,29.35
2026-03-03T15:28:00Z,74.01,27.76
2026-03-03T15:29:00Z,72.88,27.43
2026-03-03T15:30:00Z,75.34,25.57
2026-03-03T15:31:00Z,74.86,25.12
2026-03-03T15:32:00Z,75.70,25.51
2026-03-03T15:33:00Z,74.79,25.91
2026-03-03T15:34:00Z,74.83,26.03
2026-03-03T15:35:00Z,74.85,26.58
2026-03-03T15:36:00Z,73.76,27.00
2026-03-03T15:37:00Z,73.44,29.73
2026-03-03T15:38:00Z,66.25,34.33
2026-03-03T15:39:00Z,65.73,37.11
2026-03-03T15:40:00Z,64.11,35.81
2026-03-03T15:41:00Z,71.56,29.04
2026-03-03T15:42:00Z,78.71,20.52
2026-03-03T15:43:00Z,88.89,11.60
2026-03-03T15:44:00Z,90.92,10.52
2026-03-03T15:45:00Z,89.62,10.97
2026-03-03T15:46:00Z,89.95,10.62
2026-03-03T15:47:00Z,93.55,6.46
2026-03-03T15:48:00Z,94.10,5.54
2026-03-03T15:49:00Z,95.19,5.72
2026-03-03T15:50:00Z,98.24,1.84
2026-03-03T15:51:00Z,98.90,1.81
2026-03-03T15:52:00Z,98.04,1.75
2026-03-03T15:53:00Z,98.50,2.00
2026-03-03T15:54:00Z,99.00,1.00
2026-03-03T15:55:00Z,99.00,1.00
2026-03-03T15:56:00Z,99.00,1.00
2026-03-03T15:57:00Z,99.00,1.00
2026-03-03T15:58:00Z,99.00,1.00
2026-03-03T15:59:00Z,99.00,1.00
2026-03-03T16:00:00Z,99.00,1.00
2026-03-03T16:01:00Z,99.00,1.00
2026-03-03T16:02:00Z,99.00,1.00
