# event_ticker=KXATPMATCH-26APR24DAVCAR
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Alejandro Davidovich Fokina
# fav_player=Pablo Carreno Busta
# dog_player=Alejandro Davidovich Fokina
# kalshi_date=2026-04-24
timestamp,Alejandro Davidovich Fokina,Pablo Carreno Busta
2026-04-25T06:02:00Z,65.00,38.00
2026-04-25T06:03:00Z,65.34,38.00
2026-04-25T06:04:00Z,66.00,38.00
2026-04-25T06:05:00Z,66.00,38.00
2026-04-25T06:06:00Z,66.00,36.00
2026-04-25T06:07:00Z,63.85,36.00
2026-04-25T06:08:00Z,65.00,36.00
2026-04-25T06:09:00Z,65.00,35.12
2026-04-25T06:10:00Z,65.00,36.00
2026-04-25T06:12:00Z,66.00,36.00
2026-04-25T06:13:00Z,66.00,36.00
2026-04-25T06:14:00Z,66.00,36.00
2026-04-25T06:15:00Z,66.00,36.00
2026-04-25T06:16:00Z,66.00,36.00
2026-04-25T06:19:00Z,66.00,36.00
2026-04-25T06:20:00Z,66.00,36.96
2026-04-25T06:22:00Z,65.00,36.96
2026-04-25T06:23:00Z,65.00,36.00
2026-04-25T06:24:00Z,65.00,36.00
2026-04-25T06:27:00Z,65.00,36.00
2026-04-25T06:32:00Z,65.00,36.00
2026-04-25T06:33:00Z,65.00,36.00
2026-04-25T06:34:00Z,65.00,36.00
2026-04-25T06:35:00Z,65.00,36.00
2026-04-25T06:36:00Z,65.00,36.00
2026-04-25T06:37:00Z,65.64,36.00
2026-04-25T06:38:00Z,65.64,36.00
2026-04-25T06:40:00Z,66.00,36.00
2026-04-25T06:41:00Z,66.00,36.00
2026-04-25T06:42:00Z,63.00,36.00
2026-04-25T06:44:00Z,66.00,36.00
2026-04-25T06:46:00Z,66.00,36.00
2026-04-25T06:49:00Z,66.00,36.00
2026-04-25T06:50:00Z,66.00,36.00
2026-04-25T06:51:00Z,66.00,35.00
2026-04-25T06:52:00Z,66.00,35.00
2026-04-25T06:54:00Z,66.00,35.00
2026-04-25T06:55:00Z,66.00,35.00
2026-04-25T06:56:00Z,66.00,35.00
2026-04-25T06:57:00Z,66.00,35.00
2026-04-25T06:58:00Z,66.00,35.00
2026-04-25T06:59:00Z,66.00,35.00
2026-04-25T07:02:00Z,66.00,35.00
2026-04-25T07:03:00Z,66.00,35.00
2026-04-25T07:05:00Z,66.00,35.00
2026-04-25T07:09:00Z,66.00,35.00
2026-04-25T07:10:00Z,66.00,35.00
2026-04-25T07:15:00Z,66.00,35.00
2026-04-25T07:16:00Z,66.51,35.00
2026-04-25T07:17:00Z,67.00,35.00
2026-04-25T07:18:00Z,67.00,35.00
2026-04-25T07:19:00Z,67.00,35.00
2026-04-25T07:20:00Z,67.00,35.00
2026-04-25T07:21:00Z,67.00,35.00
2026-04-25T07:24:00Z,67.00,35.00
2026-04-25T07:26:00Z,67.00,35.00
2026-04-25T07:27:00Z,67.00,35.00
2026-04-25T07:31:00Z,66.09,35.00
2026-04-25T07:32:00Z,67.00,34.00
2026-04-25T07:33:00Z,67.00,34.00
2026-04-25T07:36:00Z,67.00,34.00
2026-04-25T07:37:00Z,67.00,34.00
2026-04-25T07:39:00Z,67.79,34.00
2026-04-25T07:41:00Z,67.79,35.00
2026-04-25T07:43:00Z,67.00,35.00
2026-04-25T07:47:00Z,67.00,33.64
2026-04-25T07:48:00Z,67.00,35.00
2026-04-25T07:50:00Z,67.00,35.00
2026-04-25T07:51:00Z,67.00,35.00
2026-04-25T07:52:00Z,68.00,35.00
2026-04-25T07:53:00Z,67.74,35.00
2026-04-25T07:54:00Z,68.00,35.00
2026-04-25T07:55:00Z,68.00,34.00
2026-04-25T07:57:00Z,67.91,34.00
2026-04-25T07:58:00Z,67.91,35.00
2026-04-25T07:59:00Z,67.91,35.00
2026-04-25T08:01:00Z,67.00,35.00
2026-04-25T08:02:00Z,67.00,35.00
2026-04-25T08:03:00Z,67.00,35.00
2026-04-25T08:04:00Z,67.00,35.00
2026-04-25T08:06:00Z,67.00,35.00
2026-04-25T08:07:00Z,67.00,35.00
2026-04-25T08:09:00Z,67.00,34.00
2026-04-25T08:10:00Z,67.00,34.53
2026-04-25T08:11:00Z,67.00,34.53
2026-04-25T08:12:00Z,67.00,35.00
2026-04-25T08:16:00Z,67.00,34.00
2026-04-25T08:19:00Z,67.00,34.00
2026-04-25T08:20:00Z,67.00,34.00
2026-04-25T08:22:00Z,67.96,34.00
2026-04-25T08:24:00Z,68.00,34.00
2026-04-25T08:26:00Z,68.00,34.00
2026-04-25T08:27:00Z,68.00,34.00
2026-04-25T08:28:00Z,68.00,34.00
2026-04-25T08:30:00Z,68.00,34.00
2026-04-25T08:31:00Z,68.00,34.00
2026-04-25T08:32:00Z,68.00,34.11
2026-04-25T08:34:00Z,68.00,34.11
2026-04-25T08:37:00Z,68.00,35.00
2026-04-25T08:38:00Z,68.00,34.00
2026-04-25T08:40:00Z,68.00,34.00
2026-04-25T08:41:00Z,68.00,34.00
2026-04-25T08:42:00Z,68.00,34.00
2026-04-25T08:44:00Z,68.00,34.00
2026-04-25T08:45:00Z,68.00,34.00
2026-04-25T08:46:00Z,68.00,34.00
2026-04-25T08:47:00Z,68.00,34.00
2026-04-25T08:49:00Z,68.00,34.00
2026-04-25T08:50:00Z,68.00,34.00
2026-04-25T08:51:00Z,68.00,34.00
2026-04-25T08:53:00Z,68.00,34.00
2026-04-25T08:54:00Z,68.00,34.00
2026-04-25T08:55:00Z,68.00,34.00
2026-04-25T08:57:00Z,68.00,34.00
2026-04-25T08:58:00Z,69.00,34.00
2026-04-25T08:59:00Z,69.00,34.00
2026-04-25T09:01:00Z,69.00,33.00
2026-04-25T09:04:00Z,68.00,33.00
2026-04-25T09:06:00Z,68.00,34.00
2026-04-25T09:07:00Z,68.00,34.00
2026-04-25T09:08:00Z,69.00,34.00
2026-04-25T09:09:00Z,69.00,34.00
2026-04-25T09:10:00Z,69.00,34.00
2026-04-25T09:11:00Z,69.00,33.30
2026-04-25T09:12:00Z,68.00,34.63
2026-04-25T09:13:00Z,65.00,36.14
2026-04-25T09:14:00Z,63.11,37.82
2026-04-25T09:15:00Z,66.07,35.05
2026-04-25T09:16:00Z,66.54,34.00
2026-04-25T09:17:00Z,68.00,32.89
2026-04-25T09:18:00Z,71.44,29.95
2026-04-25T09:19:00Z,75.60,23.14
2026-04-25T09:20:00Z,74.79,27.17
2026-04-25T09:21:00Z,77.53,22.00
2026-04-25T09:22:00Z,78.00,22.00
2026-04-25T09:23:00Z,78.00,22.95
2026-04-25T09:24:00Z,79.00,24.30
2026-04-25T09:25:00Z,76.99,25.00
2026-04-25T09:26:00Z,77.56,22.95
2026-04-25T09:27:00Z,79.91,19.00
2026-04-25T09:28:00Z,80.45,18.94
2026-04-25T09:29:00Z,82.26,18.00
2026-04-25T09:30:00Z,82.20,15.22
2026-04-25T09:31:00Z,84.00,16.07
2026-04-25T09:32:00Z,84.00,15.03
2026-04-25T09:33:00Z,84.00,16.82
2026-04-25T09:34:00Z,80.15,19.30
2026-04-25T09:35:00Z,76.18,21.61
2026-04-25T09:36:00Z,76.79,24.00
2026-04-25T09:37:00Z,74.43,24.98
2026-04-25T09:38:00Z,72.89,27.00
2026-04-25T09:39:00Z,72.31,28.47
2026-04-25T09:40:00Z,72.75,28.77
2026-04-25T09:41:00Z,77.67,23.98
2026-04-25T09:42:00Z,79.12,19.80
2026-04-25T09:43:00Z,81.21,17.87
2026-04-25T09:44:00Z,84.05,15.92
2026-04-25T09:45:00Z,85.00,15.18
2026-04-25T09:46:00Z,85.00,15.91
2026-04-25T09:47:00Z,84.86,15.04
2026-04-25T09:48:00Z,85.98,14.67
2026-04-25T09:49:00Z,86.00,14.30
2026-04-25T09:50:00Z,87.18,13.95
2026-04-25T09:51:00Z,86.87,13.92
2026-04-25T09:52:00Z,86.01,15.00
2026-04-25T09:53:00Z,89.73,10.91
2026-04-25T09:54:00Z,94.10,5.39
2026-04-25T09:55:00Z,96.88,4.00
2026-04-25T09:56:00Z,96.05,4.18
2026-04-25T09:57:00Z,96.03,3.41
2026-04-25T09:58:00Z,96.49,3.00
2026-04-25T09:59:00Z,96.32,4.00
2026-04-25T10:00:00Z,97.00,3.17
2026-04-25T10:01:00Z,97.00,4.00
2026-04-25T10:02:00Z,97.00,2.10
2026-04-25T10:03:00Z,98.00,2.12
2026-04-25T10:04:00Z,97.69,2.00
2026-04-25T10:05:00Z,97.28,2.02
2026-04-25T10:06:00Z,98.00,3.00
2026-04-25T10:07:00Z,97.00,4.00
2026-04-25T10:08:00Z,97.05,3.21
2026-04-25T10:09:00Z,97.04,3.46
2026-04-25T10:10:00Z,98.95,2.00
2026-04-25T10:11:00Z,99.00,1.00
2026-04-25T10:12:00Z,98.07,1.00
2026-04-25T10:13:00Z,98.00,1.00
2026-04-25T10:14:00Z,99.00,1.56
2026-04-25T10:15:00Z,98.93,2.00
2026-04-25T10:16:00Z,99.00,1.04
2026-04-25T10:17:00Z,96.86,3.09
2026-04-25T10:18:00Z,96.00,3.76
2026-04-25T10:19:00Z,98.87,1.36
2026-04-25T10:21:00Z,99.00,1.36
2026-04-25T10:22:00Z,99.00,1.36
