# event_ticker=KXATPMATCH-26APR08FONRIN
# final_score=7-5 4-6 6-3
# match_winner=Joao Fonseca
# fav_player=Joao Fonseca
# dog_player=Arthur Rinderknech
# kalshi_date=2026-04-08
timestamp,Joao Fonseca,Arthur Rinderknech
2026-04-07T23:08:00Z,77.00,
2026-04-07T23:09:00Z,77.00,25.00
2026-04-07T23:13:00Z,77.00,25.00
2026-04-07T23:15:00Z,77.00,25.00
2026-04-07T23:30:00Z,77.00,25.00
2026-04-07T23:45:00Z,77.00,25.00
2026-04-07T23:48:00Z,77.00,25.00
2026-04-07T23:59:00Z,77.00,25.00
2026-04-08T00:02:00Z,77.00,25.00
2026-04-08T00:03:00Z,76.00,25.00
2026-04-08T00:16:00Z,76.00,25.00
2026-04-08T00:18:00Z,76.00,25.00
2026-04-08T00:19:00Z,76.00,25.00
2026-04-08T00:20:00Z,77.00,25.00
2026-04-08T00:21:00Z,77.00,25.00
2026-04-08T00:22:00Z,76.00,25.00
2026-04-08T00:23:00Z,76.00,25.00
2026-04-08T00:24:00Z,77.00,25.00
2026-04-08T00:34:00Z,76.00,25.00
2026-04-08T00:40:00Z,77.00,25.00
2026-04-08T00:47:00Z,77.00,25.07
2026-04-08T00:48:00Z,77.00,25.07
2026-04-08T00:52:00Z,77.00,25.07
2026-04-08T01:09:00Z,77.00,25.07
2026-04-08T01:10:00Z,77.00,25.07
2026-04-08T01:13:00Z,77.00,26.00
2026-04-08T01:18:00Z,77.00,26.00
2026-04-08T01:26:00Z,77.00,26.00
2026-04-08T01:30:00Z,77.00,26.00
2026-04-08T01:38:00Z,77.00,26.00
2026-04-08T01:39:00Z,77.00,26.00
2026-04-08T01:49:00Z,77.00,26.00
2026-04-08T01:53:00Z,77.00,25.00
2026-04-08T01:56:00Z,77.00,25.00
2026-04-08T02:02:00Z,77.00,25.00
2026-04-08T02:04:00Z,77.00,25.00
2026-04-08T02:12:00Z,77.00,25.00
2026-04-08T02:16:00Z,77.00,25.00
2026-04-08T02:17:00Z,77.00,25.00
2026-04-08T02:20:00Z,76.00,25.00
2026-04-08T02:22:00Z,77.00,25.00
2026-04-08T02:23:00Z,77.00,25.00
2026-04-08T02:25:00Z,77.00,24.00
2026-04-08T02:32:00Z,77.00,24.00
2026-04-08T02:35:00Z,77.00,24.00
2026-04-08T02:38:00Z,77.00,24.00
2026-04-08T02:39:00Z,77.00,25.70
2026-04-08T02:47:00Z,77.00,26.00
2026-04-08T02:49:00Z,77.00,26.00
2026-04-08T02:51:00Z,77.00,26.00
2026-04-08T02:53:00Z,77.00,26.00
2026-04-08T02:59:00Z,77.00,26.00
2026-04-08T03:01:00Z,77.00,26.00
2026-04-08T03:03:00Z,77.00,26.00
2026-04-08T03:05:00Z,77.00,26.00
2026-04-08T03:08:00Z,77.00,24.00
2026-04-08T03:09:00Z,77.00,25.00
2026-04-08T03:10:00Z,77.00,25.00
2026-04-08T03:13:00Z,77.00,25.00
2026-04-08T03:15:00Z,77.00,25.00
2026-04-08T03:20:00Z,77.00,25.00
2026-04-08T03:22:00Z,77.00,25.00
2026-04-08T03:23:00Z,77.00,25.00
2026-04-08T03:25:00Z,77.00,25.00
2026-04-08T03:27:00Z,77.00,25.00
2026-04-08T03:32:00Z,77.00,25.00
2026-04-08T03:37:00Z,77.00,25.00
2026-04-08T03:38:00Z,77.00,25.00
2026-04-08T03:41:00Z,77.00,25.00
2026-04-08T03:43:00Z,77.00,25.00
2026-04-08T03:48:00Z,77.00,25.00
2026-04-08T03:51:00Z,77.00,25.00
2026-04-08T04:00:00Z,77.00,25.00
