# event_ticker=KXATPMATCH-26MAY20AUGKOV
# final_score=4-6 7-5 6-4
# score_resolution=6-4 5-7 4-6
# match_winner=Aleksandar Kovacevic
# fav_player=Felix Auger-Aliassime
# dog_player=Aleksandar Kovacevic
# kalshi_date=2026-05-20
timestamp,Felix Auger-Aliassime,Aleksandar Kovacevic
2026-05-19T22:33:00Z,,13.00
2026-05-19T22:39:00Z,,13.00
2026-05-19T22:53:00Z,87.00,13.00
2026-05-19T22:55:00Z,87.00,13.00
2026-05-19T22:57:00Z,88.00,13.00
2026-05-19T22:59:00Z,88.00,13.00
2026-05-19T23:33:00Z,88.00,13.00
2026-05-19T23:35:00Z,88.00,13.00
2026-05-19T23:40:00Z,88.00,13.00
2026-05-19T23:41:00Z,88.00,13.00
2026-05-19T23:44:00Z,87.00,13.00
2026-05-19T23:58:00Z,87.00,13.00
2026-05-20T00:07:00Z,88.00,13.00
2026-05-20T00:09:00Z,88.00,13.00
2026-05-20T00:10:00Z,87.04,13.00
2026-05-20T00:14:00Z,88.00,13.00
2026-05-20T00:26:00Z,88.00,13.00
2026-05-20T00:40:00Z,87.00,13.00
2026-05-20T00:52:00Z,87.00,13.00
2026-05-20T01:00:00Z,87.00,13.00
2026-05-20T01:01:00Z,87.00,13.00
2026-05-20T01:04:00Z,87.00,13.00
2026-05-20T01:23:00Z,88.00,13.00
2026-05-20T01:34:00Z,88.00,13.00
2026-05-20T01:36:00Z,87.53,13.00
2026-05-20T01:40:00Z,88.00,13.00
2026-05-20T01:43:00Z,88.00,12.00
2026-05-20T01:46:00Z,88.00,12.00
2026-05-20T01:47:00Z,88.00,12.00
2026-05-20T01:55:00Z,88.00,12.00
2026-05-20T02:03:00Z,88.00,13.00
2026-05-20T02:09:00Z,88.00,12.00
2026-05-20T02:16:00Z,88.00,12.00
2026-05-20T02:22:00Z,88.00,13.00
2026-05-20T02:25:00Z,88.00,13.00
2026-05-20T02:28:00Z,88.00,13.00
2026-05-20T02:40:00Z,88.00,13.00
2026-05-20T02:42:00Z,88.00,13.00
2026-05-20T02:43:00Z,88.00,13.00
2026-05-20T02:54:00Z,88.00,13.00
2026-05-20T02:59:00Z,88.40,13.00
2026-05-20T03:00:00Z,89.00,13.00
2026-05-20T03:03:00Z,89.00,13.00
2026-05-20T03:04:00Z,89.00,13.00
2026-05-20T03:05:00Z,89.00,13.00
2026-05-20T03:06:00Z,89.00,13.00
2026-05-20T03:10:00Z,89.00,13.00
2026-05-20T03:11:00Z,89.00,13.00
2026-05-20T03:14:00Z,87.00,13.00
2026-05-20T03:18:00Z,87.00,13.00
2026-05-20T03:24:00Z,88.00,13.00
2026-05-20T03:26:00Z,88.00,13.00
2026-05-20T03:31:00Z,88.00,13.00
2026-05-20T03:36:00Z,88.00,13.00
2026-05-20T03:39:00Z,88.00,13.00
2026-05-20T03:42:00Z,88.00,13.00
2026-05-20T03:43:00Z,88.00,13.00
2026-05-20T03:44:00Z,88.00,13.00
2026-05-20T03:45:00Z,88.00,13.00
2026-05-20T03:54:00Z,88.00,13.00
2026-05-20T04:03:00Z,88.00,13.00
2026-05-20T04:07:00Z,88.00,13.00
2026-05-20T04:12:00Z,88.00,13.00
2026-05-20T04:16:00Z,88.00,13.00
2026-05-20T04:22:00Z,88.00,13.00
2026-05-20T04:25:00Z,87.00,13.00
2026-05-20T04:26:00Z,88.00,13.00
2026-05-20T04:27:00Z,88.00,13.00
2026-05-20T04:32:00Z,88.00,13.00
2026-05-20T04:33:00Z,88.00,13.00
2026-05-20T04:41:00Z,88.00,13.00
2026-05-20T04:42:00Z,88.00,13.00
2026-05-20T04:43:00Z,88.00,13.00
2026-05-20T04:44:00Z,88.00,13.00
2026-05-20T04:45:00Z,88.00,13.00
2026-05-20T04:47:00Z,88.00,13.00
2026-05-20T04:49:00Z,88.00,13.00
2026-05-20T04:51:00Z,88.00,13.00
2026-05-20T04:54:00Z,88.00,13.00
2026-05-20T04:56:00Z,88.00,13.00
2026-05-20T05:01:00Z,88.00,13.00
2026-05-20T05:07:00Z,88.00,13.00
2026-05-20T05:12:00Z,88.00,13.00
2026-05-20T05:13:00Z,88.00,13.00
2026-05-20T05:14:00Z,88.00,13.00
2026-05-20T05:20:00Z,88.00,13.00
2026-05-20T05:21:00Z,88.00,13.00
2026-05-20T05:27:00Z,88.00,13.00
2026-05-20T05:31:00Z,87.00,13.00
2026-05-20T05:32:00Z,87.00,13.00
2026-05-20T05:36:00Z,87.00,13.00
2026-05-20T05:43:00Z,88.00,13.00
2026-05-20T05:46:00Z,88.00,13.00
2026-05-20T05:48:00Z,88.00,13.00
2026-05-20T05:52:00Z,88.30,13.00
2026-05-20T05:56:00Z,88.30,13.00
2026-05-20T05:58:00Z,88.00,13.00
2026-05-20T06:03:00Z,88.00,13.00
2026-05-20T06:14:00Z,88.00,13.00
2026-05-20T06:24:00Z,88.00,13.00
2026-05-20T06:26:00Z,87.87,13.00
2026-05-20T06:27:00Z,87.87,13.00
2026-05-20T06:36:00Z,88.00,13.00
2026-05-20T06:37:00Z,88.00,13.00
2026-05-20T06:38:00Z,88.00,13.00
2026-05-20T06:39:00Z,88.00,13.00
2026-05-20T06:42:00Z,88.00,13.00
2026-05-20T06:44:00Z,88.00,13.00
2026-05-20T06:45:00Z,88.00,13.00
2026-05-20T06:47:00Z,88.00,13.00
2026-05-20T06:49:00Z,88.00,13.00
2026-05-20T06:51:00Z,88.00,13.00
2026-05-20T06:57:00Z,88.00,13.00
2026-05-20T06:59:00Z,88.00,13.00
2026-05-20T07:02:00Z,88.00,13.00
2026-05-20T07:03:00Z,88.00,13.00
2026-05-20T07:06:00Z,88.00,13.00
2026-05-20T07:08:00Z,88.00,13.00
2026-05-20T07:09:00Z,88.00,13.00
2026-05-20T07:10:00Z,88.00,13.00
2026-05-20T07:12:00Z,87.00,13.00
2026-05-20T07:15:00Z,87.00,13.00
2026-05-20T07:17:00Z,87.00,13.00
2026-05-20T07:19:00Z,87.00,13.00
2026-05-20T07:21:00Z,87.00,13.00
2026-05-20T07:26:00Z,88.00,13.00
2026-05-20T07:27:00Z,88.00,13.00
2026-05-20T07:29:00Z,88.00,13.00
2026-05-20T07:30:00Z,88.00,13.00
2026-05-20T07:31:00Z,88.00,12.00
2026-05-20T07:43:00Z,88.00,13.00
2026-05-20T08:02:00Z,88.00,13.00
2026-05-20T08:06:00Z,88.00,13.00
2026-05-20T08:13:00Z,88.00,13.00
2026-05-20T08:15:00Z,88.00,13.00
2026-05-20T08:21:00Z,88.00,13.00
2026-05-20T08:22:00Z,88.00,13.00
2026-05-20T08:34:00Z,88.00,13.00
2026-05-20T08:49:00Z,88.00,13.00
2026-05-20T08:50:00Z,88.00,13.00
2026-05-20T09:07:00Z,88.00,13.00
2026-05-20T09:08:00Z,88.00,13.00
2026-05-20T09:16:00Z,88.00,13.00
2026-05-20T09:19:00Z,88.00,13.00
2026-05-20T09:25:00Z,88.00,12.00
2026-05-20T09:26:00Z,88.00,12.00
2026-05-20T09:27:00Z,88.00,12.00
2026-05-20T09:28:00Z,88.00,12.00
2026-05-20T09:32:00Z,88.00,13.00
2026-05-20T09:33:00Z,88.00,13.00
2026-05-20T09:34:00Z,88.00,13.00
2026-05-20T09:39:00Z,88.00,13.00
2026-05-20T09:44:00Z,88.00,13.00
2026-05-20T09:45:00Z,88.00,12.00
2026-05-20T09:46:00Z,88.00,12.00
2026-05-20T09:48:00Z,88.00,13.00
2026-05-20T09:54:00Z,88.00,13.00
2026-05-20T09:56:00Z,88.00,13.00
2026-05-20T09:58:00Z,88.00,13.00
2026-05-20T10:03:00Z,88.00,13.00
2026-05-20T10:05:00Z,88.00,13.00
2026-05-20T10:07:00Z,88.00,13.00
2026-05-20T10:10:00Z,88.00,13.00
2026-05-20T10:12:00Z,88.00,12.44
2026-05-20T10:13:00Z,88.00,12.00
2026-05-20T10:14:00Z,86.94,13.96
