# event_ticker=KXATPMATCH-25OCT22SINALT
# final_score=6-0 6-2
# score_resolution=0-6 2-6
# match_winner=Jannik Sinner
# fav_player=Daniel Altmaier
# dog_player=Jannik Sinner
# kalshi_date=2025-10-22
timestamp,Daniel Altmaier,Jannik Sinner
2025-10-22T05:45:00Z,,71.00
2025-10-22T06:17:00Z,,96.00
2025-10-22T06:18:00Z,5.00,96.00
2025-10-22T06:33:00Z,5.00,96.00
2025-10-22T06:38:00Z,4.00,96.00
2025-10-22T06:41:00Z,4.00,96.00
2025-10-22T06:47:00Z,4.00,97.00
2025-10-22T06:53:00Z,5.00,97.00
2025-10-22T06:59:00Z,4.00,97.00
2025-10-22T07:03:00Z,5.00,97.00
2025-10-22T07:04:00Z,5.00,97.00
2025-10-22T07:05:00Z,5.00,97.00
2025-10-22T07:11:00Z,5.00,97.00
2025-10-22T07:14:00Z,5.00,97.00
2025-10-22T07:19:00Z,5.00,97.00
2025-10-22T07:22:00Z,5.00,97.00
2025-10-22T07:30:00Z,5.00,97.00
2025-10-22T07:34:00Z,5.00,97.00
2025-10-22T07:37:00Z,5.00,97.00
2025-10-22T07:38:00Z,5.00,97.00
2025-10-22T07:40:00Z,5.00,97.00
2025-10-22T07:57:00Z,5.00,97.00
2025-10-22T07:59:00Z,5.00,97.00
2025-10-22T08:03:00Z,5.00,97.00
2025-10-22T08:05:00Z,5.00,96.00
2025-10-22T08:10:00Z,5.00,96.00
2025-10-22T08:22:00Z,5.00,96.00
2025-10-22T08:24:00Z,5.00,96.00
2025-10-22T08:25:00Z,5.00,96.00
2025-10-22T08:37:00Z,5.00,96.00
2025-10-22T08:38:00Z,5.00,96.00
2025-10-22T08:52:00Z,5.00,96.00
2025-10-22T09:10:00Z,5.94,96.00
2025-10-22T09:13:00Z,6.00,96.00
2025-10-22T09:42:00Z,6.00,96.00
2025-10-22T09:44:00Z,6.00,96.00
2025-10-22T09:47:00Z,6.00,96.00
2025-10-22T09:50:00Z,6.00,96.00
2025-10-22T09:56:00Z,8.82,96.00
2025-10-22T09:57:00Z,5.00,96.00
2025-10-22T10:05:00Z,6.00,94.00
2025-10-22T10:07:00Z,6.00,94.00
2025-10-22T10:08:00Z,6.00,94.00
2025-10-22T10:09:00Z,6.00,94.00
2025-10-22T10:10:00Z,7.00,94.00
2025-10-22T10:11:00Z,7.00,94.00
2025-10-22T10:12:00Z,4.00,94.00
2025-10-22T10:15:00Z,7.00,94.00
2025-10-22T10:19:00Z,6.00,94.00
2025-10-22T10:21:00Z,6.52,94.00
2025-10-22T10:22:00Z,6.00,94.00
2025-10-22T10:23:00Z,6.85,94.00
2025-10-22T10:24:00Z,6.50,94.00
2025-10-22T10:26:00Z,7.00,94.00
2025-10-22T10:30:00Z,7.00,94.00
2025-10-22T10:31:00Z,6.00,94.00
2025-10-22T10:35:00Z,7.00,94.00
2025-10-22T10:36:00Z,6.00,94.00
2025-10-22T10:37:00Z,6.58,94.00
2025-10-22T10:39:00Z,6.07,94.00
2025-10-22T10:40:00Z,6.00,94.00
2025-10-22T10:42:00Z,7.00,94.00
2025-10-22T10:43:00Z,7.00,94.00
2025-10-22T10:46:00Z,7.00,95.00
2025-10-22T10:48:00Z,7.00,95.00
2025-10-22T10:50:00Z,7.00,95.00
2025-10-22T10:52:00Z,7.00,95.00
2025-10-22T10:55:00Z,7.00,95.00
2025-10-22T11:00:00Z,7.00,95.00
2025-10-22T11:05:00Z,7.00,95.00
2025-10-22T11:07:00Z,7.69,95.00
2025-10-22T11:08:00Z,8.00,95.00
2025-10-22T11:09:00Z,8.00,94.00
2025-10-22T11:12:00Z,5.43,96.00
2025-10-22T11:16:00Z,8.00,96.00
2025-10-22T11:21:00Z,8.00,94.00
2025-10-22T11:24:00Z,7.00,94.00
2025-10-22T11:29:00Z,7.00,94.00
2025-10-22T11:30:00Z,7.00,94.00
2025-10-22T11:32:00Z,8.00,94.00
2025-10-22T11:33:00Z,8.00,94.00
2025-10-22T11:36:00Z,8.00,94.00
2025-10-22T11:38:00Z,8.00,94.00
2025-10-22T11:40:00Z,8.00,93.00
2025-10-22T11:41:00Z,7.00,94.00
2025-10-22T11:43:00Z,7.00,94.00
2025-10-22T11:50:00Z,7.00,94.00
2025-10-22T11:51:00Z,8.00,94.00
2025-10-22T11:57:00Z,6.35,94.00
2025-10-22T11:58:00Z,6.00,94.00
2025-10-22T11:59:00Z,7.00,94.00
2025-10-22T12:00:00Z,6.00,94.00
2025-10-22T12:01:00Z,6.00,94.00
2025-10-22T12:03:00Z,6.33,94.00
2025-10-22T12:04:00Z,7.00,94.00
2025-10-22T12:06:00Z,6.00,94.00
2025-10-22T12:11:00Z,7.00,94.00
2025-10-22T12:12:00Z,6.28,95.09
2025-10-22T12:13:00Z,5.75,95.09
2025-10-22T12:14:00Z,5.75,94.00
2025-10-22T12:17:00Z,6.00,94.00
2025-10-22T12:20:00Z,7.00,94.00
2025-10-22T12:24:00Z,7.00,94.00
2025-10-22T12:25:00Z,7.00,94.00
2025-10-22T12:27:00Z,7.00,94.00
2025-10-22T12:28:00Z,7.00,94.00
2025-10-22T12:36:00Z,7.00,94.06
2025-10-22T12:40:00Z,7.00,94.06
2025-10-22T12:42:00Z,7.00,95.00
2025-10-22T12:44:00Z,7.00,95.00
2025-10-22T12:45:00Z,7.00,95.00
2025-10-22T12:50:00Z,7.00,95.00
2025-10-22T12:52:00Z,7.00,95.00
2025-10-22T12:57:00Z,7.00,95.00
2025-10-22T13:01:00Z,7.00,95.00
2025-10-22T13:05:00Z,6.78,95.00
2025-10-22T13:07:00Z,7.00,95.00
2025-10-22T13:08:00Z,7.00,95.00
2025-10-22T13:10:00Z,7.00,95.00
2025-10-22T13:12:00Z,4.06,95.09
2025-10-22T13:13:00Z,4.88,95.00
2025-10-22T13:15:00Z,6.00,95.00
2025-10-22T13:16:00Z,6.00,95.00
2025-10-22T13:18:00Z,6.00,95.00
2025-10-22T13:20:00Z,6.00,95.00
2025-10-22T13:21:00Z,6.00,95.00
2025-10-22T13:22:00Z,6.00,95.00
2025-10-22T13:23:00Z,6.00,95.00
2025-10-22T13:24:00Z,6.00,95.00
2025-10-22T13:25:00Z,7.00,95.00
2025-10-22T13:26:00Z,7.00,94.00
2025-10-22T13:27:00Z,7.00,94.00
2025-10-22T13:28:00Z,6.00,94.98
2025-10-22T13:29:00Z,6.00,95.00
2025-10-22T13:30:00Z,6.00,95.00
2025-10-22T13:31:00Z,6.00,95.00
2025-10-22T13:34:00Z,6.00,95.19
2025-10-22T13:36:00Z,6.00,95.00
2025-10-22T13:37:00Z,7.00,95.00
2025-10-22T13:38:00Z,7.00,95.00
2025-10-22T13:40:00Z,7.00,95.00
2025-10-22T13:41:00Z,7.00,95.00
2025-10-22T13:44:00Z,7.00,95.00
2025-10-22T13:45:00Z,7.00,95.00
