# event_ticker=KXATPMATCH-25OCT22SINALT
# final_score=6-0 6-2
# score_resolution=0-6 2-6
# match_winner=Jannik Sinner
# fav_player=Daniel Altmaier
# dog_player=Jannik Sinner
# kalshi_date=2025-10-22
timestamp,Daniel Altmaier,Jannik Sinner
2025-10-22T13:51:00Z,6.02,95.00
2025-10-22T13:52:00Z,7.00,95.00
2025-10-22T13:53:00Z,7.00,95.00
2025-10-22T13:58:00Z,7.00,95.00
2025-10-22T14:00:00Z,7.00,95.00
2025-10-22T14:03:00Z,7.00,95.00
2025-10-22T14:06:00Z,7.00,95.00
2025-10-22T14:07:00Z,7.00,95.00
2025-10-22T14:08:00Z,7.00,95.00
2025-10-22T14:10:00Z,7.00,95.00
2025-10-22T14:11:00Z,7.00,95.00
2025-10-22T14:12:00Z,6.00,94.95
2025-10-22T14:13:00Z,5.00,95.09
2025-10-22T14:15:00Z,5.00,95.09
2025-10-22T14:16:00Z,5.00,96.00
2025-10-22T14:17:00Z,5.00,96.00
2025-10-22T14:18:00Z,5.00,96.00
2025-10-22T14:19:00Z,5.00,96.00
2025-10-22T14:21:00Z,5.64,96.00
2025-10-22T14:22:00Z,5.00,96.00
2025-10-22T14:23:00Z,5.00,96.00
2025-10-22T14:24:00Z,5.00,96.00
2025-10-22T14:26:00Z,5.00,96.00
2025-10-22T14:27:00Z,5.00,96.00
2025-10-22T14:28:00Z,5.00,96.00
2025-10-22T14:30:00Z,5.00,96.00
2025-10-22T14:32:00Z,5.00,96.00
2025-10-22T14:33:00Z,5.00,96.00
2025-10-22T14:35:00Z,5.30,96.00
2025-10-22T14:36:00Z,5.00,96.00
2025-10-22T14:37:00Z,4.99,96.00
2025-10-22T14:38:00Z,5.03,96.00
2025-10-22T14:39:00Z,5.00,96.00
2025-10-22T14:41:00Z,5.00,96.00
2025-10-22T14:42:00Z,5.00,96.00
2025-10-22T14:43:00Z,5.00,96.00
2025-10-22T14:44:00Z,5.00,96.00
2025-10-22T14:45:00Z,5.00,96.00
2025-10-22T14:48:00Z,5.00,96.00
2025-10-22T14:49:00Z,5.00,96.00
2025-10-22T14:50:00Z,5.00,96.00
2025-10-22T14:51:00Z,5.00,96.00
2025-10-22T14:52:00Z,5.00,96.00
2025-10-22T14:53:00Z,5.00,96.00
2025-10-22T14:54:00Z,5.00,96.00
2025-10-22T14:56:00Z,5.00,96.00
2025-10-22T14:57:00Z,5.32,96.00
2025-10-22T14:59:00Z,6.00,96.00
2025-10-22T15:02:00Z,6.00,96.00
2025-10-22T15:03:00Z,6.00,96.00
2025-10-22T15:05:00Z,5.96,96.00
2025-10-22T15:06:00Z,6.00,96.00
2025-10-22T15:07:00Z,6.00,96.00
2025-10-22T15:08:00Z,6.00,96.00
2025-10-22T15:12:00Z,6.00,96.00
2025-10-22T15:13:00Z,6.00,96.00
2025-10-22T15:14:00Z,6.00,96.00
2025-10-22T15:15:00Z,6.00,96.00
2025-10-22T15:16:00Z,6.00,96.00
2025-10-22T15:17:00Z,6.00,96.00
2025-10-22T15:20:00Z,5.00,96.00
2025-10-22T15:21:00Z,5.00,96.00
2025-10-22T15:22:00Z,5.00,96.00
2025-10-22T15:23:00Z,5.41,96.00
2025-10-22T15:24:00Z,5.58,96.00
2025-10-22T15:25:00Z,6.00,96.00
2025-10-22T15:26:00Z,6.00,96.00
2025-10-22T15:27:00Z,6.00,96.00
2025-10-22T15:28:00Z,6.00,96.00
2025-10-22T15:29:00Z,6.00,96.00
2025-10-22T15:30:00Z,6.00,96.00
2025-10-22T15:31:00Z,6.00,96.00
2025-10-22T15:32:00Z,6.00,96.00
2025-10-22T15:33:00Z,6.00,95.00
2025-10-22T15:34:00Z,6.00,95.00
2025-10-22T15:35:00Z,6.00,96.00
2025-10-22T15:36:00Z,6.00,96.00
2025-10-22T15:37:00Z,6.00,95.00
2025-10-22T15:38:00Z,6.00,95.00
2025-10-22T15:39:00Z,6.00,95.00
2025-10-22T15:40:00Z,6.00,96.00
2025-10-22T15:41:00Z,6.00,95.00
2025-10-22T15:42:00Z,6.00,95.00
2025-10-22T15:43:00Z,6.00,95.00
2025-10-22T15:44:00Z,6.00,95.00
2025-10-22T15:45:00Z,6.00,96.00
2025-10-22T15:46:00Z,5.00,96.00
2025-10-22T15:47:00Z,5.00,96.00
2025-10-22T15:48:00Z,5.00,96.00
2025-10-22T15:49:00Z,5.00,96.00
2025-10-22T15:50:00Z,5.80,95.01
2025-10-22T15:51:00Z,6.00,96.00
2025-10-22T15:52:00Z,6.00,96.00
2025-10-22T15:53:00Z,6.00,95.84
2025-10-22T15:54:00Z,6.00,95.00
2025-10-22T15:55:00Z,6.00,95.81
2025-10-22T15:56:00Z,5.87,95.00
2025-10-22T15:57:00Z,6.00,95.00
2025-10-22T15:58:00Z,6.00,95.00
2025-10-22T15:59:00Z,6.00,95.00
2025-10-22T16:00:00Z,6.00,95.00
2025-10-22T16:01:00Z,6.00,95.00
2025-10-22T16:02:00Z,6.00,95.00
2025-10-22T16:03:00Z,6.00,95.00
2025-10-22T16:04:00Z,6.00,95.00
2025-10-22T16:05:00Z,6.00,95.00
2025-10-22T16:06:00Z,6.00,95.00
2025-10-22T16:08:00Z,6.00,95.00
2025-10-22T16:09:00Z,6.00,95.00
2025-10-22T16:10:00Z,6.00,95.00
2025-10-22T16:11:00Z,6.00,95.00
2025-10-22T16:12:00Z,6.00,95.00
2025-10-22T16:14:00Z,6.00,95.00
2025-10-22T16:15:00Z,6.00,95.00
2025-10-22T16:16:00Z,6.17,95.00
2025-10-22T16:17:00Z,6.32,95.00
2025-10-22T16:18:00Z,6.78,95.00
2025-10-22T16:19:00Z,6.17,95.00
2025-10-22T16:20:00Z,3.89,96.66
2025-10-22T16:21:00Z,3.79,98.00
2025-10-22T16:22:00Z,2.88,98.93
2025-10-22T16:23:00Z,2.03,99.00
2025-10-22T16:24:00Z,2.87,99.00
2025-10-22T16:25:00Z,3.13,99.00
2025-10-22T16:26:00Z,2.18,98.01
2025-10-22T16:27:00Z,2.04,98.01
2025-10-22T16:28:00Z,3.00,99.00
2025-10-22T16:29:00Z,1.86,99.00
2025-10-22T16:30:00Z,1.55,99.00
2025-10-22T16:31:00Z,2.00,99.00
2025-10-22T16:32:00Z,2.00,99.00
2025-10-22T16:33:00Z,1.32,98.44
2025-10-22T16:34:00Z,1.96,99.00
2025-10-22T16:35:00Z,2.00,99.00
2025-10-22T16:36:00Z,1.28,99.00
2025-10-22T16:37:00Z,1.11,99.00
2025-10-22T16:38:00Z,2.00,99.00
2025-10-22T16:39:00Z,1.25,99.00
2025-10-22T16:40:00Z,1.25,99.00
2025-10-22T16:41:00Z,1.14,99.00
2025-10-22T16:42:00Z,1.10,99.00
2025-10-22T16:43:00Z,1.00,99.00
2025-10-22T16:44:00Z,1.00,99.00
2025-10-22T16:45:00Z,1.09,99.00
2025-10-22T16:46:00Z,2.00,99.00
2025-10-22T16:47:00Z,2.00,99.00
2025-10-22T16:48:00Z,2.00,99.00
2025-10-22T16:49:00Z,2.00,98.00
2025-10-22T16:50:00Z,2.00,99.00
2025-10-22T16:51:00Z,2.00,99.00
2025-10-22T16:53:00Z,2.00,99.00
2025-10-22T16:55:00Z,2.00,98.00
2025-10-22T16:56:00Z,2.00,99.00
2025-10-22T16:58:00Z,1.00,99.00
2025-10-22T17:02:00Z,1.00,99.00
2025-10-22T17:03:00Z,1.00,99.00
2025-10-22T17:04:00Z,1.00,99.00
2025-10-22T17:05:00Z,1.00,99.00
2025-10-22T17:07:00Z,1.00,99.00
2025-10-22T17:08:00Z,1.00,99.00
2025-10-22T17:11:00Z,1.00,99.00
2025-10-22T17:12:00Z,1.00,99.00
2025-10-22T17:14:00Z,1.00,99.00
2025-10-22T17:15:00Z,1.00,99.00
2025-10-22T17:21:00Z,1.00,99.00
