# event_ticker=KXATPCHALLENGERMATCH-26MAY13JONVAL
# final_score=6-2 6-7(5) 6-4
# score_resolution=6-2 6-7 6-4
# match_winner=Maximus Jones
# fav_player=Maximus Jones
# dog_player=Amit Vales
# kalshi_date=2026-05-13
timestamp,Maximus Jones,Amit Vales
2026-05-12T20:12:00Z,66.00,
2026-05-12T21:43:00Z,66.00,
2026-05-13T02:03:00Z,66.00,
2026-05-13T02:18:00Z,66.00,35.00
2026-05-13T02:21:00Z,66.00,35.00
2026-05-13T02:26:00Z,65.00,35.00
2026-05-13T02:33:00Z,64.00,35.00
2026-05-13T02:37:00Z,64.00,35.00
2026-05-13T02:47:00Z,64.00,35.00
2026-05-13T02:50:00Z,64.00,35.00
2026-05-13T02:59:00Z,64.00,35.00
2026-05-13T03:02:00Z,64.00,35.00
2026-05-13T03:05:00Z,65.00,35.00
2026-05-13T03:16:00Z,65.00,35.00
2026-05-13T03:26:00Z,65.00,35.00
2026-05-13T03:39:00Z,65.00,35.00
2026-05-13T03:48:00Z,65.00,35.00
2026-05-13T03:51:00Z,65.00,35.00
2026-05-13T03:52:00Z,65.00,35.00
2026-05-13T04:19:00Z,65.00,35.00
2026-05-13T04:20:00Z,65.00,35.00
2026-05-13T04:21:00Z,65.00,35.00
2026-05-13T04:23:00Z,65.00,35.00
2026-05-13T04:29:00Z,65.00,35.00
2026-05-13T04:35:00Z,65.00,35.00
2026-05-13T04:39:00Z,65.00,35.00
2026-05-13T04:48:00Z,65.00,36.00
2026-05-13T04:50:00Z,65.00,36.00
2026-05-13T04:52:00Z,65.00,36.00
2026-05-13T04:56:00Z,65.00,35.00
2026-05-13T05:10:00Z,65.00,35.00
2026-05-13T05:13:00Z,65.00,35.00
2026-05-13T05:16:00Z,65.00,36.00
2026-05-13T05:24:00Z,65.00,36.00
2026-05-13T05:29:00Z,65.00,36.00
2026-05-13T05:31:00Z,65.00,36.00
2026-05-13T05:33:00Z,65.00,36.00
2026-05-13T05:34:00Z,65.00,36.00
2026-05-13T05:36:00Z,65.00,36.00
2026-05-13T05:38:00Z,65.00,36.00
2026-05-13T05:41:00Z,65.00,36.00
2026-05-13T05:44:00Z,65.00,36.00
2026-05-13T05:45:00Z,65.00,36.00
2026-05-13T05:48:00Z,65.00,36.00
2026-05-13T05:49:00Z,65.00,36.00
2026-05-13T05:52:00Z,65.00,36.00
2026-05-13T05:57:00Z,65.00,36.00
2026-05-13T05:59:00Z,65.00,36.00
2026-05-13T06:00:00Z,65.00,36.00
2026-05-13T06:11:00Z,65.00,35.00
2026-05-13T06:13:00Z,65.00,36.00
2026-05-13T06:15:00Z,65.00,36.00
2026-05-13T06:18:00Z,65.00,36.00
2026-05-13T06:20:00Z,65.00,36.00
2026-05-13T06:21:00Z,65.00,36.00
2026-05-13T06:22:00Z,65.00,36.00
2026-05-13T06:25:00Z,64.00,36.00
2026-05-13T06:26:00Z,65.00,36.00
2026-05-13T06:27:00Z,65.00,36.00
2026-05-13T06:30:00Z,65.00,36.00
2026-05-13T06:31:00Z,65.00,36.00
2026-05-13T06:33:00Z,65.00,36.00
2026-05-13T06:34:00Z,65.00,36.00
2026-05-13T06:35:00Z,65.00,36.00
2026-05-13T06:36:00Z,66.00,36.00
2026-05-13T06:39:00Z,66.00,36.00
2026-05-13T06:42:00Z,65.72,36.00
2026-05-13T06:44:00Z,65.00,36.00
2026-05-13T06:53:00Z,65.59,36.00
2026-05-13T06:58:00Z,66.00,36.00
2026-05-13T07:00:00Z,66.00,36.00
2026-05-13T07:06:00Z,66.00,35.00
2026-05-13T07:07:00Z,66.00,36.00
2026-05-13T07:08:00Z,66.00,36.36
2026-05-13T07:11:00Z,65.00,36.36
2026-05-13T07:12:00Z,65.00,36.81
2026-05-13T07:17:00Z,65.00,36.00
2026-05-13T07:19:00Z,65.00,36.00
2026-05-13T07:22:00Z,65.00,36.00
2026-05-13T07:23:00Z,65.00,36.00
2026-05-13T07:24:00Z,65.00,36.00
2026-05-13T07:32:00Z,65.00,36.00
2026-05-13T07:34:00Z,65.00,37.00
2026-05-13T07:36:00Z,65.00,37.00
2026-05-13T07:40:00Z,65.00,37.00
2026-05-13T07:43:00Z,65.00,37.00
2026-05-13T07:45:00Z,65.63,37.00
2026-05-13T07:46:00Z,65.63,36.81
2026-05-13T07:48:00Z,65.00,36.81
2026-05-13T07:49:00Z,66.02,36.81
