# event_ticker=KXATPMATCH-25OCT30SONMED
# final_score=3-6 7-6(5) 6-4
# score_resolution=3-6 7-6 6-4
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Lorenzo Sonego
# kalshi_date=2025-10-30
timestamp,Daniil Medvedev,Lorenzo Sonego
2025-10-30T05:32:00Z,,23.00
2025-10-30T05:52:00Z,,23.00
2025-10-30T05:55:00Z,79.00,23.00
2025-10-30T06:21:00Z,79.00,23.00
2025-10-30T06:22:00Z,79.00,23.00
2025-10-30T06:40:00Z,79.00,23.00
2025-10-30T06:42:00Z,79.00,23.00
2025-10-30T06:51:00Z,79.00,23.00
2025-10-30T09:04:00Z,79.00,23.00
2025-10-30T09:16:00Z,79.00,21.78
2025-10-30T09:22:00Z,79.00,21.78
2025-10-30T09:52:00Z,79.00,22.00
2025-10-30T09:54:00Z,79.00,22.00
2025-10-30T09:56:00Z,79.00,22.00
2025-10-30T09:59:00Z,79.00,22.00
2025-10-30T10:18:00Z,79.00,22.00
2025-10-30T10:36:00Z,79.00,22.00
2025-10-30T10:53:00Z,79.00,22.00
2025-10-30T10:58:00Z,78.00,22.00
2025-10-30T11:01:00Z,78.00,22.00
2025-10-30T11:09:00Z,79.00,22.00
2025-10-30T11:17:00Z,79.00,22.00
2025-10-30T11:19:00Z,79.00,22.00
2025-10-30T11:22:00Z,79.00,22.00
2025-10-30T11:30:00Z,79.00,22.00
2025-10-30T11:48:00Z,79.00,22.00
2025-10-30T11:59:00Z,79.00,22.00
2025-10-30T12:12:00Z,79.00,22.00
2025-10-30T12:15:00Z,79.00,22.00
2025-10-30T12:16:00Z,79.00,22.00
2025-10-30T12:23:00Z,79.00,22.00
2025-10-30T12:30:00Z,79.00,22.00
2025-10-30T12:34:00Z,79.00,22.00
2025-10-30T12:42:00Z,79.00,22.00
2025-10-30T12:49:00Z,79.00,22.00
2025-10-30T12:50:00Z,79.00,22.00
2025-10-30T12:53:00Z,79.00,22.00
2025-10-30T13:03:00Z,79.00,22.00
2025-10-30T13:07:00Z,79.00,22.00
2025-10-30T13:13:00Z,79.00,22.00
2025-10-30T13:19:00Z,79.00,22.00
2025-10-30T13:21:00Z,79.00,22.00
2025-10-30T13:24:00Z,79.00,22.00
2025-10-30T13:25:00Z,79.00,22.00
2025-10-30T13:30:00Z,79.00,22.00
2025-10-30T13:35:00Z,79.00,22.00
2025-10-30T13:40:00Z,79.00,22.00
2025-10-30T13:48:00Z,79.00,22.52
2025-10-30T13:50:00Z,79.00,22.52
2025-10-30T13:52:00Z,79.00,22.52
2025-10-30T13:56:00Z,79.00,22.00
2025-10-30T13:57:00Z,79.00,22.00
2025-10-30T13:58:00Z,79.00,22.00
2025-10-30T13:59:00Z,79.00,22.00
2025-10-30T14:01:00Z,79.00,22.00
2025-10-30T14:05:00Z,79.00,21.00
2025-10-30T14:06:00Z,79.00,22.00
2025-10-30T14:08:00Z,79.00,22.00
2025-10-30T14:11:00Z,79.00,22.00
2025-10-30T14:12:00Z,79.00,22.00
2025-10-30T14:15:00Z,79.00,22.00
2025-10-30T14:17:00Z,79.00,22.00
2025-10-30T14:18:00Z,79.00,22.00
2025-10-30T14:21:00Z,79.00,22.00
2025-10-30T14:23:00Z,79.00,22.00
2025-10-30T14:24:00Z,79.00,22.00
2025-10-30T14:25:00Z,79.00,22.00
2025-10-30T14:26:00Z,79.00,22.00
2025-10-30T14:28:00Z,79.00,22.00
2025-10-30T14:29:00Z,79.00,22.00
2025-10-30T14:30:00Z,79.00,22.00
2025-10-30T14:31:00Z,79.00,22.00
2025-10-30T14:32:00Z,79.00,22.00
2025-10-30T14:33:00Z,79.00,22.00
2025-10-30T14:35:00Z,79.00,22.00
2025-10-30T14:37:00Z,79.00,22.00
2025-10-30T14:41:00Z,79.00,22.00
2025-10-30T14:43:00Z,79.00,22.00
2025-10-30T14:46:00Z,79.00,22.00
2025-10-30T14:51:00Z,79.00,22.00
2025-10-30T14:52:00Z,79.00,22.00
2025-10-30T14:53:00Z,79.00,22.00
2025-10-30T14:59:00Z,79.00,22.00
2025-10-30T15:06:00Z,79.00,22.00
2025-10-30T15:10:00Z,79.00,22.00
2025-10-30T15:14:00Z,79.00,22.00
2025-10-30T15:16:00Z,79.00,22.00
2025-10-30T15:17:00Z,79.00,21.00
2025-10-30T15:18:00Z,79.00,21.00
2025-10-30T15:20:00Z,79.00,22.00
2025-10-30T15:22:00Z,79.00,22.00
2025-10-30T15:24:00Z,79.00,22.00
2025-10-30T15:26:00Z,79.00,22.00
2025-10-30T15:28:00Z,79.00,22.00
2025-10-30T15:29:00Z,79.00,22.00
2025-10-30T15:30:00Z,79.00,22.00
2025-10-30T15:32:00Z,79.00,22.00
2025-10-30T15:33:00Z,79.00,22.00
2025-10-30T15:34:00Z,79.00,22.00
2025-10-30T15:35:00Z,79.00,22.00
2025-10-30T15:39:00Z,79.00,22.00
2025-10-30T15:43:00Z,79.00,22.00
2025-10-30T15:49:00Z,79.00,22.00
2025-10-30T15:51:00Z,79.00,22.00
2025-10-30T15:52:00Z,79.00,22.00
2025-10-30T15:54:00Z,79.00,22.00
2025-10-30T15:55:00Z,79.00,22.00
2025-10-30T15:58:00Z,79.00,22.00
2025-10-30T15:59:00Z,79.00,22.00
2025-10-30T16:00:00Z,79.00,22.00
2025-10-30T16:01:00Z,79.00,22.00
2025-10-30T16:07:00Z,79.00,22.00
2025-10-30T16:09:00Z,79.00,22.00
