# event_ticker=KXATPMATCH-25JUL24COBTIA
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Frances Tiafoe
# fav_player=Flavio Cobolli
# dog_player=Frances Tiafoe
# kalshi_date=2025-07-24
timestamp,Flavio Cobolli,Frances Tiafoe
2025-07-24T13:27:00Z,,57.00
2025-07-24T13:33:00Z,,57.00
2025-07-24T13:43:00Z,,57.00
2025-07-24T13:45:00Z,,57.06
2025-07-24T13:55:00Z,,56.00
2025-07-24T13:56:00Z,,56.00
2025-07-24T14:08:00Z,47.00,56.00
2025-07-24T14:14:00Z,47.00,55.00
2025-07-24T14:43:00Z,48.00,55.00
2025-07-24T15:07:00Z,48.00,55.00
2025-07-24T15:29:00Z,48.00,55.00
2025-07-24T15:54:00Z,48.00,55.00
2025-07-24T15:55:00Z,48.00,55.00
2025-07-24T16:11:00Z,48.00,55.73
2025-07-24T16:23:00Z,48.00,55.73
2025-07-24T16:42:00Z,48.00,55.00
2025-07-24T16:56:00Z,48.00,55.00
2025-07-24T16:59:00Z,48.00,55.00
2025-07-24T17:11:00Z,48.00,55.00
2025-07-24T17:28:00Z,48.00,55.00
2025-07-24T17:30:00Z,49.00,55.00
2025-07-24T17:40:00Z,49.00,55.00
2025-07-24T17:46:00Z,49.00,55.00
2025-07-24T17:56:00Z,49.00,55.00
2025-07-24T18:05:00Z,49.00,55.00
2025-07-24T18:14:00Z,49.00,55.00
2025-07-24T18:22:00Z,49.00,55.00
2025-07-24T18:40:00Z,49.00,55.00
2025-07-24T19:04:00Z,49.00,55.00
2025-07-24T19:07:00Z,49.00,55.00
2025-07-24T19:24:00Z,48.00,55.00
2025-07-24T19:27:00Z,48.00,55.00
2025-07-24T19:35:00Z,48.00,55.00
2025-07-24T19:37:00Z,47.00,55.00
2025-07-24T19:39:00Z,47.00,57.00
2025-07-24T19:54:00Z,47.00,56.00
2025-07-24T19:55:00Z,47.00,56.00
2025-07-24T19:58:00Z,47.00,56.25
2025-07-24T19:59:00Z,47.00,57.00
2025-07-24T20:00:00Z,47.00,55.00
2025-07-24T20:01:00Z,47.00,56.28
2025-07-24T20:07:00Z,47.00,57.00
2025-07-24T20:08:00Z,47.00,57.83
2025-07-24T20:10:00Z,46.00,57.83
2025-07-24T20:11:00Z,46.23,57.83
2025-07-24T20:12:00Z,46.23,56.59
2025-07-24T20:15:00Z,46.00,56.59
2025-07-24T20:19:00Z,46.83,56.59
2025-07-24T20:20:00Z,46.00,57.00
2025-07-24T20:31:00Z,46.00,57.00
2025-07-24T20:35:00Z,46.00,57.00
2025-07-24T20:38:00Z,47.00,57.00
2025-07-24T20:39:00Z,47.00,57.00
2025-07-24T20:41:00Z,47.00,57.00
2025-07-24T20:43:00Z,47.00,57.00
2025-07-24T20:45:00Z,47.00,57.00
2025-07-24T20:46:00Z,47.00,57.00
2025-07-24T20:49:00Z,47.00,57.00
2025-07-24T20:50:00Z,47.00,57.00
2025-07-24T20:51:00Z,47.00,57.00
2025-07-24T20:53:00Z,46.50,57.91
2025-07-24T20:54:00Z,46.60,57.91
2025-07-24T20:56:00Z,46.00,57.91
2025-07-24T20:57:00Z,46.05,57.91
2025-07-24T20:58:00Z,46.05,58.00
2025-07-24T20:59:00Z,46.05,58.07
2025-07-24T21:00:00Z,46.05,59.00
2025-07-24T21:03:00Z,45.65,57.00
