# event_ticker=KXATPMATCH-26APR12UGOKHA
# final_score=6-3 6-4
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Karen Khachanov
# kalshi_date=2026-04-12
timestamp,Camilo Ugo Carabelli,Karen Khachanov
2026-04-14T00:18:00Z,35.00,
2026-04-14T00:19:00Z,35.00,66.00
2026-04-14T00:30:00Z,35.00,66.00
2026-04-14T00:45:00Z,35.00,65.00
2026-04-14T00:46:00Z,35.00,65.00
2026-04-14T00:47:00Z,35.00,66.00
2026-04-14T01:02:00Z,34.00,66.00
2026-04-14T01:03:00Z,34.00,66.00
2026-04-14T01:05:00Z,34.00,66.00
2026-04-14T01:39:00Z,34.00,66.00
2026-04-14T02:28:00Z,35.00,66.00
2026-04-14T02:30:00Z,35.00,66.00
2026-04-14T02:35:00Z,35.00,66.00
2026-04-14T02:39:00Z,35.12,66.00
2026-04-14T02:47:00Z,36.00,66.00
2026-04-14T02:50:00Z,36.00,66.00
2026-04-14T02:58:00Z,36.00,66.00
2026-04-14T02:59:00Z,36.00,66.00
2026-04-14T03:23:00Z,36.00,66.00
2026-04-14T03:27:00Z,36.00,66.00
2026-04-14T03:38:00Z,36.00,66.00
2026-04-14T03:43:00Z,36.00,66.00
2026-04-14T04:07:00Z,36.14,66.00
2026-04-14T04:15:00Z,36.14,65.00
2026-04-14T04:23:00Z,36.14,65.00
2026-04-14T04:37:00Z,36.14,65.00
2026-04-14T04:49:00Z,36.14,65.00
2026-04-14T04:53:00Z,36.00,65.00
2026-04-14T04:56:00Z,36.00,65.00
2026-04-14T04:57:00Z,36.00,65.00
2026-04-14T04:58:00Z,36.00,65.00
2026-04-14T05:03:00Z,36.00,65.00
2026-04-14T05:06:00Z,36.00,65.00
2026-04-14T05:14:00Z,36.00,65.00
2026-04-14T05:18:00Z,36.00,65.00
2026-04-14T05:30:00Z,36.00,65.00
2026-04-14T05:35:00Z,36.00,64.14
2026-04-14T05:37:00Z,36.00,65.00
2026-04-14T05:41:00Z,36.00,65.00
2026-04-14T05:42:00Z,36.00,65.00
2026-04-14T05:54:00Z,36.00,65.00
2026-04-14T06:04:00Z,36.00,65.00
2026-04-14T06:07:00Z,36.00,65.00
2026-04-14T06:16:00Z,36.00,65.00
2026-04-14T06:20:00Z,36.00,65.00
2026-04-14T06:23:00Z,36.00,65.00
2026-04-14T06:29:00Z,36.00,65.00
2026-04-14T07:05:00Z,36.00,65.00
2026-04-14T07:08:00Z,36.00,65.00
2026-04-14T07:15:00Z,36.00,65.00
2026-04-14T07:36:00Z,36.00,65.00
2026-04-14T07:40:00Z,36.00,65.00
2026-04-14T07:41:00Z,35.00,65.00
2026-04-14T07:49:00Z,35.00,65.00
2026-04-14T08:05:00Z,35.00,65.00
2026-04-14T08:08:00Z,35.00,65.00
2026-04-14T08:36:00Z,36.00,65.00
2026-04-14T08:46:00Z,36.00,65.00
2026-04-14T08:49:00Z,36.00,65.00
2026-04-14T09:07:00Z,36.00,65.00
2026-04-14T09:09:00Z,36.00,65.00
2026-04-14T09:13:00Z,36.00,65.00
2026-04-14T09:15:00Z,36.00,65.00
2026-04-14T09:22:00Z,36.00,65.00
2026-04-14T09:24:00Z,36.00,65.00
2026-04-14T09:38:00Z,37.00,65.00
2026-04-14T09:44:00Z,37.00,64.00
2026-04-14T09:46:00Z,37.00,64.00
2026-04-14T09:52:00Z,37.00,64.00
2026-04-14T09:57:00Z,37.00,64.00
2026-04-14T09:58:00Z,37.00,64.00
2026-04-14T09:59:00Z,37.00,64.00
2026-04-14T10:04:00Z,37.00,63.00
2026-04-14T10:11:00Z,37.00,63.00
2026-04-14T10:14:00Z,37.00,63.00
2026-04-14T10:15:00Z,39.00,63.00
2026-04-14T10:16:00Z,39.00,63.00
2026-04-14T10:20:00Z,39.00,63.00
2026-04-14T10:23:00Z,39.00,63.00
2026-04-14T10:27:00Z,39.00,61.00
2026-04-14T10:35:00Z,39.00,62.00
2026-04-14T10:39:00Z,39.00,62.00
2026-04-14T10:40:00Z,39.00,62.00
2026-04-14T10:45:00Z,39.00,62.00
2026-04-14T10:47:00Z,39.00,62.00
2026-04-14T10:48:00Z,37.00,62.00
2026-04-14T10:50:00Z,37.00,62.00
2026-04-14T10:59:00Z,37.00,62.00
2026-04-14T11:02:00Z,39.00,62.00
2026-04-14T11:04:00Z,39.00,62.00
2026-04-14T11:06:00Z,39.00,62.00
2026-04-14T11:07:00Z,39.00,62.00
2026-04-14T11:09:00Z,39.00,62.00
2026-04-14T11:10:00Z,39.00,62.00
2026-04-14T11:12:00Z,39.00,62.00
2026-04-14T11:13:00Z,39.00,62.00
2026-04-14T11:14:00Z,39.00,62.00
2026-04-14T11:16:00Z,39.00,62.00
2026-04-14T11:17:00Z,39.00,62.00
2026-04-14T11:18:00Z,39.00,62.00
2026-04-14T11:19:00Z,39.00,62.00
2026-04-14T11:22:00Z,39.00,63.00
2026-04-14T11:23:00Z,39.00,63.00
2026-04-14T11:24:00Z,39.00,63.00
2026-04-14T11:30:00Z,39.00,63.00
2026-04-14T11:34:00Z,39.00,62.00
2026-04-14T11:35:00Z,39.00,62.00
2026-04-14T11:36:00Z,39.00,63.00
2026-04-14T11:37:00Z,39.00,63.00
2026-04-14T11:38:00Z,39.00,63.00
2026-04-14T11:41:00Z,39.00,63.00
2026-04-14T11:43:00Z,39.00,63.00
2026-04-14T11:44:00Z,39.00,63.00
2026-04-14T11:45:00Z,39.00,63.00
2026-04-14T11:46:00Z,39.00,63.00
2026-04-14T11:47:00Z,39.00,63.00
2026-04-14T11:48:00Z,39.00,63.00
2026-04-14T11:49:00Z,39.00,62.98
2026-04-14T11:50:00Z,39.00,62.98
2026-04-14T11:51:00Z,39.00,64.00
2026-04-14T11:52:00Z,39.00,63.00
2026-04-14T11:53:00Z,37.00,61.17
2026-04-14T11:54:00Z,37.00,61.00
2026-04-14T11:55:00Z,39.00,61.00
2026-04-14T11:56:00Z,39.00,61.00
2026-04-14T11:57:00Z,39.00,60.00
2026-04-14T11:58:00Z,39.00,60.00
2026-04-14T11:59:00Z,39.00,60.00
2026-04-14T12:00:00Z,39.00,60.00
2026-04-14T12:01:00Z,39.00,60.00
2026-04-14T12:02:00Z,39.00,60.00
2026-04-14T12:03:00Z,39.00,60.00
2026-04-14T12:04:00Z,40.00,60.00
2026-04-14T12:05:00Z,40.00,60.00
2026-04-14T12:06:00Z,42.00,60.00
2026-04-14T12:07:00Z,42.00,59.96
2026-04-14T12:08:00Z,42.00,60.00
2026-04-14T12:09:00Z,42.92,60.00
2026-04-14T12:10:00Z,42.92,60.00
2026-04-14T12:11:00Z,44.10,58.18
2026-04-14T12:12:00Z,48.79,55.04
2026-04-14T12:13:00Z,50.43,54.05
2026-04-14T12:14:00Z,50.43,51.51
2026-04-14T12:15:00Z,50.53,52.58
2026-04-14T12:16:00Z,55.15,44.05
2026-04-14T12:17:00Z,62.00,40.10
2026-04-14T12:18:00Z,62.54,40.16
2026-04-14T12:19:00Z,58.09,43.77
2026-04-14T12:20:00Z,57.65,45.56
2026-04-14T12:21:00Z,60.86,40.18
2026-04-14T12:22:00Z,59.79,41.00
2026-04-14T12:23:00Z,59.32,41.08
2026-04-14T12:24:00Z,58.96,43.02
2026-04-14T12:25:00Z,58.62,43.17
2026-04-14T12:26:00Z,53.94,46.83
2026-04-14T12:27:00Z,50.44,44.87
2026-04-14T12:28:00Z,55.62,46.26
2026-04-14T12:29:00Z,64.27,37.02
2026-04-14T12:30:00Z,63.00,38.15
2026-04-14T12:31:00Z,62.50,38.20
2026-04-14T12:32:00Z,60.66,40.45
2026-04-14T12:33:00Z,59.70,40.34
2026-04-14T12:34:00Z,60.68,39.58
2026-04-14T12:35:00Z,61.17,40.54
2026-04-14T12:36:00Z,65.17,34.22
2026-04-14T12:37:00Z,67.63,33.27
2026-04-14T12:38:00Z,67.08,33.37
2026-04-14T12:39:00Z,68.03,34.20
2026-04-14T12:40:00Z,66.18,33.81
2026-04-14T12:41:00Z,66.24,34.67
2026-04-14T12:42:00Z,70.26,31.53
2026-04-14T12:43:00Z,70.35,29.78
2026-04-14T12:44:00Z,74.07,25.53
2026-04-14T12:45:00Z,71.73,28.57
2026-04-14T12:46:00Z,73.00,28.34
2026-04-14T12:47:00Z,69.06,31.31
