# event_ticker=KXATPMATCH-26MAR21ATMRIN
# final_score=7-6(4) 6-3
# score_resolution=6-7 3-6
# match_winner=Terence Atmane
# fav_player=Arthur Rinderknech
# dog_player=Terence Atmane
# kalshi_date=2026-03-21
timestamp,Arthur Rinderknech,Terence Atmane
2026-03-21T15:58:00Z,58.00,43.00
2026-03-21T16:06:00Z,58.00,43.00
2026-03-21T16:08:00Z,58.00,43.00
2026-03-21T16:10:00Z,58.00,43.00
2026-03-21T16:11:00Z,58.84,43.00
2026-03-21T16:13:00Z,58.84,43.00
2026-03-21T16:15:00Z,58.00,43.00
2026-03-21T16:17:00Z,58.81,43.00
2026-03-21T16:18:00Z,59.00,43.00
2026-03-21T16:21:00Z,58.00,42.00
2026-03-21T16:22:00Z,58.00,42.00
2026-03-21T16:23:00Z,58.00,42.06
2026-03-21T16:24:00Z,59.00,42.06
2026-03-21T16:25:00Z,59.00,42.06
2026-03-21T16:26:00Z,61.28,42.06
2026-03-21T16:27:00Z,61.07,42.06
2026-03-21T16:28:00Z,59.22,42.00
2026-03-21T16:29:00Z,61.00,40.00
2026-03-21T16:30:00Z,58.00,40.00
2026-03-21T16:31:00Z,57.92,42.00
2026-03-21T16:32:00Z,59.00,43.00
2026-03-21T16:33:00Z,60.55,41.53
2026-03-21T16:34:00Z,60.55,40.00
2026-03-21T16:35:00Z,60.01,40.00
2026-03-21T16:36:00Z,61.08,40.00
2026-03-21T16:37:00Z,59.12,41.00
2026-03-21T16:38:00Z,58.00,41.00
2026-03-21T16:39:00Z,58.67,42.00
2026-03-21T16:40:00Z,61.00,42.00
2026-03-21T16:41:00Z,61.00,40.00
2026-03-21T16:43:00Z,60.00,43.00
2026-03-21T16:44:00Z,56.99,43.08
2026-03-21T16:45:00Z,52.10,50.42
2026-03-21T16:46:00Z,53.70,50.42
2026-03-21T16:47:00Z,58.04,42.00
2026-03-21T16:48:00Z,59.00,42.00
2026-03-21T16:49:00Z,59.00,43.44
2026-03-21T16:50:00Z,55.00,46.00
2026-03-21T16:51:00Z,56.67,44.00
2026-03-21T16:52:00Z,56.02,44.48
2026-03-21T16:53:00Z,57.00,42.03
2026-03-21T16:54:00Z,58.85,40.72
2026-03-21T16:55:00Z,59.00,41.00
2026-03-21T16:56:00Z,59.57,44.08
2026-03-21T16:57:00Z,55.04,46.00
2026-03-21T16:58:00Z,58.26,44.63
2026-03-21T16:59:00Z,57.00,46.00
2026-03-21T17:00:00Z,58.72,43.88
2026-03-21T17:01:00Z,60.21,41.00
2026-03-21T17:02:00Z,60.81,40.59
2026-03-21T17:03:00Z,62.26,38.37
2026-03-21T17:04:00Z,57.12,41.92
2026-03-21T17:05:00Z,57.22,43.74
2026-03-21T17:06:00Z,58.45,45.56
2026-03-21T17:07:00Z,47.26,51.62
2026-03-21T17:08:00Z,43.65,56.18
2026-03-21T17:09:00Z,38.50,61.80
2026-03-21T17:10:00Z,36.27,64.66
2026-03-21T17:11:00Z,40.53,58.63
2026-03-21T17:12:00Z,41.89,59.82
2026-03-21T17:13:00Z,30.86,67.89
2026-03-21T17:14:00Z,31.91,68.45
2026-03-21T17:15:00Z,32.82,67.69
2026-03-21T17:16:00Z,32.07,64.99
2026-03-21T17:17:00Z,33.44,67.27
2026-03-21T17:18:00Z,33.01,68.83
2026-03-21T17:19:00Z,32.74,69.19
2026-03-21T17:20:00Z,34.00,68.75
2026-03-21T17:21:00Z,34.27,67.78
2026-03-21T17:22:00Z,28.40,70.73
2026-03-21T17:23:00Z,25.74,76.46
2026-03-21T17:24:00Z,26.96,74.72
2026-03-21T17:25:00Z,24.05,78.94
2026-03-21T17:26:00Z,21.66,75.43
2026-03-21T17:27:00Z,30.46,71.52
2026-03-21T17:28:00Z,27.04,73.98
2026-03-21T17:29:00Z,29.67,73.95
2026-03-21T17:30:00Z,30.66,70.82
2026-03-21T17:31:00Z,31.12,69.91
2026-03-21T17:32:00Z,27.21,73.63
2026-03-21T17:33:00Z,26.73,73.77
2026-03-21T17:34:00Z,26.99,73.79
2026-03-21T17:35:00Z,27.93,74.40
2026-03-21T17:36:00Z,29.80,72.69
2026-03-21T17:37:00Z,28.70,71.00
2026-03-21T17:38:00Z,28.58,71.63
2026-03-21T17:39:00Z,27.90,71.06
2026-03-21T17:40:00Z,28.00,72.28
2026-03-21T17:41:00Z,27.99,72.13
2026-03-21T17:42:00Z,27.49,71.80
2026-03-21T17:43:00Z,28.37,71.67
2026-03-21T17:44:00Z,26.89,72.58
2026-03-21T17:45:00Z,32.68,70.27
2026-03-21T17:46:00Z,32.88,68.25
2026-03-21T17:47:00Z,36.35,63.89
2026-03-21T17:48:00Z,32.12,69.22
2026-03-21T17:49:00Z,35.49,68.58
2026-03-21T17:50:00Z,28.34,72.95
2026-03-21T17:51:00Z,28.73,72.00
2026-03-21T17:52:00Z,29.02,75.53
2026-03-21T17:53:00Z,19.81,79.82
2026-03-21T17:54:00Z,11.95,91.31
2026-03-21T17:55:00Z,4.34,96.94
2026-03-21T17:56:00Z,2.13,98.11
2026-03-21T17:57:00Z,1.00,98.81
2026-03-21T17:58:00Z,1.00,99.00
2026-03-21T17:59:00Z,1.00,99.00
2026-03-21T18:00:00Z,1.00,99.00
2026-03-21T18:01:00Z,1.00,99.00
2026-03-21T18:02:00Z,1.00,99.00
2026-03-21T18:03:00Z,1.00,99.00
