# event_ticker=KXATPMATCH-26MAR21ATMRIN
# final_score=7-6(4) 6-3
# score_resolution=6-7 3-6
# match_winner=Terence Atmane
# fav_player=Arthur Rinderknech
# dog_player=Terence Atmane
# kalshi_date=2026-03-21
timestamp,Arthur Rinderknech,Terence Atmane
2026-03-21T04:36:00Z,58.00,
2026-03-21T04:52:00Z,58.00,
2026-03-21T05:14:00Z,58.00,
2026-03-21T05:21:00Z,58.00,
2026-03-21T05:27:00Z,58.00,
2026-03-21T05:29:00Z,58.00,42.95
2026-03-21T05:36:00Z,58.00,43.00
2026-03-21T05:54:00Z,58.00,41.00
2026-03-21T05:57:00Z,58.00,43.00
2026-03-21T06:04:00Z,58.00,43.00
2026-03-21T06:19:00Z,58.00,43.00
2026-03-21T06:37:00Z,58.00,43.00
2026-03-21T06:51:00Z,58.00,43.00
2026-03-21T07:11:00Z,58.00,43.00
2026-03-21T07:12:00Z,58.00,42.00
2026-03-21T07:22:00Z,58.00,42.00
2026-03-21T07:28:00Z,58.00,42.00
2026-03-21T07:35:00Z,58.04,42.00
2026-03-21T07:46:00Z,59.00,42.00
2026-03-21T08:01:00Z,59.00,42.00
2026-03-21T08:19:00Z,59.00,42.00
2026-03-21T08:21:00Z,59.00,42.00
2026-03-21T08:24:00Z,59.00,42.00
2026-03-21T08:41:00Z,59.00,42.00
2026-03-21T08:47:00Z,59.00,42.00
2026-03-21T08:53:00Z,59.00,42.00
2026-03-21T08:56:00Z,59.00,42.00
2026-03-21T09:31:00Z,59.00,43.00
2026-03-21T09:43:00Z,59.00,43.00
2026-03-21T09:49:00Z,59.00,42.00
2026-03-21T09:58:00Z,59.00,43.00
2026-03-21T10:44:00Z,58.00,43.00
2026-03-21T10:52:00Z,58.00,43.00
2026-03-21T10:58:00Z,58.40,43.00
2026-03-21T11:26:00Z,59.00,43.00
2026-03-21T11:36:00Z,58.00,43.00
2026-03-21T11:38:00Z,58.00,43.00
2026-03-21T11:50:00Z,58.83,43.00
2026-03-21T12:05:00Z,58.00,43.00
2026-03-21T12:15:00Z,59.00,43.00
2026-03-21T12:30:00Z,58.00,43.00
2026-03-21T12:36:00Z,58.00,43.00
2026-03-21T12:42:00Z,58.00,43.00
2026-03-21T12:44:00Z,58.00,43.00
2026-03-21T12:48:00Z,58.46,43.00
2026-03-21T12:56:00Z,58.00,43.00
2026-03-21T13:11:00Z,60.00,43.00
2026-03-21T13:18:00Z,58.00,43.00
2026-03-21T13:34:00Z,60.00,43.00
2026-03-21T13:49:00Z,60.00,43.00
2026-03-21T13:52:00Z,60.00,43.00
2026-03-21T14:17:00Z,60.00,42.00
2026-03-21T14:28:00Z,60.00,42.00
2026-03-21T14:29:00Z,60.00,42.00
2026-03-21T14:30:00Z,60.00,42.00
2026-03-21T14:35:00Z,59.00,42.00
2026-03-21T14:41:00Z,59.00,42.00
2026-03-21T14:43:00Z,59.00,43.00
2026-03-21T14:48:00Z,59.00,43.00
2026-03-21T14:49:00Z,59.00,43.00
2026-03-21T14:51:00Z,59.00,43.00
2026-03-21T14:53:00Z,59.00,43.00
2026-03-21T14:54:00Z,59.00,43.00
2026-03-21T14:58:00Z,59.00,43.00
2026-03-21T15:06:00Z,59.00,43.00
2026-03-21T15:07:00Z,59.00,43.00
2026-03-21T15:08:00Z,59.00,43.00
2026-03-21T15:11:00Z,59.00,43.00
2026-03-21T15:12:00Z,59.00,43.00
2026-03-21T15:18:00Z,59.00,43.00
2026-03-21T15:22:00Z,59.00,43.00
2026-03-21T15:24:00Z,59.00,43.00
2026-03-21T15:25:00Z,59.00,43.00
2026-03-21T15:33:00Z,59.00,43.00
2026-03-21T15:34:00Z,59.79,43.00
2026-03-21T15:37:00Z,60.00,43.00
2026-03-21T15:40:00Z,60.00,43.00
2026-03-21T15:45:00Z,59.00,43.00
2026-03-21T15:47:00Z,57.00,43.00
2026-03-21T15:48:00Z,57.00,43.00
2026-03-21T15:52:00Z,59.00,43.00
2026-03-21T15:54:00Z,55.73,43.00
