# event_ticker=KXATPMATCH-25OCT14ROYBAE
# final_score=6-2 6-3
# match_winner=Valentin Royer
# fav_player=Valentin Royer
# dog_player=Sebastian Baez
# kalshi_date=2025-10-14
timestamp,Valentin Royer,Sebastian Baez
2025-10-14T12:36:00Z,90.00,13.29
2025-10-14T12:37:00Z,90.00,12.57
2025-10-14T12:38:00Z,89.00,11.98
2025-10-14T12:39:00Z,89.00,11.57
2025-10-14T12:40:00Z,89.81,10.28
2025-10-14T12:41:00Z,89.81,9.00
2025-10-14T12:42:00Z,92.00,9.00
2025-10-14T12:43:00Z,92.49,9.00
2025-10-14T12:44:00Z,92.49,7.35
2025-10-14T12:45:00Z,93.00,9.00
2025-10-14T12:46:00Z,93.00,9.97
2025-10-14T12:47:00Z,93.00,9.82
2025-10-14T12:48:00Z,91.00,20.50
2025-10-14T12:49:00Z,91.52,9.85
2025-10-14T12:50:00Z,95.00,8.55
2025-10-14T12:51:00Z,94.00,7.70
2025-10-14T12:52:00Z,94.00,7.61
2025-10-14T12:53:00Z,92.99,9.17
2025-10-14T12:54:00Z,91.91,10.67
2025-10-14T12:55:00Z,91.00,11.00
2025-10-14T12:56:00Z,88.33,13.96
2025-10-14T12:57:00Z,91.68,19.80
2025-10-14T12:58:00Z,91.52,9.40
2025-10-14T12:59:00Z,92.93,7.99
2025-10-14T13:00:00Z,92.09,8.23
2025-10-14T13:01:00Z,94.00,8.89
2025-10-14T13:02:00Z,93.99,7.60
2025-10-14T13:03:00Z,95.93,5.16
2025-10-14T13:04:00Z,92.14,9.00
2025-10-14T13:05:00Z,92.00,8.97
2025-10-14T13:06:00Z,93.00,10.00
2025-10-14T13:07:00Z,92.91,6.57
2025-10-14T13:08:00Z,93.00,8.36
2025-10-14T13:09:00Z,93.58,8.31
2025-10-14T13:10:00Z,93.58,8.43
2025-10-14T13:11:00Z,96.44,7.20
2025-10-14T13:12:00Z,94.36,5.27
2025-10-14T13:13:00Z,88.14,11.04
2025-10-14T13:14:00Z,92.00,13.71
2025-10-14T13:15:00Z,92.00,10.45
2025-10-14T13:16:00Z,93.00,9.22
2025-10-14T13:17:00Z,93.12,9.00
2025-10-14T13:18:00Z,94.00,9.29
2025-10-14T13:19:00Z,94.00,9.29
2025-10-14T13:20:00Z,92.97,9.27
2025-10-14T13:21:00Z,96.25,8.22
2025-10-14T13:22:00Z,98.35,7.85
2025-10-14T13:23:00Z,98.95,2.02
2025-10-14T13:24:00Z,98.95,1.00
2025-10-14T13:25:00Z,99.00,1.00
2025-10-14T13:27:00Z,99.00,1.00
2025-10-14T13:29:00Z,99.00,1.00
2025-10-14T13:30:00Z,99.00,1.00
