# event_ticker=KXATPMATCH-25OCT14ROYBAE
# final_score=6-2 6-3
# match_winner=Valentin Royer
# fav_player=Valentin Royer
# dog_player=Sebastian Baez
# kalshi_date=2025-10-14
timestamp,Valentin Royer,Sebastian Baez
2025-10-14T02:13:00Z,69.00,
2025-10-14T02:26:00Z,69.00,
2025-10-14T03:29:00Z,69.00,
2025-10-14T03:33:00Z,69.00,32.00
2025-10-14T04:00:00Z,69.00,32.00
2025-10-14T04:02:00Z,69.00,32.00
2025-10-14T04:07:00Z,69.00,32.00
2025-10-14T04:08:00Z,69.00,32.00
2025-10-14T04:11:00Z,70.00,32.00
2025-10-14T04:12:00Z,70.00,31.00
2025-10-14T04:14:00Z,70.00,31.00
2025-10-14T04:39:00Z,69.00,31.00
2025-10-14T04:41:00Z,69.00,31.00
2025-10-14T04:47:00Z,69.00,31.00
2025-10-14T05:33:00Z,69.00,31.00
2025-10-14T05:39:00Z,69.00,31.00
2025-10-14T05:40:00Z,69.00,31.00
2025-10-14T05:59:00Z,69.00,31.00
2025-10-14T06:00:00Z,69.00,32.00
2025-10-14T06:28:00Z,69.00,32.00
2025-10-14T06:31:00Z,69.00,31.00
2025-10-14T06:51:00Z,69.00,32.00
2025-10-14T07:15:00Z,70.00,32.00
2025-10-14T07:18:00Z,70.00,32.00
2025-10-14T07:38:00Z,70.00,31.00
2025-10-14T07:56:00Z,70.00,31.00
2025-10-14T08:18:00Z,70.00,31.00
2025-10-14T08:19:00Z,69.00,31.00
2025-10-14T08:22:00Z,69.00,31.00
2025-10-14T08:28:00Z,69.00,31.00
2025-10-14T08:30:00Z,69.00,31.00
2025-10-14T08:35:00Z,69.00,31.00
2025-10-14T08:45:00Z,69.00,31.00
2025-10-14T08:51:00Z,69.00,31.00
2025-10-14T09:01:00Z,69.00,31.00
2025-10-14T09:12:00Z,69.00,31.00
2025-10-14T09:48:00Z,71.00,31.00
2025-10-14T09:50:00Z,71.00,30.00
2025-10-14T09:56:00Z,71.00,30.00
2025-10-14T10:00:00Z,71.00,31.00
2025-10-14T10:06:00Z,71.00,30.00
2025-10-14T10:18:00Z,71.00,30.00
2025-10-14T10:20:00Z,71.00,30.00
2025-10-14T10:23:00Z,71.00,30.00
2025-10-14T10:27:00Z,71.00,30.00
2025-10-14T10:36:00Z,71.00,30.00
2025-10-14T10:41:00Z,71.00,30.00
2025-10-14T10:43:00Z,71.00,29.00
2025-10-14T10:47:00Z,71.00,29.00
2025-10-14T10:52:00Z,71.00,29.00
2025-10-14T10:57:00Z,71.00,29.00
2025-10-14T10:59:00Z,71.00,29.00
2025-10-14T11:12:00Z,71.00,29.00
2025-10-14T11:13:00Z,71.00,29.00
2025-10-14T11:14:00Z,71.00,29.00
2025-10-14T11:16:00Z,71.00,29.00
2025-10-14T11:18:00Z,71.00,29.00
2025-10-14T11:19:00Z,70.89,29.00
2025-10-14T11:20:00Z,71.00,29.00
2025-10-14T11:23:00Z,71.00,29.00
2025-10-14T11:26:00Z,71.00,29.00
2025-10-14T11:27:00Z,71.00,29.00
2025-10-14T11:29:00Z,71.00,29.00
2025-10-14T11:37:00Z,71.00,29.00
2025-10-14T11:40:00Z,73.00,29.00
2025-10-14T11:41:00Z,73.00,29.00
2025-10-14T11:42:00Z,73.00,29.00
2025-10-14T11:43:00Z,73.00,29.00
2025-10-14T11:46:00Z,73.00,29.00
2025-10-14T11:51:00Z,73.00,29.00
2025-10-14T11:52:00Z,73.00,29.00
2025-10-14T11:54:00Z,73.00,29.00
2025-10-14T11:58:00Z,73.00,29.00
2025-10-14T11:59:00Z,73.00,29.00
2025-10-14T12:00:00Z,73.00,29.00
2025-10-14T12:01:00Z,73.00,29.00
2025-10-14T12:03:00Z,73.00,29.00
2025-10-14T12:06:00Z,73.00,29.65
2025-10-14T12:07:00Z,73.00,30.00
2025-10-14T12:08:00Z,73.00,30.00
2025-10-14T12:09:00Z,73.00,30.00
2025-10-14T12:10:00Z,72.00,28.66
2025-10-14T12:11:00Z,72.97,28.46
2025-10-14T12:12:00Z,70.00,28.46
2025-10-14T12:13:00Z,70.00,28.12
2025-10-14T12:14:00Z,71.16,31.86
2025-10-14T12:15:00Z,71.98,32.59
2025-10-14T12:16:00Z,72.65,30.46
2025-10-14T12:17:00Z,74.93,28.39
2025-10-14T12:18:00Z,76.28,29.87
2025-10-14T12:19:00Z,80.68,19.70
2025-10-14T12:20:00Z,87.12,19.00
2025-10-14T12:21:00Z,88.12,13.51
2025-10-14T12:22:00Z,88.12,13.59
2025-10-14T12:23:00Z,86.00,14.00
2025-10-14T12:24:00Z,91.00,10.45
2025-10-14T12:25:00Z,88.48,10.78
2025-10-14T12:26:00Z,90.00,10.75
2025-10-14T12:27:00Z,89.00,17.07
2025-10-14T12:28:00Z,80.63,25.48
2025-10-14T12:29:00Z,87.24,13.27
2025-10-14T12:30:00Z,89.40,13.42
2025-10-14T12:31:00Z,89.32,13.76
2025-10-14T12:32:00Z,89.32,13.33
2025-10-14T12:33:00Z,89.00,17.00
2025-10-14T12:34:00Z,85.30,17.04
2025-10-14T12:35:00Z,83.21,20.29
