# event_ticker=KXATPCHALLENGERMATCH-26MAY01COUSTE
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Eliakim Coulibaly
# fav_player=Hamish Stewart
# dog_player=Eliakim Coulibaly
# kalshi_date=2026-05-01
timestamp,Eliakim Coulibaly,Hamish Stewart
2026-05-01T06:36:00Z,62.00,
2026-05-01T08:49:00Z,62.00,39.00
2026-05-01T10:53:00Z,62.00,39.00
2026-05-01T10:58:00Z,62.00,39.00
2026-05-01T11:19:00Z,62.00,39.00
2026-05-01T12:38:00Z,62.00,39.00
2026-05-01T12:42:00Z,62.00,39.00
2026-05-01T13:24:00Z,62.00,39.00
2026-05-01T13:46:00Z,62.00,39.00
2026-05-01T13:54:00Z,62.00,39.00
2026-05-01T14:45:00Z,62.00,39.00
2026-05-01T14:50:00Z,62.00,39.00
2026-05-01T15:00:00Z,62.00,39.00
2026-05-01T15:27:00Z,62.00,39.00
2026-05-01T15:31:00Z,62.00,39.00
2026-05-01T15:45:00Z,62.00,39.00
2026-05-01T15:54:00Z,62.00,39.00
2026-05-01T15:56:00Z,62.00,39.00
2026-05-01T15:59:00Z,61.00,39.00
2026-05-01T16:20:00Z,61.00,39.00
2026-05-01T16:30:00Z,62.00,39.00
2026-05-01T16:31:00Z,62.00,39.00
2026-05-01T16:38:00Z,61.00,39.00
2026-05-01T16:39:00Z,62.00,39.00
2026-05-01T16:41:00Z,62.00,39.00
2026-05-01T16:42:00Z,62.00,39.00
2026-05-01T16:43:00Z,62.00,39.00
2026-05-01T16:45:00Z,62.00,39.00
2026-05-01T16:54:00Z,62.00,39.00
2026-05-01T16:57:00Z,62.00,39.00
2026-05-01T17:00:00Z,62.00,38.77
2026-05-01T17:04:00Z,63.93,38.77
2026-05-01T17:05:00Z,63.46,38.77
2026-05-01T17:06:00Z,62.78,38.77
2026-05-01T17:07:00Z,62.00,38.77
2026-05-01T17:08:00Z,62.00,38.77
2026-05-01T17:09:00Z,62.00,40.00
2026-05-01T17:10:00Z,62.94,40.74
2026-05-01T17:11:00Z,59.00,44.00
2026-05-01T17:12:00Z,58.00,43.79
2026-05-01T17:13:00Z,56.78,43.16
2026-05-01T17:14:00Z,55.00,45.43
2026-05-01T17:15:00Z,50.77,50.32
2026-05-01T17:16:00Z,53.66,47.91
2026-05-01T17:17:00Z,50.66,45.42
2026-05-01T17:18:00Z,58.70,42.60
2026-05-01T17:19:00Z,64.12,37.23
2026-05-01T17:20:00Z,69.23,29.00
2026-05-01T17:21:00Z,74.44,25.23
2026-05-01T17:22:00Z,75.61,26.00
2026-05-01T17:23:00Z,76.03,23.98
2026-05-01T17:24:00Z,78.01,22.05
2026-05-01T17:25:00Z,79.00,21.30
2026-05-01T17:26:00Z,79.05,21.97
2026-05-01T17:27:00Z,79.30,21.00
2026-05-01T17:28:00Z,79.89,21.00
2026-05-01T17:29:00Z,79.00,21.94
2026-05-01T17:30:00Z,79.00,21.94
2026-05-01T17:31:00Z,79.76,20.00
2026-05-01T17:32:00Z,82.00,19.00
2026-05-01T17:33:00Z,82.00,19.13
2026-05-01T17:34:00Z,80.91,20.77
2026-05-01T17:35:00Z,80.00,20.00
2026-05-01T17:36:00Z,79.00,21.14
2026-05-01T17:37:00Z,79.00,22.00
2026-05-01T17:38:00Z,79.00,22.00
2026-05-01T17:39:00Z,79.83,21.68
2026-05-01T17:40:00Z,82.00,19.00
2026-05-01T17:41:00Z,82.44,18.97
2026-05-01T17:42:00Z,83.00,18.00
2026-05-01T17:43:00Z,84.96,16.64
2026-05-01T17:44:00Z,86.00,14.04
2026-05-01T17:45:00Z,86.00,13.02
2026-05-01T17:46:00Z,86.99,14.64
2026-05-01T17:47:00Z,87.00,15.00
2026-05-01T17:48:00Z,87.00,15.00
2026-05-01T17:49:00Z,87.00,15.00
2026-05-01T17:50:00Z,86.08,14.17
2026-05-01T17:51:00Z,86.91,14.76
2026-05-01T17:52:00Z,88.41,11.84
2026-05-01T17:53:00Z,89.36,11.96
2026-05-01T17:54:00Z,88.52,12.43
2026-05-01T17:55:00Z,87.18,13.14
2026-05-01T17:56:00Z,87.91,13.00
2026-05-01T17:57:00Z,86.46,14.07
2026-05-01T17:58:00Z,82.22,18.30
2026-05-01T17:59:00Z,85.79,16.61
2026-05-01T18:00:00Z,88.89,12.52
2026-05-01T18:01:00Z,89.00,11.39
2026-05-01T18:02:00Z,89.02,11.92
2026-05-01T18:03:00Z,91.97,11.21
2026-05-01T18:04:00Z,91.62,9.73
2026-05-01T18:05:00Z,95.24,3.82
2026-05-01T18:06:00Z,97.63,2.90
2026-05-01T18:07:00Z,97.88,2.89
2026-05-01T18:08:00Z,98.16,2.31
2026-05-01T18:09:00Z,98.93,1.89
2026-05-01T18:10:00Z,98.82,1.17
2026-05-01T18:11:00Z,97.60,2.00
2026-05-01T18:12:00Z,98.00,2.19
2026-05-01T18:13:00Z,98.97,1.04
2026-05-01T18:14:00Z,99.00,1.19
2026-05-01T18:15:00Z,99.00,1.00
2026-05-01T18:16:00Z,99.00,1.00
2026-05-01T18:18:00Z,99.00,1.00
2026-05-01T18:19:00Z,99.00,1.00
2026-05-01T18:20:00Z,99.00,1.00
2026-05-01T18:22:00Z,99.00,1.00
2026-05-01T18:23:00Z,99.00,1.00
2026-05-01T18:24:00Z,99.00,1.00
