# event_ticker=KXATPMATCH-26APR08CERMAC
# final_score=7-6(2) 6-3
# score_resolution=7-6 6-3
# match_winner=Tomas Machac
# fav_player=Tomas Machac
# dog_player=Francisco Cerundolo
# kalshi_date=2026-04-08
timestamp,Tomas Machac,Francisco Cerundolo
2026-04-08T00:22:00Z,30.00,
2026-04-08T00:24:00Z,30.00,71.00
2026-04-08T00:34:00Z,30.00,72.00
2026-04-08T00:41:00Z,30.00,72.00
2026-04-08T00:47:00Z,30.00,72.00
2026-04-08T00:50:00Z,30.00,72.00
2026-04-08T00:51:00Z,30.00,72.00
2026-04-08T01:01:00Z,30.00,72.00
2026-04-08T01:07:00Z,30.00,70.00
2026-04-08T01:10:00Z,30.00,70.00
2026-04-08T01:11:00Z,30.00,70.00
2026-04-08T01:30:00Z,31.00,70.00
2026-04-08T01:45:00Z,31.00,70.00
2026-04-08T01:52:00Z,31.00,70.00
2026-04-08T01:56:00Z,31.00,70.00
2026-04-08T01:58:00Z,31.00,70.00
2026-04-08T02:02:00Z,31.00,71.00
2026-04-08T02:05:00Z,31.00,71.00
2026-04-08T02:09:00Z,31.00,72.00
2026-04-08T02:17:00Z,30.00,72.00
2026-04-08T02:26:00Z,30.00,71.00
2026-04-08T02:30:00Z,29.00,71.00
2026-04-08T02:32:00Z,29.00,72.00
2026-04-08T02:39:00Z,30.00,72.00
2026-04-08T02:40:00Z,29.00,72.00
2026-04-08T03:00:00Z,29.00,72.00
2026-04-08T03:03:00Z,29.00,72.00
2026-04-08T03:06:00Z,29.00,72.00
2026-04-08T03:09:00Z,29.00,72.00
2026-04-08T03:12:00Z,29.00,72.00
2026-04-08T03:14:00Z,29.00,72.97
2026-04-08T03:15:00Z,29.00,73.00
2026-04-08T03:17:00Z,29.00,71.00
2026-04-08T03:25:00Z,29.00,73.00
2026-04-08T03:29:00Z,29.00,73.18
2026-04-08T03:32:00Z,29.00,73.00
2026-04-08T03:34:00Z,29.00,73.00
2026-04-08T03:36:00Z,29.00,73.00
2026-04-08T03:38:00Z,29.00,73.00
2026-04-08T03:39:00Z,29.00,73.00
2026-04-08T03:40:00Z,29.00,72.00
2026-04-08T03:43:00Z,29.00,72.00
2026-04-08T03:49:00Z,29.00,72.00
2026-04-08T03:53:00Z,29.00,74.00
2026-04-08T03:54:00Z,29.00,72.00
2026-04-08T03:55:00Z,29.00,74.00
2026-04-08T03:56:00Z,29.00,74.00
2026-04-08T04:05:00Z,29.00,73.00
2026-04-08T04:07:00Z,29.00,73.00
2026-04-08T04:11:00Z,29.00,73.00
2026-04-08T04:16:00Z,29.00,73.00
