# event_ticker=KXATPMATCH-26APR12BORMAN
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Nuno Borges
# fav_player=Adrian Mannarino
# dog_player=Nuno Borges
# kalshi_date=2026-04-12
timestamp,Adrian Mannarino,Nuno Borges
2026-04-13T04:34:00Z,,80.00
2026-04-13T04:37:00Z,22.00,80.00
2026-04-13T04:42:00Z,22.00,80.00
2026-04-13T05:00:00Z,22.00,79.00
2026-04-13T05:07:00Z,22.00,80.00
2026-04-13T05:22:00Z,22.00,80.00
2026-04-13T05:27:00Z,22.00,80.00
2026-04-13T05:31:00Z,22.00,80.00
2026-04-13T05:40:00Z,22.00,80.00
2026-04-13T05:43:00Z,22.00,80.86
2026-04-13T05:58:00Z,22.00,80.00
2026-04-13T06:14:00Z,22.00,80.00
2026-04-13T06:23:00Z,21.00,80.00
2026-04-13T06:27:00Z,21.00,80.00
2026-04-13T06:29:00Z,21.00,80.00
2026-04-13T06:35:00Z,21.00,80.00
2026-04-13T06:44:00Z,21.00,80.00
2026-04-13T06:46:00Z,21.00,80.00
2026-04-13T06:51:00Z,21.00,81.00
2026-04-13T06:57:00Z,21.00,81.00
2026-04-13T06:59:00Z,21.00,80.00
2026-04-13T07:03:00Z,20.00,80.00
2026-04-13T07:07:00Z,20.00,81.97
2026-04-13T07:29:00Z,20.00,82.00
2026-04-13T08:11:00Z,20.00,82.00
2026-04-13T08:13:00Z,20.00,82.00
2026-04-13T08:22:00Z,20.00,82.00
2026-04-13T09:07:00Z,20.00,81.00
2026-04-13T09:24:00Z,20.00,81.00
2026-04-13T09:47:00Z,20.00,81.00
2026-04-13T10:24:00Z,20.00,81.00
2026-04-13T10:43:00Z,21.00,81.00
2026-04-13T10:47:00Z,21.00,81.00
2026-04-13T10:50:00Z,21.00,81.00
2026-04-13T11:15:00Z,20.00,81.00
2026-04-13T11:21:00Z,21.00,81.00
2026-04-13T11:23:00Z,21.00,81.00
2026-04-13T11:25:00Z,21.00,81.00
2026-04-13T11:29:00Z,21.00,81.00
2026-04-13T11:40:00Z,21.00,81.00
2026-04-13T11:42:00Z,21.00,80.00
2026-04-13T11:48:00Z,21.00,81.00
2026-04-13T11:50:00Z,20.00,81.00
2026-04-13T12:00:00Z,21.00,81.00
2026-04-13T12:11:00Z,21.00,81.00
2026-04-13T12:15:00Z,21.00,81.00
2026-04-13T12:16:00Z,21.00,81.00
2026-04-13T12:24:00Z,21.00,81.00
2026-04-13T12:25:00Z,21.00,81.00
2026-04-13T12:28:00Z,21.00,81.00
2026-04-13T12:30:00Z,21.00,81.00
2026-04-13T12:35:00Z,21.00,81.00
2026-04-13T12:46:00Z,21.00,81.00
2026-04-13T12:48:00Z,21.00,81.00
2026-04-13T12:49:00Z,21.00,81.00
2026-04-13T12:52:00Z,21.00,81.00
2026-04-13T12:57:00Z,21.00,81.00
2026-04-13T13:04:00Z,21.00,81.00
2026-04-13T13:10:00Z,21.00,81.00
2026-04-13T13:12:00Z,21.00,81.00
2026-04-13T13:20:00Z,21.00,81.00
2026-04-13T13:22:00Z,21.00,81.00
2026-04-13T13:23:00Z,21.00,81.00
2026-04-13T13:26:00Z,21.00,81.00
2026-04-13T13:29:00Z,20.00,81.00
2026-04-13T13:30:00Z,20.00,81.00
2026-04-13T13:34:00Z,20.00,81.00
2026-04-13T13:38:00Z,20.00,81.00
2026-04-13T13:39:00Z,20.00,81.00
2026-04-13T13:47:00Z,20.00,81.00
2026-04-13T13:51:00Z,20.00,81.00
2026-04-13T13:52:00Z,20.00,81.00
2026-04-13T13:55:00Z,20.00,81.63
2026-04-13T13:58:00Z,20.00,82.00
2026-04-13T14:01:00Z,20.00,82.00
2026-04-13T14:04:00Z,20.00,82.00
2026-04-13T14:10:00Z,20.00,82.00
2026-04-13T14:11:00Z,20.00,82.00
2026-04-13T14:13:00Z,20.00,81.00
2026-04-13T14:18:00Z,20.00,81.00
2026-04-13T14:20:00Z,20.00,81.00
2026-04-13T14:24:00Z,20.00,81.00
2026-04-13T14:26:00Z,20.00,81.00
2026-04-13T14:28:00Z,20.00,81.00
2026-04-13T14:31:00Z,20.00,81.00
2026-04-13T14:32:00Z,20.00,81.00
2026-04-13T14:34:00Z,20.00,81.00
2026-04-13T14:35:00Z,20.00,81.00
2026-04-13T14:36:00Z,20.00,80.00
2026-04-13T14:57:00Z,20.00,80.00
2026-04-13T14:58:00Z,20.00,81.00
2026-04-13T14:59:00Z,20.00,81.00
2026-04-13T15:00:00Z,20.00,81.00
2026-04-13T15:02:00Z,20.00,81.00
2026-04-13T15:05:00Z,20.00,81.00
2026-04-13T15:06:00Z,20.00,81.00
2026-04-13T15:07:00Z,20.00,81.00
2026-04-13T15:08:00Z,20.00,81.00
2026-04-13T15:10:00Z,19.00,81.00
2026-04-13T15:11:00Z,19.00,81.00
2026-04-13T15:13:00Z,19.00,81.00
2026-04-13T15:15:00Z,19.00,81.00
2026-04-13T15:16:00Z,19.00,81.00
2026-04-13T15:17:00Z,20.00,81.00
2026-04-13T15:18:00Z,20.00,81.00
2026-04-13T15:19:00Z,20.00,81.00
2026-04-13T15:20:00Z,20.00,81.00
2026-04-13T15:22:00Z,20.00,81.00
2026-04-13T15:23:00Z,20.00,81.00
2026-04-13T15:24:00Z,20.00,81.00
2026-04-13T15:27:00Z,20.00,82.00
2026-04-13T15:28:00Z,20.00,82.00
2026-04-13T15:29:00Z,20.00,82.00
2026-04-13T15:33:00Z,20.00,81.00
2026-04-13T15:39:00Z,20.00,81.00
2026-04-13T15:40:00Z,20.00,81.00
2026-04-13T15:46:00Z,20.00,81.00
2026-04-13T15:47:00Z,21.00,80.00
2026-04-13T15:48:00Z,21.00,80.00
2026-04-13T15:50:00Z,21.00,80.93
2026-04-13T15:51:00Z,21.00,80.67
2026-04-13T15:54:00Z,21.00,80.00
2026-04-13T15:55:00Z,21.00,80.87
2026-04-13T15:56:00Z,21.00,80.87
2026-04-13T15:57:00Z,21.00,81.00
2026-04-13T15:58:00Z,21.00,81.00
2026-04-13T15:59:00Z,21.00,81.00
2026-04-13T16:01:00Z,21.00,80.00
2026-04-13T16:02:00Z,21.00,80.00
2026-04-13T16:03:00Z,21.00,81.00
2026-04-13T16:05:00Z,21.00,81.96
2026-04-13T16:06:00Z,20.18,82.00
2026-04-13T16:07:00Z,20.64,82.00
2026-04-13T16:08:00Z,20.64,82.00
2026-04-13T16:09:00Z,20.00,82.00
2026-04-13T16:10:00Z,17.56,82.20
2026-04-13T16:11:00Z,15.88,84.84
2026-04-13T16:12:00Z,16.36,84.01
2026-04-13T16:13:00Z,14.69,87.97
2026-04-13T16:14:00Z,11.81,91.33
2026-04-13T16:15:00Z,14.51,86.43
2026-04-13T16:16:00Z,15.71,85.00
2026-04-13T16:17:00Z,10.80,86.42
2026-04-13T16:18:00Z,13.46,84.53
2026-04-13T16:19:00Z,19.36,81.02
2026-04-13T16:20:00Z,19.76,81.55
2026-04-13T16:21:00Z,19.00,80.88
2026-04-13T16:22:00Z,17.00,83.81
2026-04-13T16:23:00Z,17.21,84.00
2026-04-13T16:24:00Z,20.25,81.56
2026-04-13T16:25:00Z,21.15,81.08
2026-04-13T16:26:00Z,19.15,80.05
2026-04-13T16:27:00Z,20.57,80.85
2026-04-13T16:28:00Z,22.21,78.61
2026-04-13T16:29:00Z,19.67,80.43
2026-04-13T16:30:00Z,17.98,83.00
2026-04-13T16:31:00Z,16.40,85.77
2026-04-13T16:32:00Z,13.49,87.41
2026-04-13T16:33:00Z,8.11,92.28
2026-04-13T16:34:00Z,7.32,92.16
2026-04-13T16:35:00Z,7.00,93.14
2026-04-13T16:36:00Z,6.96,94.00
2026-04-13T16:37:00Z,6.30,94.00
2026-04-13T16:38:00Z,6.00,94.05
2026-04-13T16:39:00Z,7.00,94.05
2026-04-13T16:40:00Z,6.25,94.05
2026-04-13T16:41:00Z,7.00,93.83
2026-04-13T16:42:00Z,5.36,93.00
2026-04-13T16:43:00Z,7.66,93.00
2026-04-13T16:44:00Z,8.62,93.00
2026-04-13T16:45:00Z,8.24,92.87
2026-04-13T16:46:00Z,9.42,92.64
2026-04-13T16:47:00Z,8.24,91.96
2026-04-13T16:48:00Z,8.97,92.70
2026-04-13T16:49:00Z,9.10,91.07
2026-04-13T16:50:00Z,7.00,93.52
2026-04-13T16:51:00Z,7.00,94.00
2026-04-13T16:52:00Z,6.79,94.04
2026-04-13T16:53:00Z,6.99,94.00
2026-04-13T16:54:00Z,4.32,96.99
2026-04-13T16:55:00Z,3.00,98.57
2026-04-13T16:56:00Z,1.66,98.97
2026-04-13T16:57:00Z,1.57,98.94
2026-04-13T16:58:00Z,1.26,99.00
2026-04-13T16:59:00Z,1.74,99.00
2026-04-13T17:00:00Z,2.27,97.62
2026-04-13T17:01:00Z,2.93,97.28
2026-04-13T17:02:00Z,2.87,97.00
2026-04-13T17:03:00Z,2.04,98.83
2026-04-13T17:04:00Z,2.05,98.97
2026-04-13T17:05:00Z,2.81,97.64
2026-04-13T17:06:00Z,3.00,97.82
2026-04-13T17:07:00Z,2.85,97.95
2026-04-13T17:08:00Z,3.00,97.00
2026-04-13T17:09:00Z,5.92,95.15
2026-04-13T17:10:00Z,5.66,94.98
2026-04-13T17:11:00Z,4.70,96.41
2026-04-13T17:12:00Z,2.41,97.00
2026-04-13T17:13:00Z,4.41,96.24
2026-04-13T17:14:00Z,2.00,98.01
2026-04-13T17:15:00Z,2.11,97.92
2026-04-13T17:16:00Z,2.99,97.56
2026-04-13T17:17:00Z,2.85,98.44
2026-04-13T17:18:00Z,2.93,98.00
2026-04-13T17:19:00Z,3.84,97.69
2026-04-13T17:20:00Z,5.56,94.87
2026-04-13T17:21:00Z,6.06,95.26
2026-04-13T17:22:00Z,2.74,97.56
2026-04-13T17:23:00Z,1.08,98.99
2026-04-13T17:24:00Z,1.00,99.00
2026-04-13T17:25:00Z,1.00,99.00
2026-04-13T17:26:00Z,1.00,99.00
2026-04-13T17:27:00Z,2.00,99.00
2026-04-13T17:28:00Z,1.38,99.00
2026-04-13T17:29:00Z,1.00,99.00
2026-04-13T17:30:00Z,1.07,99.00
2026-04-13T17:31:00Z,1.00,99.00
2026-04-13T17:32:00Z,1.00,99.00
2026-04-13T17:35:00Z,1.00,99.00
