# event_ticker=KXATPCHALLENGERMATCH-26FEB26BLAGAD
# final_score=7-6(0) 6-3
# score_resolution=6-7 3-6
# match_winner=Ugo Blanchet
# fav_player=Buvaysar Gadamauri
# dog_player=Ugo Blanchet
# kalshi_date=2026-02-26
timestamp,Buvaysar Gadamauri,Ugo Blanchet
2026-02-26T02:44:00Z,,60.00
2026-02-26T03:03:00Z,,60.00
2026-02-26T03:14:00Z,42.00,60.00
2026-02-26T03:35:00Z,42.00,60.00
2026-02-26T04:22:00Z,42.00,59.00
2026-02-26T04:23:00Z,42.00,59.00
2026-02-26T04:56:00Z,42.00,60.00
2026-02-26T05:16:00Z,42.00,60.00
2026-02-26T05:33:00Z,42.00,60.00
2026-02-26T05:40:00Z,42.00,60.00
2026-02-26T05:45:00Z,42.00,59.80
2026-02-26T05:49:00Z,41.00,60.00
2026-02-26T05:51:00Z,41.00,60.00
2026-02-26T05:52:00Z,41.00,60.00
2026-02-26T05:57:00Z,41.00,60.39
2026-02-26T06:06:00Z,41.00,60.39
2026-02-26T06:15:00Z,41.00,61.00
2026-02-26T06:20:00Z,41.00,61.00
2026-02-26T06:24:00Z,41.00,61.00
2026-02-26T06:26:00Z,41.00,61.00
2026-02-26T06:33:00Z,41.00,61.00
2026-02-26T06:40:00Z,41.00,61.00
2026-02-26T06:41:00Z,41.00,61.00
2026-02-26T07:14:00Z,41.00,61.00
2026-02-26T07:27:00Z,41.00,61.00
2026-02-26T07:44:00Z,41.00,61.00
2026-02-26T10:42:00Z,41.00,61.00
2026-02-26T11:05:00Z,40.00,61.00
2026-02-26T11:12:00Z,40.00,61.00
2026-02-26T11:24:00Z,40.00,61.00
2026-02-26T11:34:00Z,40.00,61.00
2026-02-26T11:42:00Z,40.00,61.00
2026-02-26T11:43:00Z,40.00,61.00
2026-02-26T11:45:00Z,40.00,61.00
2026-02-26T11:47:00Z,40.00,61.00
2026-02-26T11:48:00Z,40.00,61.00
2026-02-26T11:49:00Z,40.00,61.00
2026-02-26T11:52:00Z,40.00,61.00
2026-02-26T11:54:00Z,40.00,61.00
2026-02-26T11:55:00Z,40.00,61.00
2026-02-26T11:56:00Z,40.00,61.00
2026-02-26T11:57:00Z,40.00,61.00
2026-02-26T12:03:00Z,40.00,61.00
2026-02-26T12:07:00Z,40.00,61.00
2026-02-26T12:08:00Z,40.00,61.00
2026-02-26T12:10:00Z,40.00,61.00
2026-02-26T12:13:00Z,40.00,61.00
2026-02-26T12:15:00Z,40.00,61.00
2026-02-26T12:20:00Z,40.00,61.00
2026-02-26T12:23:00Z,40.00,61.00
2026-02-26T12:25:00Z,41.00,61.00
2026-02-26T12:29:00Z,41.00,61.00
2026-02-26T12:31:00Z,39.00,61.00
2026-02-26T12:35:00Z,39.00,62.00
2026-02-26T12:36:00Z,39.00,62.00
2026-02-26T12:37:00Z,39.00,62.00
2026-02-26T12:41:00Z,39.00,62.00
2026-02-26T12:44:00Z,39.00,61.00
2026-02-26T12:46:00Z,39.00,61.00
2026-02-26T12:50:00Z,39.00,61.00
2026-02-26T12:53:00Z,40.00,61.00
2026-02-26T12:55:00Z,40.00,61.00
2026-02-26T12:56:00Z,40.00,61.00
2026-02-26T12:57:00Z,40.00,61.00
2026-02-26T13:00:00Z,40.00,61.00
2026-02-26T13:02:00Z,40.00,61.00
2026-02-26T13:03:00Z,40.00,60.44
2026-02-26T13:04:00Z,40.00,61.00
2026-02-26T13:06:00Z,40.00,61.00
2026-02-26T13:07:00Z,40.00,61.00
2026-02-26T13:08:00Z,40.00,61.00
2026-02-26T13:10:00Z,40.05,61.00
2026-02-26T13:11:00Z,41.00,61.00
2026-02-26T13:12:00Z,40.00,61.00
2026-02-26T13:13:00Z,41.00,61.00
2026-02-26T13:14:00Z,41.00,61.00
2026-02-26T13:16:00Z,41.00,61.00
2026-02-26T13:19:00Z,41.00,61.00
2026-02-26T13:24:00Z,41.00,61.00
2026-02-26T13:25:00Z,41.00,61.00
2026-02-26T13:28:00Z,40.00,61.00
2026-02-26T13:29:00Z,40.00,61.00
2026-02-26T13:30:00Z,40.00,61.00
2026-02-26T13:31:00Z,39.00,61.00
2026-02-26T13:32:00Z,40.27,61.00
2026-02-26T13:33:00Z,40.27,62.00
2026-02-26T13:36:00Z,38.00,62.00
2026-02-26T13:37:00Z,38.00,62.00
2026-02-26T13:38:00Z,38.00,62.00
2026-02-26T13:39:00Z,40.00,62.00
2026-02-26T13:40:00Z,40.00,62.00
2026-02-26T13:42:00Z,40.00,62.00
2026-02-26T13:43:00Z,40.00,62.00
2026-02-26T13:44:00Z,40.42,62.00
2026-02-26T13:45:00Z,40.42,62.00
2026-02-26T13:46:00Z,41.00,61.00
2026-02-26T13:47:00Z,41.00,62.00
2026-02-26T13:48:00Z,41.00,62.00
2026-02-26T13:49:00Z,41.05,57.80
2026-02-26T13:50:00Z,39.23,62.90
2026-02-26T13:51:00Z,39.00,62.31
2026-02-26T13:52:00Z,40.93,59.89
2026-02-26T13:53:00Z,44.33,57.01
2026-02-26T13:54:00Z,40.00,60.77
2026-02-26T13:55:00Z,40.51,61.19
2026-02-26T13:56:00Z,44.33,59.25
2026-02-26T13:57:00Z,45.29,57.28
2026-02-26T13:58:00Z,45.86,58.78
2026-02-26T13:59:00Z,49.67,51.37
2026-02-26T14:00:00Z,50.00,51.00
2026-02-26T14:01:00Z,52.21,50.24
2026-02-26T14:02:00Z,56.53,43.47
2026-02-26T14:03:00Z,50.35,48.74
2026-02-26T14:04:00Z,48.09,52.72
2026-02-26T14:05:00Z,50.97,54.84
2026-02-26T14:06:00Z,39.81,59.14
2026-02-26T14:07:00Z,44.56,56.96
2026-02-26T14:08:00Z,48.53,56.59
2026-02-26T14:09:00Z,43.00,60.20
2026-02-26T14:10:00Z,45.88,53.75
2026-02-26T14:11:00Z,49.29,51.44
2026-02-26T14:12:00Z,52.72,50.25
2026-02-26T14:13:00Z,46.76,55.34
2026-02-26T14:14:00Z,42.00,56.94
2026-02-26T14:15:00Z,43.11,59.41
2026-02-26T14:16:00Z,37.02,63.92
2026-02-26T14:17:00Z,38.85,60.59
2026-02-26T14:18:00Z,46.02,52.70
2026-02-26T14:19:00Z,49.01,52.45
2026-02-26T14:20:00Z,46.42,53.78
2026-02-26T14:21:00Z,42.49,57.83
2026-02-26T14:22:00Z,37.92,58.86
2026-02-26T14:23:00Z,42.61,62.22
2026-02-26T14:24:00Z,43.48,58.72
2026-02-26T14:25:00Z,34.15,67.37
2026-02-26T14:26:00Z,27.34,77.70
2026-02-26T14:27:00Z,22.76,80.59
2026-02-26T14:28:00Z,26.15,78.67
2026-02-26T14:29:00Z,26.19,74.61
2026-02-26T14:30:00Z,31.40,75.15
2026-02-26T14:31:00Z,44.29,58.62
2026-02-26T14:32:00Z,47.00,56.71
2026-02-26T14:33:00Z,42.63,57.59
2026-02-26T14:34:00Z,48.53,52.91
2026-02-26T14:35:00Z,49.62,52.87
2026-02-26T14:36:00Z,45.28,55.60
2026-02-26T14:37:00Z,46.71,52.66
2026-02-26T14:38:00Z,58.69,42.71
2026-02-26T14:39:00Z,52.58,49.62
2026-02-26T14:40:00Z,48.46,54.37
2026-02-26T14:41:00Z,43.31,63.81
2026-02-26T14:42:00Z,29.25,67.23
2026-02-26T14:43:00Z,28.02,77.70
2026-02-26T14:44:00Z,20.38,80.45
2026-02-26T14:45:00Z,21.84,81.03
2026-02-26T14:46:00Z,18.69,82.58
2026-02-26T14:47:00Z,17.96,81.84
2026-02-26T14:48:00Z,18.93,81.63
2026-02-26T14:49:00Z,21.00,79.90
2026-02-26T14:50:00Z,22.20,80.49
2026-02-26T14:51:00Z,20.05,81.76
2026-02-26T14:52:00Z,16.97,83.41
2026-02-26T14:53:00Z,15.40,84.95
2026-02-26T14:54:00Z,14.12,88.51
2026-02-26T14:55:00Z,7.81,93.77
2026-02-26T14:56:00Z,4.21,94.66
2026-02-26T14:57:00Z,4.20,96.02
2026-02-26T14:58:00Z,4.88,95.85
2026-02-26T14:59:00Z,5.00,95.79
2026-02-26T15:00:00Z,5.87,94.95
2026-02-26T15:01:00Z,3.77,96.03
2026-02-26T15:02:00Z,3.24,96.80
2026-02-26T15:03:00Z,3.48,96.51
2026-02-26T15:04:00Z,3.33,97.39
2026-02-26T15:05:00Z,3.68,97.52
2026-02-26T15:06:00Z,4.05,96.29
2026-02-26T15:07:00Z,4.03,96.08
2026-02-26T15:08:00Z,2.35,98.10
2026-02-26T15:09:00Z,2.28,98.41
2026-02-26T15:10:00Z,1.71,98.49
2026-02-26T15:11:00Z,2.67,98.11
2026-02-26T15:12:00Z,2.73,98.09
2026-02-26T15:13:00Z,3.50,96.60
2026-02-26T15:14:00Z,3.24,96.35
2026-02-26T15:15:00Z,1.73,98.74
2026-02-26T15:16:00Z,1.01,98.97
2026-02-26T15:17:00Z,1.01,99.00
2026-02-26T15:18:00Z,1.00,99.00
2026-02-26T15:19:00Z,1.00,99.00
2026-02-26T15:20:00Z,1.00,99.00
2026-02-26T15:21:00Z,1.00,99.00
2026-02-26T15:22:00Z,1.00,99.00
