# event_ticker=KXATPMATCH-26FEB12PINSPI
# final_score=7-6(5) 4-6 7-6(4)
# score_resolution=6-7 6-4 6-7
# match_winner=Jack Pinnington Jones
# fav_player=Eliot Spizzirri
# dog_player=Jack Pinnington Jones
# kalshi_date=2026-02-12
timestamp,Eliot Spizzirri,Jack Pinnington Jones
2026-02-12T06:37:00Z,74.00,
2026-02-12T06:58:00Z,74.00,29.00
2026-02-12T07:04:00Z,73.00,29.00
2026-02-12T07:05:00Z,73.00,29.00
2026-02-12T07:15:00Z,73.00,31.94
2026-02-12T07:23:00Z,73.00,32.00
2026-02-12T07:24:00Z,73.00,31.22
2026-02-12T07:25:00Z,73.00,32.00
2026-02-12T07:26:00Z,73.00,32.00
2026-02-12T10:06:00Z,73.00,32.00
2026-02-12T10:08:00Z,73.00,33.00
2026-02-12T10:12:00Z,69.00,33.00
2026-02-12T10:36:00Z,69.00,33.00
2026-02-12T10:37:00Z,69.00,33.00
2026-02-12T10:41:00Z,68.00,33.00
2026-02-12T10:42:00Z,68.00,33.00
2026-02-12T10:43:00Z,68.00,33.00
2026-02-12T10:44:00Z,68.00,33.00
2026-02-12T10:46:00Z,68.00,33.00
2026-02-12T10:55:00Z,69.00,33.00
2026-02-12T10:57:00Z,69.00,33.00
2026-02-12T11:16:00Z,68.00,33.00
2026-02-12T11:23:00Z,68.00,33.00
2026-02-12T11:24:00Z,68.00,33.00
2026-02-12T11:25:00Z,68.00,33.00
2026-02-12T11:27:00Z,68.00,33.00
2026-02-12T11:37:00Z,69.00,33.00
2026-02-12T11:46:00Z,69.00,33.00
2026-02-12T11:57:00Z,69.00,33.00
2026-02-12T12:06:00Z,69.00,33.00
2026-02-12T12:08:00Z,68.00,33.00
2026-02-12T12:09:00Z,68.00,33.00
2026-02-12T12:10:00Z,68.00,33.00
2026-02-12T12:15:00Z,68.00,33.00
2026-02-12T12:18:00Z,68.00,33.68
2026-02-12T12:26:00Z,67.00,33.68
2026-02-12T12:29:00Z,67.00,33.68
2026-02-12T12:31:00Z,67.00,34.00
2026-02-12T12:40:00Z,67.00,34.00
2026-02-12T12:41:00Z,67.00,34.00
2026-02-12T12:42:00Z,67.00,34.00
2026-02-12T12:48:00Z,67.00,34.00
2026-02-12T12:51:00Z,67.00,34.00
2026-02-12T12:54:00Z,67.00,34.00
2026-02-12T13:00:00Z,67.00,34.00
2026-02-12T13:04:00Z,67.00,34.00
2026-02-12T13:08:00Z,67.00,34.00
2026-02-12T13:26:00Z,67.00,34.00
2026-02-12T13:31:00Z,67.00,34.00
2026-02-12T13:32:00Z,67.00,33.00
2026-02-12T13:38:00Z,67.00,34.00
2026-02-12T13:40:00Z,67.00,34.00
2026-02-12T13:54:00Z,67.00,34.00
2026-02-12T14:07:00Z,67.00,34.00
2026-02-12T14:14:00Z,67.00,34.00
2026-02-12T14:21:00Z,67.00,34.00
2026-02-12T14:39:00Z,67.00,34.00
2026-02-12T14:44:00Z,67.00,34.00
2026-02-12T14:46:00Z,67.00,34.00
2026-02-12T14:51:00Z,67.00,34.00
2026-02-12T14:52:00Z,67.00,34.00
2026-02-12T14:57:00Z,67.00,34.00
2026-02-12T15:01:00Z,67.00,34.00
2026-02-12T15:03:00Z,67.00,34.00
2026-02-12T15:12:00Z,67.00,34.00
2026-02-12T15:15:00Z,67.00,34.00
2026-02-12T15:23:00Z,67.00,34.00
2026-02-12T15:24:00Z,67.00,35.00
2026-02-12T15:26:00Z,67.00,35.00
2026-02-12T15:28:00Z,67.00,35.00
2026-02-12T15:29:00Z,67.00,35.00
2026-02-12T15:30:00Z,67.00,35.00
2026-02-12T15:31:00Z,67.00,34.00
2026-02-12T15:32:00Z,67.00,34.00
2026-02-12T15:37:00Z,67.00,34.00
2026-02-12T15:43:00Z,67.00,34.00
2026-02-12T15:44:00Z,67.00,34.00
2026-02-12T15:46:00Z,67.00,34.00
2026-02-12T15:47:00Z,67.00,34.00
2026-02-12T15:48:00Z,67.00,34.00
2026-02-12T15:50:00Z,67.00,34.00
2026-02-12T15:51:00Z,67.00,34.00
2026-02-12T15:52:00Z,66.13,34.00
2026-02-12T15:53:00Z,67.00,34.00
2026-02-12T15:57:00Z,67.00,34.00
2026-02-12T15:59:00Z,67.00,34.00
2026-02-12T16:00:00Z,67.00,34.00
2026-02-12T16:01:00Z,67.00,34.00
2026-02-12T16:02:00Z,67.00,34.00
2026-02-12T16:04:00Z,67.00,34.00
2026-02-12T16:07:00Z,67.00,34.00
2026-02-12T16:09:00Z,67.00,34.00
2026-02-12T16:11:00Z,67.00,34.00
2026-02-12T16:16:00Z,67.00,34.00
2026-02-12T16:19:00Z,67.00,34.00
2026-02-12T16:21:00Z,67.00,34.00
2026-02-12T16:23:00Z,67.00,34.00
2026-02-12T16:24:00Z,67.00,34.00
2026-02-12T16:26:00Z,67.00,34.00
2026-02-12T16:28:00Z,67.00,34.00
2026-02-12T16:29:00Z,67.00,34.00
2026-02-12T16:36:00Z,67.00,34.00
2026-02-12T16:38:00Z,67.00,34.00
2026-02-12T16:40:00Z,67.00,34.00
2026-02-12T16:41:00Z,67.00,34.00
2026-02-12T16:43:00Z,67.00,34.00
2026-02-12T16:44:00Z,67.00,34.00
2026-02-12T16:45:00Z,67.00,34.00
2026-02-12T16:47:00Z,67.00,34.00
2026-02-12T16:50:00Z,67.00,34.00
2026-02-12T16:51:00Z,67.00,34.00
2026-02-12T16:53:00Z,67.00,34.00
2026-02-12T16:55:00Z,67.00,34.00
2026-02-12T16:57:00Z,67.06,34.00
2026-02-12T16:58:00Z,67.00,34.00
2026-02-12T16:59:00Z,67.00,34.00
2026-02-12T17:00:00Z,67.00,34.00
2026-02-12T17:02:00Z,67.00,34.00
2026-02-12T17:03:00Z,67.00,34.00
2026-02-12T17:04:00Z,67.00,34.00
2026-02-12T17:05:00Z,67.00,34.00
2026-02-12T17:06:00Z,67.00,34.00
2026-02-12T17:07:00Z,67.00,34.00
2026-02-12T17:08:00Z,67.00,33.00
2026-02-12T17:10:00Z,67.00,34.00
2026-02-12T17:11:00Z,67.00,34.00
2026-02-12T17:13:00Z,67.00,34.00
2026-02-12T17:14:00Z,67.00,34.00
2026-02-12T17:15:00Z,67.00,34.00
2026-02-12T17:19:00Z,67.00,34.00
2026-02-12T17:20:00Z,67.00,34.00
2026-02-12T17:21:00Z,67.00,34.00
2026-02-12T17:22:00Z,67.00,34.00
2026-02-12T17:23:00Z,67.00,34.00
2026-02-12T17:24:00Z,66.03,34.00
2026-02-12T17:25:00Z,66.00,34.00
2026-02-12T17:26:00Z,66.00,34.00
2026-02-12T17:27:00Z,66.00,35.00
2026-02-12T17:28:00Z,66.00,35.00
2026-02-12T17:29:00Z,66.00,35.00
2026-02-12T17:31:00Z,66.00,35.00
2026-02-12T17:32:00Z,66.00,35.00
2026-02-12T17:33:00Z,66.00,35.00
2026-02-12T17:34:00Z,66.00,35.00
2026-02-12T17:35:00Z,64.07,36.00
2026-02-12T17:36:00Z,64.00,36.00
2026-02-12T17:37:00Z,63.00,36.00
2026-02-12T17:38:00Z,63.06,36.00
2026-02-12T17:39:00Z,63.00,36.00
2026-02-12T17:40:00Z,65.00,36.00
2026-02-12T17:41:00Z,64.94,36.00
2026-02-12T17:42:00Z,64.00,36.00
2026-02-12T17:43:00Z,64.00,36.00
2026-02-12T17:44:00Z,64.18,36.00
2026-02-12T17:45:00Z,64.00,36.00
2026-02-12T17:46:00Z,64.00,37.00
2026-02-12T17:47:00Z,64.00,37.00
2026-02-12T17:48:00Z,63.00,36.97
2026-02-12T17:49:00Z,63.00,36.97
2026-02-12T17:50:00Z,63.00,35.75
2026-02-12T17:51:00Z,63.00,36.00
2026-02-12T17:52:00Z,63.00,36.00
2026-02-12T17:53:00Z,63.00,36.00
2026-02-12T17:54:00Z,63.00,36.00
2026-02-12T17:55:00Z,63.00,37.09
2026-02-12T17:56:00Z,63.00,37.94
2026-02-12T17:57:00Z,63.00,36.99
2026-02-12T17:58:00Z,63.00,36.99
2026-02-12T17:59:00Z,63.00,36.99
2026-02-12T18:00:00Z,63.00,36.99
2026-02-12T18:01:00Z,63.00,36.99
2026-02-12T18:02:00Z,63.00,36.00
2026-02-12T18:03:00Z,63.00,37.00
2026-02-12T18:04:00Z,63.00,37.00
2026-02-12T18:05:00Z,63.00,37.00
2026-02-12T18:06:00Z,63.00,37.96
2026-02-12T18:07:00Z,63.00,36.94
2026-02-12T18:08:00Z,63.00,36.94
2026-02-12T18:09:00Z,63.00,37.00
2026-02-12T18:10:00Z,63.00,39.01
2026-02-12T18:11:00Z,63.05,36.08
2026-02-12T18:12:00Z,63.33,33.60
2026-02-12T18:13:00Z,68.00,33.91
2026-02-12T18:14:00Z,66.96,32.65
2026-02-12T18:15:00Z,67.00,35.98
2026-02-12T18:16:00Z,65.06,36.24
2026-02-12T18:17:00Z,66.30,36.02
2026-02-12T18:18:00Z,68.85,33.00
2026-02-12T18:19:00Z,68.83,31.58
2026-02-12T18:20:00Z,69.06,32.10
2026-02-12T18:21:00Z,68.03,32.53
2026-02-12T18:22:00Z,67.00,33.94
2026-02-12T18:23:00Z,66.17,35.98
2026-02-12T18:24:00Z,65.05,35.85
2026-02-12T18:25:00Z,68.21,32.80
2026-02-12T18:26:00Z,68.18,32.00
2026-02-12T18:27:00Z,69.00,32.00
2026-02-12T18:28:00Z,70.04,31.70
2026-02-12T18:29:00Z,70.41,31.00
2026-02-12T18:30:00Z,70.04,31.72
2026-02-12T18:31:00Z,66.20,33.27
2026-02-12T18:32:00Z,66.02,33.78
2026-02-12T18:33:00Z,67.38,32.92
2026-02-12T18:34:00Z,66.78,35.62
2026-02-12T18:35:00Z,64.06,38.84
2026-02-12T18:36:00Z,65.72,32.57
2026-02-12T18:37:00Z,68.39,31.99
2026-02-12T18:38:00Z,67.00,33.53
2026-02-12T18:39:00Z,65.20,38.00
2026-02-12T18:40:00Z,67.34,32.82
2026-02-12T18:41:00Z,64.60,34.41
2026-02-12T18:42:00Z,65.00,35.48
2026-02-12T18:43:00Z,67.85,32.00
2026-02-12T18:44:00Z,67.57,33.51
2026-02-12T18:45:00Z,69.24,29.00
2026-02-12T18:46:00Z,71.01,30.00
2026-02-12T18:47:00Z,66.42,35.36
2026-02-12T18:48:00Z,63.65,36.33
2026-02-12T18:49:00Z,60.96,46.52
2026-02-12T18:50:00Z,54.68,46.15
2026-02-12T18:51:00Z,61.76,40.06
2026-02-12T18:52:00Z,64.23,41.93
2026-02-12T18:53:00Z,58.00,44.25
2026-02-12T18:54:00Z,65.00,35.87
2026-02-12T18:55:00Z,65.00,34.85
2026-02-12T18:56:00Z,64.88,38.04
2026-02-12T18:57:00Z,62.36,39.09
2026-02-12T18:58:00Z,61.39,38.80
2026-02-12T18:59:00Z,65.22,39.94
2026-02-12T19:00:00Z,63.17,37.28
2026-02-12T19:01:00Z,51.20,44.74
2026-02-12T19:02:00Z,50.16,52.43
2026-02-12T19:03:00Z,48.01,53.72
2026-02-12T19:04:00Z,49.29,45.58
2026-02-12T19:05:00Z,46.21,55.03
2026-02-12T19:06:00Z,46.61,54.92
2026-02-12T19:07:00Z,43.30,58.93
