# event_ticker=KXATPCHALLENGERMATCH-26MAR24KIRKOP
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Sandro Kopp
# fav_player=Ergi Kirkin
# dog_player=Sandro Kopp
# kalshi_date=2026-03-24
timestamp,Ergi Kirkin,Sandro Kopp
2026-03-23T21:28:00Z,,58.16
2026-03-24T00:43:00Z,40.00,58.16
2026-03-24T01:03:00Z,40.00,61.00
2026-03-24T01:10:00Z,40.00,61.00
2026-03-24T02:50:00Z,40.00,61.00
2026-03-24T02:59:00Z,40.00,61.00
2026-03-24T03:12:00Z,40.00,61.00
2026-03-24T03:45:00Z,40.00,61.00
2026-03-24T03:59:00Z,40.00,61.00
2026-03-24T04:08:00Z,40.00,61.00
2026-03-24T04:29:00Z,40.00,61.00
2026-03-24T04:37:00Z,40.00,61.00
2026-03-24T04:38:00Z,40.00,61.00
2026-03-24T04:46:00Z,40.00,61.00
2026-03-24T04:48:00Z,40.00,61.00
2026-03-24T04:49:00Z,40.00,61.00
2026-03-24T04:51:00Z,40.00,61.00
2026-03-24T04:54:00Z,40.00,61.00
2026-03-24T04:56:00Z,40.00,61.00
2026-03-24T05:00:00Z,40.00,61.78
2026-03-24T05:15:00Z,40.00,61.78
2026-03-24T05:24:00Z,40.00,62.00
2026-03-24T05:27:00Z,39.00,62.00
2026-03-24T06:06:00Z,39.00,62.00
2026-03-24T06:11:00Z,39.00,62.03
2026-03-24T06:16:00Z,39.00,62.00
2026-03-24T06:17:00Z,39.00,63.00
2026-03-24T06:18:00Z,39.00,63.00
2026-03-24T06:33:00Z,39.00,62.00
2026-03-24T06:46:00Z,39.00,62.00
2026-03-24T06:53:00Z,39.00,62.00
2026-03-24T07:01:00Z,39.00,62.00
2026-03-24T07:18:00Z,39.00,62.00
2026-03-24T07:53:00Z,39.00,62.00
2026-03-24T08:00:00Z,39.00,62.98
2026-03-24T08:08:00Z,39.00,63.00
2026-03-24T08:14:00Z,39.00,63.00
2026-03-24T08:16:00Z,39.00,63.00
2026-03-24T08:19:00Z,39.00,63.00
2026-03-24T08:21:00Z,39.00,63.00
2026-03-24T08:22:00Z,39.00,63.00
2026-03-24T08:23:00Z,39.00,63.00
2026-03-24T08:27:00Z,39.00,63.00
2026-03-24T08:28:00Z,39.00,63.00
2026-03-24T08:30:00Z,39.00,63.00
2026-03-24T08:31:00Z,39.00,62.44
2026-03-24T08:35:00Z,39.00,63.00
2026-03-24T08:36:00Z,39.00,62.00
2026-03-24T08:40:00Z,39.00,62.00
2026-03-24T08:41:00Z,38.00,62.00
2026-03-24T08:45:00Z,39.00,63.00
2026-03-24T08:49:00Z,39.00,63.00
2026-03-24T08:54:00Z,39.00,63.00
2026-03-24T08:55:00Z,39.00,63.00
2026-03-24T08:56:00Z,39.00,63.00
2026-03-24T08:58:00Z,39.00,63.00
2026-03-24T08:59:00Z,39.00,63.00
2026-03-24T09:00:00Z,39.00,63.00
2026-03-24T09:02:00Z,38.00,63.00
2026-03-24T09:03:00Z,38.00,64.00
2026-03-24T09:04:00Z,38.71,64.00
2026-03-24T09:05:00Z,39.00,64.00
2026-03-24T09:06:00Z,39.00,64.00
2026-03-24T09:07:00Z,39.00,64.00
2026-03-24T09:08:00Z,39.00,64.00
2026-03-24T09:09:00Z,40.99,60.13
2026-03-24T09:10:00Z,39.98,63.17
2026-03-24T09:11:00Z,44.97,57.00
2026-03-24T09:12:00Z,44.97,57.00
2026-03-24T09:13:00Z,48.07,52.56
2026-03-24T09:14:00Z,43.91,55.73
2026-03-24T09:15:00Z,43.91,60.00
2026-03-24T09:16:00Z,43.91,58.02
2026-03-24T09:17:00Z,40.96,57.02
2026-03-24T09:18:00Z,41.99,58.00
2026-03-24T09:19:00Z,44.42,59.24
2026-03-24T09:20:00Z,43.54,62.41
2026-03-24T09:21:00Z,39.08,67.41
2026-03-24T09:22:00Z,40.33,66.86
2026-03-24T09:23:00Z,40.33,67.00
2026-03-24T09:24:00Z,41.38,60.15
2026-03-24T09:25:00Z,44.55,56.41
2026-03-24T09:26:00Z,45.00,56.08
2026-03-24T09:27:00Z,48.11,53.56
2026-03-24T09:28:00Z,49.00,58.76
2026-03-24T09:29:00Z,50.75,51.82
2026-03-24T09:30:00Z,43.70,56.54
2026-03-24T09:31:00Z,37.00,61.00
2026-03-24T09:32:00Z,37.48,62.00
2026-03-24T09:33:00Z,40.11,54.00
2026-03-24T09:34:00Z,41.00,54.00
2026-03-24T09:35:00Z,38.91,54.00
