# event_ticker=KXATPMATCH-26APR08MARHUR
# final_score=6-2 6-3
# match_winner=Hubert Hurkacz
# fav_player=Hubert Hurkacz
# dog_player=Fabian Marozsan
# kalshi_date=2026-04-08
timestamp,Hubert Hurkacz,Fabian Marozsan
2026-04-08T04:44:00Z,44.00,
2026-04-08T04:45:00Z,44.00,58.00
2026-04-08T04:51:00Z,44.00,58.00
2026-04-08T04:52:00Z,44.00,58.00
2026-04-08T04:53:00Z,44.00,58.00
2026-04-08T04:57:00Z,44.00,58.00
2026-04-08T05:00:00Z,44.00,58.00
2026-04-08T05:04:00Z,44.00,58.00
2026-04-08T05:05:00Z,44.00,58.00
2026-04-08T05:10:00Z,44.00,58.00
2026-04-08T05:13:00Z,44.00,58.00
2026-04-08T05:16:00Z,44.00,58.00
2026-04-08T05:20:00Z,44.00,58.00
2026-04-08T05:23:00Z,44.00,58.00
2026-04-08T05:28:00Z,44.00,57.43
2026-04-08T05:32:00Z,44.00,57.24
2026-04-08T05:34:00Z,44.00,57.24
2026-04-08T05:39:00Z,44.00,58.00
2026-04-08T05:44:00Z,44.00,58.00
2026-04-08T05:46:00Z,44.00,57.00
2026-04-08T05:47:00Z,44.00,57.00
2026-04-08T05:48:00Z,44.00,57.00
2026-04-08T05:49:00Z,44.00,57.00
2026-04-08T05:50:00Z,44.00,57.00
2026-04-08T05:51:00Z,43.00,57.00
2026-04-08T05:52:00Z,42.00,57.00
2026-04-08T05:54:00Z,44.00,57.00
2026-04-08T05:55:00Z,44.00,57.00
2026-04-08T06:00:00Z,44.00,57.00
2026-04-08T06:03:00Z,44.00,56.00
2026-04-08T06:05:00Z,44.00,56.00
2026-04-08T06:06:00Z,44.00,56.00
2026-04-08T06:07:00Z,44.00,58.00
2026-04-08T06:08:00Z,44.00,58.00
2026-04-08T06:09:00Z,44.00,58.00
2026-04-08T06:10:00Z,44.00,58.00
2026-04-08T06:11:00Z,44.00,58.00
2026-04-08T06:12:00Z,44.00,58.00
2026-04-08T06:17:00Z,44.00,58.00
2026-04-08T06:19:00Z,44.00,58.00
2026-04-08T06:22:00Z,44.00,58.00
2026-04-08T06:25:00Z,44.00,58.00
2026-04-08T06:30:00Z,44.00,58.00
2026-04-08T06:35:00Z,44.00,58.00
2026-04-08T06:36:00Z,44.00,58.00
2026-04-08T06:37:00Z,44.00,58.00
2026-04-08T06:40:00Z,44.00,58.00
2026-04-08T06:47:00Z,44.00,58.00
2026-04-08T06:51:00Z,44.00,57.00
2026-04-08T06:53:00Z,44.00,57.00
2026-04-08T06:55:00Z,44.00,57.00
2026-04-08T06:56:00Z,44.00,57.00
2026-04-08T06:57:00Z,44.00,57.00
2026-04-08T06:58:00Z,44.00,57.00
2026-04-08T06:59:00Z,42.86,57.00
2026-04-08T07:00:00Z,44.00,58.00
2026-04-08T07:01:00Z,42.00,58.00
2026-04-08T07:02:00Z,42.00,58.00
2026-04-08T07:07:00Z,44.00,58.00
2026-04-08T07:12:00Z,44.00,58.00
2026-04-08T07:21:00Z,44.00,58.00
2026-04-08T07:25:00Z,44.00,58.00
2026-04-08T07:29:00Z,44.00,58.00
2026-04-08T07:31:00Z,44.00,58.00
2026-04-08T07:33:00Z,44.00,58.00
2026-04-08T07:35:00Z,44.00,58.00
2026-04-08T07:43:00Z,44.00,58.00
2026-04-08T07:45:00Z,44.00,58.00
2026-04-08T07:47:00Z,44.00,57.00
2026-04-08T07:49:00Z,44.00,58.00
2026-04-08T07:50:00Z,44.00,58.00
2026-04-08T08:06:00Z,44.00,58.00
2026-04-08T08:10:00Z,45.00,58.00
2026-04-08T08:23:00Z,45.00,58.00
2026-04-08T08:45:00Z,45.00,58.00
2026-04-08T08:46:00Z,45.00,58.00
2026-04-08T09:02:00Z,45.00,58.00
2026-04-08T09:22:00Z,45.00,58.00
2026-04-08T09:25:00Z,45.00,58.00
2026-04-08T09:33:00Z,45.00,58.00
2026-04-08T09:37:00Z,45.00,57.00
2026-04-08T09:43:00Z,45.00,57.00
2026-04-08T09:52:00Z,45.00,57.00
2026-04-08T09:59:00Z,45.00,58.00
2026-04-08T10:02:00Z,45.00,58.00
2026-04-08T10:10:00Z,45.00,58.00
2026-04-08T10:12:00Z,45.00,58.00
2026-04-08T10:16:00Z,45.00,58.00
2026-04-08T10:20:00Z,45.00,58.00
2026-04-08T10:24:00Z,45.00,58.00
2026-04-08T10:25:00Z,45.00,58.00
2026-04-08T10:30:00Z,45.00,58.00
2026-04-08T10:32:00Z,45.00,58.00
2026-04-08T10:33:00Z,45.00,58.00
2026-04-08T10:43:00Z,45.00,58.00
2026-04-08T10:46:00Z,45.00,58.00
2026-04-08T10:47:00Z,45.00,58.00
2026-04-08T10:52:00Z,45.00,58.00
2026-04-08T11:09:00Z,45.00,58.00
2026-04-08T11:13:00Z,45.00,58.00
2026-04-08T11:15:00Z,45.00,58.00
2026-04-08T11:21:00Z,45.00,58.00
2026-04-08T11:27:00Z,45.00,58.00
2026-04-08T11:56:00Z,45.00,58.00
2026-04-08T11:57:00Z,44.00,58.00
2026-04-08T12:08:00Z,44.00,58.00
2026-04-08T12:09:00Z,43.00,58.00
2026-04-08T12:10:00Z,43.00,58.00
2026-04-08T12:11:00Z,43.00,58.00
2026-04-08T12:12:00Z,43.00,58.00
2026-04-08T12:13:00Z,44.00,58.00
2026-04-08T12:14:00Z,44.00,58.00
2026-04-08T12:18:00Z,44.00,58.00
2026-04-08T12:20:00Z,44.00,58.00
2026-04-08T12:21:00Z,44.00,58.00
2026-04-08T12:23:00Z,44.00,58.00
2026-04-08T12:35:00Z,44.00,58.00
2026-04-08T12:40:00Z,44.00,58.00
2026-04-08T12:46:00Z,44.00,58.00
2026-04-08T12:49:00Z,44.00,58.00
2026-04-08T12:53:00Z,44.00,58.00
2026-04-08T12:56:00Z,44.00,58.00
2026-04-08T13:10:00Z,44.00,58.00
2026-04-08T13:11:00Z,44.00,58.00
2026-04-08T13:15:00Z,44.00,58.00
2026-04-08T13:17:00Z,44.00,58.00
2026-04-08T13:19:00Z,44.00,57.00
2026-04-08T13:20:00Z,44.00,58.00
2026-04-08T13:21:00Z,44.00,58.00
2026-04-08T13:24:00Z,44.00,58.00
2026-04-08T13:28:00Z,44.00,58.00
2026-04-08T13:30:00Z,44.00,57.93
2026-04-08T13:31:00Z,44.00,58.00
2026-04-08T13:33:00Z,44.00,58.00
2026-04-08T13:39:00Z,44.00,58.00
2026-04-08T13:40:00Z,44.00,58.00
2026-04-08T13:41:00Z,44.00,58.00
2026-04-08T13:43:00Z,44.08,58.00
2026-04-08T13:44:00Z,44.08,58.00
2026-04-08T13:45:00Z,45.00,58.00
