# event_ticker=KXATPCHALLENGERMATCH-26APR27SCHCLA
# final_score=3-6 6-3 7-5
# match_winner=Jay Clarke
# fav_player=Jay Clarke
# dog_player=Max Schoenhaus
# kalshi_date=2026-04-27
timestamp,Max Schoenhaus,Jay Clarke
2026-04-27T13:59:00Z,72.39,29.51
2026-04-27T14:00:00Z,65.49,36.77
2026-04-27T14:01:00Z,65.25,45.25
2026-04-27T14:02:00Z,62.28,37.35
2026-04-27T14:03:00Z,67.41,36.62
2026-04-27T14:04:00Z,69.80,37.74
2026-04-27T14:05:00Z,77.50,25.90
2026-04-27T14:06:00Z,71.14,31.03
2026-04-27T14:07:00Z,73.20,25.64
2026-04-27T14:08:00Z,64.38,34.01
2026-04-27T14:09:00Z,55.67,43.67
2026-04-27T14:10:00Z,54.57,45.67
2026-04-27T14:11:00Z,51.94,47.17
2026-04-27T14:12:00Z,51.90,47.99
2026-04-27T14:13:00Z,50.94,48.40
2026-04-27T14:14:00Z,50.15,50.12
2026-04-27T14:15:00Z,52.05,49.35
2026-04-27T14:16:00Z,54.80,44.49
2026-04-27T14:17:00Z,56.56,45.22
2026-04-27T14:18:00Z,57.99,45.52
2026-04-27T14:19:00Z,56.82,42.90
2026-04-27T14:20:00Z,64.67,35.52
2026-04-27T14:21:00Z,67.54,34.05
2026-04-27T14:22:00Z,65.33,37.33
2026-04-27T14:23:00Z,63.95,35.12
2026-04-27T14:24:00Z,63.52,38.07
2026-04-27T14:25:00Z,53.04,46.67
2026-04-27T14:26:00Z,45.78,52.34
2026-04-27T14:27:00Z,47.32,53.14
2026-04-27T14:28:00Z,47.71,52.17
2026-04-27T14:29:00Z,48.96,52.22
2026-04-27T14:30:00Z,48.00,51.91
2026-04-27T14:31:00Z,44.98,56.00
2026-04-27T14:32:00Z,44.00,56.62
2026-04-27T14:33:00Z,44.00,57.48
2026-04-27T14:34:00Z,33.94,63.75
2026-04-27T14:35:00Z,38.31,60.51
2026-04-27T14:36:00Z,35.50,61.50
2026-04-27T14:37:00Z,25.36,74.37
2026-04-27T14:38:00Z,24.01,76.33
2026-04-27T14:39:00Z,23.69,78.36
2026-04-27T14:40:00Z,22.04,78.86
2026-04-27T14:41:00Z,25.80,74.48
2026-04-27T14:42:00Z,24.99,75.66
2026-04-27T14:43:00Z,19.78,80.13
2026-04-27T14:44:00Z,23.34,76.00
2026-04-27T14:45:00Z,26.00,74.94
2026-04-27T14:46:00Z,31.43,71.91
2026-04-27T14:47:00Z,26.26,76.52
2026-04-27T14:48:00Z,33.03,74.42
2026-04-27T14:49:00Z,31.89,68.79
2026-04-27T14:50:00Z,42.65,60.71
2026-04-27T14:51:00Z,50.66,49.01
2026-04-27T14:52:00Z,49.03,53.54
2026-04-27T14:53:00Z,46.16,56.37
2026-04-27T14:54:00Z,53.94,45.79
2026-04-27T14:55:00Z,56.00,43.87
2026-04-27T14:56:00Z,54.78,46.10
2026-04-27T14:57:00Z,51.24,47.36
2026-04-27T14:58:00Z,48.06,52.41
2026-04-27T14:59:00Z,50.44,52.44
2026-04-27T15:00:00Z,53.41,48.12
2026-04-27T15:01:00Z,49.10,55.94
2026-04-27T15:02:00Z,56.84,46.26
2026-04-27T15:03:00Z,56.85,42.82
2026-04-27T15:04:00Z,55.00,49.04
2026-04-27T15:05:00Z,51.56,48.61
2026-04-27T15:06:00Z,54.36,46.72
2026-04-27T15:07:00Z,56.61,46.07
2026-04-27T15:08:00Z,49.39,51.92
2026-04-27T15:09:00Z,58.35,40.59
2026-04-27T15:10:00Z,61.25,37.91
2026-04-27T15:11:00Z,63.06,36.98
2026-04-27T15:12:00Z,55.36,46.74
2026-04-27T15:13:00Z,48.05,54.29
2026-04-27T15:14:00Z,35.98,61.81
2026-04-27T15:15:00Z,27.52,71.54
2026-04-27T15:16:00Z,32.41,73.02
2026-04-27T15:17:00Z,12.99,87.48
2026-04-27T15:18:00Z,6.33,95.03
2026-04-27T15:19:00Z,1.16,98.63
2026-04-27T15:20:00Z,1.00,99.00
2026-04-27T15:21:00Z,1.00,99.00
2026-04-27T15:22:00Z,1.00,99.00
