# event_ticker=KXATPCHALLENGERMATCH-26MAY22BARJOR
# final_score=6-3 6-7(4) 6-1
# score_resolution=3-6 7-6 1-6
# match_winner=David Jorda Sanchis
# fav_player=Hynek Barton
# dog_player=David Jorda Sanchis
# kalshi_date=2026-05-22
timestamp,Hynek Barton,David Jorda Sanchis
2026-05-22T01:53:00Z,,32.00
2026-05-22T02:43:00Z,,32.00
2026-05-22T03:03:00Z,,30.00
2026-05-22T03:20:00Z,,32.00
2026-05-22T04:51:00Z,71.00,32.00
2026-05-22T06:00:00Z,71.00,32.00
2026-05-22T06:03:00Z,71.00,32.00
2026-05-22T06:06:00Z,71.00,32.00
2026-05-22T06:13:00Z,71.00,32.00
2026-05-22T06:17:00Z,69.00,32.00
2026-05-22T06:33:00Z,70.28,32.00
2026-05-22T06:39:00Z,70.28,32.00
2026-05-22T06:41:00Z,71.00,32.00
2026-05-22T06:52:00Z,71.00,32.00
2026-05-22T10:25:00Z,70.00,32.00
2026-05-22T11:27:00Z,70.00,32.00
2026-05-22T11:30:00Z,70.00,32.00
2026-05-22T11:44:00Z,70.00,31.00
2026-05-22T12:09:00Z,70.00,31.00
2026-05-22T12:14:00Z,70.00,31.00
2026-05-22T12:28:00Z,70.00,31.00
2026-05-22T12:34:00Z,71.00,31.00
2026-05-22T12:35:00Z,71.00,31.00
2026-05-22T12:41:00Z,71.00,31.00
2026-05-22T12:59:00Z,71.00,31.00
2026-05-22T13:06:00Z,71.00,30.97
2026-05-22T13:07:00Z,72.00,30.97
2026-05-22T13:08:00Z,71.00,30.97
2026-05-22T13:10:00Z,71.00,30.97
2026-05-22T13:12:00Z,73.00,30.97
2026-05-22T13:13:00Z,72.00,30.97
2026-05-22T13:14:00Z,70.00,31.00
2026-05-22T13:15:00Z,69.00,33.00
2026-05-22T13:16:00Z,67.33,34.00
2026-05-22T13:17:00Z,70.00,32.00
2026-05-22T13:18:00Z,68.76,32.00
2026-05-22T13:19:00Z,67.25,32.00
2026-05-22T13:20:00Z,66.00,33.92
2026-05-22T13:21:00Z,66.00,33.07
2026-05-22T13:22:00Z,66.00,34.01
2026-05-22T13:23:00Z,66.00,36.00
2026-05-22T13:24:00Z,66.20,34.72
2026-05-22T13:25:00Z,68.70,34.72
2026-05-22T13:26:00Z,68.67,31.86
2026-05-22T13:27:00Z,67.00,34.00
2026-05-22T13:28:00Z,67.00,33.00
2026-05-22T13:29:00Z,67.00,35.00
2026-05-22T13:30:00Z,67.00,39.00
2026-05-22T13:32:00Z,52.46,51.17
2026-05-22T13:33:00Z,47.99,57.80
2026-05-22T13:34:00Z,44.69,58.00
2026-05-22T13:35:00Z,50.00,56.53
2026-05-22T13:36:00Z,48.36,56.53
2026-05-22T13:37:00Z,53.63,47.11
2026-05-22T13:38:00Z,41.75,57.47
2026-05-22T13:39:00Z,39.27,58.29
2026-05-22T13:40:00Z,39.00,58.29
2026-05-22T13:41:00Z,39.86,58.29
2026-05-22T13:42:00Z,41.00,58.35
2026-05-22T13:43:00Z,44.00,58.00
2026-05-22T13:44:00Z,42.00,59.71
2026-05-22T13:45:00Z,37.87,63.90
2026-05-22T13:46:00Z,35.00,65.89
2026-05-22T13:47:00Z,33.77,66.15
2026-05-22T13:48:00Z,33.50,67.00
2026-05-22T13:49:00Z,34.00,66.73
2026-05-22T13:50:00Z,33.91,66.69
2026-05-22T13:51:00Z,37.72,63.61
2026-05-22T13:52:00Z,37.15,65.02
2026-05-22T13:53:00Z,38.54,64.53
2026-05-22T13:54:00Z,38.60,62.50
2026-05-22T13:55:00Z,39.52,64.32
2026-05-22T13:56:00Z,36.25,66.49
2026-05-22T13:57:00Z,34.34,65.84
2026-05-22T13:58:00Z,36.90,64.31
2026-05-22T13:59:00Z,34.11,66.03
2026-05-22T14:00:00Z,36.16,65.44
2026-05-22T14:01:00Z,37.52,64.00
2026-05-22T14:02:00Z,37.23,63.96
2026-05-22T14:03:00Z,36.45,64.77
2026-05-22T14:04:00Z,34.63,66.27
2026-05-22T14:05:00Z,31.69,69.73
2026-05-22T14:06:00Z,33.15,69.34
2026-05-22T14:07:00Z,35.96,65.86
2026-05-22T14:08:00Z,36.72,63.49
2026-05-22T14:09:00Z,37.54,63.44
2026-05-22T14:10:00Z,38.49,62.26
2026-05-22T14:11:00Z,45.61,55.98
2026-05-22T14:12:00Z,42.84,56.92
2026-05-22T14:13:00Z,45.10,57.58
2026-05-22T14:14:00Z,44.71,57.32
2026-05-22T14:15:00Z,37.69,62.81
2026-05-22T14:16:00Z,34.02,67.21
2026-05-22T14:17:00Z,35.42,65.04
2026-05-22T14:18:00Z,39.50,61.10
2026-05-22T14:19:00Z,40.26,60.97
2026-05-22T14:20:00Z,45.99,54.53
2026-05-22T14:21:00Z,44.48,57.53
2026-05-22T14:22:00Z,37.43,61.73
2026-05-22T14:23:00Z,36.53,65.65
2026-05-22T14:24:00Z,39.87,60.24
2026-05-22T14:25:00Z,40.43,61.03
2026-05-22T14:26:00Z,39.28,60.54
2026-05-22T14:27:00Z,40.40,60.99
2026-05-22T14:28:00Z,38.77,61.63
2026-05-22T14:29:00Z,41.03,60.37
2026-05-22T14:30:00Z,35.46,65.54
2026-05-22T14:31:00Z,37.70,63.61
2026-05-22T14:32:00Z,34.89,67.05
2026-05-22T14:33:00Z,29.58,71.12
2026-05-22T14:34:00Z,32.58,68.66
2026-05-22T14:35:00Z,40.35,60.80
2026-05-22T14:36:00Z,38.63,61.64
2026-05-22T14:37:00Z,42.17,61.51
2026-05-22T14:38:00Z,37.71,63.92
2026-05-22T14:39:00Z,37.16,63.45
2026-05-22T14:40:00Z,34.68,67.14
2026-05-22T14:41:00Z,44.46,62.25
2026-05-22T14:42:00Z,28.84,72.25
2026-05-22T14:43:00Z,35.00,66.32
2026-05-22T14:44:00Z,35.88,63.54
2026-05-22T14:45:00Z,43.40,60.91
2026-05-22T14:46:00Z,47.74,54.76
2026-05-22T14:47:00Z,47.17,53.18
2026-05-22T14:48:00Z,46.53,57.26
2026-05-22T14:49:00Z,55.67,43.08
2026-05-22T14:50:00Z,57.11,42.18
2026-05-22T14:51:00Z,56.41,43.36
2026-05-22T14:52:00Z,56.85,43.96
2026-05-22T14:53:00Z,56.41,43.19
2026-05-22T14:54:00Z,57.03,42.02
2026-05-22T14:55:00Z,55.06,45.15
2026-05-22T14:56:00Z,51.66,48.38
2026-05-22T14:57:00Z,51.84,49.78
2026-05-22T14:58:00Z,54.90,45.99
2026-05-22T14:59:00Z,50.93,49.31
2026-05-22T15:00:00Z,48.82,51.53
2026-05-22T15:01:00Z,39.64,56.85
2026-05-22T15:02:00Z,37.84,66.18
2026-05-22T15:03:00Z,38.21,65.46
2026-05-22T15:04:00Z,21.58,77.42
2026-05-22T15:05:00Z,19.37,80.41
