# event_ticker=KXATPMATCH-25JUL20DARDEJ
# final_score=6-4 3-6 6-3
# score_resolution=4-6 6-3 3-6
# match_winner=Luciano Darderi
# fav_player=Jesper De Jong
# dog_player=Luciano Darderi
# kalshi_date=2025-07-20
timestamp,Jesper De Jong,Luciano Darderi
2025-07-20T02:28:00Z,32.33,
2025-07-20T03:39:00Z,32.33,66.00
2025-07-20T04:18:00Z,39.00,66.00
2025-07-20T04:20:00Z,39.00,66.00
2025-07-20T04:23:00Z,39.00,66.00
2025-07-20T04:35:00Z,39.00,66.00
2025-07-20T04:40:00Z,39.00,66.00
2025-07-20T04:45:00Z,39.00,66.23
2025-07-20T04:51:00Z,39.00,66.55
2025-07-20T04:56:00Z,39.00,66.00
2025-07-20T04:59:00Z,38.00,66.00
2025-07-20T05:01:00Z,38.00,66.00
2025-07-20T05:07:00Z,38.00,66.00
2025-07-20T05:10:00Z,38.00,66.00
2025-07-20T05:17:00Z,38.00,67.35
2025-07-20T05:36:00Z,38.00,67.35
2025-07-20T05:38:00Z,38.00,66.31
2025-07-20T05:39:00Z,38.00,66.75
2025-07-20T05:40:00Z,38.00,66.00
2025-07-20T05:41:00Z,38.00,66.35
2025-07-20T05:42:00Z,38.00,66.35
2025-07-20T05:44:00Z,38.00,66.35
2025-07-20T05:45:00Z,38.00,66.00
2025-07-20T05:46:00Z,38.00,66.00
2025-07-20T05:47:00Z,38.00,66.00
2025-07-20T05:48:00Z,38.00,66.31
2025-07-20T05:49:00Z,38.00,67.27
2025-07-20T05:50:00Z,37.00,68.00
2025-07-20T05:51:00Z,37.00,67.00
2025-07-20T05:52:00Z,37.61,67.00
2025-07-20T05:53:00Z,37.61,67.00
2025-07-20T05:54:00Z,38.15,67.00
2025-07-20T05:55:00Z,40.90,67.00
2025-07-20T05:56:00Z,42.00,67.00
2025-07-20T05:58:00Z,41.95,67.00
2025-07-20T05:59:00Z,41.95,64.00
2025-07-20T06:02:00Z,41.95,64.00
2025-07-20T06:03:00Z,42.00,64.00
2025-07-20T06:07:00Z,42.00,64.00
2025-07-20T06:09:00Z,42.00,64.00
2025-07-20T06:10:00Z,42.00,64.00
2025-07-20T06:15:00Z,42.00,64.00
2025-07-20T06:20:00Z,42.00,64.13
2025-07-20T06:27:00Z,41.57,64.13
2025-07-20T06:28:00Z,41.57,63.00
2025-07-20T06:29:00Z,42.00,63.00
2025-07-20T06:30:00Z,42.00,65.00
2025-07-20T06:32:00Z,42.00,65.00
2025-07-20T06:35:00Z,42.00,65.00
2025-07-20T06:43:00Z,39.00,65.00
2025-07-20T06:48:00Z,39.00,64.00
2025-07-20T12:01:00Z,39.00,63.00
2025-07-20T12:02:00Z,39.65,63.00
2025-07-20T12:03:00Z,40.00,63.00
2025-07-20T12:04:00Z,40.00,63.00
2025-07-20T12:05:00Z,40.00,63.00
2025-07-20T12:07:00Z,40.00,63.00
2025-07-20T12:08:00Z,40.08,62.20
2025-07-20T12:09:00Z,40.18,77.05
2025-07-20T12:10:00Z,40.77,68.00
2025-07-20T12:11:00Z,41.84,66.94
2025-07-20T12:12:00Z,42.24,61.78
2025-07-20T12:13:00Z,42.24,57.80
2025-07-20T12:14:00Z,42.24,45.71
2025-07-20T12:15:00Z,60.26,54.60
2025-07-20T12:16:00Z,65.85,54.60
2025-07-20T12:17:00Z,65.56,45.00
2025-07-20T12:18:00Z,65.56,35.89
2025-07-20T12:19:00Z,66.97,37.00
2025-07-20T12:20:00Z,66.97,42.40
2025-07-20T12:21:00Z,60.83,38.14
2025-07-20T12:22:00Z,61.98,38.59
2025-07-20T12:23:00Z,61.98,40.10
2025-07-20T12:24:00Z,60.00,41.00
2025-07-20T12:25:00Z,60.00,44.01
2025-07-20T12:26:00Z,52.06,47.97
2025-07-20T12:27:00Z,51.95,48.17
2025-07-20T12:28:00Z,46.00,55.00
2025-07-20T12:29:00Z,41.00,58.00
2025-07-20T12:30:00Z,41.92,60.00
2025-07-20T12:31:00Z,39.00,61.00
2025-07-20T12:32:00Z,32.95,65.20
2025-07-20T12:33:00Z,35.37,63.77
2025-07-20T12:34:00Z,28.00,69.83
2025-07-20T12:35:00Z,18.83,74.81
2025-07-20T12:36:00Z,17.83,83.00
2025-07-20T12:37:00Z,16.00,83.70
2025-07-20T12:38:00Z,15.00,83.01
2025-07-20T12:39:00Z,16.09,84.88
2025-07-20T12:40:00Z,13.18,84.88
2025-07-20T12:42:00Z,16.00,84.88
2025-07-20T12:43:00Z,16.00,84.00
2025-07-20T12:44:00Z,17.99,84.00
2025-07-20T12:45:00Z,17.22,85.00
2025-07-20T12:46:00Z,16.64,86.00
2025-07-20T12:47:00Z,15.00,91.23
2025-07-20T12:48:00Z,14.00,87.00
2025-07-20T12:49:00Z,14.00,87.00
2025-07-20T12:50:00Z,14.00,89.00
2025-07-20T12:51:00Z,12.00,83.00
2025-07-20T12:52:00Z,12.21,90.00
2025-07-20T12:53:00Z,14.00,86.38
2025-07-20T12:55:00Z,11.11,89.00
2025-07-20T12:56:00Z,6.00,92.50
2025-07-20T12:57:00Z,10.67,88.75
2025-07-20T12:58:00Z,12.00,88.00
2025-07-20T12:59:00Z,13.00,88.00
2025-07-20T13:00:00Z,13.00,86.00
