# event_ticker=KXATPMATCH-25JUL20DARDEJ
# final_score=6-4 3-6 6-3
# score_resolution=4-6 6-3 3-6
# match_winner=Luciano Darderi
# fav_player=Jesper De Jong
# dog_player=Luciano Darderi
# kalshi_date=2025-07-20
timestamp,Jesper De Jong,Luciano Darderi
2025-07-20T13:01:00Z,15.00,87.05
2025-07-20T13:02:00Z,13.00,87.00
2025-07-20T13:03:00Z,12.05,88.30
2025-07-20T13:04:00Z,13.92,90.00
2025-07-20T13:05:00Z,15.00,85.00
2025-07-20T13:06:00Z,16.70,86.00
2025-07-20T13:07:00Z,16.70,83.72
2025-07-20T13:08:00Z,15.27,90.00
2025-07-20T13:10:00Z,14.00,88.00
2025-07-20T13:11:00Z,14.00,86.43
2025-07-20T13:12:00Z,11.85,89.40
2025-07-20T13:13:00Z,9.83,92.00
2025-07-20T13:14:00Z,8.00,89.00
2025-07-20T13:15:00Z,11.52,89.00
2025-07-20T13:16:00Z,15.50,89.68
2025-07-20T13:17:00Z,16.00,84.00
2025-07-20T13:18:00Z,15.25,85.00
2025-07-20T13:19:00Z,17.99,83.00
2025-07-20T13:20:00Z,21.32,56.70
2025-07-20T13:21:00Z,20.00,81.00
2025-07-20T13:22:00Z,17.00,85.00
2025-07-20T13:23:00Z,15.00,81.44
2025-07-20T13:24:00Z,19.00,82.00
2025-07-20T13:26:00Z,20.10,81.00
2025-07-20T13:28:00Z,20.00,81.00
2025-07-20T13:29:00Z,20.00,80.00
2025-07-20T13:30:00Z,28.76,78.34
2025-07-20T13:31:00Z,36.64,71.07
2025-07-20T13:32:00Z,40.00,60.20
2025-07-20T13:33:00Z,43.93,56.61
2025-07-20T13:34:00Z,43.63,58.00
2025-07-20T13:35:00Z,42.38,58.00
2025-07-20T13:36:00Z,42.31,62.77
2025-07-20T13:37:00Z,35.52,65.61
2025-07-20T13:38:00Z,39.00,65.83
2025-07-20T13:39:00Z,41.88,60.00
2025-07-20T13:40:00Z,44.28,58.00
2025-07-20T13:41:00Z,46.56,57.78
2025-07-20T13:42:00Z,40.00,58.48
2025-07-20T13:43:00Z,39.45,57.00
2025-07-20T13:44:00Z,43.00,60.27
2025-07-20T13:45:00Z,42.00,80.12
2025-07-20T13:46:00Z,34.69,58.90
2025-07-20T13:47:00Z,27.07,58.90
2025-07-20T13:48:00Z,27.07,79.00
2025-07-20T13:49:00Z,25.25,75.00
2025-07-20T13:50:00Z,26.00,72.22
2025-07-20T13:51:00Z,16.51,84.39
2025-07-20T13:52:00Z,8.42,91.43
2025-07-20T13:53:00Z,5.74,92.00
2025-07-20T13:54:00Z,5.74,92.93
2025-07-20T13:55:00Z,4.65,94.31
2025-07-20T13:56:00Z,4.00,94.14
2025-07-20T13:57:00Z,6.00,95.55
2025-07-20T13:58:00Z,3.80,97.00
2025-07-20T13:59:00Z,6.00,94.00
2025-07-20T14:00:00Z,4.10,94.00
2025-07-20T14:01:00Z,6.83,92.70
2025-07-20T14:02:00Z,12.75,87.34
2025-07-20T14:03:00Z,17.45,81.24
2025-07-20T14:04:00Z,8.97,92.40
2025-07-20T14:05:00Z,12.00,97.23
2025-07-20T14:06:00Z,12.00,96.05
2025-07-20T14:07:00Z,5.00,97.02
2025-07-20T14:08:00Z,6.00,97.02
2025-07-20T14:09:00Z,6.00,97.00
2025-07-20T14:10:00Z,7.73,97.00
2025-07-20T14:12:00Z,4.33,96.73
2025-07-20T14:13:00Z,6.00,96.00
2025-07-20T14:14:00Z,8.57,98.00
2025-07-20T14:15:00Z,1.20,99.00
