# event_ticker=KXATPMATCH-25AUG09BONMUS
# final_score=5-7 6-4 7-6(4)
# score_resolution=7-5 4-6 6-7
# match_winner=Benjamin Bonzi
# fav_player=Lorenzo Musetti
# dog_player=Benjamin Bonzi
# kalshi_date=2025-08-09
timestamp,Lorenzo Musetti,Benjamin Bonzi
2025-08-09T15:01:00Z,73.00,29.00
2025-08-09T15:02:00Z,73.95,29.00
2025-08-09T15:03:00Z,73.00,29.00
2025-08-09T15:06:00Z,75.17,29.00
2025-08-09T15:07:00Z,71.97,30.30
2025-08-09T15:08:00Z,73.95,30.00
2025-08-09T15:09:00Z,74.03,32.00
2025-08-09T15:10:00Z,75.70,32.00
2025-08-09T15:11:00Z,77.03,23.00
2025-08-09T15:12:00Z,78.56,25.00
2025-08-09T15:13:00Z,85.31,22.00
2025-08-09T15:14:00Z,85.98,22.00
2025-08-09T15:15:00Z,86.00,22.00
2025-08-09T15:17:00Z,85.77,22.00
2025-08-09T15:18:00Z,84.00,17.00
2025-08-09T15:19:00Z,85.48,15.24
2025-08-09T15:20:00Z,86.10,13.71
2025-08-09T15:21:00Z,85.07,17.62
2025-08-09T15:22:00Z,83.47,17.91
2025-08-09T15:23:00Z,78.00,22.50
2025-08-09T15:24:00Z,78.00,24.58
2025-08-09T15:25:00Z,78.00,25.00
2025-08-09T15:26:00Z,78.00,26.89
2025-08-09T15:27:00Z,72.68,27.34
2025-08-09T15:28:00Z,72.68,32.07
2025-08-09T15:29:00Z,37.73,32.07
2025-08-09T15:30:00Z,68.74,35.00
2025-08-09T15:31:00Z,70.00,30.00
2025-08-09T15:32:00Z,71.89,31.00
2025-08-09T15:33:00Z,71.89,27.01
2025-08-09T15:35:00Z,72.00,27.01
2025-08-09T15:36:00Z,72.00,29.58
2025-08-09T15:37:00Z,72.00,30.96
2025-08-09T15:38:00Z,70.27,30.96
2025-08-09T15:39:00Z,67.65,33.00
2025-08-09T15:40:00Z,59.09,46.57
2025-08-09T15:41:00Z,58.42,44.78
2025-08-09T15:42:00Z,49.75,55.00
2025-08-09T15:43:00Z,49.68,53.00
2025-08-09T15:44:00Z,56.40,42.00
2025-08-09T15:45:00Z,57.86,45.11
2025-08-09T15:46:00Z,59.57,45.11
2025-08-09T15:47:00Z,61.50,36.29
2025-08-09T15:48:00Z,70.12,36.29
2025-08-09T15:49:00Z,71.68,30.85
2025-08-09T15:50:00Z,75.00,29.00
2025-08-09T15:51:00Z,75.00,25.00
2025-08-09T15:52:00Z,75.00,17.36
2025-08-09T15:53:00Z,88.00,14.47
2025-08-09T15:54:00Z,88.00,13.00
2025-08-09T15:55:00Z,88.00,12.00
2025-08-09T15:56:00Z,88.02,11.84
2025-08-09T15:58:00Z,90.00,11.84
2025-08-09T15:59:00Z,86.41,14.00
2025-08-09T16:00:00Z,89.00,11.00
2025-08-09T16:01:00Z,90.00,8.80
2025-08-09T16:02:00Z,91.53,12.16
2025-08-09T16:03:00Z,90.00,12.47
2025-08-09T16:04:00Z,88.00,12.00
2025-08-09T16:05:00Z,88.00,14.86
2025-08-09T16:06:00Z,88.19,10.00
2025-08-09T16:07:00Z,90.00,10.00
2025-08-09T16:08:00Z,84.80,14.00
2025-08-09T16:09:00Z,84.14,15.46
2025-08-09T16:10:00Z,81.26,19.00
2025-08-09T16:11:00Z,76.72,24.00
2025-08-09T16:12:00Z,74.48,27.77
2025-08-09T16:13:00Z,74.48,22.00
2025-08-09T16:15:00Z,76.00,24.04
2025-08-09T16:16:00Z,76.00,25.00
2025-08-09T16:18:00Z,76.00,28.28
2025-08-09T16:19:00Z,76.00,28.00
2025-08-09T16:20:00Z,73.00,31.00
2025-08-09T16:21:00Z,66.03,34.00
2025-08-09T16:22:00Z,63.00,38.71
2025-08-09T16:23:00Z,60.00,38.71
2025-08-09T16:24:00Z,60.00,34.00
2025-08-09T16:26:00Z,66.00,34.00
2025-08-09T16:27:00Z,61.00,39.99
2025-08-09T16:28:00Z,58.00,39.99
2025-08-09T16:29:00Z,58.00,45.00
2025-08-09T16:30:00Z,58.00,41.00
2025-08-09T16:31:00Z,58.00,40.00
2025-08-09T16:32:00Z,63.00,40.00
2025-08-09T16:33:00Z,62.00,41.21
2025-08-09T16:34:00Z,64.00,37.82
2025-08-09T16:35:00Z,64.00,33.00
2025-08-09T16:36:00Z,64.00,33.24
2025-08-09T16:37:00Z,64.00,33.00
2025-08-09T16:38:00Z,67.31,36.22
2025-08-09T16:39:00Z,67.31,31.00
2025-08-09T16:40:00Z,69.00,35.54
2025-08-09T16:41:00Z,69.00,35.54
2025-08-09T16:42:00Z,69.00,34.00
2025-08-09T16:43:00Z,71.96,29.70
2025-08-09T16:44:00Z,70.55,29.70
2025-08-09T16:45:00Z,65.47,27.12
2025-08-09T16:46:00Z,77.14,22.62
2025-08-09T16:47:00Z,69.84,31.64
2025-08-09T16:48:00Z,73.62,32.00
2025-08-09T16:49:00Z,68.00,32.00
2025-08-09T16:50:00Z,64.76,34.00
2025-08-09T16:51:00Z,68.80,34.00
2025-08-09T16:52:00Z,63.71,32.81
2025-08-09T16:53:00Z,63.71,34.00
2025-08-09T16:54:00Z,61.00,38.58
2025-08-09T16:55:00Z,53.90,42.40
2025-08-09T16:56:00Z,48.37,51.52
2025-08-09T16:57:00Z,44.00,54.93
2025-08-09T16:58:00Z,49.00,45.30
2025-08-09T16:59:00Z,62.49,44.85
2025-08-09T17:00:00Z,67.51,33.00
2025-08-09T17:01:00Z,62.50,37.96
2025-08-09T17:02:00Z,66.25,29.60
2025-08-09T17:03:00Z,73.67,30.75
2025-08-09T17:04:00Z,70.37,36.20
2025-08-09T17:05:00Z,76.00,27.96
2025-08-09T17:06:00Z,76.00,26.30
2025-08-09T17:07:00Z,70.98,30.09
2025-08-09T17:09:00Z,70.98,31.00
2025-08-09T17:10:00Z,73.00,31.00
2025-08-09T17:11:00Z,73.00,31.00
2025-08-09T17:12:00Z,73.00,25.27
2025-08-09T17:13:00Z,73.48,32.02
2025-08-09T17:14:00Z,83.00,22.18
2025-08-09T17:15:00Z,72.00,29.50
2025-08-09T17:16:00Z,72.00,36.00
2025-08-09T17:17:00Z,65.48,40.45
2025-08-09T17:18:00Z,61.00,39.00
2025-08-09T17:19:00Z,60.50,38.45
2025-08-09T17:20:00Z,61.09,43.00
2025-08-09T17:21:00Z,62.48,41.07
2025-08-09T17:22:00Z,70.76,29.81
2025-08-09T17:23:00Z,75.01,29.00
2025-08-09T17:24:00Z,79.41,24.14
2025-08-09T17:25:00Z,76.46,26.47
2025-08-09T17:26:00Z,83.32,19.11
2025-08-09T17:27:00Z,84.10,15.22
2025-08-09T17:28:00Z,68.93,28.00
2025-08-09T17:29:00Z,65.60,34.10
2025-08-09T17:30:00Z,69.29,34.10
2025-08-09T17:31:00Z,76.05,24.00
2025-08-09T17:32:00Z,78.23,21.13
2025-08-09T17:33:00Z,79.51,26.97
2025-08-09T17:34:00Z,74.31,36.33
2025-08-09T17:35:00Z,65.00,37.46
2025-08-09T17:36:00Z,69.91,32.11
2025-08-09T17:37:00Z,57.89,47.36
2025-08-09T17:38:00Z,59.00,38.28
2025-08-09T17:39:00Z,66.00,32.97
2025-08-09T17:40:00Z,73.00,26.00
2025-08-09T17:41:00Z,68.75,33.62
2025-08-09T17:42:00Z,57.00,41.81
2025-08-09T17:43:00Z,58.18,41.95
2025-08-09T17:44:00Z,66.80,44.36
2025-08-09T17:45:00Z,61.96,40.10
2025-08-09T17:46:00Z,53.45,43.15
2025-08-09T17:47:00Z,28.94,65.80
2025-08-09T17:48:00Z,28.84,72.72
2025-08-09T17:49:00Z,29.73,65.59
2025-08-09T17:50:00Z,49.24,50.71
2025-08-09T17:51:00Z,44.63,62.81
2025-08-09T17:52:00Z,14.30,93.71
2025-08-09T17:53:00Z,14.30,99.00
2025-08-09T17:54:00Z,14.30,99.00
