# event_ticker=KXATPMATCH-25AUG09BONMUS
# final_score=5-7 6-4 7-6(4)
# score_resolution=7-5 4-6 6-7
# match_winner=Benjamin Bonzi
# fav_player=Lorenzo Musetti
# dog_player=Benjamin Bonzi
# kalshi_date=2025-08-09
timestamp,Lorenzo Musetti,Benjamin Bonzi
2025-08-09T05:21:00Z,73.00,
2025-08-09T05:25:00Z,73.00,31.04
2025-08-09T05:28:00Z,72.00,31.04
2025-08-09T05:29:00Z,72.00,31.00
2025-08-09T05:31:00Z,72.00,31.00
2025-08-09T05:43:00Z,72.00,31.00
2025-08-09T05:47:00Z,72.00,31.00
2025-08-09T05:48:00Z,72.00,30.00
2025-08-09T06:06:00Z,72.00,29.00
2025-08-09T06:08:00Z,72.00,30.00
2025-08-09T06:10:00Z,72.00,30.00
2025-08-09T06:40:00Z,72.00,30.00
2025-08-09T06:41:00Z,72.00,30.00
2025-08-09T06:49:00Z,72.00,30.00
2025-08-09T06:52:00Z,72.00,30.00
2025-08-09T06:54:00Z,72.00,30.00
2025-08-09T07:01:00Z,72.00,30.00
2025-08-09T07:02:00Z,72.00,30.00
2025-08-09T07:11:00Z,72.00,29.00
2025-08-09T07:16:00Z,72.00,29.00
2025-08-09T07:26:00Z,72.00,29.00
2025-08-09T07:45:00Z,73.00,29.00
2025-08-09T08:07:00Z,73.00,29.00
2025-08-09T08:09:00Z,72.00,29.00
2025-08-09T08:26:00Z,72.00,32.00
2025-08-09T08:45:00Z,72.00,33.00
2025-08-09T09:40:00Z,73.00,33.00
2025-08-09T10:18:00Z,73.00,33.00
2025-08-09T10:19:00Z,73.00,33.00
2025-08-09T11:11:00Z,73.00,33.00
2025-08-09T11:21:00Z,73.00,31.00
2025-08-09T11:22:00Z,73.00,31.00
2025-08-09T11:53:00Z,73.00,31.00
2025-08-09T12:01:00Z,73.00,31.00
2025-08-09T12:27:00Z,73.00,28.00
2025-08-09T12:33:00Z,73.00,28.00
2025-08-09T12:34:00Z,73.00,28.00
2025-08-09T12:49:00Z,73.00,28.00
2025-08-09T12:50:00Z,73.00,28.00
2025-08-09T13:01:00Z,73.00,28.00
2025-08-09T13:08:00Z,73.00,28.00
2025-08-09T13:15:00Z,73.00,28.00
2025-08-09T13:18:00Z,73.00,28.00
2025-08-09T13:20:00Z,73.00,28.00
2025-08-09T13:22:00Z,73.00,28.00
2025-08-09T13:25:00Z,72.00,28.00
2025-08-09T13:30:00Z,73.00,28.00
2025-08-09T13:32:00Z,73.00,28.00
2025-08-09T13:37:00Z,73.00,28.00
2025-08-09T13:38:00Z,73.00,28.00
2025-08-09T13:44:00Z,73.00,28.00
2025-08-09T14:00:00Z,73.00,28.00
2025-08-09T14:07:00Z,73.00,28.00
2025-08-09T14:08:00Z,73.00,28.00
2025-08-09T14:13:00Z,73.00,28.00
2025-08-09T14:17:00Z,73.00,29.00
2025-08-09T14:23:00Z,73.00,29.00
2025-08-09T14:26:00Z,73.00,29.00
2025-08-09T14:28:00Z,73.00,29.00
2025-08-09T14:30:00Z,73.00,29.00
2025-08-09T14:33:00Z,73.00,29.00
2025-08-09T14:35:00Z,73.00,29.00
2025-08-09T14:39:00Z,73.00,29.00
2025-08-09T14:45:00Z,73.00,29.00
2025-08-09T14:48:00Z,73.00,29.00
2025-08-09T14:54:00Z,72.00,29.00
2025-08-09T14:56:00Z,72.00,29.00
2025-08-09T14:57:00Z,72.00,29.00
2025-08-09T14:58:00Z,72.50,29.00
2025-08-09T14:59:00Z,73.00,29.00
2025-08-09T15:00:00Z,73.00,29.00
