# event_ticker=KXATPMATCH-26FEB16MARBUS
# final_score=4-6 7-5 6-4
# match_winner=Ignacio Buse
# fav_player=Ignacio Buse
# dog_player=Igor Marcondes
# kalshi_date=2026-02-16
timestamp,Ignacio Buse,Igor Marcondes
2026-02-16T11:32:00Z,69.00,
2026-02-16T12:31:00Z,68.00,
2026-02-16T14:16:00Z,67.00,
2026-02-16T14:26:00Z,67.00,
2026-02-16T14:43:00Z,67.00,37.00
2026-02-16T14:47:00Z,67.00,37.00
2026-02-16T14:54:00Z,67.00,37.00
2026-02-16T15:21:00Z,67.00,37.00
2026-02-16T15:26:00Z,67.00,36.00
2026-02-16T15:37:00Z,65.26,36.00
2026-02-16T15:42:00Z,65.26,36.00
2026-02-16T16:10:00Z,65.26,34.00
2026-02-16T16:24:00Z,66.00,34.00
2026-02-16T16:30:00Z,66.14,34.00
2026-02-16T16:34:00Z,66.14,34.00
2026-02-16T16:43:00Z,67.00,34.00
2026-02-16T16:45:00Z,67.00,33.00
2026-02-16T16:50:00Z,67.00,33.00
2026-02-16T16:52:00Z,67.00,33.00
2026-02-16T16:54:00Z,67.00,33.00
2026-02-16T17:13:00Z,67.00,33.00
2026-02-16T17:25:00Z,67.00,34.00
2026-02-16T17:34:00Z,67.00,32.63
2026-02-16T17:35:00Z,67.00,34.00
2026-02-16T17:44:00Z,67.00,34.00
2026-02-16T17:45:00Z,67.00,34.00
2026-02-16T17:53:00Z,67.00,34.00
2026-02-16T18:03:00Z,67.00,34.00
2026-02-16T18:15:00Z,67.83,34.00
2026-02-16T18:16:00Z,67.00,34.00
2026-02-16T18:18:00Z,67.00,34.00
2026-02-16T18:27:00Z,67.00,34.00
2026-02-16T18:28:00Z,67.00,34.00
2026-02-16T18:36:00Z,67.00,34.00
2026-02-16T18:38:00Z,67.00,34.00
2026-02-16T18:40:00Z,67.00,34.00
2026-02-16T18:41:00Z,67.00,34.00
2026-02-16T18:43:00Z,67.00,34.00
2026-02-16T18:44:00Z,67.00,34.00
2026-02-16T18:46:00Z,67.62,34.00
2026-02-16T18:47:00Z,66.00,34.00
2026-02-16T18:57:00Z,66.00,34.00
2026-02-16T18:58:00Z,67.00,34.00
2026-02-16T19:04:00Z,67.57,34.00
2026-02-16T19:07:00Z,67.57,32.00
2026-02-16T19:24:00Z,67.57,32.00
2026-02-16T19:28:00Z,68.00,32.00
2026-02-16T19:34:00Z,68.00,32.00
2026-02-16T19:39:00Z,68.00,32.00
2026-02-16T19:41:00Z,68.00,32.00
2026-02-16T20:05:00Z,68.32,32.00
2026-02-16T20:11:00Z,69.00,32.00
2026-02-16T20:15:00Z,69.00,32.00
2026-02-16T20:19:00Z,69.00,32.00
2026-02-16T20:22:00Z,69.00,32.00
2026-02-16T20:26:00Z,69.00,32.00
2026-02-16T20:27:00Z,69.00,32.00
2026-02-16T20:28:00Z,69.00,32.00
2026-02-16T20:29:00Z,69.00,32.00
2026-02-16T20:32:00Z,69.00,32.00
2026-02-16T20:33:00Z,69.00,32.00
