# event_ticker=KXATPCHALLENGERMATCH-26APR11SUNKOT
# final_score=7-6(9) 3-6 6-3
# score_resolution=6-7 6-3 3-6
# match_winner=Pavel Kotov
# fav_player=Fajing Sun
# dog_player=Pavel Kotov
# kalshi_date=2026-04-11
timestamp,Fajing Sun,Pavel Kotov
2026-04-10T20:02:00Z,,72.00
2026-04-10T20:07:00Z,,72.00
2026-04-10T20:19:00Z,,72.00
2026-04-10T20:23:00Z,,72.61
2026-04-10T20:36:00Z,,73.00
2026-04-10T20:42:00Z,,73.00
2026-04-10T21:11:00Z,29.00,73.00
2026-04-10T21:12:00Z,29.00,73.00
2026-04-10T21:14:00Z,29.00,73.00
2026-04-10T21:19:00Z,29.00,73.00
2026-04-10T21:21:00Z,29.00,71.00
2026-04-10T21:26:00Z,29.00,71.00
2026-04-10T21:27:00Z,29.00,71.00
2026-04-10T21:28:00Z,29.00,73.00
2026-04-10T21:29:00Z,29.00,73.00
2026-04-10T21:31:00Z,29.00,73.00
2026-04-10T21:38:00Z,29.00,73.00
2026-04-10T21:40:00Z,29.00,73.00
2026-04-10T21:51:00Z,29.00,73.00
2026-04-10T21:53:00Z,29.00,73.00
2026-04-10T22:00:00Z,29.00,73.00
2026-04-10T22:56:00Z,29.00,73.00
2026-04-10T23:06:00Z,29.00,73.58
2026-04-10T23:10:00Z,28.00,73.58
2026-04-10T23:18:00Z,27.00,73.58
2026-04-10T23:46:00Z,27.00,73.00
2026-04-10T23:53:00Z,28.00,73.00
2026-04-11T00:02:00Z,28.00,73.71
2026-04-11T00:18:00Z,28.00,73.71
2026-04-11T00:20:00Z,28.00,73.97
2026-04-11T00:23:00Z,28.00,73.00
2026-04-11T00:33:00Z,28.00,73.00
2026-04-11T00:37:00Z,28.00,73.00
2026-04-11T00:42:00Z,28.00,72.00
2026-04-11T01:13:00Z,28.00,72.00
2026-04-11T01:22:00Z,28.00,72.00
2026-04-11T01:26:00Z,28.00,72.00
2026-04-11T01:29:00Z,28.00,72.00
2026-04-11T01:44:00Z,28.00,73.00
2026-04-11T01:45:00Z,28.00,73.00
2026-04-11T01:48:00Z,28.00,73.00
2026-04-11T01:51:00Z,28.00,73.00
2026-04-11T01:56:00Z,28.00,73.00
2026-04-11T01:58:00Z,28.00,73.00
2026-04-11T02:04:00Z,28.00,73.00
2026-04-11T02:05:00Z,28.00,73.00
2026-04-11T02:10:00Z,28.00,73.00
2026-04-11T02:11:00Z,28.00,73.00
2026-04-11T02:13:00Z,28.00,73.00
2026-04-11T02:14:00Z,28.48,73.00
2026-04-11T02:16:00Z,30.00,73.00
2026-04-11T02:17:00Z,30.00,73.00
2026-04-11T02:18:00Z,30.00,73.00
2026-04-11T02:20:00Z,30.00,73.00
2026-04-11T02:21:00Z,30.00,73.00
2026-04-11T02:26:00Z,30.00,73.00
2026-04-11T02:28:00Z,30.00,73.00
2026-04-11T02:37:00Z,30.00,73.00
2026-04-11T02:45:00Z,30.00,73.00
2026-04-11T02:46:00Z,30.00,73.00
2026-04-11T02:50:00Z,30.00,73.00
2026-04-11T02:51:00Z,28.64,73.64
2026-04-11T02:54:00Z,28.64,73.00
2026-04-11T02:55:00Z,28.64,73.00
2026-04-11T02:57:00Z,28.00,73.00
2026-04-11T02:59:00Z,28.00,73.00
2026-04-11T03:02:00Z,28.00,73.00
2026-04-11T03:03:00Z,28.00,73.00
2026-04-11T03:08:00Z,28.00,73.00
2026-04-11T03:09:00Z,28.00,73.00
2026-04-11T03:12:00Z,28.00,73.00
2026-04-11T03:16:00Z,28.00,73.00
2026-04-11T03:18:00Z,28.00,73.00
2026-04-11T03:25:00Z,28.00,73.00
2026-04-11T03:27:00Z,28.00,72.17
2026-04-11T03:28:00Z,28.00,73.00
2026-04-11T03:33:00Z,28.00,73.00
2026-04-11T03:34:00Z,28.00,73.00
2026-04-11T03:38:00Z,28.00,73.99
2026-04-11T03:39:00Z,28.00,74.00
2026-04-11T03:41:00Z,28.00,74.00
2026-04-11T03:43:00Z,28.00,74.00
2026-04-11T03:44:00Z,28.00,74.00
2026-04-11T03:46:00Z,28.00,74.00
2026-04-11T03:49:00Z,28.00,74.00
2026-04-11T03:50:00Z,28.00,74.00
2026-04-11T03:56:00Z,28.00,74.00
2026-04-11T03:59:00Z,28.00,74.00
2026-04-11T04:00:00Z,28.00,74.00
2026-04-11T04:03:00Z,28.00,74.00
2026-04-11T04:04:00Z,28.00,74.00
2026-04-11T04:06:00Z,28.00,74.00
2026-04-11T04:07:00Z,28.00,74.00
2026-04-11T04:08:00Z,28.00,74.00
2026-04-11T04:11:00Z,28.00,74.00
2026-04-11T04:13:00Z,28.00,74.00
2026-04-11T04:14:00Z,28.00,72.93
2026-04-11T04:15:00Z,28.00,74.00
2026-04-11T04:16:00Z,28.00,74.00
2026-04-11T04:18:00Z,28.00,74.00
2026-04-11T04:22:00Z,28.00,74.00
2026-04-11T04:24:00Z,28.00,74.00
2026-04-11T04:27:00Z,28.00,74.00
2026-04-11T04:28:00Z,28.00,74.00
2026-04-11T04:29:00Z,28.00,74.00
2026-04-11T04:30:00Z,28.00,74.00
2026-04-11T04:32:00Z,28.00,74.00
2026-04-11T04:33:00Z,28.62,74.00
2026-04-11T04:34:00Z,29.00,74.00
2026-04-11T04:35:00Z,29.00,74.00
2026-04-11T04:36:00Z,29.00,74.00
2026-04-11T04:37:00Z,29.00,74.00
2026-04-11T04:38:00Z,29.00,73.93
2026-04-11T04:39:00Z,29.00,73.00
2026-04-11T04:40:00Z,29.00,73.00
2026-04-11T04:41:00Z,29.00,73.00
2026-04-11T04:42:00Z,29.00,73.00
2026-04-11T04:43:00Z,29.00,73.10
2026-04-11T04:44:00Z,29.00,73.10
2026-04-11T04:45:00Z,29.00,74.00
2026-04-11T04:46:00Z,29.30,74.00
2026-04-11T04:48:00Z,27.14,73.00
2026-04-11T04:49:00Z,28.64,72.50
2026-04-11T04:50:00Z,29.00,73.00
2026-04-11T04:51:00Z,29.00,73.00
2026-04-11T04:52:00Z,29.00,73.00
2026-04-11T04:53:00Z,30.00,71.25
2026-04-11T04:54:00Z,30.00,71.00
2026-04-11T04:55:00Z,29.00,71.00
2026-04-11T04:56:00Z,29.00,72.00
2026-04-11T04:57:00Z,29.00,72.00
2026-04-11T04:58:00Z,29.00,72.09
2026-04-11T04:59:00Z,29.54,73.00
2026-04-11T05:00:00Z,29.00,73.00
2026-04-11T05:01:00Z,28.92,73.00
2026-04-11T05:02:00Z,27.17,73.00
