# event_ticker=KXATPCHALLENGERMATCH-26APR21ADDFER
# final_score=7-6(6) 4-6 6-4
# score_resolution=6-7 6-4 4-6
# match_winner=Arthur Fery
# fav_player=Dan Added
# dog_player=Arthur Fery
# kalshi_date=2026-04-21
timestamp,Dan Added,Arthur Fery
2026-04-21T01:53:00Z,,76.00
2026-04-21T02:13:00Z,,76.00
2026-04-21T03:09:00Z,,76.00
2026-04-21T03:37:00Z,,76.00
2026-04-21T03:56:00Z,,73.00
2026-04-21T04:52:00Z,,76.00
2026-04-21T05:25:00Z,,73.00
2026-04-21T09:31:00Z,,77.00
2026-04-21T10:58:00Z,,77.00
2026-04-21T11:32:00Z,,76.00
2026-04-21T11:57:00Z,,76.92
2026-04-21T12:05:00Z,26.00,76.92
2026-04-21T12:18:00Z,26.39,76.92
2026-04-21T12:19:00Z,26.39,76.00
2026-04-21T12:20:00Z,26.39,76.00
2026-04-21T12:29:00Z,26.00,76.00
2026-04-21T12:30:00Z,27.00,76.00
2026-04-21T12:41:00Z,27.00,77.00
2026-04-21T12:59:00Z,26.00,77.00
2026-04-21T13:15:00Z,26.00,77.00
2026-04-21T13:20:00Z,26.00,74.00
2026-04-21T13:23:00Z,26.00,75.14
2026-04-21T13:29:00Z,25.00,77.65
2026-04-21T13:30:00Z,25.00,77.00
2026-04-21T13:35:00Z,24.00,78.00
2026-04-21T13:36:00Z,22.00,78.00
2026-04-21T13:37:00Z,23.00,78.00
2026-04-21T13:38:00Z,23.00,81.00
2026-04-21T13:39:00Z,23.00,77.00
2026-04-21T13:40:00Z,22.75,76.00
2026-04-21T13:41:00Z,23.48,78.00
2026-04-21T13:42:00Z,24.16,76.00
2026-04-21T13:43:00Z,24.16,73.00
2026-04-21T13:44:00Z,28.00,73.00
2026-04-21T13:45:00Z,25.00,74.00
2026-04-21T13:46:00Z,22.00,78.00
2026-04-21T13:47:00Z,22.00,80.82
2026-04-21T13:48:00Z,20.98,79.00
2026-04-21T13:49:00Z,23.00,76.05
2026-04-21T13:50:00Z,24.25,76.05
2026-04-21T13:51:00Z,24.08,75.00
2026-04-21T13:52:00Z,25.00,75.00
2026-04-21T13:53:00Z,29.59,71.44
2026-04-21T13:54:00Z,27.00,74.67
2026-04-21T13:55:00Z,30.77,74.67
2026-04-21T13:56:00Z,36.58,66.80
2026-04-21T13:57:00Z,41.30,63.47
2026-04-21T13:58:00Z,27.65,69.34
2026-04-21T13:59:00Z,27.83,73.72
2026-04-21T14:00:00Z,27.83,74.00
2026-04-21T14:01:00Z,24.00,74.00
2026-04-21T14:02:00Z,23.00,78.03
2026-04-21T14:03:00Z,23.13,76.64
2026-04-21T14:04:00Z,26.51,76.00
2026-04-21T14:05:00Z,27.00,76.00
2026-04-21T14:06:00Z,27.00,73.96
2026-04-21T14:07:00Z,27.00,76.00
2026-04-21T14:08:00Z,25.52,76.90
2026-04-21T14:09:00Z,24.69,76.90
2026-04-21T14:10:00Z,23.96,76.00
2026-04-21T14:11:00Z,25.98,76.00
2026-04-21T14:12:00Z,26.53,74.90
2026-04-21T14:13:00Z,28.00,72.00
2026-04-21T14:14:00Z,27.87,73.00
2026-04-21T14:15:00Z,29.51,72.02
2026-04-21T14:16:00Z,29.05,72.34
2026-04-21T14:17:00Z,36.55,69.35
2026-04-21T14:18:00Z,28.82,70.95
2026-04-21T14:19:00Z,29.96,69.16
2026-04-21T14:20:00Z,30.52,70.28
2026-04-21T14:21:00Z,26.00,74.24
2026-04-21T14:22:00Z,26.82,74.24
2026-04-21T14:23:00Z,29.89,70.00
2026-04-21T14:24:00Z,30.67,69.00
2026-04-21T14:25:00Z,32.71,68.97
2026-04-21T14:26:00Z,29.24,70.00
2026-04-21T14:27:00Z,35.05,67.85
2026-04-21T14:28:00Z,37.98,63.10
2026-04-21T14:29:00Z,31.03,67.86
2026-04-21T14:30:00Z,27.17,75.00
2026-04-21T14:31:00Z,21.34,78.95
2026-04-21T14:32:00Z,18.82,82.76
2026-04-21T14:33:00Z,23.79,80.60
2026-04-21T14:34:00Z,17.59,80.70
2026-04-21T14:35:00Z,26.67,76.84
2026-04-21T14:36:00Z,26.99,73.97
2026-04-21T14:37:00Z,23.16,76.06
2026-04-21T14:38:00Z,16.30,83.41
2026-04-21T14:39:00Z,23.62,80.10
2026-04-21T14:40:00Z,26.97,78.12
2026-04-21T14:41:00Z,26.85,74.00
2026-04-21T14:42:00Z,12.90,85.49
2026-04-21T14:43:00Z,9.50,89.22
2026-04-21T14:44:00Z,10.00,90.16
2026-04-21T14:45:00Z,9.99,91.00
2026-04-21T14:46:00Z,9.02,90.18
2026-04-21T14:47:00Z,9.15,91.88
2026-04-21T14:48:00Z,10.00,90.99
2026-04-21T14:49:00Z,9.64,90.59
2026-04-21T14:50:00Z,8.78,92.96
2026-04-21T14:51:00Z,8.79,91.04
2026-04-21T14:52:00Z,8.24,92.00
2026-04-21T14:53:00Z,9.53,89.14
2026-04-21T14:54:00Z,13.24,88.61
2026-04-21T14:55:00Z,12.46,87.16
2026-04-21T14:56:00Z,12.17,87.16
2026-04-21T14:57:00Z,15.51,84.01
2026-04-21T14:58:00Z,13.83,87.50
2026-04-21T14:59:00Z,15.28,86.00
2026-04-21T15:00:00Z,10.04,90.78
