# event_ticker=KXATPCHALLENGERMATCH-26APR14YUNSHA
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Yunchaokete Bu
# fav_player=Marat Sharipov
# dog_player=Yunchaokete Bu
# kalshi_date=2026-04-14
timestamp,Marat Sharipov,Yunchaokete Bu
2026-04-15T02:36:00Z,35.00,66.00
2026-04-15T02:44:00Z,35.00,66.00
2026-04-15T02:45:00Z,35.00,66.00
2026-04-15T02:51:00Z,35.00,66.00
2026-04-15T02:55:00Z,35.00,66.00
2026-04-15T02:59:00Z,35.00,66.00
2026-04-15T03:00:00Z,35.00,66.00
2026-04-15T03:03:00Z,35.00,66.00
2026-04-15T03:04:00Z,35.00,66.00
2026-04-15T03:10:00Z,35.00,66.00
2026-04-15T03:11:00Z,34.00,66.00
2026-04-15T03:17:00Z,34.00,66.00
2026-04-15T03:18:00Z,34.00,65.00
2026-04-15T03:20:00Z,34.00,66.00
2026-04-15T03:21:00Z,34.00,66.00
2026-04-15T03:27:00Z,34.00,66.00
2026-04-15T03:31:00Z,35.00,66.00
2026-04-15T03:33:00Z,35.25,66.00
2026-04-15T03:35:00Z,36.00,66.00
2026-04-15T03:36:00Z,36.00,66.00
2026-04-15T03:38:00Z,36.85,66.00
2026-04-15T03:39:00Z,36.85,65.98
2026-04-15T03:43:00Z,36.85,66.00
2026-04-15T03:47:00Z,36.00,66.00
2026-04-15T03:57:00Z,36.00,66.00
2026-04-15T04:01:00Z,36.00,66.00
2026-04-15T04:03:00Z,36.00,66.00
2026-04-15T04:11:00Z,36.00,64.26
2026-04-15T04:13:00Z,36.00,65.00
2026-04-15T04:16:00Z,36.00,66.00
2026-04-15T04:22:00Z,36.00,66.00
2026-04-15T04:23:00Z,36.00,66.00
2026-04-15T04:24:00Z,36.00,66.00
2026-04-15T04:27:00Z,36.00,66.00
2026-04-15T04:30:00Z,36.00,66.00
2026-04-15T04:31:00Z,36.00,66.22
2026-04-15T04:34:00Z,36.00,66.00
2026-04-15T04:37:00Z,36.00,66.00
2026-04-15T04:38:00Z,36.00,67.00
2026-04-15T04:39:00Z,36.00,64.75
2026-04-15T04:40:00Z,36.00,65.50
2026-04-15T04:41:00Z,33.00,66.00
2026-04-15T04:42:00Z,33.00,66.80
2026-04-15T04:43:00Z,33.00,67.00
2026-04-15T04:44:00Z,33.00,68.08
2026-04-15T04:47:00Z,32.38,69.03
2026-04-15T04:48:00Z,32.38,68.00
2026-04-15T04:50:00Z,34.21,67.94
2026-04-15T04:51:00Z,35.00,68.89
2026-04-15T04:52:00Z,35.00,68.00
2026-04-15T04:53:00Z,34.17,67.78
2026-04-15T04:54:00Z,34.77,68.23
2026-04-15T04:55:00Z,34.74,68.00
2026-04-15T04:56:00Z,34.89,67.87
2026-04-15T04:57:00Z,34.03,69.10
2026-04-15T04:58:00Z,39.72,62.62
2026-04-15T04:59:00Z,40.65,63.20
2026-04-15T05:00:00Z,38.10,64.00
2026-04-15T05:01:00Z,37.44,63.89
2026-04-15T05:02:00Z,37.29,65.15
2026-04-15T05:03:00Z,35.18,67.14
2026-04-15T05:04:00Z,35.65,66.81
2026-04-15T05:05:00Z,35.63,68.25
2026-04-15T05:06:00Z,29.01,73.28
2026-04-15T05:07:00Z,26.79,75.30
2026-04-15T05:08:00Z,22.01,84.99
2026-04-15T05:09:00Z,20.99,80.26
2026-04-15T05:10:00Z,20.99,81.43
2026-04-15T05:11:00Z,20.10,82.93
2026-04-15T05:12:00Z,21.86,79.85
2026-04-15T05:13:00Z,22.84,78.32
2026-04-15T05:14:00Z,22.28,80.23
2026-04-15T05:15:00Z,22.28,79.84
2026-04-15T05:16:00Z,20.58,80.10
2026-04-15T05:17:00Z,20.97,81.06
2026-04-15T05:18:00Z,18.59,82.36
2026-04-15T05:19:00Z,21.03,81.11
2026-04-15T05:20:00Z,20.98,80.93
2026-04-15T05:21:00Z,22.79,79.69
2026-04-15T05:22:00Z,24.08,77.77
2026-04-15T05:23:00Z,23.41,77.71
2026-04-15T05:24:00Z,26.77,75.22
2026-04-15T05:25:00Z,30.65,70.00
2026-04-15T05:26:00Z,31.77,68.00
2026-04-15T05:27:00Z,38.99,63.16
2026-04-15T05:28:00Z,40.96,58.79
2026-04-15T05:29:00Z,34.49,68.52
2026-04-15T05:30:00Z,36.37,62.57
2026-04-15T05:31:00Z,39.43,59.17
2026-04-15T05:32:00Z,40.70,59.95
2026-04-15T05:33:00Z,40.64,62.08
2026-04-15T05:34:00Z,36.23,65.35
2026-04-15T05:35:00Z,35.36,69.02
2026-04-15T05:36:00Z,33.64,66.40
2026-04-15T05:37:00Z,37.99,64.20
2026-04-15T05:38:00Z,36.76,65.48
2026-04-15T05:39:00Z,31.77,65.74
2026-04-15T05:40:00Z,20.42,75.94
2026-04-15T05:41:00Z,17.46,82.21
2026-04-15T05:42:00Z,16.35,84.82
2026-04-15T05:43:00Z,14.59,85.01
2026-04-15T05:44:00Z,14.45,86.38
2026-04-15T05:45:00Z,14.03,86.48
2026-04-15T05:46:00Z,14.00,86.02
2026-04-15T05:47:00Z,13.10,87.47
2026-04-15T05:48:00Z,13.39,87.85
2026-04-15T05:49:00Z,8.91,93.80
2026-04-15T05:50:00Z,7.55,93.19
2026-04-15T05:51:00Z,7.13,93.28
2026-04-15T05:52:00Z,7.02,95.01
2026-04-15T05:53:00Z,9.54,90.13
2026-04-15T05:54:00Z,8.43,91.70
2026-04-15T05:55:00Z,10.84,90.54
2026-04-15T05:56:00Z,7.59,92.74
2026-04-15T05:57:00Z,6.18,94.90
2026-04-15T05:58:00Z,5.88,95.10
2026-04-15T05:59:00Z,7.34,94.05
2026-04-15T06:00:00Z,7.63,93.56
2026-04-15T06:01:00Z,8.15,92.04
2026-04-15T06:02:00Z,9.98,92.87
2026-04-15T06:03:00Z,5.94,94.67
2026-04-15T06:04:00Z,5.82,95.00
2026-04-15T06:05:00Z,5.75,95.73
2026-04-15T06:06:00Z,3.85,96.90
2026-04-15T06:07:00Z,4.81,96.27
2026-04-15T06:08:00Z,4.58,97.51
2026-04-15T06:09:00Z,4.53,97.10
2026-04-15T06:10:00Z,1.78,98.12
2026-04-15T06:11:00Z,1.16,99.00
2026-04-15T06:12:00Z,1.82,98.77
2026-04-15T06:13:00Z,1.03,99.00
2026-04-15T06:14:00Z,1.00,99.00
2026-04-15T06:15:00Z,1.00,99.00
2026-04-15T06:16:00Z,1.00,99.00
2026-04-15T06:17:00Z,1.00,99.00
2026-04-15T06:18:00Z,1.00,99.00
2026-04-15T06:19:00Z,1.00,99.00
2026-04-15T06:20:00Z,1.00,99.00
2026-04-15T06:21:00Z,1.00,99.00
2026-04-15T06:22:00Z,1.00,99.00
2026-04-15T06:23:00Z,1.00,99.00
2026-04-15T06:24:00Z,1.00,99.00
2026-04-15T06:26:00Z,1.00,99.00
