# event_ticker=KXATPMATCH-26MAY06GARCER
# final_score=7-6(2) 7-5
# score_resolution=6-7 5-7
# match_winner=Cristian Garin
# fav_player=Juan Manuel Cerundolo
# dog_player=Cristian Garin
# kalshi_date=2026-05-06
timestamp,Cristian Garin,Juan Manuel Cerundolo
2026-05-07T02:45:00Z,56.00,
2026-05-07T02:58:00Z,56.00,45.00
2026-05-07T03:07:00Z,56.00,45.00
2026-05-07T03:08:00Z,56.00,45.00
2026-05-07T03:13:00Z,56.00,45.00
2026-05-07T03:14:00Z,56.00,45.00
2026-05-07T03:20:00Z,56.00,45.00
2026-05-07T03:23:00Z,56.00,45.00
2026-05-07T03:31:00Z,56.00,45.00
2026-05-07T03:36:00Z,56.00,45.00
2026-05-07T03:41:00Z,56.00,45.00
2026-05-07T03:48:00Z,56.00,45.00
2026-05-07T03:54:00Z,56.00,45.00
2026-05-07T04:05:00Z,56.00,45.00
2026-05-07T04:29:00Z,56.00,45.00
2026-05-07T04:36:00Z,56.00,45.00
2026-05-07T04:39:00Z,56.00,45.00
2026-05-07T04:41:00Z,56.00,45.00
2026-05-07T04:42:00Z,56.00,45.00
2026-05-07T04:49:00Z,56.00,45.00
2026-05-07T04:50:00Z,56.00,45.00
2026-05-07T04:53:00Z,56.00,45.00
2026-05-07T05:03:00Z,56.00,45.00
2026-05-07T05:07:00Z,56.00,45.00
2026-05-07T05:09:00Z,56.00,45.00
2026-05-07T05:12:00Z,56.00,45.00
2026-05-07T05:13:00Z,56.00,45.00
2026-05-07T05:15:00Z,56.00,45.00
2026-05-07T05:16:00Z,56.00,45.00
2026-05-07T05:18:00Z,56.00,45.00
2026-05-07T05:20:00Z,56.00,44.82
2026-05-07T05:23:00Z,56.00,44.82
2026-05-07T05:29:00Z,56.00,44.82
2026-05-07T05:30:00Z,56.00,44.82
2026-05-07T05:33:00Z,56.00,44.82
2026-05-07T05:35:00Z,56.00,44.82
2026-05-07T05:46:00Z,56.00,44.82
2026-05-07T05:48:00Z,56.00,44.82
2026-05-07T05:53:00Z,56.00,45.00
2026-05-07T05:54:00Z,56.00,45.00
2026-05-07T05:56:00Z,56.00,45.00
