# event_ticker=KXATPMATCH-26APR04JODUGO
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Rafael Jodar
# fav_player=Camilo Ugo Carabelli
# dog_player=Rafael Jodar
# kalshi_date=2026-04-04
timestamp,Camilo Ugo Carabelli,Rafael Jodar
2026-04-04T03:00:00Z,36.00,
2026-04-04T03:04:00Z,36.00,64.00
2026-04-04T03:05:00Z,36.00,65.00
2026-04-04T03:08:00Z,36.00,65.00
2026-04-04T03:13:00Z,36.00,65.00
2026-04-04T03:26:00Z,36.00,65.00
2026-04-04T03:35:00Z,36.00,65.00
2026-04-04T03:36:00Z,36.00,65.00
2026-04-04T03:43:00Z,36.00,65.00
2026-04-04T03:48:00Z,36.00,65.00
2026-04-04T03:49:00Z,36.00,65.00
2026-04-04T03:56:00Z,36.00,65.00
2026-04-04T03:59:00Z,36.00,65.00
2026-04-04T04:11:00Z,36.00,65.00
2026-04-04T04:16:00Z,36.00,65.00
2026-04-04T04:29:00Z,35.00,65.00
2026-04-04T04:33:00Z,35.00,64.71
2026-04-04T04:37:00Z,36.00,64.71
2026-04-04T04:42:00Z,36.00,64.71
2026-04-04T04:43:00Z,36.00,64.71
2026-04-04T04:58:00Z,36.00,65.00
2026-04-04T05:00:00Z,36.00,65.00
2026-04-04T05:02:00Z,36.00,65.00
2026-04-04T05:07:00Z,36.00,65.00
2026-04-04T05:10:00Z,36.00,65.00
2026-04-04T05:14:00Z,36.00,65.00
2026-04-04T05:15:00Z,36.00,65.00
2026-04-04T05:16:00Z,36.00,65.00
2026-04-04T05:19:00Z,36.00,65.00
2026-04-04T05:21:00Z,36.00,65.00
2026-04-04T05:25:00Z,36.00,65.93
2026-04-04T05:43:00Z,36.00,65.00
2026-04-04T05:47:00Z,35.00,65.00
2026-04-04T05:54:00Z,35.00,65.00
2026-04-04T05:56:00Z,35.00,66.00
2026-04-04T06:11:00Z,35.00,66.00
2026-04-04T06:12:00Z,35.00,66.00
2026-04-04T06:16:00Z,35.00,66.00
2026-04-04T06:19:00Z,35.00,66.00
2026-04-04T06:22:00Z,35.00,66.00
2026-04-04T06:26:00Z,35.00,66.00
2026-04-04T06:29:00Z,35.00,66.00
2026-04-04T06:35:00Z,35.00,65.00
2026-04-04T06:37:00Z,35.00,66.00
2026-04-04T06:39:00Z,35.00,66.00
2026-04-04T06:48:00Z,35.00,66.00
2026-04-04T06:51:00Z,35.00,66.10
2026-04-04T06:57:00Z,35.00,67.00
2026-04-04T07:07:00Z,35.00,67.00
2026-04-04T07:11:00Z,35.00,67.00
2026-04-04T07:14:00Z,35.00,66.00
2026-04-04T07:22:00Z,33.05,66.00
2026-04-04T07:23:00Z,33.05,67.00
2026-04-04T07:25:00Z,34.79,67.00
2026-04-04T07:27:00Z,34.79,67.00
2026-04-04T07:34:00Z,34.79,67.00
2026-04-04T07:48:00Z,34.79,66.00
2026-04-04T08:00:00Z,34.79,66.00
2026-04-04T08:19:00Z,35.00,66.00
2026-04-04T08:34:00Z,35.00,66.00
2026-04-04T08:59:00Z,35.00,66.00
2026-04-04T09:07:00Z,35.00,66.00
2026-04-04T09:10:00Z,35.00,66.93
2026-04-04T09:13:00Z,35.00,66.93
2026-04-04T09:27:00Z,35.00,67.00
2026-04-04T09:38:00Z,35.00,66.00
2026-04-04T09:48:00Z,35.00,66.00
2026-04-04T09:58:00Z,35.00,66.00
2026-04-04T10:00:00Z,35.00,66.00
2026-04-04T10:02:00Z,35.00,66.00
2026-04-04T10:11:00Z,35.00,66.00
2026-04-04T10:20:00Z,35.00,66.00
2026-04-04T10:26:00Z,35.00,66.00
2026-04-04T10:29:00Z,35.00,66.00
2026-04-04T10:48:00Z,35.00,66.00
2026-04-04T10:50:00Z,35.00,66.00
2026-04-04T10:52:00Z,35.00,66.00
2026-04-04T10:53:00Z,35.00,66.00
2026-04-04T10:57:00Z,35.00,66.00
2026-04-04T10:59:00Z,35.00,66.00
2026-04-04T11:03:00Z,35.00,66.00
2026-04-04T11:10:00Z,35.00,66.00
2026-04-04T11:12:00Z,35.00,66.00
2026-04-04T11:20:00Z,35.00,66.00
2026-04-04T11:21:00Z,35.00,66.00
2026-04-04T11:24:00Z,35.00,66.00
2026-04-04T11:25:00Z,35.00,66.00
2026-04-04T11:33:00Z,35.00,66.00
2026-04-04T11:35:00Z,35.00,66.00
2026-04-04T11:44:00Z,34.00,66.00
2026-04-04T11:46:00Z,34.00,66.00
2026-04-04T11:48:00Z,34.00,66.00
2026-04-04T11:50:00Z,34.00,66.00
2026-04-04T11:54:00Z,34.00,66.00
2026-04-04T12:01:00Z,34.00,66.00
2026-04-04T12:08:00Z,34.00,66.00
2026-04-04T12:09:00Z,34.00,66.00
2026-04-04T12:12:00Z,34.00,66.00
2026-04-04T12:13:00Z,34.00,66.00
2026-04-04T12:14:00Z,34.00,66.00
2026-04-04T12:15:00Z,34.00,66.00
2026-04-04T12:16:00Z,34.00,66.00
2026-04-04T12:21:00Z,34.00,66.00
2026-04-04T12:28:00Z,34.00,66.00
2026-04-04T12:31:00Z,34.00,66.00
2026-04-04T12:32:00Z,35.00,66.00
2026-04-04T12:34:00Z,35.00,65.00
2026-04-04T12:35:00Z,35.00,65.00
2026-04-04T12:37:00Z,35.00,66.00
2026-04-04T12:43:00Z,35.00,66.00
2026-04-04T12:47:00Z,35.00,66.00
2026-04-04T12:50:00Z,35.00,66.00
