# event_ticker=KXATPMATCH-25SEP25BONMAR
# final_score=7-6(1) 6-3
# score_resolution=6-7 3-6
# match_winner=Fabian Marozsan
# fav_player=Benjamin Bonzi
# dog_player=Fabian Marozsan
# kalshi_date=2025-09-25
timestamp,Benjamin Bonzi,Fabian Marozsan
2025-09-24T19:20:00Z,42.00,
2025-09-24T19:52:00Z,41.00,
2025-09-24T20:23:00Z,40.00,61.00
2025-09-24T20:32:00Z,39.00,60.00
2025-09-24T20:36:00Z,40.00,60.00
2025-09-24T20:37:00Z,40.00,60.00
2025-09-24T21:37:00Z,41.00,60.00
2025-09-24T22:19:00Z,41.00,61.00
2025-09-24T22:37:00Z,41.00,61.00
2025-09-24T22:42:00Z,41.00,60.00
2025-09-24T23:32:00Z,41.00,59.00
2025-09-25T00:05:00Z,41.00,59.00
2025-09-25T00:16:00Z,41.91,59.00
2025-09-25T00:20:00Z,41.00,59.00
2025-09-25T00:22:00Z,41.83,59.00
2025-09-25T00:52:00Z,42.00,59.00
2025-09-25T01:08:00Z,42.00,59.00
2025-09-25T01:41:00Z,43.00,59.00
2025-09-25T01:54:00Z,43.00,58.00
2025-09-25T02:10:00Z,43.00,58.00
2025-09-25T02:24:00Z,43.00,58.00
2025-09-25T02:40:00Z,43.00,58.00
2025-09-25T03:57:00Z,43.00,58.00
2025-09-25T04:11:00Z,43.00,58.00
2025-09-25T04:28:00Z,43.00,57.00
2025-09-25T04:30:00Z,43.00,58.00
2025-09-25T04:45:00Z,43.00,58.00
2025-09-25T04:50:00Z,43.00,58.00
2025-09-25T04:59:00Z,43.00,58.00
2025-09-25T05:00:00Z,43.00,58.00
2025-09-25T05:01:00Z,43.00,59.00
2025-09-25T05:05:00Z,44.00,59.00
2025-09-25T05:08:00Z,44.00,59.00
2025-09-25T05:10:00Z,44.00,59.00
2025-09-25T05:12:00Z,44.00,56.00
2025-09-25T05:13:00Z,45.52,54.96
2025-09-25T05:14:00Z,52.33,51.00
2025-09-25T05:15:00Z,48.00,51.00
2025-09-25T05:16:00Z,41.00,51.00
2025-09-25T05:17:00Z,41.00,62.00
2025-09-25T05:18:00Z,39.00,62.00
2025-09-25T05:20:00Z,39.55,60.00
2025-09-25T05:21:00Z,35.71,60.00
2025-09-25T05:22:00Z,34.00,66.00
2025-09-25T05:23:00Z,35.05,64.76
2025-09-25T05:24:00Z,39.01,64.76
2025-09-25T05:25:00Z,39.00,61.00
2025-09-25T05:26:00Z,37.74,65.00
2025-09-25T05:27:00Z,37.00,65.00
2025-09-25T05:29:00Z,37.00,64.00
2025-09-25T05:31:00Z,35.01,64.00
2025-09-25T05:32:00Z,35.01,64.00
2025-09-25T05:36:00Z,34.00,67.00
2025-09-25T05:37:00Z,38.13,63.00
2025-09-25T05:38:00Z,36.00,63.00
2025-09-25T05:39:00Z,33.93,63.00
2025-09-25T05:40:00Z,35.00,63.00
2025-09-25T05:41:00Z,35.00,63.00
2025-09-25T05:42:00Z,35.40,63.00
2025-09-25T05:43:00Z,40.00,63.00
2025-09-25T05:44:00Z,39.00,63.00
2025-09-25T05:45:00Z,42.09,63.00
2025-09-25T05:46:00Z,38.00,64.65
2025-09-25T05:47:00Z,38.00,64.65
2025-09-25T05:48:00Z,36.00,64.65
2025-09-25T05:49:00Z,36.00,64.65
2025-09-25T05:50:00Z,40.31,72.00
2025-09-25T05:51:00Z,47.83,72.00
2025-09-25T05:52:00Z,42.00,57.78
2025-09-25T05:53:00Z,38.28,57.78
2025-09-25T05:55:00Z,36.75,57.78
2025-09-25T05:56:00Z,36.75,67.26
2025-09-25T05:57:00Z,36.76,67.00
2025-09-25T05:58:00Z,41.19,64.00
2025-09-25T05:59:00Z,41.19,60.12
2025-09-25T06:00:00Z,39.00,60.12
2025-09-25T06:01:00Z,39.00,60.38
2025-09-25T06:02:00Z,27.54,75.02
2025-09-25T06:03:00Z,21.35,79.70
2025-09-25T06:04:00Z,18.97,81.18
2025-09-25T06:05:00Z,19.25,81.18
2025-09-25T06:06:00Z,16.22,81.18
2025-09-25T06:07:00Z,18.22,81.18
2025-09-25T06:08:00Z,17.00,83.00
2025-09-25T06:09:00Z,19.76,80.00
2025-09-25T06:10:00Z,22.29,80.03
2025-09-25T06:11:00Z,27.04,81.00
2025-09-25T06:12:00Z,20.51,81.48
2025-09-25T06:13:00Z,23.22,82.80
2025-09-25T06:14:00Z,15.74,84.75
2025-09-25T06:15:00Z,16.14,84.56
2025-09-25T06:16:00Z,20.25,83.16
2025-09-25T06:17:00Z,22.81,77.00
2025-09-25T06:18:00Z,21.00,77.00
2025-09-25T06:19:00Z,19.71,77.00
2025-09-25T06:20:00Z,21.95,77.00
2025-09-25T06:21:00Z,19.65,82.00
2025-09-25T06:22:00Z,14.62,82.00
2025-09-25T06:23:00Z,20.26,82.00
2025-09-25T06:24:00Z,17.72,86.00
2025-09-25T06:25:00Z,16.76,90.96
2025-09-25T06:26:00Z,7.84,93.87
2025-09-25T06:27:00Z,5.15,94.57
2025-09-25T06:28:00Z,4.49,96.10
2025-09-25T06:29:00Z,5.00,97.00
2025-09-25T06:30:00Z,4.00,98.05
2025-09-25T06:31:00Z,3.22,97.43
2025-09-25T06:32:00Z,3.00,97.43
2025-09-25T06:33:00Z,3.33,97.00
2025-09-25T06:34:00Z,4.00,97.00
2025-09-25T06:35:00Z,5.22,97.00
2025-09-25T06:36:00Z,5.63,97.46
2025-09-25T06:37:00Z,5.00,97.46
2025-09-25T06:38:00Z,5.00,97.46
2025-09-25T06:39:00Z,3.62,96.11
2025-09-25T06:40:00Z,4.97,97.49
2025-09-25T06:41:00Z,1.96,98.86
2025-09-25T06:42:00Z,1.00,98.86
2025-09-25T06:43:00Z,1.00,98.86
2025-09-25T06:44:00Z,1.00,99.00
