# event_ticker=KXATPMATCH-25JUL13UGOGAR
# final_score=6-4 6-4
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Cristian Garin
# kalshi_date=2025-07-13
timestamp,Camilo Ugo Carabelli,Cristian Garin
2025-07-16T01:09:00Z,30.00,62.00
2025-07-16T01:19:00Z,30.00,58.00
2025-07-16T01:21:00Z,35.00,58.00
2025-07-16T01:24:00Z,35.00,62.00
2025-07-16T01:33:00Z,31.00,58.00
2025-07-16T01:35:00Z,35.38,58.00
2025-07-16T01:40:00Z,31.00,58.00
2025-07-16T01:42:00Z,31.00,58.00
2025-07-16T01:46:00Z,37.00,58.00
2025-07-16T01:53:00Z,37.00,58.00
2025-07-16T01:56:00Z,37.00,58.00
2025-07-16T01:57:00Z,37.00,58.00
2025-07-16T02:01:00Z,34.24,58.00
2025-07-16T02:02:00Z,37.00,58.00
2025-07-16T02:03:00Z,32.00,62.00
2025-07-16T02:04:00Z,37.00,62.00
2025-07-16T02:05:00Z,37.00,62.00
2025-07-16T02:06:00Z,37.00,57.00
2025-07-16T02:09:00Z,32.00,57.00
2025-07-16T02:10:00Z,32.00,57.00
2025-07-16T02:11:00Z,37.00,57.00
2025-07-16T02:12:00Z,37.00,58.00
2025-07-16T02:14:00Z,37.00,58.00
2025-07-16T02:16:00Z,37.00,62.00
2025-07-16T02:17:00Z,37.00,62.00
2025-07-16T02:20:00Z,37.00,58.00
2025-07-16T02:23:00Z,37.00,57.00
2025-07-16T02:24:00Z,32.00,57.00
2025-07-16T02:28:00Z,32.00,62.00
2025-07-16T02:30:00Z,32.00,62.00
2025-07-16T02:34:00Z,37.00,62.00
2025-07-16T02:35:00Z,39.69,62.00
2025-07-16T02:36:00Z,39.69,57.00
2025-07-16T02:37:00Z,32.00,57.00
2025-07-16T02:38:00Z,32.08,57.00
2025-07-16T02:40:00Z,40.00,57.00
2025-07-16T02:41:00Z,40.00,57.00
2025-07-16T02:45:00Z,40.00,57.00
2025-07-16T02:46:00Z,40.00,58.01
2025-07-16T02:54:00Z,40.00,60.00
2025-07-16T02:55:00Z,40.00,58.06
2025-07-16T02:57:00Z,39.50,58.06
2025-07-16T02:58:00Z,39.50,57.56
2025-07-16T02:59:00Z,41.00,57.56
2025-07-16T03:00:00Z,41.00,61.00
2025-07-16T03:05:00Z,41.00,61.00
2025-07-16T03:07:00Z,41.00,61.00
2025-07-16T03:08:00Z,37.00,61.00
2025-07-16T03:09:00Z,37.00,60.00
2025-07-16T03:10:00Z,37.00,60.00
2025-07-16T03:16:00Z,37.00,61.00
2025-07-16T03:17:00Z,37.00,61.00
2025-07-16T03:18:00Z,37.00,61.00
2025-07-16T03:20:00Z,37.00,61.00
2025-07-16T03:21:00Z,37.00,60.00
2025-07-16T03:22:00Z,37.00,60.00
2025-07-16T03:26:00Z,37.00,61.00
2025-07-16T03:29:00Z,35.00,61.00
2025-07-16T03:32:00Z,37.00,61.00
2025-07-16T03:37:00Z,35.00,61.00
2025-07-16T03:41:00Z,35.00,61.00
2025-07-16T03:44:00Z,35.00,60.00
2025-07-16T03:46:00Z,35.00,60.00
2025-07-16T03:47:00Z,35.00,61.00
2025-07-16T03:48:00Z,35.00,60.00
2025-07-16T03:52:00Z,35.00,61.03
2025-07-16T03:53:00Z,37.00,61.03
2025-07-16T03:55:00Z,37.82,62.00
2025-07-16T03:56:00Z,37.82,62.00
2025-07-16T03:57:00Z,39.35,62.00
2025-07-16T03:58:00Z,35.00,62.00
2025-07-16T03:59:00Z,35.00,62.00
2025-07-16T04:00:00Z,35.00,63.00
2025-07-16T04:01:00Z,35.00,63.00
2025-07-16T04:03:00Z,37.00,63.00
2025-07-16T04:04:00Z,37.00,63.00
2025-07-16T04:07:00Z,37.00,63.00
2025-07-16T04:08:00Z,37.00,63.00
2025-07-16T04:09:00Z,37.00,62.12
2025-07-16T04:10:00Z,37.00,62.12
2025-07-16T04:11:00Z,37.00,62.00
2025-07-16T04:12:00Z,37.00,62.01
2025-07-16T04:13:00Z,35.65,63.00
2025-07-16T04:14:00Z,37.73,63.00
2025-07-16T04:15:00Z,37.73,62.19
2025-07-16T04:16:00Z,38.00,62.19
2025-07-16T04:17:00Z,38.00,63.00
2025-07-16T04:18:00Z,38.00,63.00
2025-07-16T04:20:00Z,38.00,63.00
2025-07-16T04:21:00Z,38.00,63.00
2025-07-16T04:22:00Z,38.00,63.00
2025-07-16T04:24:00Z,38.00,63.00
2025-07-16T04:26:00Z,38.00,63.00
2025-07-16T04:27:00Z,38.00,62.00
2025-07-16T04:28:00Z,38.00,62.00
2025-07-16T04:29:00Z,38.00,63.00
2025-07-16T04:34:00Z,38.00,62.00
2025-07-16T04:36:00Z,38.00,62.00
2025-07-16T04:38:00Z,38.00,62.00
2025-07-16T04:41:00Z,38.00,63.00
2025-07-16T04:45:00Z,38.00,63.00
2025-07-16T04:46:00Z,38.00,63.00
2025-07-16T04:49:00Z,35.00,63.00
2025-07-16T04:50:00Z,35.00,63.03
2025-07-16T04:51:00Z,35.00,63.10
2025-07-16T04:55:00Z,38.00,63.10
2025-07-16T04:56:00Z,38.00,63.10
2025-07-16T04:58:00Z,38.00,62.16
2025-07-16T04:59:00Z,38.00,64.00
2025-07-16T05:00:00Z,38.00,64.00
2025-07-16T05:02:00Z,35.00,64.00
2025-07-16T05:06:00Z,35.00,64.00
2025-07-16T05:10:00Z,35.00,64.00
2025-07-16T05:11:00Z,38.00,64.00
2025-07-16T05:13:00Z,38.00,64.00
2025-07-16T05:14:00Z,38.00,64.00
2025-07-16T05:15:00Z,38.00,64.00
2025-07-16T05:17:00Z,38.00,64.00
2025-07-16T05:20:00Z,35.00,64.00
2025-07-16T05:21:00Z,36.49,64.00
2025-07-16T05:23:00Z,38.00,64.00
2025-07-16T05:24:00Z,38.00,63.00
2025-07-16T05:25:00Z,38.00,64.00
2025-07-16T05:26:00Z,38.00,64.00
2025-07-16T05:27:00Z,35.00,64.00
2025-07-16T05:29:00Z,35.00,64.00
2025-07-16T05:34:00Z,35.00,63.09
2025-07-16T05:35:00Z,35.00,63.00
2025-07-16T05:36:00Z,38.00,63.00
2025-07-16T05:38:00Z,38.00,63.50
2025-07-16T05:39:00Z,38.00,64.00
2025-07-16T05:42:00Z,38.00,63.00
2025-07-16T05:45:00Z,38.00,62.00
2025-07-16T05:46:00Z,38.00,61.00
2025-07-16T05:48:00Z,38.00,60.00
2025-07-16T05:49:00Z,38.00,60.00
2025-07-16T06:06:00Z,37.00,60.00
2025-07-16T06:07:00Z,36.00,60.00
2025-07-16T06:18:00Z,36.00,64.00
2025-07-16T06:22:00Z,36.00,64.00
2025-07-16T06:23:00Z,36.00,63.00
2025-07-16T06:28:00Z,36.00,64.00
2025-07-16T06:30:00Z,36.00,64.00
2025-07-16T06:31:00Z,36.00,64.00
2025-07-16T06:39:00Z,36.00,64.00
2025-07-16T06:41:00Z,36.00,64.00
2025-07-16T06:43:00Z,36.00,64.00
2025-07-16T06:44:00Z,38.00,64.00
2025-07-16T06:45:00Z,38.00,64.00
2025-07-16T06:51:00Z,35.29,64.00
2025-07-16T06:54:00Z,37.03,64.00
2025-07-16T06:55:00Z,38.00,64.00
2025-07-16T06:59:00Z,38.00,64.00
2025-07-16T07:00:00Z,38.00,64.00
2025-07-16T12:01:00Z,65.52,54.00
2025-07-16T12:02:00Z,72.78,3.00
2025-07-16T12:03:00Z,87.00,3.00
2025-07-16T12:04:00Z,56.31,3.00
2025-07-16T12:05:00Z,56.31,39.25
2025-07-16T12:06:00Z,80.00,35.89
2025-07-16T12:07:00Z,83.16,35.89
2025-07-16T12:08:00Z,68.94,36.27
2025-07-16T12:09:00Z,75.96,39.60
2025-07-16T12:10:00Z,75.96,31.13
2025-07-16T12:11:00Z,75.76,38.47
2025-07-16T12:12:00Z,64.00,42.00
2025-07-16T12:13:00Z,63.00,42.00
2025-07-16T12:14:00Z,64.44,42.00
2025-07-16T12:16:00Z,66.44,42.00
2025-07-16T12:20:00Z,59.78,42.00
2025-07-16T12:21:00Z,59.78,22.41
2025-07-16T12:22:00Z,69.31,22.41
2025-07-16T12:23:00Z,85.21,18.67
2025-07-16T12:24:00Z,84.00,18.67
2025-07-16T12:25:00Z,84.00,17.92
2025-07-16T12:26:00Z,84.00,25.67
2025-07-16T12:28:00Z,80.00,37.54
2025-07-16T12:29:00Z,75.80,37.54
2025-07-16T12:30:00Z,79.73,37.54
2025-07-16T12:31:00Z,82.07,37.54
2025-07-16T12:32:00Z,87.96,17.15
2025-07-16T12:33:00Z,75.63,17.15
2025-07-16T12:34:00Z,84.00,17.15
2025-07-16T12:35:00Z,83.49,17.00
2025-07-16T12:37:00Z,79.00,17.00
2025-07-16T12:38:00Z,83.00,13.00
2025-07-16T12:39:00Z,81.94,13.00
2025-07-16T12:40:00Z,83.00,13.00
2025-07-16T12:41:00Z,80.00,13.00
2025-07-16T12:42:00Z,81.54,19.99
2025-07-16T12:43:00Z,88.99,18.00
2025-07-16T12:44:00Z,86.27,20.43
2025-07-16T12:45:00Z,86.27,23.00
2025-07-16T12:46:00Z,85.23,23.00
2025-07-16T12:47:00Z,88.65,9.49
2025-07-16T12:48:00Z,92.03,9.49
2025-07-16T12:49:00Z,81.90,18.00
2025-07-16T12:50:00Z,85.00,27.29
2025-07-16T12:52:00Z,81.75,23.40
2025-07-16T12:53:00Z,85.00,20.00
2025-07-16T12:54:00Z,81.95,20.00
2025-07-16T12:55:00Z,98.58,2.05
2025-07-16T12:56:00Z,99.00,2.05
